Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Max Moerstedt,GER,AT,Hoffenheim,,,4,0,55,0.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,1,4,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
Steve Mounié,BEN,AT,Augsburg,30-016,1994,5,1,177,2.0,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,3,3,18,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40
Nordi Mukiele,FRA,DF,Leverkusen,26-349,1997,2,1,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Florian Müller,GER,GB,Freiburg,26-337,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kevin Müller,GER,GB,Heidenheim,33-214,1991,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Thomas Müller,GER,"MT,AT",Bayern Munich,35-032,1989,6,1,213,2.4,1,1,2,1,0,0,1,0,1.0,1.0,0.4,1.4,4,9,37,0.42,0.42,0.85,0.42,0.85,0.41,0.18,0.59,0.41,0.59
Jamal Musiala,GER,MT,Bayern Munich,21-232,2003,5,5,388,4.3,3,0,3,3,0,0,1,0,2.8,2.8,0.7,3.5,12,24,35,0.70,0.00,0.70,0.70,0.70,0.64,0.17,0.81,0.64,0.81
Florent Muslija,KVX,"AT,DF",Freiburg,26-101,1998,4,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3,5,8,0.00,0.00,0.00,0.00,0.00,0.17,0.34,0.50,0.17,0.50
Phillipp Mwene,AUT,DF,Mainz 05,30-260,1994,6,6,528,5.9,0,2,2,0,0,0,1,0,0.1,0.1,0.5,0.6,13,9,27,0.00,0.34,0.34,0.00,0.34,0.02,0.08,0.10,0.02,0.10
Joakim Mæhle,DEN,MT,Wolfsburg,27-148,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nathan N'Goumou,FRA,AT,Gladbach,24-215,2000,5,2,217,2.4,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,7,3,20,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24
Stanley N'Soki,FRA,DF,Hoffenheim,25-189,1999,2,1,19,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Paul Nebel,GER,"DF,MT",Mainz 05,22-005,2002,4,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,3,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Luca Netz,GER,DF,Gladbach,21-153,2003,6,6,535,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.9,9,15,31,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.16,0.04,0.16
Manuel Neuer,GER,GB,Bayern Munich,38-202,1986,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Florian Neuhaus,GER,MT,Gladbach,27-213,1997,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moritz Nicolas,GER,GB,Gladbach,26-360,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Justin Njinmah,GER,"MT,AT",Werder Bremen,23-335,2000,3,2,138,1.5,1,0,1,1,0,0,0,0,0.3,0.3,0.6,0.9,5,6,14,0.65,0.00,0.65,0.65,0.65,0.18,0.38,0.56,0.18,0.56
Niels Nkounkou,FRA,"MT,DF",Eint Frankfurt,23-349,2000,4,2,173,1.9,0,0,0,0,0,0,0,0,0.0,0.0,1.1,1.1,10,5,9,0.00,0.00,0.00,0.00,0.00,0.02,0.58,0.60,0.02,0.60
Felix Nmecha,GER,MT,Dortmund,24-005,2000,6,2,187,2.1,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,14,1,0.48,0.00,0.48,0.48,0.48,0.04,0.06,0.10,0.04,0.10
Alexander Nübel,GER,GB,Stuttgart,28-015,1996,6,6,540,6.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.17,0.17,0.00,0.17,0.00,0.02,0.02,0.00,0.02
Antonio Nusa,NOR,MT,RB Leipzig,19-181,2005,6,2,268,3.0,1,2,3,1,0,0,0,0,0.4,0.4,1.0,1.4,7,14,26,0.34,0.67,1.01,0.34,1.01,0.12,0.33,0.45,0.12,0.45
Tim Oermann,GER,DF,Bochum,21-009,2003,3,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ifechukwu Ogbus,SUI,DF,Freiburg,18-303,2005,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Michael Olise,FRA,"AT,MT",Bayern Munich,22-308,2001,6,5,412,4.6,4,2,6,4,0,0,0,0,2.0,2.0,1.9,3.9,17,39,55,0.87,0.44,1.31,0.87,1.31,0.44,0.41,0.85,0.44,0.85
Jonas Omlin,SUI,GB,Gladbach,30-279,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Karim Onisiwo,AUT,"MT,AT",Mainz 05,32-212,1992,3,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,0,7,0.00,0.00,0.00,0.00,0.00,0.07,0.34,0.41,0.07,0.41
Frank Onyeka,NGA,MT,Augsburg,26-288,1998,4,4,352,3.9,0,1,1,0,0,0,2,0,0.2,0.2,0.5,0.7,8,16,7,0.00,0.26,0.26,0.00,0.26,0.04,0.14,0.18,0.04,0.18
Loïs Openda,BEL,AT,RB Leipzig,24-242,2000,6,5,472,5.2,4,1,5,4,0,1,0,0,3.8,3.0,0.9,3.9,14,11,47,0.76,0.19,0.95,0.76,0.95,0.72,0.17,0.89,0.57,0.74
Willi Orban,HUN,DF,RB Leipzig,31-347,1992,4,4,354,3.9,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.2,2,27,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Ivan Ordets,UKR,DF,Bochum,32-099,1992,1,1,87,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Patrick Osterhage,GER,MT,Freiburg,24-257,2000,6,6,443,4.9,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,3,15,9,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13
Salih Özcan,TUR,MT,Wolfsburg,26-278,1998,5,1,128,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,0,7,1,0.00,0.00,0.00,0.00,0.00,0.08,0.35,0.43,0.08,0.43
Exequiel Palacios,ARG,MT,Leverkusen,26-010,1998,3,1,82,0.9,0,2,2,0,0,0,0,0,0.0,0.0,0.4,0.5,2,6,2,0.00,2.20,2.20,0.00,2.20,0.04,0.47,0.51,0.04,0.51
João Palhinha,POR,MT,Bayern Munich,29-098,1995,4,1,129,1.4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,1,10,5,0.00,0.00,0.00,0.00,0.00,0.24,0.07,0.31,0.24,0.31
Mats Pannewig,GER,MT,Bochum,19-353,2004,3,0,36,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,3,3,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21
Felix Passlack,GER,DF,Bochum,26-139,1998,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,14,14,26,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Aleksandar Pavlovic,GER,MT,Bayern Munich,20-165,2004,5,5,411,4.6,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,5,45,11,0.22,0.00,0.22,0.22,0.22,0.02,0.00,0.02,0.02,0.02
Mads Pedersen,DEN,DF,Augsburg,28-044,1996,3,2,165,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,11,9,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Jordan Pefok,USA,AT,Union Berlin,28-172,1996,6,4,360,4.0,0,1,1,0,0,0,1,0,0.9,0.9,0.5,1.3,1,4,19,0.00,0.25,0.25,0.00,0.25,0.22,0.12,0.34,0.22,0.34
Benedikt Pichler,AUT,AT,Holstein Kiel,27-087,1997,6,5,458,5.1,1,0,1,1,0,0,0,0,1.7,1.7,0.7,2.3,10,13,24,0.20,0.00,0.20,0.20,0.20,0.33,0.13,0.46,0.33,0.46
Amos Pieper,GER,DF,Werder Bremen,26-272,1998,2,1,111,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marvin Pieringer,GER,AT,Heidenheim,25-011,1999,6,5,425,4.7,2,1,3,2,0,0,2,0,1.6,1.6,0.7,2.4,4,13,18,0.42,0.21,0.64,0.42,0.64,0.34,0.16,0.50,0.34,0.50
Alassane Pléa,FRA,"AT,MT",Gladbach,31-219,1993,6,5,354,3.9,1,0,1,1,0,0,1,0,1.3,1.3,0.3,1.7,15,20,24,0.25,0.00,0.25,0.25,0.25,0.34,0.08,0.42,0.34,0.42
Finn Porath,GER,"DF,MT",Holstein Kiel,27-235,1997,6,5,423,4.7,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,7,12,16,0.00,0.21,0.21,0.00,0.21,0.02,0.14,0.16,0.02,0.16
Yussuf Poulsen,DEN,AT,RB Leipzig,30-122,1994,6,1,104,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,3,13,0.00,0.00,0.00,0.00,0.00,0.14,0.11,0.25,0.14,0.25
Alexander Prass,AUT,DF,Hoffenheim,23-142,2001,6,6,444,4.9,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,5,21,18,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12
Grischa Prömel,GER,MT,Hoffenheim,29-280,1995,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tymoteusz Puchacz,POL,DF,Holstein Kiel,25-266,1999,4,2,148,1.6,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.3,8,3,15,0.00,0.61,0.61,0.00,0.61,0.02,0.14,0.16,0.02,0.16
Leopold Querfeld,AUT,DF,Union Berlin,20-300,2003,6,0,111,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Grant Ranos,ARM,AT,Gladbach,21-087,2003,1,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
David Raum,GER,DF,RB Leipzig,26-176,1998,6,6,485,5.4,0,1,1,0,0,0,0,0,0.1,0.1,1.6,1.7,11,19,43,0.00,0.19,0.19,0.00,0.19,0.03,0.29,0.32,0.03,0.32
Rocco Reitz,GER,MT,Gladbach,22-139,2002,6,2,239,2.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,14,9,0.00,0.00,0.00,0.00,0.00,0.15,0.04,0.19,0.15,0.19
Nicolai Remberg,GER,MT,Holstein Kiel,24-118,2000,6,1,164,1.8,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,1,7,2,0.00,0.55,0.55,0.00,0.55,0.04,0.06,0.09,0.04,0.09
Elvis Rexhbeçaj,KVX,MT,Augsburg,26-349,1997,6,6,500,5.6,1,0,1,1,0,0,4,0,0.9,0.9,0.2,1.0,13,36,32,0.18,0.00,0.18,0.18,0.18,0.15,0.03,0.18,0.15,0.18
Gio Reyna,USA,MT,Dortmund,21-337,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fabian Rieder,SUI,"MT,AT",Stuttgart,22-242,2002,6,2,253,2.8,1,2,3,1,0,0,0,0,0.3,0.3,1.1,1.5,10,15,25,0.36,0.71,1.07,0.36,1.07,0.11,0.41,0.51,0.11,0.51
Lars Ritzka,GER,"DF,AT",St. Pauli,26-161,1998,4,3,210,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.4,1,4,11,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16
Merlin Röhl,GER,MT,Freiburg,22-102,2002,3,3,162,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5,4,9,0.00,0.00,0.00,0.00,0.00,0.27,0.02,0.28,0.27,0.28
Lasse Rosenboom,GER,DF,Holstein Kiel,22-270,2002,4,1,155,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,2,3,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11
Max Rosenfelder,GER,DF,Freiburg,21-248,2003,4,3,295,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,4,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
Tom Rothe,GER,"DF,MT",Union Berlin,19-352,2004,5,5,378,4.2,1,0,1,1,0,0,2,0,0.2,0.2,0.3,0.5,4,7,13,0.24,0.00,0.24,0.24,0.24,0.05,0.07,0.12,0.05,0.12
Anthony Rouault,FRA,DF,Stuttgart,23-139,2001,4,3,254,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Julian Ryerson,NOR,DF,Dortmund,26-333,1997,6,6,473,5.3,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,12,10,25,0.19,0.19,0.38,0.19,0.38,0.04,0.13,0.16,0.04,0.16
Frederik Rønnow,DEN,GB,Union Berlin,32-072,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Elias Saad,TUN,"AT,MT",St. Pauli,24-293,1999,6,3,343,3.8,2,2,4,2,0,0,1,0,0.9,0.9,0.5,1.4,14,12,29,0.52,0.52,1.05,0.52,1.05,0.24,0.13,0.37,0.24,0.37
Marcel Sabitzer,AUT,"MT,AT",Dortmund,30-212,1994,5,3,307,3.4,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,6,15,14,0.00,0.00,0.00,0.00,0.00,0.20,0.03,0.23,0.20,0.23
Manolis Saliakas,GRE,"MT,DF",St. Pauli,28-033,1996,5,3,294,3.3,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3,16,13,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.12,0.05,0.12
Roland Sallai,HUN,"AT,MT",Freiburg,27-146,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,0.00,0.00,0.00,0.00,0.00,0.25,0.16,0.41,0.25,0.41
Philipp Sander,GER,MT,Gladbach,26-237,1998,6,4,309,3.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,20,2,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12
Leroy Sané,GER,AT,Bayern Munich,28-278,1996,2,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,5,6,7,0.00,0.00,0.00,0.00,0.00,0.35,0.41,0.76,0.35,0.76
Kaishu Sano,JPN,MT,Mainz 05,23-290,2000,6,6,523,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01
Kauã Santos,BRA,GB,Eint Frankfurt,21-187,2003,4,3,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Joe Scally,USA,DF,Gladbach,21-289,2002,6,6,525,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.4,13,9,17,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
András Schäfer,HUN,MT,Union Berlin,25-185,1999,6,4,379,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,14,14,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Patrik Schick,CZE,AT,Leverkusen,28-265,1996,4,1,107,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0,2,6,0.00,0.00,0.00,0.00,0.00,0.27,0.10,0.37,0.27,0.37
Stefan Schimmer,GER,"AT,MT",Heidenheim,30-170,1994,2,0,39,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,0,1,4,0.00,0.00,0.00,0.00,0.00,0.10,0.26,0.36,0.10,0.36
Keven Schlotterbeck,GER,DF,Augsburg,27-170,1997,6,6,484,5.4,2,0,2,2,0,0,1,0,0.5,0.5,0.0,0.5,0,24,1,0.37,0.00,0.37,0.37,0.37,0.10,0.00,0.10,0.10,0.10
Nico Schlotterbeck,GER,DF,Dortmund,24-319,1999,5,5,432,4.8,0,0,0,0,0,0,3,1,0.2,0.2,0.0,0.3,12,41,7,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
Romano Schmid,AUT,MT,Werder Bremen,24-262,2000,6,6,522,5.8,0,1,1,0,0,0,0,0,0.3,0.3,1.1,1.4,23,43,32,0.00,0.17,0.17,0.00,0.17,0.06,0.19,0.25,0.06,0.25
Jan Schöppner,GER,MT,Heidenheim,25-125,1999,6,5,470,5.2,2,0,2,2,0,0,0,0,1.0,1.0,0.4,1.4,7,15,12,0.38,0.00,0.38,0.38,0.38,0.18,0.08,0.26,0.18,0.26
Marvin Schulz,GER,MT,Holstein Kiel,29-274,1995,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Léo Scienza,BRA,"AT,MT",Heidenheim,26-032,1998,5,3,263,2.9,1,0,1,1,0,0,0,0,0.9,0.9,0.8,1.7,24,9,17,0.34,0.00,0.34,0.34,0.34,0.32,0.27,0.59,0.32,0.59
Nicolas Seiwald,AUT,MT,RB Leipzig,23-164,2001,5,3,332,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,30,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Benjamin Šeško,SVN,"AT,MT",RB Leipzig,21-137,2003,6,6,436,4.8,2,2,4,2,0,0,0,0,1.1,1.1,0.3,1.4,5,12,22,0.41,0.41,0.83,0.41,0.83,0.23,0.06,0.29,0.23,0.29
Armindo Sieb,GER,"MT,AT",Mainz 05,21-241,2003,6,2,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.1,0.9,10,5,12,0.90,0.00,0.90,0.90,0.90,0.37,0.05,0.42,0.37,0.42
Tim Siersleben,GER,DF,Heidenheim,24-220,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kiliann Sildillia,FRA,AT,Freiburg,22-152,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
André Silva,POR,AT,RB Leipzig,28-344,1995,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.39,0.39,0.39
Mohamed Simakan,FRA,DF,RB Leipzig,24-165,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,3,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.46,0.00,0.46
Xavi Simons,NED,MT,RB Leipzig,21-177,2003,6,6,525,5.8,1,1,2,1,0,0,2,0,0.9,0.9,1.7,2.6,21,41,50,0.17,0.17,0.34,0.17,0.34,0.15,0.29,0.44,0.15,0.44
Danel Sinani,LUX,"MT,AT",St. Pauli,27-193,1997,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ibrahima Sissoko,MLI,"MT,DF",Bochum,26-354,1997,6,6,521,5.8,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,25,7,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Tim Skarke,GER,"AT,MT",Union Berlin,28-038,1996,6,1,168,1.9,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.5,5,3,11,0.00,0.54,0.54,0.00,0.54,0.14,0.15,0.29,0.14,0.29
Ellyes Skhiri,TUN,MT,Eint Frankfurt,29-158,1995,6,5,410,4.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,1,11,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Steven Skrzybski,GER,"MT,AT",Holstein Kiel,31-332,1992,3,1,96,1.1,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,1,5,1,0.00,0.94,0.94,0.00,0.94,0.08,0.29,0.38,0.08,0.38
Eric Smith,SWE,DF,St. Pauli,27-281,1997,6,6,489,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.9,1,23,1,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.16,0.04,0.16
Anton Stach,GER,DF,Hoffenheim,25-335,1998,6,5,495,5.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,28,0,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Jens Stage,DEN,MT,Werder Bremen,27-342,1996,6,6,510,5.7,3,0,3,3,0,0,1,0,1.6,1.6,0.1,1.8,5,19,16,0.53,0.00,0.53,0.53,0.53,0.29,0.02,0.31,0.29,0.31
Niklas Stark,GER,DF,Werder Bremen,29-184,1995,5,5,372,4.1,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,1,12,0,0.00,0.24,0.24,0.00,0.24,0.02,0.02,0.04,0.02,0.04
Pascal Stenzel,GER,DF,Stuttgart,28-209,1996,3,2,114,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,4,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Angelo Stiller,GER,"MT,DF",Stuttgart,23-194,2001,6,6,534,5.9,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.8,6,51,21,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.14,0.03,0.14
Kevin Stöger,AUT,"MT,AT",Gladbach,31-049,1993,6,6,506,5.6,0,2,2,0,0,0,1,0,0.5,0.5,2.2,2.7,15,43,34,0.00,0.36,0.36,0.00,0.36,0.09,0.38,0.48,0.09,0.48
Niklas Süle,GER,DF,Dortmund,29-042,1995,5,4,334,3.7,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,2,18,4,0.00,0.00,0.00,0.00,0.00,0.13,0.01,0.14,0.13,0.14
Mattias Svanberg,SWE,MT,Wolfsburg,25-284,1999,5,5,377,4.2,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,0,8,9,0.24,0.00,0.24,0.24,0.24,0.29,0.06,0.34,0.29,0.34
Haris Tabakovic,BIH,"AT,MT",Hoffenheim,30-117,1994,3,0,57,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.17,0.05,0.22,0.17,0.22
Jonathan Tah,GER,DF,Leverkusen,28-247,1996,6,6,540,6.0,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,1,31,4,0.17,0.00,0.17,0.17,0.17,0.06,0.00,0.06,0.06,0.06
Edmond Tapsoba,BFA,DF,Leverkusen,25-256,1999,6,6,535,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,9,44,3,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
Mathys Tel,FRA,"MT,AT",Bayern Munich,19-171,2005,3,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2,9,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Nathan Tella,NGA,"DF,AT",Leverkusen,25-102,1999,3,1,83,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,3,12,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
Martin Terrier,FRA,MT,Leverkusen,27-225,1997,6,3,298,3.3,1,0,1,1,0,0,1,0,1.8,1.8,0.1,2.0,5,7,18,0.30,0.00,0.30,0.30,0.30,0.55,0.05,0.60,0.55,0.60
Arthur Theate,BEL,DF,Eint Frankfurt,24-143,2000,6,6,518,5.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,17,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Phillip Tietz,GER,AT,Augsburg,27-098,1997,6,4,338,3.8,1,1,2,1,0,0,1,0,1.1,1.1,0.3,1.4,0,8,32,0.27,0.27,0.53,0.27,0.53,0.30,0.09,0.39,0.30,0.39
Umut Tohumcu,GER,MT,Hoffenheim,20-065,2004,4,1,167,1.9,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,0,6,1,0.00,0.54,0.54,0.00,0.54,0.00,0.07,0.07,0.00,0.07
Tiago Tomás,POR,"AT,MT",Wolfsburg,22-121,2002,6,6,444,4.9,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.7,10,12,23,0.20,0.00,0.20,0.20,0.20,0.11,0.03,0.14,0.11,0.14
Lucas Tousart,FRA,MT,Union Berlin,27-169,1997,2,2,130,1.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,2,2,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
