Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Matteo Darmian,ITA,DF,Inter,34-318,1989,7,6,466,5.2,1,1,2,1,0,0,0,0,0.7,0.7,0.5,1.2,1,10,37,0.19,0.19,0.39,0.19,0.39,0.14,0.09,0.23,0.14,0.23
Juan David Cabal,COL,DF,Juventus,23-281,2001,3,3,211,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,6,5,7,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
Keinan Davis,ENG,AT,Udinese,26-245,1998,7,1,211,2.3,0,1,1,0,0,0,1,0,0.7,0.7,1.5,2.2,5,4,18,0.00,0.43,0.43,0.00,0.43,0.30,0.64,0.95,0.30,0.95
Paweł Dawidowicz,POL,DF,Hellas Verona,29-148,1995,5,5,380,4.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2,16,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Charles De Ketelaere,BEL,"MT,AT",Atalanta,23-219,2001,7,6,469,5.2,1,1,2,1,0,0,0,0,1.2,1.2,1.8,3.0,20,35,47,0.19,0.19,0.38,0.19,0.38,0.23,0.34,0.58,0.23,0.58
Mattia De Sciglio,ITA,"AT,DF",Empoli,31-361,1992,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18
Lorenzo De Silvestri,ITA,DF,Bologna,36-145,1988,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Koni De Winter,BEL,DF,Genoa,22-125,2002,7,7,630,7.0,1,0,1,1,0,0,4,0,0.6,0.6,0.1,0.6,3,18,7,0.14,0.00,0.14,0.14,0.14,0.08,0.01,0.09,0.08,0.09
Alessandro Deiola,ITA,MT,Cagliari,29-075,1995,6,5,396,4.4,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,3,10,11,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11
Enrico Del Prato,ITA,DF,Parma,24-340,1999,6,4,464,5.2,1,0,1,1,0,0,1,0,0.1,0.1,0.6,0.8,0,11,4,0.19,0.00,0.19,0.19,0.19,0.03,0.12,0.15,0.03,0.15
Fisayo Dele-Bashiru,NGA,MT,Lazio,23-252,2001,3,2,159,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,12,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
Ali Dembélé,FRA,DF,Torino,20-284,2004,4,0,50,0.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Michele Di Gregorio,ITA,GB,Juventus,27-080,1997,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Giovanni Di Lorenzo,ITA,DF,Napoli,31-072,1993,7,7,630,7.0,2,0,2,2,0,0,0,0,0.9,0.9,0.8,1.7,8,49,33,0.29,0.00,0.29,0.29,0.29,0.13,0.12,0.24,0.13,0.24
Boulaye Dia,SEN,"MT,AT",Lazio,27-334,1996,6,5,420,4.7,3,0,3,3,0,0,0,0,1.7,1.7,0.7,2.3,5,13,24,0.64,0.00,0.64,0.64,0.64,0.35,0.14,0.49,0.35,0.49
Federico Dimarco,ITA,DF,Inter,26-340,1997,7,7,569,6.3,1,1,2,1,0,0,1,0,1.1,1.1,1.7,2.8,12,22,72,0.16,0.16,0.32,0.16,0.32,0.17,0.27,0.44,0.17,0.44
Berat Djimsiti,ALB,DF,Atalanta,31-239,1993,6,6,540,6.0,0,0,0,0,0,0,1,0,0.6,0.6,0.5,1.1,8,30,10,0.00,0.00,0.00,0.00,0.00,0.10,0.08,0.18,0.10,0.18
Dodô,BRA,DF,Fiorentina,25-333,1998,7,7,630,7.0,0,0,0,0,0,0,3,0,0.1,0.1,1.3,1.3,36,33,46,0.00,0.00,0.00,0.00,0.00,0.01,0.18,0.19,0.01,0.19
Patrick Dorgu,DEN,"AT,DF",Lecce,19-355,2004,6,6,494,5.5,1,0,1,1,0,0,1,1,1.6,1.6,0.1,1.8,21,9,32,0.18,0.00,0.18,0.18,0.18,0.30,0.02,0.32,0.30,0.32
Alberto Dossena,ITA,DF,Como,26-002,1998,6,6,514,5.7,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,1,17,0,0.00,0.18,0.18,0.00,0.18,0.03,0.08,0.11,0.03,0.11
Issa Doumbia,CIV,MT,Venezia,20-365,2003,6,1,146,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,5,4,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.12,0.14
Artem Dovbyk,UKR,AT,Roma,27-116,1997,7,7,610,6.8,3,0,3,3,0,0,0,0,3.3,3.3,0.3,3.5,4,3,47,0.44,0.00,0.44,0.44,0.44,0.48,0.04,0.52,0.48,0.52
Ondrej Duda,SVK,MT,Hellas Verona,29-315,1994,5,4,383,4.3,0,1,1,0,0,0,4,0,0.2,0.2,1.2,1.4,3,21,5,0.00,0.23,0.23,0.00,0.23,0.04,0.28,0.32,0.04,0.32
Denzel Dumfries,NED,DF,Inter,28-180,1996,5,1,164,1.8,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,5,3,9,0.55,0.00,0.55,0.55,0.55,0.35,0.06,0.41,0.35,0.41
Alfred Duncan,GHA,MT,Venezia,31-219,1993,4,4,333,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,3,10,5,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
Paulo Dybala,ARG,"AT,MT",Roma,30-335,1993,5,3,285,3.2,1,0,1,0,1,1,0,0,1.2,0.4,1.4,1.7,7,10,24,0.32,0.00,0.32,0.00,0.00,0.37,0.43,0.80,0.12,0.55
Éderson,BRA,MT,Atalanta,25-100,1999,7,7,595,6.6,1,1,2,1,0,0,2,0,0.5,0.5,0.4,0.9,3,45,16,0.15,0.15,0.30,0.15,0.30,0.08,0.05,0.14,0.08,0.14
Kingsley Ehizibue,NED,DF,Udinese,29-143,1995,7,7,606,6.7,0,1,1,0,0,0,3,0,0.2,0.2,0.8,1.0,16,11,41,0.00,0.15,0.15,0.00,0.15,0.03,0.11,0.14,0.03,0.14
Jeff Ekhator,ITA,"AT,MT",Genoa,17-339,2006,5,0,59,0.7,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,1,1,9,1.53,0.00,1.53,1.53,1.53,0.88,0.03,0.91,0.88,0.91
Jurgen Ekkelenkamp,NED,MT,Udinese,24-193,2000,7,2,290,3.2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,4,19,9,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Emmanuel Ekong,SWE,"MT,AT",Empoli,22-112,2002,5,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,2,6,0.00,0.00,0.00,0.00,0.00,0.06,0.12,0.17,0.06,0.17
Caleb Ekuban,GHA,AT,Genoa,30-206,1994,4,2,210,2.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,1,3,11,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.14,0.11,0.14
Mikael Ellertsson,ISL,MT,Venezia,22-218,2002,6,5,428,4.8,0,1,1,0,0,0,0,0,0.6,0.6,0.5,1.0,5,6,15,0.00,0.21,0.21,0.00,0.21,0.12,0.10,0.22,0.12,0.22
Emerson,BRA,DF,Milan,25-275,1999,6,5,453,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,8,18,32,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
Yannik Engelhardt,GER,MT,Como,23-251,2001,3,0,79,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Martin Erlic,CRO,DF,Bologna,26-265,1998,4,3,221,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,8,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Sebastiano Esposito,ITA,"AT,MT",Empoli,22-105,2002,7,5,453,5.0,2,0,2,2,0,0,0,0,1.0,1.0,0.2,1.2,11,14,12,0.40,0.00,0.40,0.40,0.40,0.20,0.04,0.24,0.20,0.24
Nahuel Estévez,ARG,MT,Parma,28-336,1995,2,2,163,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
Giovanni Fabbian,ITA,MT,Bologna,21-275,2003,6,3,300,3.3,1,0,1,1,0,0,1,0,0.8,0.8,0.1,0.9,5,4,7,0.30,0.00,0.30,0.30,0.30,0.24,0.03,0.27,0.24,0.27
Alieu Fadera,GAM,"AT,MT",Como,22-347,2001,5,4,317,3.5,1,1,2,1,0,0,0,0,0.5,0.5,0.1,0.6,17,5,29,0.28,0.28,0.57,0.28,0.57,0.13,0.04,0.17,0.13,0.17
Nicolò Fagioli,ITA,MT,Juventus,23-246,2001,6,3,339,3.8,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,14,26,13,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
Wladimiro Falcone,ITA,GB,Lecce,29-186,1995,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Davide Faraoni,ITA,"MT,DF",Hellas Verona,32-356,1991,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jacopo Fazzini,ITA,MT,Empoli,21-213,2003,4,4,301,3.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,7,8,15,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
Mattia Felici,ITA,DF,Cagliari,23-181,2001,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Youssouf Fofana,FRA,MT,Milan,25-279,1999,6,5,434,4.8,1,0,1,1,0,0,2,0,0.1,0.1,0.0,0.1,5,28,3,0.21,0.00,0.21,0.21,0.21,0.03,0.00,0.03,0.03,0.03
Michael Folorunsho,ITA,AT,Napoli,26-251,1998,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Omari Forson,ENG,"MT,AT",Monza,20-087,2004,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Davide Frattesi,ITA,MT,Inter,24-359,1999,7,3,348,3.9,1,1,2,1,0,0,0,0,1.3,1.3,0.7,2.0,9,10,6,0.26,0.26,0.52,0.26,0.52,0.32,0.19,0.51,0.32,0.51
Morten Frendrup,DEN,MT,Genoa,23-191,2001,6,6,521,5.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,16,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Martin Frese,DEN,DF,Hellas Verona,26-285,1998,5,3,336,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Remo Freuler,SUI,MT,Bologna,32-183,1992,7,7,630,7.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,10,55,10,0.00,0.14,0.14,0.00,0.14,0.00,0.08,0.08,0.00,0.08
Matteo Gabbia,ITA,DF,Milan,24-360,1999,4,4,360,4.0,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,5,18,1,0.25,0.00,0.25,0.25,0.25,0.10,0.03,0.13,0.10,0.13
Alessandro Gabrielloni,ITA,"AT,MT",Como,30-097,1994,4,0,58,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,1,6,0.00,0.00,0.00,0.00,0.00,0.18,0.24,0.42,0.18,0.42
Gianluca Gaetano,ITA,"MT,AT",Cagliari,24-163,2000,4,1,139,1.5,0,1,1,0,0,0,0,0,1.8,1.8,0.3,2.1,2,7,11,0.00,0.65,0.65,0.00,0.65,1.15,0.21,1.35,1.15,1.35
Roberto Gagliardini,ITA,"MT,DF",Monza,30-191,1994,3,0,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17
Antonino Gallo,ITA,DF,Lecce,24-284,2000,7,7,625,6.9,0,0,0,0,0,0,1,0,0.1,0.1,1.1,1.2,16,31,20,0.00,0.00,0.00,0.00,0.00,0.02,0.16,0.18,0.02,0.18
Federico Gatti,ITA,DF,Juventus,26-113,1998,5,5,444,4.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,5,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
David de Gea,ESP,GB,Fiorentina,33-343,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Valentin Gendrey,FRA,DF,Lecce,24-116,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,5,4,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14
Daniele Ghilardi,ITA,DF,Hellas Verona,21-283,2003,1,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lautaro Gianetti,ARG,DF,Udinese,30-337,1993,4,4,299,3.3,1,0,1,1,0,0,3,0,0.1,0.0,0.0,0.0,0,5,0,0.30,0.00,0.30,0.30,0.30,0.02,0.00,0.02,0.00,0.00
Mario Gila,ESP,DF,Lazio,24-047,2000,4,4,360,4.0,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,4,19,0,0.25,0.00,0.25,0.25,0.25,0.13,0.02,0.14,0.13,0.14
Billy Gilmour,SCO,MT,Napoli,23-126,2001,4,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Gvidas Gineitis,LTU,MT,Torino,20-183,2004,3,1,102,1.1,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.7,0,2,5,0.00,0.88,0.88,0.00,0.88,0.07,0.59,0.66,0.07,0.66
Ben Godfrey,ENG,DF,Atalanta,26-274,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saba Goglichidze,GEO,DF,Empoli,20-112,2004,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Edoardo Goldaniga,ITA,DF,Como,30-348,1993,4,1,130,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pierluigi Gollini,ITA,GB,Genoa,29-211,1995,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nicolás González,ARG,AT,Juventus,26-192,1998,4,3,225,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,7,23,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08
Robin Gosens,GER,DF,Fiorentina,30-102,1994,5,5,447,5.0,1,2,3,1,0,0,1,0,0.7,0.7,1.1,1.8,4,28,11,0.20,0.40,0.60,0.20,0.60,0.14,0.22,0.36,0.14,0.36
Alberto Grassi,ITA,MT,Empoli,29-222,1995,5,5,388,4.3,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3,13,2,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
Mattéo Guendouzi,FRA,MT,Lazio,25-184,1999,7,7,626,7.0,1,0,1,1,0,0,2,0,0.3,0.3,1.1,1.4,14,58,12,0.14,0.00,0.14,0.14,0.14,0.04,0.16,0.20,0.04,0.20
Frederic Guilbert,FRA,DF,Lecce,29-296,1994,4,4,288,3.2,0,0,0,0,0,0,0,1,0.1,0.1,0.7,0.8,8,13,3,0.00,0.00,0.00,0.00,0.00,0.03,0.23,0.26,0.03,0.26
Albert Guðmundsson,ISL,MT,Fiorentina,27-122,1997,3,2,191,2.1,3,0,3,1,2,2,0,0,1.8,0.2,0.0,0.2,8,9,6,1.41,0.00,1.41,0.47,0.47,0.86,0.00,0.86,0.12,0.12
Emmanuel Gyasi,GHA,"DF,AT",Empoli,30-278,1994,7,7,629,7.0,2,0,2,2,0,0,2,0,1.2,1.2,0.0,1.3,4,9,22,0.29,0.00,0.29,0.29,0.29,0.18,0.01,0.18,0.18,0.18
Christian Gytkjær,DEN,AT,Venezia,34-162,1990,6,2,171,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,7,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.11,0.09,0.11
Nicolas Haas,SUI,MT,Empoli,28-266,1996,6,0,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saad El Haddad,MAR,MT,Venezia,19-083,2005,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Antoine Hainaut,FRA,"DF,MT",Parma,22-240,2002,5,1,168,1.9,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.9,4,11,15,0.54,0.00,0.54,0.54,0.54,0.28,0.18,0.46,0.28,0.46
Mohamed Haj,TUN,MT,Parma,19-203,2005,2,0,37,0.4,0,2,2,0,0,0,1,0,0.3,0.3,0.5,0.8,1,3,3,0.00,4.86,4.86,0.00,4.86,0.71,1.22,1.93,0.71,1.93
Ridgeciano Haps,SUR,DF,Venezia,31-125,1993,4,3,266,3.0,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,4,4,5,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24
Abdou Harroui,NED,"AT,MT",Hellas Verona,26-276,1998,4,2,170,1.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,7,3,16,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Liam Henderson,SCO,MT,Empoli,28-173,1996,7,6,549,6.1,0,0,0,0,0,0,1,0,0.1,0.1,1.1,1.1,3,24,9,0.00,0.00,0.00,0.00,0.00,0.01,0.17,0.19,0.01,0.19
Mario Hermoso,ESP,DF,Roma,29-119,1995,4,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Theo Hernández,FRA,DF,Milan,27-009,1997,7,5,485,5.4,2,2,4,2,0,1,0,1,1.2,0.4,0.5,0.9,16,33,32,0.37,0.37,0.74,0.37,0.74,0.22,0.09,0.31,0.07,0.17
Hernani,BRA,MT,Parma,30-202,1994,4,3,248,2.8,1,0,1,0,1,1,0,0,0.9,0.1,0.3,0.4,5,19,9,0.36,0.00,0.36,0.00,0.00,0.33,0.11,0.45,0.05,0.16
Isak Hien,SWE,DF,Atalanta,25-276,1999,4,4,294,3.3,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,4,0,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Emil Holm,SWE,"DF,MT",Bologna,24-155,2000,2,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Elseid Hysaj,ALB,DF,Lazio,30-238,1994,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jay Idzes,IDN,DF,Venezia,24-135,2000,6,6,517,5.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,1,16,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Jonathan Ikone,FRA,"MT,AT",Fiorentina,26-166,1998,5,0,112,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,4,14,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14
Ivan Ilić,SRB,MT,Torino,23-212,2001,7,6,508,5.6,1,0,1,1,0,0,2,0,0.9,0.9,0.6,1.5,15,21,29,0.18,0.00,0.18,0.18,0.18,0.16,0.11,0.27,0.16,0.27
Samuel Iling-Junior,ENG,"AT,MT",Bologna,21-011,2003,3,0,93,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.3,5,7,24,0.97,0.00,0.97,0.97,0.97,0.13,0.11,0.25,0.13,0.25
Alessio Iovine,ITA,DF,Como,33-257,1991,3,3,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Gustav Isaksen,DEN,"AT,MT",Lazio,23-179,2001,7,4,354,3.9,1,1,2,1,0,0,2,0,0.9,0.9,0.5,1.3,15,2,56,0.25,0.25,0.51,0.25,0.51,0.22,0.12,0.34,0.22,0.34
Ardian Ismajli,ALB,DF,Empoli,28-015,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Armando Izzo,ITA,DF,Monza,32-227,1992,7,7,595,6.6,0,1,1,0,0,0,4,0,0.0,0.0,0.2,0.2,5,18,4,0.00,0.15,0.15,0.00,0.15,0.00,0.02,0.03,0.00,0.03
Ali Jasim,IRQ,AT,Como,20-269,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gaby Jean,FRA,DF,Lecce,24-239,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Juan Jesus,BRA,DF,Napoli,33-127,1991,1,1,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Jesse Joronen,FIN,GB,Venezia,31-208,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luka Jović,SRB,AT,Milan,26-297,1997,3,1,79,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,1,4,7,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14
Christian Kabasele,BEL,DF,Udinese,33-234,1991,6,4,397,4.4,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,1,22,2,0.23,0.00,0.23,0.23,0.23,0.11,0.00,0.11,0.11,0.11
Pierre Kalulu,FRA,DF,Juventus,24-132,2000,5,4,357,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,23,5,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Hassane Kamara,CIV,DF,Udinese,30-224,1994,5,4,325,3.6,0,1,1,0,0,0,3,1,0.1,0.1,0.5,0.6,11,5,13,0.00,0.28,0.28,0.00,0.28,0.02,0.14,0.16,0.02,0.16
Yann Karamoh,FRA,AT,Torino,26-099,1998,4,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.38,0.00,0.38
Jesper Karlsson,SWE,AT,Bologna,26-082,1998,3,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,4,16,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Jesper Karlström,SWE,MT,Udinese,29-116,1995,7,6,556,6.2,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,6,21,4,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07
Lior Kasa,ISR,MT,Genoa,19-018,2005,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.09,0.29,0.38,0.09,0.38
Grigoris Kastanos,CYP,"MT,AT",Hellas Verona,26-259,1998,6,4,277,3.1,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,3,8,8,0.32,0.32,0.65,0.32,0.65,0.08,0.21,0.29,0.08,0.29
Michael Kayode,ITA,"DF,AT",Fiorentina,20-097,2004,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,1,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.49,0.49,0.49
Moise Kean,ITA,AT,Fiorentina,24-230,2000,7,7,618,6.9,2,1,3,2,0,1,0,0,4.6,3.8,0.7,4.5,6,5,29,0.29,0.15,0.44,0.29,0.44,0.66,0.11,0.77,0.55,0.65
Mandela Keita,BEL,MT,Parma,22-158,2002,2,0,20,0.2,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.30
Marc-Oliver Kempf,GER,DF,Como,29-261,1995,5,5,450,5.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0,18,0,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07
Kialonda,ANG,DF,Lecce,27-018,1997,7,7,630,7.0,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.6,1,5,1,0.00,0.14,0.14,0.00,0.14,0.04,0.05,0.08,0.04,0.08
Magnus Kofod Andersen,DEN,MT,Venezia,25-158,1999,5,3,268,3.0,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,8,5,0.34,0.00,0.34,0.34,0.34,0.04,0.04,0.08,0.04,0.08
