Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Félix Lemaréchal,FRA,"AT,MT",Strasbourg,21-069,2003,3,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Donovan Léon,GUF,GB,Auxerre,31-347,1992,7,7,630,7.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.14,0.14,0.00,0.14,0.00,0.01,0.01,0.00,0.01
Esteban Lepaul,FRA,AT,Angers,24-180,2000,3,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Johann Lepenant,FRA,MT,Nantes,21-359,2002,6,5,444,4.9,2,1,3,2,0,0,0,0,0.3,0.3,0.7,1.0,9,19,17,0.41,0.20,0.61,0.41,0.61,0.06,0.13,0.19,0.06,0.19
Louis Leroux,FRA,"MT,AT",Nantes,18-266,2006,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50
Pol Lirola,ESP,"DF,AT",Marseille,27-063,1997,3,1,133,1.5,1,1,2,1,0,0,0,0,0.4,0.4,0.1,0.5,1,0,6,0.68,0.68,1.35,0.68,1.35,0.25,0.06,0.31,0.25,0.31
Gautier Lloris,FRA,DF,Le Havre,29-089,1995,7,7,630,7.0,1,0,1,1,0,0,1,0,0.2,0.2,0.5,0.7,3,26,4,0.14,0.00,0.14,0.14,0.14,0.03,0.07,0.10,0.03,0.10
Jordan Lotomba,SUI,"MT,DF",Nice,26-016,1998,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tom Louchet,FRA,MT,Nice,21-164,2003,3,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Othmane Maamma,FRA,AT,Montpellier,19-009,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Deiver Machado,COL,DF,Lens,31-043,1993,5,2,230,2.6,0,0,0,0,0,0,0,1,0.0,0.0,0.3,0.3,6,5,17,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.13,0.02,0.13
Yvann Macon,FRA,DF,Saint-Étienne,26-014,1998,2,2,148,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,5,9,13,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Eros Maddy,NED,DF,Auxerre,23-253,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Soungoutou Magassa,FRA,MT,Monaco,21-007,2003,6,2,171,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,10,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Hugo Magnetti,FRA,MT,Brest,26-138,1998,6,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,2,14,6,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.06,0.01,0.06
Frank Magri,CMR,"AT,MT",Toulouse,25-041,1999,6,4,278,3.1,0,0,0,0,0,0,1,1,0.4,0.4,0.1,0.6,3,6,17,0.00,0.00,0.00,0.00,0.00,0.14,0.04,0.18,0.14,0.18
Ainsley Maitland-Niles,ENG,"DF,MT",Lyon,27-047,1997,7,5,458,5.1,1,0,1,1,0,0,0,0,0.5,0.5,1.3,1.8,3,25,18,0.20,0.00,0.20,0.20,0.20,0.09,0.25,0.35,0.09,0.35
Hianga Mananga Mbock,FRA,MT,Brest,24-292,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Steve Mandanda,FRA,GB,Rennes,39-201,1985,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Aïssa Mandi,ALG,DF,Lille,32-359,1991,4,4,316,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,20,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Orel Mangala,BEL,MT,Lyon,26-211,1998,1,1,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10
Sekou Mara,FRA,"AT,MT",Strasbourg,22-077,2002,6,0,120,1.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,1,2,6,0.00,0.00,0.00,0.00,0.00,0.12,0.05,0.17,0.12,0.17
Marquinhos,BRA,DF,Paris S-G,30-154,1994,6,5,448,5.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,11,35,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07
Jonas Martin,FRA,"MT,AT",Brest,34-189,1990,7,3,274,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,4,10,3,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14
Clinton Mata,ANG,DF,Lyon,31-343,1992,6,6,540,6.0,0,2,2,0,0,0,2,0,0.1,0.1,0.4,0.5,7,23,9,0.00,0.33,0.33,0.00,0.33,0.02,0.07,0.09,0.02,0.09
Eliot Matazo,BEL,MT,Monaco,22-243,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nemanja Matić,SRB,MT,Lyon,36-075,1988,5,4,358,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,8,27,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
Azor Matusiwa,NED,MT,Rennes,26-170,1998,7,7,615,6.8,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,3,43,4,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.04,0.11
Neal Maupay,FRA,AT,Marseille,28-062,1996,5,2,155,1.7,1,0,1,1,0,0,3,1,0.4,0.4,0.1,0.5,2,2,12,0.58,0.00,0.58,0.58,0.58,0.23,0.08,0.32,0.23,0.32
Christian Mawissa,FRA,DF,Monaco,19-180,2005,2,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Senny Mayulu,FRA,"MT,DF",Paris S-G,18-151,2006,4,0,48,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,2,2,5,0.00,0.00,0.00,0.00,0.00,0.23,0.26,0.49,0.23,0.49
Ethan Mbappé,FRA,"MT,AT",Lille,17-291,2006,3,1,77,0.9,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,1,4,9,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.86,0.86,0.86
Ibrahim Mbaye,FRA,"AT,MT",Paris S-G,16-265,2008,4,1,78,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,2,12,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30
Mark McKenzie,USA,DF,Toulouse,25-233,1999,5,5,424,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Facundo Medina,ARG,"DF,MT",Lens,25-140,1999,7,7,630,7.0,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,13,41,3,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
Henrik Meister,DEN,AT,Rennes,20-333,2003,4,0,63,0.7,1,0,1,1,0,0,0,0,0.1,0.1,0.3,0.3,2,1,4,1.43,0.00,1.43,1.43,1.43,0.09,0.37,0.45,0.09,0.45
Bamo Meïté,CIV,"DF,MT",Marseille,22-317,2001,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Farid El Melali,ALG,"AT,DF",Angers,27-163,1997,6,4,389,4.3,1,1,2,1,0,0,1,0,0.7,0.7,0.3,1.1,10,6,21,0.23,0.23,0.46,0.23,0.46,0.17,0.07,0.24,0.17,0.24
Nuno Mendes,POR,DF,Paris S-G,22-118,2002,4,3,250,2.8,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.9,10,23,13,0.00,0.36,0.36,0.00,0.36,0.06,0.26,0.31,0.06,0.31
Antoine Mendy,FRA,"DF,MT",Nice,20-141,2004,5,3,285,3.2,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,6,3,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13
Nampalys Mendy,SEN,MT,Lens,32-114,1992,3,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gideon Mensah,GHA,DF,Auxerre,26-089,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,4,5,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Quentin Merlin,FRA,"DF,MT",Marseille,22-152,2002,3,3,270,3.0,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,14,25,0.00,0.33,0.33,0.00,0.33,0.03,0.11,0.14,0.03,0.14
Thomas Meunier,BEL,DF,Lille,33-033,1991,7,4,331,3.7,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.7,11,28,21,0.27,0.00,0.27,0.27,0.27,0.18,0.01,0.18,0.18,0.18
Georges Mikautadze,GEO,AT,Lyon,23-350,2000,7,3,347,3.9,0,0,0,0,0,1,0,0,2.6,1.7,0.1,1.8,9,18,40,0.00,0.00,0.00,0.00,0.00,0.67,0.02,0.69,0.44,0.46
Takumi Minamino,JPN,MT,Monaco,29-273,1995,6,5,442,4.9,1,1,2,1,0,0,1,0,1.1,1.1,2.2,3.3,5,20,26,0.20,0.20,0.41,0.20,0.41,0.22,0.44,0.66,0.22,0.66
Lucas Mincarelli,FRA,DF,Montpellier,20-284,2004,3,3,216,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,11,10,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
Mostafa Mohamed,EGY,"AT,MT",Nantes,26-322,1997,6,0,114,1.3,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.8,3,4,8,0.79,0.00,0.79,0.79,0.79,0.51,0.09,0.60,0.51,0.60
Florent Mollet,FRA,"MT,AT",Nantes,32-331,1991,2,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,3,1,0.00,0.00,0.00,0.00,0.00,0.42,0.25,0.68,0.42,0.68
Diego Moreira,POR,"DF,AT",Strasbourg,20-070,2004,7,5,466,5.2,1,1,2,1,0,0,1,0,0.3,0.3,1.2,1.5,17,16,29,0.19,0.19,0.39,0.19,0.39,0.06,0.22,0.29,0.06,0.29
Aimen Moueffek,FRA,MT,Saint-Étienne,23-189,2001,5,4,308,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,11,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.00,0.04
Youssoufa Moukoko,GER,"AT,MT",Nice,19-330,2004,4,1,111,1.2,2,1,3,2,0,0,0,0,2.2,2.2,0.6,2.7,0,1,8,1.62,0.81,2.43,1.62,2.43,1.73,0.44,2.17,1.73,2.17
Louis Mouton,FRA,"MT,DF",Saint-Étienne,22-134,2002,3,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,6,1,0.00,0.00,0.00,0.00,0.00,0.03,0.20,0.24,0.03,0.24
Ngal'Ayel Mukau,,MT,Lille,19-320,2004,3,1,130,1.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,15,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Marshall Munetsi,ZIM,MT,Reims,28-115,1996,7,7,623,6.9,3,0,3,3,0,0,2,0,2.7,2.7,0.2,2.8,5,12,19,0.43,0.00,0.43,0.43,0.43,0.38,0.02,0.41,0.38,0.41
Junior Mwanga,FRA,MT,Strasbourg,21-157,2003,5,1,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Mickael Nade,FRA,DF,Saint-Étienne,25-225,1999,3,2,236,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Mahamadou Nagida,CMR,"MT,DF",Rennes,19-109,2005,3,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,7,3,3,0.00,0.00,0.00,0.00,0.00,0.08,0.34,0.42,0.08,0.42
Keito Nakamura,JPN,AT,Reims,24-079,2000,7,6,483,5.4,4,1,5,4,0,0,1,0,1.3,1.3,0.7,2.0,16,17,37,0.75,0.19,0.93,0.75,0.93,0.24,0.14,0.37,0.24,0.37
Sebastian Nanasi,SWE,"AT,MT",Strasbourg,22-152,2002,6,5,405,4.5,3,2,5,3,0,0,0,0,2.8,2.8,1.3,4.1,13,21,20,0.67,0.44,1.11,0.67,1.11,0.63,0.29,0.92,0.63,0.92
Youssouf Ndayishimiye,BDI,DF,Nice,25-354,1998,6,5,417,4.6,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,6,17,3,0.22,0.00,0.22,0.22,0.22,0.04,0.01,0.05,0.04,0.05
Rassoul Ndiaye,SEN,MT,Le Havre,22-309,2001,6,4,301,3.3,1,0,1,1,0,0,1,0,1.0,1.0,0.2,1.2,0,9,7,0.30,0.00,0.30,0.30,0.30,0.29,0.07,0.36,0.29,0.36
Tanguy Ndombele,FRA,MT,Nice,27-292,1996,6,6,514,5.7,1,1,2,1,0,0,0,0,0.4,0.4,1.3,1.6,8,28,12,0.18,0.18,0.35,0.18,0.35,0.07,0.22,0.29,0.07,0.29
Loïc Nego,HUN,"DF,AT",Le Havre,33-274,1991,7,6,520,5.8,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,14,18,36,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
João Neves,POR,MT,Paris S-G,20-018,2004,7,6,525,5.8,0,5,5,0,0,0,0,0,0.5,0.5,1.8,2.3,13,47,26,0.00,0.86,0.86,0.00,0.86,0.08,0.31,0.40,0.08,0.40
Mikayil Ngor Faye,SEN,DF,Rennes,20-093,2004,2,1,95,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,0,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
Steve Ngoura,FRA,AT,Le Havre,19-236,2005,3,0,60,0.7,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0,1,4,0.00,0.00,0.00,0.00,0.00,0.45,0.34,0.79,0.45,0.79
Moussa Niakhate,SEN,DF,Lyon,28-221,1996,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,13,2,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04
Abdoulaye Niakhate Ndiaye,SEN,DF,Brest,22-188,2002,2,2,146,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Ibrahima Niane,SEN,"AT,MT",Angers,25-218,1999,4,1,111,1.2,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.0,3,1,9,0.00,0.00,0.00,0.00,0.00,0.78,0.06,0.85,0.78,0.85
Rasmus Nicolaisen,DEN,DF,Toulouse,27-213,1997,7,7,623,6.9,0,1,1,0,0,0,0,0,0.4,0.4,0.2,0.7,3,27,2,0.00,0.14,0.14,0.00,0.14,0.06,0.03,0.10,0.06,0.10
Arnaud Nordin,FRA,AT,Montpellier,26-120,1998,6,6,497,5.5,2,0,2,2,0,0,1,0,0.6,0.6,0.3,1.0,18,11,52,0.36,0.00,0.36,0.36,0.36,0.11,0.06,0.18,0.11,0.18
Ernest Nuamah,GHA,"AT,DF",Lyon,20-349,2003,4,2,133,1.5,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,11,7,17,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.52,0.52,0.52
Rabby Nzingoula,CGO,MT,Montpellier,18-325,2005,4,3,293,3.3,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.5,6,9,11,0.31,0.00,0.31,0.31,0.31,0.16,0.00,0.16,0.16,0.16
M'Bala Nzola,ANG,AT,Lens,28-058,1996,3,2,202,2.2,2,0,2,2,0,0,1,0,1.6,1.6,0.3,1.8,4,1,19,0.89,0.00,0.89,0.89,0.89,0.70,0.12,0.82,0.70,0.82
Marwann Nzuzi,FRA,DF,Saint-Étienne,20-152,2004,2,2,125,1.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,2,5,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.08,0.02,0.08
Hamzat Ojediran,NGA,MT,Lens,20-336,2003,3,0,105,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,1,6,0,0.00,0.00,0.00,0.00,0.00,0.11,0.12,0.23,0.11,0.23
Joseph Okumu,KEN,DF,Reims,27-142,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Ben Old,NZL,"MT,AT",Saint-Étienne,22-063,2002,6,4,376,4.2,0,0,0,0,0,0,0,0,0.8,0.8,0.7,1.5,10,7,19,0.00,0.00,0.00,0.00,0.00,0.20,0.16,0.36,0.20,0.36
Becir Omeragic,SUI,DF,Montpellier,22-269,2002,5,5,429,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ado Onaiwu,JPN,"AT,MT",Auxerre,28-342,1995,6,4,327,3.6,1,0,1,1,0,0,0,1,1.8,1.8,0.3,2.1,2,10,32,0.28,0.00,0.28,0.28,0.28,0.49,0.08,0.57,0.49,0.57
Christopher Operi,CIV,"DF,AT",Le Havre,27-169,1997,6,6,540,6.0,0,2,2,0,0,0,0,0,0.1,0.1,1.2,1.4,9,23,24,0.00,0.33,0.33,0.00,0.33,0.02,0.21,0.23,0.02,0.23
Victor Orakpo,NGA,AT,Nice,18-123,2006,3,0,29,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,0,3,0.00,0.00,0.00,0.00,0.00,1.01,0.00,1.01,1.01,1.01
Gift Orban,NGA,"AT,DF",Lyon,22-090,2002,3,2,186,2.1,2,0,2,2,0,0,1,0,1.2,1.2,0.0,1.2,1,2,12,0.97,0.00,0.97,0.97,0.97,0.59,0.01,0.60,0.59,0.60
Gabriel Osho,NGA,DF,Auxerre,26-062,1998,7,7,575,6.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,6,17,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Jibril Othman,TUN,AT,Saint-Étienne,20-172,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kassoum Ouattara,FRA,"DF,AT",Monaco,20-001,2004,4,2,162,1.8,0,1,1,0,0,0,1,0,0.2,0.2,0.2,0.4,5,10,10,0.00,0.56,0.56,0.00,0.56,0.09,0.13,0.21,0.09,0.21
Zinédine Ould Khaled,FRA,MT,Angers,24-275,2000,2,1,57,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Beres Owusu,FRA,DF,Saint-Étienne,21-026,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Elisha Owusu,GHA,MT,Auxerre,26-343,1997,7,7,597,6.6,1,1,2,1,0,0,3,0,0.2,0.2,0.5,0.8,1,23,8,0.15,0.15,0.30,0.15,0.30,0.04,0.08,0.12,0.04,0.12
Willian Pacho,ECU,DF,Paris S-G,22-365,2001,7,6,568,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,16,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Nicolas Pallois,FRA,DF,Nantes,37-026,1987,5,4,361,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Kévin Pedro,FRA,DF,Saint-Étienne,18-237,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Théo Pellenard,FRA,DF,Auxerre,30-225,1994,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faris Pemi Moumbagna,CMR,AT,Marseille,24-106,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mathias Pereira Lage,POR,"MT,AT",Brest,27-320,1996,6,3,266,3.0,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,3,9,13,0.00,0.34,0.34,0.00,0.34,0.07,0.09,0.16,0.07,0.16
Lucas Perri,BRA,GB,Lyon,26-310,1997,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gaëtan Perrin,FRA,"MT,AT",Auxerre,28-130,1996,7,4,364,4.0,1,1,2,1,0,0,1,0,0.3,0.3,1.9,2.2,14,20,25,0.25,0.25,0.49,0.25,0.49,0.08,0.46,0.54,0.08,0.54
Léo Pétrot,FRA,DF,Saint-Étienne,27-183,1997,4,2,239,2.7,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,1,4,6,0.00,0.38,0.38,0.00,0.38,0.00,0.06,0.06,0.00,0.06
Đorđe Petrović,SRB,GB,Strasbourg,25-007,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Adrien Rabiot,FRA,"MT,DF",Marseille,29-195,1995,2,0,55,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,3,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.33
Gonçalo Ramos,POR,AT,Paris S-G,23-117,2001,1,1,19,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,4.74,4.74,0.00,4.74,0.00,0.35,0.35,0.00,0.35
Lilian Raolisoa,FRA,DF,Angers,24-121,2000,6,1,103,1.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.1,2,9,4,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
Rayan Raveloson,MAD,"MT,DF",Auxerre,27-273,1997,6,4,395,4.4,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,4,26,8,0.23,0.00,0.23,0.23,0.23,0.14,0.02,0.16,0.14,0.16
Guillaume Restes,FRA,GB,Toulouse,19-218,2005,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alexsandro Ribeiro,BRA,DF,Lille,25-067,1999,6,6,540,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,7,41,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Valentin Rongier,FRA,"DF,MT",Marseille,29-313,1994,4,1,160,1.8,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3,5,2,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
Pablo Rosario,NED,"MT,DF",Nice,27-282,1997,7,5,444,4.9,1,0,1,0,1,1,1,0,1.6,0.8,0.1,0.9,1,13,4,0.20,0.00,0.20,0.00,0.00,0.32,0.02,0.33,0.16,0.17
Jon Rowe,ENG,"AT,MT",Marseille,21-168,2003,6,0,154,1.7,2,0,2,2,0,0,1,0,0.8,0.8,0.3,1.1,5,3,9,1.17,0.00,1.17,1.17,1.17,0.50,0.18,0.68,0.50,0.68
Fabián Ruiz Peña,ESP,MT,Paris S-G,28-195,1996,6,3,305,3.4,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.8,7,30,20,0.30,0.00,0.30,0.30,0.30,0.16,0.08,0.25,0.16,0.25
Gerónimo Rulli,ARG,GB,Marseille,32-148,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Emmanuel Sabbi,USA,"MT,AT",Le Havre,26-296,1997,5,1,156,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,3,13,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25
Falaye Sacko,MLI,DF,Montpellier,29-167,1995,7,7,585,6.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,7,31,22,0.00,0.15,0.15,0.00,0.15,0.00,0.02,0.02,0.00,0.02
Matvei Safonov,RUS,GB,Paris S-G,25-233,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Modibo Sagnan,MLI,DF,Montpellier,25-184,1999,7,7,630,7.0,1,0,1,1,0,0,3,0,0.5,0.5,0.1,0.5,6,14,2,0.14,0.00,0.14,0.14,0.14,0.07,0.01,0.07,0.07,0.07
Osame Sahraoui,NOR,"MT,AT",Lille,23-126,2001,7,4,420,4.7,0,3,3,0,0,0,0,0,0.4,0.4,2.1,2.4,27,28,54,0.00,0.64,0.64,0.00,0.64,0.08,0.44,0.52,0.08,0.52
