Player,Nation,Pos,Squad,Comp,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Lewis Cook,ENG,MF,Bournemouth,Premier League,27-256,1997,7,7,623,6.9,1,2,3,1,0,0,3,0,0.3,0.3,1.7,2.1,5,43,9,0.14,0.29,0.43,0.14,0.43,0.05,0.25,0.30,0.05,0.30
Copete,ESP,DF,Mallorca,La Liga,25-006,1999,7,3,308,3.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,8,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
Diego Coppola,ITA,DF,Hellas Verona,Serie A,20-293,2003,7,6,542,6.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Derek Cornelius,CAN,DF,Marseille,Ligue 1,26-326,1997,5,5,407,4.5,0,0,0,0,0,0,3,1,0.1,0.1,0.1,0.2,2,15,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Maxwel Cornet,CIV,FW,Southampton,Premier League,28-019,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20
Pierre Cornud,FRA,DF,Saint-Étienne,Ligue 1,27-309,1996,3,3,208,2.3,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,2,8,9,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
Ángel Correa,ARG,"FW,MF",Atlético Madrid,La Liga,29-221,1995,8,0,190,2.1,2,0,2,2,0,0,0,0,2.1,2.1,0.2,2.3,6,7,19,0.95,0.00,0.95,0.95,0.95,1.00,0.08,1.09,1.00,1.09
Joaquín Correa,ARG,"MF,FW",Inter,Serie A,30-064,1994,2,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,4,1,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.46,0.46
Thierry Correia,POR,DF,Valencia,La Liga,25-221,1999,9,7,643,7.1,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,14,37,40,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
David Costa,POR,MF,Lens,Ligue 1,23-285,2001,4,1,140,1.6,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,5,9,6,0.00,0.00,0.00,0.00,0.00,0.36,0.10,0.47,0.36,0.47
Logan Costa,CPV,DF,Villarreal,La Liga,23-198,2001,7,6,556,6.2,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,25,0,0.16,0.00,0.16,0.16,0.16,0.04,0.00,0.04,0.04,0.04
Logan Costa,CPV,DF,Toulouse,Ligue 1,23-198,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50
Samu Costa,POR,MF,Mallorca,La Liga,23-324,2000,9,9,807,9.0,0,1,1,0,0,0,3,0,0.8,0.8,0.2,1.0,8,42,20,0.00,0.11,0.11,0.00,0.11,0.09,0.02,0.11,0.09,0.11
Vladimír Coufal,CZE,DF,West Ham,Premier League,32-055,1992,4,2,200,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,6,4,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
Lassana Coulibaly,MLI,MF,Lecce,Serie A,28-189,1996,7,3,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,3,14,6,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13
Lasso Coulibaly,GHA,"FW,MF",Auxerre,Ligue 1,21-363,2002,2,0,38,0.4,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,0,3,2.37,0.00,2.37,2.37,2.37,0.52,0.00,0.52,0.52,0.52
Soumaïla Coulibaly,FRA,DF,Brest,Ligue 1,21-002,2003,3,1,141,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Tanguy Coulibaly,FRA,FW,Montpellier,Ligue 1,23-241,2001,5,3,284,3.2,0,0,0,0,0,0,2,1,0.2,0.2,0.4,0.6,16,5,23,0.00,0.00,0.00,0.00,0.00,0.08,0.11,0.19,0.08,0.19
Woyo Coulibaly,FRA,DF,Parma,Serie A,25-149,1999,7,6,546,6.1,0,1,1,0,0,0,1,1,0.1,0.1,0.8,0.9,22,19,17,0.00,0.16,0.16,0.00,0.16,0.01,0.14,0.15,0.01,0.15
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,32-158,1992,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Yan Couto,BRA,DF,Dortmund,Bundesliga,22-135,2002,4,2,236,2.6,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.4,11,15,25,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14
Nicolas Cozza,FRA,DF,Nantes,Ligue 1,25-282,1999,4,2,211,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,3,7,4,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03
Aaron Cresswell,ENG,DF,West Ham,Premier League,34-306,1989,3,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.11,0.12,0.22,0.11,0.22
Charlie Cresswell,ENG,DF,Toulouse,Ligue 1,22-060,2002,6,4,343,3.8,0,0,0,0,0,0,0,0,1.0,1.0,0.5,1.5,4,13,1,0.00,0.00,0.00,0.00,0.00,0.27,0.12,0.39,0.27,0.39
Bryan Cristante,ITA,MF,Roma,Serie A,29-227,1995,7,7,593,6.6,1,0,1,1,0,0,2,0,0.4,0.4,0.2,0.6,10,44,6,0.15,0.00,0.15,0.15,0.15,0.05,0.04,0.09,0.05,0.09
Domen Črnigoj,SVN,MF,Venezia,Serie A,28-333,1995,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,32-080,1992,4,2,206,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,8,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Juan Cruz,ESP,"FW,MF",Leganés,La Liga,24-174,2000,9,6,516,5.7,3,0,3,3,0,0,1,0,0.9,0.9,0.7,1.7,16,24,31,0.52,0.00,0.52,0.52,0.52,0.16,0.12,0.29,0.16,0.29
Juan Cuadrado,COL,DF,Atalanta,Serie A,36-143,1988,2,0,64,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,7,13,0.00,0.00,0.00,0.00,0.00,0.25,0.11,0.36,0.25,0.36
Pau Cubarsí,ESP,DF,Barcelona,La Liga,17-268,2007,9,8,662,7.4,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1.0,8,41,1,0.00,0.14,0.14,0.00,0.14,0.02,0.12,0.13,0.02,0.13
Marc Cucurella,ESP,DF,Chelsea,Premier League,26-086,1998,7,7,590,6.6,0,0,0,0,0,0,5,0,0.0,0.0,0.2,0.2,7,19,16,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Matheus Cunha,BRA,"MF,FW",Wolves,Premier League,25-142,1999,7,6,551,6.1,3,0,3,3,0,0,1,0,1.9,1.9,1.0,2.9,22,22,39,0.49,0.00,0.49,0.49,0.49,0.32,0.16,0.48,0.32,0.48
Patrick Cutrone,ITA,FW,Como,Serie A,26-287,1998,7,7,561,6.2,4,0,4,4,0,1,0,0,2.5,1.7,0.3,2.0,16,4,47,0.64,0.00,0.64,0.64,0.64,0.39,0.05,0.45,0.27,0.32
Tomáš Čvančara,CZE,"FW,MF",Gladbach,Bundesliga,24-064,2000,6,1,142,1.6,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,4,3,8,0.63,0.00,0.63,0.63,0.63,0.20,0.07,0.28,0.20,0.28
Wylan Cyprien,FRA,MF,Parma,Serie A,29-262,1995,2,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,0,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.63,0.63,0.63
Danilo D'Ambrosio,ITA,DF,Monza,Serie A,36-037,1988,4,0,43,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Lucas Da Cunha,FRA,"MF,FW",Como,Serie A,23-129,2001,5,3,200,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,9,10,16,0.00,0.00,0.00,0.00,0.00,0.06,0.12,0.18,0.06,0.18
Mahmoud Dahoud,GER,MF,Eint Frankfurt,Bundesliga,28-289,1996,3,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Thijs Dallinga,NED,"FW,MF",Bologna,Serie A,24-074,2000,4,1,118,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0,0,8,0.00,0.00,0.00,0.00,0.00,0.22,0.04,0.26,0.22,0.26
Diogo Dalot,POR,DF,Manchester Utd,Premier League,25-212,1999,7,7,630,7.0,0,1,1,0,0,0,1,0,0.0,0.0,1.0,1.1,7,30,21,0.00,0.14,0.14,0.00,0.14,0.00,0.15,0.15,0.00,0.15
Mikkel Damsgaard,DEN,MF,Brentford,Premier League,24-105,2000,7,5,463,5.1,0,2,2,0,0,0,0,0,0.3,0.3,1.6,1.9,13,32,17,0.00,0.39,0.39,0.00,0.39,0.06,0.31,0.37,0.06,0.37
Flavius Daniliuc,AUT,DF,Hellas Verona,Serie A,23-172,2001,4,2,250,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,10,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Danilo,BRA,MF,Nott'ham Forest,Premier League,23-170,2001,1,1,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Danilo,BRA,DF,Juventus,Serie A,33-093,1991,3,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,6,4,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
Arnaut Danjuma,NED,FW,Villarreal,La Liga,27-259,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,1,17,0.90,0.00,0.90,0.90,0.90,0.37,0.01,0.38,0.37,0.38
Arnaut Danjuma,NED,"FW,MF",Girona,La Liga,27-259,1997,6,4,330,3.7,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.2,21,15,43,0.00,0.00,0.00,0.00,0.00,0.21,0.11,0.32,0.21,0.32
Kévin Danois,FRA,"MF,DF",Auxerre,Ligue 1,20-110,2004,6,3,311,3.5,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.6,4,29,9,0.00,0.00,0.00,0.00,0.00,0.11,0.08,0.18,0.11,0.18
Kevin Danso,AUT,DF,Lens,Ligue 1,26-027,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
Dante,BRA,DF,Nice,Ligue 1,40-364,1983,7,6,563,6.3,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6,33,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Pape Daouda Diongue,SEN,MF,Strasbourg,Ligue 1,,,1,1,45,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,0,2,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,0.32,0.32
Mohammed Daramy,DEN,FW,Reims,Ligue 1,22-283,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.32,0.51,0.20,0.51
Bence Dárdai,GER,FW,Wolfsburg,Bundesliga,18-266,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.00,0.80
Sergi Darder,ESP,"MF,FW",Mallorca,La Liga,30-299,1993,9,7,590,6.6,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,10,25,21,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08
Matteo Darmian,ITA,DF,Inter,Serie A,34-319,1989,7,6,466,5.2,1,1,2,1,0,0,0,0,0.7,0.7,0.5,1.2,1,10,37,0.19,0.19,0.39,0.19,0.39,0.14,0.09,0.23,0.14,0.23
Lukas Daschner,GER,"MF,FW",Bochum,Bundesliga,26-015,1998,5,2,207,2.3,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,3,4,5,0.43,0.00,0.43,0.43,0.43,0.27,0.23,0.50,0.27,0.50
Juan David Cabal,COL,DF,Juventus,Serie A,23-282,2001,3,3,211,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,6,5,7,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
Jonathan David,CAN,FW,Lille,Ligue 1,24-276,2000,7,4,463,5.1,5,0,5,4,1,1,0,0,3.2,2.4,0.2,2.6,8,11,37,0.97,0.00,0.97,0.78,0.78,0.63,0.04,0.66,0.48,0.51
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,23-349,2000,5,4,387,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,16,31,36,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.12,0.06,0.12
Keinan Davis,ENG,FW,Udinese,Serie A,26-246,1998,7,1,211,2.3,0,1,1,0,0,0,1,0,0.7,0.7,1.5,2.2,5,4,18,0.00,0.43,0.43,0.00,0.43,0.30,0.64,0.95,0.30,0.95
Leif Davis,ENG,DF,Ipswich Town,Premier League,24-278,2000,7,7,630,7.0,0,1,1,0,0,0,0,0,0.3,0.3,1.2,1.5,15,18,29,0.00,0.14,0.14,0.00,0.14,0.04,0.17,0.21,0.04,0.21
Zuriko Davitashvili,GEO,"MF,FW",Saint-Étienne,Ligue 1,23-244,2001,7,7,599,6.7,3,2,5,3,0,0,0,0,1.5,1.5,1.1,2.6,15,14,37,0.45,0.30,0.75,0.45,0.75,0.23,0.16,0.39,0.23,0.39
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,29-149,1995,5,5,380,4.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2,16,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Craig Dawson,ENG,DF,Wolves,Premier League,34-163,1990,6,4,391,4.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,4,11,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,33-110,1991,4,4,356,4.0,1,1,2,1,0,0,1,0,1.2,1.2,1.7,2.9,10,47,32,0.25,0.25,0.51,0.25,0.51,0.31,0.43,0.74,0.31,0.74
Charles De Ketelaere,BEL,"MF,FW",Atalanta,Serie A,23-220,2001,7,6,469,5.2,1,1,2,1,0,0,0,0,1.2,1.2,1.8,3.0,20,35,47,0.19,0.19,0.38,0.19,0.38,0.23,0.34,0.58,0.23,0.58
Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,30-145,1994,8,4,370,4.1,0,1,1,0,0,0,1,0,0.0,0.0,1.7,1.7,12,41,24,0.00,0.24,0.24,0.00,0.24,0.00,0.41,0.41,0.00,0.41
Mattia De Sciglio,ITA,"FW,DF",Empoli,Serie A,31-362,1992,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,36-146,1988,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Thibault De Smet,BEL,DF,Reims,Ligue 1,26-133,1998,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Koni De Winter,BEL,DF,Genoa,Serie A,22-126,2002,7,7,630,7.0,1,0,1,1,0,0,4,0,0.6,0.6,0.1,0.6,3,18,7,0.14,0.00,0.14,0.14,0.14,0.08,0.01,0.09,0.08,0.09
Alessandro Deiola,ITA,MF,Cagliari,Serie A,29-076,1995,6,5,396,4.4,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,3,10,11,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11
Romain Del Castillo,FRA,FW,Brest,Ligue 1,28-201,1996,6,5,426,4.7,2,2,4,0,2,3,0,0,2.8,0.4,0.6,1.0,14,21,34,0.42,0.42,0.85,0.00,0.42,0.58,0.12,0.70,0.08,0.20
Enrico Del Prato,ITA,DF,Parma,Serie A,24-341,1999,6,4,464,5.2,1,0,1,1,0,0,1,0,0.1,0.1,0.6,0.8,0,11,4,0.19,0.00,0.19,0.19,0.19,0.03,0.12,0.15,0.03,0.15
Liam Delap,ENG,FW,Ipswich Town,Premier League,21-251,2003,7,7,536,6.0,4,0,4,4,0,0,2,0,1.2,1.2,0.3,1.5,12,3,22,0.67,0.00,0.67,0.67,0.67,0.19,0.05,0.25,0.19,0.25
Fisayo Dele-Bashiru,NGA,MF,Lazio,Serie A,23-253,2001,3,2,159,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,12,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,24-193,2000,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.31,0.00,0.31
Ali Dembélé,FRA,DF,Torino,Serie A,20-285,2004,4,0,50,0.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ousmane Dembélé,FRA,FW,Paris S-G,Ligue 1,27-154,1997,7,5,430,4.8,4,3,7,4,0,0,1,0,2.6,2.6,3.3,5.9,42,36,68,0.84,0.63,1.47,0.84,1.47,0.55,0.68,1.23,0.55,1.23
Ermedin Demirović,BIH,FW,Stuttgart,Bundesliga,26-205,1998,6,4,350,3.9,5,0,5,5,0,1,0,0,2.4,1.5,0.3,1.8,1,8,18,1.29,0.00,1.29,1.29,1.29,0.62,0.09,0.71,0.38,0.47
Sepp van den Berg,NED,DF,Brentford,Premier League,22-301,2001,5,4,376,4.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,14,10,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,30-192,1994,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kiernan Dewsbury-Hall,ENG,MF,Chelsea,Premier League,26-040,1998,3,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18
Michele Di Gregorio,ITA,GK,Juventus,Serie A,27-081,1997,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,31-073,1993,7,7,630,7.0,2,0,2,2,0,0,0,0,0.9,0.9,0.8,1.7,8,49,33,0.29,0.00,0.29,0.29,0.29,0.13,0.12,0.24,0.13,0.24
Boulaye Dia,SEN,"MF,FW",Lazio,Serie A,27-335,1996,6,5,420,4.7,3,0,3,3,0,0,0,0,1.7,1.7,0.7,2.3,5,13,24,0.64,0.00,0.64,0.64,0.64,0.35,0.14,0.49,0.35,0.49
Mamadou Diakhon,FRA,"FW,MF",Reims,Ligue 1,19-024,2005,4,0,50,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,1,5,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.22,0.11,0.22
Bafodé Diakité,FRA,DF,Lille,Ligue 1,23-284,2001,7,7,630,7.0,1,1,2,1,0,0,2,0,0.9,0.9,0.1,0.9,3,26,0,0.14,0.14,0.29,0.14,0.29,0.13,0.01,0.14,0.13,0.14
Oumar Diakité,CIV,FW,Reims,Ligue 1,20-301,2003,7,7,498,5.5,2,1,3,2,0,0,3,0,2.1,2.1,0.5,2.6,11,20,26,0.36,0.18,0.54,0.36,0.54,0.38,0.09,0.47,0.38,0.47
Amad Diallo,CIV,FW,Manchester Utd,Premier League,22-097,2002,6,4,342,3.8,1,1,2,1,0,0,1,0,0.4,0.4,1.2,1.6,26,18,58,0.26,0.26,0.53,0.26,0.53,0.11,0.30,0.42,0.11,0.42
Assane Diao,ESP,FW,Betis,La Liga,19-039,2005,4,2,175,1.9,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,2,0,13,0.00,0.51,0.51,0.00,0.51,0.20,0.53,0.73,0.20,0.73
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,20-287,2004,7,7,568,6.3,2,0,2,1,1,1,1,0,1.5,0.7,0.6,1.3,14,17,20,0.32,0.00,0.32,0.16,0.16,0.23,0.10,0.33,0.11,0.20
Moussa Diarra,MLI,DF,Alavés,La Liga,23-341,2000,6,4,380,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rúben Dias,POR,DF,Manchester City,Premier League,27-155,1997,7,6,547,6.1,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,10,32,2,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10
Krépin Diatta,SEN,DF,Monaco,Ligue 1,25-234,1999,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kandet Diawara,GUI,FW,Le Havre,Ligue 1,24-249,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,19-242,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,25-074,1999,5,2,120,1.3,1,1,2,1,0,0,0,0,0.3,0.3,0.3,0.6,9,10,17,0.75,0.75,1.50,0.75,1.50,0.23,0.25,0.48,0.23,0.48
Luis Díaz,COL,FW,Liverpool,Premier League,27-277,1997,7,6,446,5.0,5,1,6,5,0,0,0,0,2.7,2.7,1.1,3.7,23,16,48,1.01,0.20,1.21,1.01,1.21,0.54,0.21,0.75,0.54,0.75
Pedro Díaz,ESP,"MF,FW",Rayo Vallecano,La Liga,26-133,1998,2,1,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tyler Dibling,ENG,"FW,MF",Southampton,Premier League,18-218,2006,7,4,371,4.1,1,0,1,1,0,0,2,0,0.9,0.9,0.8,1.6,22,17,23,0.24,0.00,0.24,0.24,0.24,0.22,0.18,0.40,0.22,0.40
Diego,ESP,"FW,MF",Leganés,La Liga,24-181,2000,4,1,113,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,2,8,0.00,0.00,0.00,0.00,0.00,0.22,0.06,0.28,0.22,0.28
Justin Diehl,GER,DF,Stuttgart,Bundesliga,19-324,2004,1,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,0,9,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22
Bamba Dieng,SEN,FW,Angers,Ligue 1,24-207,2000,3,2,210,2.3,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,2,2,14,0.43,0.00,0.43,0.43,0.43,0.24,0.00,0.24,0.24,0.24
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,30-275,1994,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lucas Digne,FRA,DF,Aston Villa,Premier League,31-088,1993,7,7,518,5.8,0,2,2,0,0,0,1,0,0.0,0.0,1.1,1.1,2,10,27,0.00,0.35,0.35,0.00,0.35,0.01,0.19,0.20,0.01,0.20
Federico Dimarco,ITA,DF,Inter,Serie A,26-341,1997,7,7,569,6.3,1,1,2,1,0,0,1,0,1.1,1.1,1.7,2.8,12,22,72,0.16,0.16,0.32,0.16,0.32,0.17,0.27,0.44,0.17,0.44
Junior Dina Ebimbe,FRA,"FW,MF",Eint Frankfurt,Bundesliga,23-330,2000,3,1,113,1.3,0,1,1,0,0,0,0,0,0.6,0.6,0.9,1.6,0,2,11,0.00,0.80,0.80,0.00,0.80,0.50,0.75,1.26,0.50,1.26
Eren Dinkçi,GER,MF,Freiburg,Bundesliga,22-308,2001,5,3,252,2.8,0,1,1,0,0,0,0,0,0.5,0.5,0.5,0.9,7,10,26,0.00,0.36,0.36,0.00,0.36,0.16,0.17,0.33,0.16,0.33
Sinaly Diomande,CIV,DF,Auxerre,Ligue 1,23-190,2001,5,4,385,4.3,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,1,19,3,0.00,0.23,0.23,0.00,0.23,0.00,0.05,0.05,0.00,0.05
Lois Diony,FRA,FW,Angers,Ligue 1,31-301,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Issa Diop,FRA,DF,Fulham,Premier League,27-281,1997,5,3,280,3.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,7,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06
