Player,Nation,Pos,Squad,Comp,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Frenkie de Jong,NED,MF,Barcelona,La Liga,27-157,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Joan Jordán,ESP,MF,Alavés,La Liga,30-102,1994,4,2,218,2.4,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.4,1,15,4,0.00,0.41,0.41,0.00,0.41,0.12,0.07,0.18,0.12,0.18
Jorginho,ITA,MF,Arsenal,Premier League,32-301,1991,2,2,150,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,2,8,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05
Jesse Joronen,FIN,GK,Venezia,Serie A,31-209,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jota,POR,FW,Rennes,Ligue 1,25-200,1999,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Diogo Jota,POR,FW,Liverpool,Premier League,27-317,1996,6,6,463,5.1,2,2,4,2,0,0,1,0,2.7,2.7,0.8,3.5,11,5,33,0.39,0.39,0.78,0.39,0.78,0.53,0.15,0.68,0.53,0.68
Antoine Joujou,FRA,"MF,FW",Le Havre,Ligue 1,21-218,2003,7,3,308,3.4,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,17,4,28,0.00,0.00,0.00,0.00,0.00,0.09,0.10,0.19,0.09,0.19
Luka Jović,SRB,FW,Milan,Serie A,26-298,1997,3,1,79,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,1,4,7,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14
Juanmi,ESP,FW,Betis,La Liga,31-149,1993,5,2,143,1.6,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,3,2,6,0.00,0.00,0.00,0.00,0.00,0.36,0.18,0.54,0.36,0.54
Juanpe,ESP,DF,Girona,La Liga,33-169,1991,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jubal,BRA,DF,Auxerre,Ligue 1,31-048,1993,6,6,487,5.4,1,0,1,0,1,1,2,0,1.2,0.4,0.4,0.8,0,8,1,0.18,0.00,0.18,0.00,0.00,0.21,0.08,0.29,0.07,0.14
Abdulai Juma Bah,SLE,DF,Valladolid,La Liga,18-188,2006,3,3,257,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,0,8,0,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09
Anthony Jung,GER,DF,Werder Bremen,Bundesliga,32-348,1991,6,5,490,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,31,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hamed Junior Traorè,CIV,MF,Auxerre,Ligue 1,24-243,2000,5,5,412,4.6,2,0,2,2,0,0,0,0,1.5,1.5,0.2,1.7,11,27,26,0.44,0.00,0.44,0.44,0.44,0.32,0.05,0.37,0.32,0.37
Vinicius Júnior,BRA,FW,Real Madrid,La Liga,24-096,2000,9,8,725,8.1,4,4,8,2,2,2,3,0,2.7,1.4,3.2,4.6,55,29,93,0.50,0.50,0.99,0.25,0.74,0.34,0.40,0.73,0.17,0.57
David Jurásek,CZE,FW,Hoffenheim,Bundesliga,24-070,2000,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Stanko Jurić,CRO,MF,Valladolid,La Liga,28-061,1996,9,5,552,6.1,0,0,0,0,0,0,4,0,0.0,0.0,0.3,0.3,2,20,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
James Justin,ENG,DF,Leicester City,Premier League,26-236,1998,7,7,630,7.0,2,1,3,2,0,0,1,0,0.4,0.4,0.3,0.6,4,13,6,0.29,0.14,0.43,0.29,0.43,0.05,0.04,0.09,0.05,0.09
Yusuf Kabadayı,GER,"MF,FW",Augsburg,Bundesliga,20-257,2004,3,0,37,0.4,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.7,1,2,2,2.43,0.00,2.43,2.43,2.43,1.49,0.12,1.61,1.49,1.61
Christian Kabasele,BEL,DF,Udinese,Serie A,33-235,1991,6,4,397,4.4,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,1,22,2,0.23,0.00,0.23,0.23,0.23,0.11,0.00,0.11,0.11,0.11
Yaya Kader Fofana,MLI,"MF,FW",Reims,Ligue 1,20-126,2004,7,6,428,4.8,1,1,2,1,0,0,3,0,0.4,0.4,1.6,1.9,14,13,20,0.21,0.21,0.42,0.21,0.42,0.08,0.33,0.41,0.08,0.41
Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,32-174,1992,5,5,435,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.5,1,12,29,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,0.01,0.09
Tino Kadewere,ZIM,"MF,FW",Nantes,Ligue 1,28-285,1996,5,4,315,3.5,0,2,2,0,0,0,1,0,0.6,0.6,0.5,1.0,2,7,15,0.00,0.57,0.57,0.00,0.57,0.16,0.13,0.30,0.16,0.30
Ferdi Kadioglu,TUR,DF,Brighton,Premier League,25-009,1999,3,2,138,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,1,12,13,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11
Arnaud Kalimuendo,FRA,FW,Rennes,Ligue 1,22-270,2002,6,5,400,4.4,3,0,3,1,2,2,0,0,2.5,0.9,0.2,1.1,7,9,34,0.68,0.00,0.68,0.23,0.23,0.55,0.05,0.60,0.20,0.25
Pierre Kalulu,FRA,DF,Juventus,Serie A,24-133,2000,5,4,357,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,23,5,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Daichi Kamada,JPN,MF,Crystal Palace,Premier League,28-072,1996,7,4,365,4.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,10,24,21,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10
Waren Kamanzi,NOR,"DF,MF",Toulouse,Ligue 1,23-340,2000,6,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,9,14,24,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Glen Kamara,FIN,MF,Rennes,Ligue 1,28-354,1995,6,4,356,4.0,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,4,20,18,0.00,0.25,0.25,0.00,0.25,0.04,0.03,0.07,0.04,0.07
Hassane Kamara,CIV,DF,Udinese,Serie A,30-225,1994,5,4,325,3.6,0,1,1,0,0,0,3,1,0.1,0.1,0.5,0.6,11,5,13,0.00,0.28,0.28,0.00,0.28,0.02,0.14,0.16,0.02,0.16
Willy Kambwala,FRA,DF,Villarreal,La Liga,20-052,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jakub Kamiński,POL,"DF,MF",Wolfsburg,Bundesliga,22-133,2002,6,6,528,5.9,0,1,1,0,0,0,1,0,0.3,0.3,1.6,1.9,11,17,21,0.00,0.17,0.17,0.00,0.17,0.05,0.26,0.32,0.05,0.32
Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,34-007,1990,3,3,265,2.9,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,1,17,4,0.34,0.00,0.34,0.34,0.34,0.17,0.02,0.19,0.17,0.19
Nordine Kandil,FRA,MF,Strasbourg,Ligue 1,22-351,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Harry Kane,ENG,FW,Bayern Munich,Bundesliga,31-080,1993,6,6,501,5.6,5,5,10,3,2,2,1,0,3.1,1.6,1.5,3.1,6,20,31,0.90,0.90,1.80,0.54,1.44,0.56,0.27,0.83,0.28,0.55
Lee Kang-in,KOR,"FW,MF",Paris S-G,Ligue 1,23-240,2001,7,4,423,4.7,3,0,3,3,0,0,0,0,1.2,1.2,1.3,2.5,6,35,32,0.64,0.00,0.64,0.64,0.64,0.25,0.28,0.53,0.25,0.53
Yann Karamoh,FRA,FW,Torino,Serie A,26-100,1998,4,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.38,0.00,0.38
Atakan Karazor,,MF,Stuttgart,Bundesliga,28-003,1996,6,6,441,4.9,0,1,1,0,0,0,3,1,0.2,0.2,1.0,1.2,1,20,4,0.00,0.20,0.20,0.00,0.20,0.04,0.21,0.24,0.04,0.24
Jesper Karlsson,SWE,FW,Bologna,Serie A,26-083,1998,3,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,4,16,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Jesper Karlström,SWE,MF,Udinese,Serie A,29-117,1995,7,6,556,6.2,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,6,21,4,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07
Lior Kasa,ISR,MF,Genoa,Serie A,19-019,2005,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.09,0.29,0.38,0.09,0.38
Grigoris Kastanos,CYP,"MF,FW",Hellas Verona,Serie A,26-260,1998,6,4,277,3.1,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,3,8,8,0.32,0.32,0.65,0.32,0.65,0.08,0.21,0.29,0.08,0.29
Mikkel Kaufmann,DEN,FW,Heidenheim,Bundesliga,23-287,2001,3,2,145,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,5,8,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Michael Kayode,ITA,"DF,FW",Fiorentina,Serie A,20-098,2004,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,1,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.49,0.49,0.49
Moise Kean,ITA,FW,Fiorentina,Serie A,24-231,2000,7,7,618,6.9,2,1,3,2,0,1,0,0,4.6,3.8,0.7,4.5,6,5,29,0.29,0.15,0.44,0.29,0.44,0.66,0.11,0.77,0.55,0.65
Michael Keane,ENG,DF,Everton,Premier League,31-279,1993,6,6,540,6.0,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,0,9,0,0.17,0.00,0.17,0.17,0.17,0.04,0.01,0.06,0.04,0.06
Yassine Kechta,MAR,"MF,FW",Le Havre,Ligue 1,22-234,2002,7,6,494,5.5,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,10,20,28,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
Thilo Kehrer,GER,DF,Monaco,Ligue 1,28-025,1996,5,5,450,5.0,2,0,2,2,0,0,0,0,0.3,0.3,0.0,0.4,0,20,1,0.40,0.00,0.40,0.40,0.40,0.06,0.01,0.07,0.06,0.07
Abdoulaye Keita,ESP,MF,Getafe,La Liga,22-045,2002,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mandela Keita,BEL,MF,Parma,Serie A,22-159,2002,2,0,20,0.2,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.30
Andu Kelati,GER,MF,Holstein Kiel,Bundesliga,22-064,2002,2,1,99,1.1,0,1,1,0,0,0,2,1,0.2,0.2,0.7,1.0,2,7,1,0.00,0.91,0.91,0.00,0.91,0.21,0.66,0.87,0.21,0.87
Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,25-328,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lloyd Kelly,ENG,DF,Newcastle Utd,Premier League,26-010,1998,5,3,205,2.3,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.6,0,6,2,0.00,0.44,0.44,0.00,0.44,0.08,0.20,0.28,0.08,0.28
Aljoscha Kemlein,GER,MF,Union Berlin,Bundesliga,20-075,2004,2,1,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
Marc-Oliver Kempf,GER,DF,Como,Serie A,29-262,1995,5,5,450,5.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0,18,0,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07
Kenedy,BRA,MF,Valladolid,La Liga,28-251,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luca Kerber,GER,"MF,FW",Heidenheim,Bundesliga,22-220,2002,3,0,81,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,1,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20
Milos Kerkez,HUN,DF,Bournemouth,Premier League,20-344,2003,7,7,577,6.4,0,0,0,0,0,0,2,0,0.1,0.0,0.2,0.2,16,29,23,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.01,0.03
Reda Khadra,GER,"MF,FW",Reims,Ligue 1,23-104,2001,4,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Bilal El Khannouss,MAR,MF,Leicester City,Premier League,20-159,2004,3,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,8,3,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.04,0.11
Wahbi Khazri,TUN,FW,Montpellier,Ligue 1,33-251,1991,6,2,187,2.1,0,1,1,0,0,0,1,0,0.2,0.2,0.0,0.2,8,7,8,0.00,0.48,0.48,0.00,0.48,0.10,0.02,0.12,0.10,0.12
Rani Khedira,GER,MF,Union Berlin,Bundesliga,30-263,1994,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,15,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Abdukodir Khusanov,UZB,DF,Lens,Ligue 1,20-230,2004,7,5,467,5.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,12,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Kialonda,ANG,DF,Lecce,Serie A,27-019,1997,7,7,630,7.0,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.6,1,5,1,0.00,0.14,0.14,0.00,0.14,0.04,0.05,0.08,0.04,0.08
Kiké,ESP,FW,Alavés,La Liga,34-326,1989,9,4,423,4.7,2,0,2,2,0,0,1,0,1.3,1.3,0.3,1.7,0,10,17,0.43,0.00,0.43,0.43,0.43,0.28,0.07,0.35,0.28,0.35
Max Kilman,ENG,DF,West Ham,Premier League,27-146,1997,7,7,630,7.0,0,1,1,0,0,0,3,0,0.3,0.3,0.2,0.5,8,36,1,0.00,0.14,0.14,0.00,0.14,0.04,0.03,0.07,0.04,0.07
Joshua Kimmich,GER,"MF,DF",Bayern Munich,Bundesliga,29-251,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.4,0.4,1.4,1.8,12,59,20,0.00,0.00,0.00,0.00,0.00,0.06,0.24,0.30,0.06,0.30
Joshua King,NOR,"FW,MF",Toulouse,Ligue 1,32-275,1992,5,2,188,2.1,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.7,7,4,16,0.00,0.00,0.00,0.00,0.00,0.25,0.07,0.32,0.25,0.32
Cédric Kipré,CIV,DF,Reims,Ligue 1,27-312,1996,6,4,373,4.1,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,1,7,0,0.00,0.24,0.24,0.00,0.24,0.00,0.08,0.08,0.00,0.08
Jakub Kiwior,POL,DF,Arsenal,Premier League,24-244,2000,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tim Kleindienst,GER,FW,Gladbach,Bundesliga,29-046,1995,6,6,530,5.9,3,1,4,3,0,0,0,0,2.1,2.1,1.5,3.6,11,6,26,0.51,0.17,0.68,0.51,0.68,0.35,0.25,0.61,0.35,0.61
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,28-135,1996,5,4,376,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,8,22,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Justin Kluivert,NED,"MF,FW",Bournemouth,Premier League,25-164,1999,7,5,383,4.3,0,1,1,0,0,0,3,0,0.7,0.7,0.8,1.6,10,15,32,0.00,0.23,0.23,0.00,0.23,0.17,0.19,0.37,0.17,0.37
Ansgar Knauff,GER,MF,Eint Frankfurt,Bundesliga,22-280,2002,6,2,208,2.3,0,2,2,0,0,0,0,0,0.1,0.1,1.0,1.0,4,9,11,0.00,0.87,0.87,0.00,0.87,0.03,0.41,0.44,0.03,0.44
Magnus Knudsen,NOR,MF,Holstein Kiel,Bundesliga,23-123,2001,6,6,512,5.7,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.4,5,19,3,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Gregor Kobel,SUI,GK,Dortmund,Bundesliga,26-315,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Robin Koch,GER,DF,Eint Frankfurt,Bundesliga,28-091,1996,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,18,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Magnus Kofod Andersen,DEN,MF,Venezia,Serie A,25-159,1999,5,3,268,3.0,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,8,5,0.34,0.00,0.34,0.34,0.34,0.04,0.04,0.08,0.04,0.08
Derrick Köhn,GER,DF,Werder Bremen,Bundesliga,25-255,1999,4,2,222,2.5,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,8,6,22,0.41,0.00,0.41,0.41,0.41,0.16,0.03,0.19,0.16,0.19
Philipp Köhn,SUI,GK,Monaco,Ligue 1,26-197,1998,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dominik Kohr,GER,"DF,MF",Mainz 05,Bundesliga,30-259,1994,6,6,523,5.8,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,8,20,8,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02
Koke,ESP,MF,Atlético Madrid,La Liga,32-282,1992,9,7,640,7.1,1,0,1,1,0,0,2,0,0.9,0.9,0.9,1.8,6,27,3,0.14,0.00,0.14,0.14,0.14,0.13,0.12,0.25,0.13,0.25
Sead Kolašinac,BIH,DF,Atalanta,Serie A,31-118,1993,4,4,348,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,10,25,14,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.13,0.02,0.13
Randal Kolo Muani,FRA,FW,Paris S-G,Ligue 1,25-316,1998,7,2,294,3.3,2,0,2,1,1,1,0,0,3.1,2.3,0.3,2.6,4,3,26,0.61,0.00,0.61,0.31,0.31,0.96,0.08,1.04,0.72,0.80
Marco Komenda,CRO,DF,Holstein Kiel,Bundesliga,27-325,1996,3,2,95,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,2,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08
Mert Kömür,GER,MF,Augsburg,Bundesliga,19-091,2005,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ibrahima Konaté,FRA,DF,Liverpool,Premier League,25-144,1999,7,6,569,6.3,1,1,2,1,0,0,2,0,0.4,0.4,0.2,0.6,3,22,0,0.16,0.16,0.32,0.16,0.32,0.06,0.03,0.09,0.06,0.09
Geoffrey Kondogbia,CTA,"MF,DF",Marseille,Ligue 1,31-244,1993,6,6,535,5.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,1,26,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Abdoul Koné,FRA,DF,Reims,Ligue 1,19-177,2005,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Amadou Koné,MLI,MF,Reims,Ligue 1,19-155,2005,2,1,21,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15
Ismaël Koné,CAN,MF,Marseille,Ligue 1,22-132,2002,3,2,146,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,3,1,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.24,0.12,0.24
Manu Koné,FRA,MF,Roma,Serie A,23-152,2001,5,3,264,2.9,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,10,18,6,0.00,0.00,0.00,0.00,0.00,0.20,0.04,0.24,0.20,0.24
Ezri Konsa,ENG,DF,Aston Villa,Premier League,26-359,1997,7,7,551,6.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,8,26,4,0.16,0.00,0.16,0.16,0.16,0.05,0.00,0.05,0.05,0.05
Teun Koopmeiners,NED,MF,Juventus,Serie A,26-231,1998,5,4,360,4.0,0,1,1,0,0,0,0,0,1.2,1.2,0.6,1.9,7,19,31,0.00,0.25,0.25,0.00,0.25,0.31,0.16,0.47,0.31,0.47
Odilon Kossounou,CIV,DF,Atalanta,Serie A,23-286,2001,2,2,152,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Christian Kouamé,CIV,"MF,FW",Fiorentina,Serie A,26-315,1997,6,3,298,3.3,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,5,11,23,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.16,0.06,0.16
Henri Koudossou,GER,DF,Augsburg,Bundesliga,25-043,1999,3,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Konstantinos Koulierakis,GRE,DF,Wolfsburg,Bundesliga,20-323,2003,4,2,232,2.6,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.39,0.39,0.00,0.39,0.00,0.02,0.02,0.00,0.02
Jules Koundé,FRA,DF,Barcelona,La Liga,25-339,1998,9,8,744,8.3,1,1,2,1,0,0,1,0,0.3,0.3,1.2,1.5,12,54,57,0.12,0.12,0.24,0.12,0.24,0.03,0.15,0.18,0.03,0.18
Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,27-184,1997,2,1,111,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Mateo Kovačić,CRO,MF,Manchester City,Premier League,30-163,1994,7,6,524,5.8,3,0,3,3,0,0,2,0,0.7,0.7,0.3,0.9,20,31,7,0.52,0.00,0.52,0.52,0.52,0.11,0.05,0.16,0.11,0.16
Matej Kovar,CZE,GK,Leverkusen,Bundesliga,24-152,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mateusz Kowalski,POL,MF,Parma,Serie A,19-087,2005,1,1,56,0.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,2,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.69,0.69,0.69
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,30-075,1994,3,2,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05
Alex Král,CZE,"MF,FW",Espanyol,La Liga,26-150,1998,9,8,754,8.4,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,11,27,21,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
Andrej Kramarić,CRO,MF,Hoffenheim,Bundesliga,33-119,1991,5,5,427,4.7,4,1,5,3,1,1,1,0,2.8,2.1,0.9,2.9,16,22,33,0.84,0.21,1.05,0.63,0.84,0.60,0.19,0.79,0.43,0.62
Frans Krätzig,GER,DF,Stuttgart,Bundesliga,21-276,2003,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ladislav Krejčí,CZE,DF,Girona,La Liga,25-179,1999,4,3,280,3.1,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,4,12,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Rasmus Kristensen,DEN,"DF,MF",Eint Frankfurt,Bundesliga,27-097,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,11,27,15,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14
Thomas Kristensen,DEN,DF,Udinese,Serie A,22-273,2002,3,2,188,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nikola Krstović,MNE,FW,Lecce,Serie A,24-194,2000,7,7,602,6.7,2,0,2,2,0,0,0,0,2.7,2.7,0.2,2.9,8,13,26,0.30,0.00,0.30,0.30,0.30,0.40,0.03,0.44,0.40,0.44
