Player,Pos,Squad,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Tajon Buchanan,"MF,FW",Canada,24,1999,1.1,18,21,85.7,259,104,15,15,100.0,2,3,66.7,1,1,100.0,0,0.1,0.2,-0.1,1,0,1,0,2
Hernesto Caballero,MF,Paraguay,32,1991,1.2,56,73,76.7,972,233,24,28,85.7,27,33,81.8,4,7,57.1,0,0.0,0.0,0.0,0,1,0,0,2
Sebastián Cáceres,DF,Uruguay,24,1999,2.9,90,112,80.4,1771,757,28,32,87.5,52,60,86.7,9,16,56.3,1,0.2,0.0,+0.8,3,3,1,1,3
Jhonder Cádiz,FW,Venezuela,28,1995,0.9,8,25,32.0,135,57,4,13,30.8,2,6,33.3,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,2
Jordy Caicedo,"FW,MF",Ecuador,26,1997,0.2,3,5,60.0,37,6,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Moisés Caicedo,MF,Ecuador,22,2001,4.0,144,180,80.0,2696,813,64,71,90.1,53,64,82.8,21,36,58.3,0,0.8,0.7,-0.8,8,23,3,0,23
Alexander Callens,DF,Peru,31,1992,2.9,66,92,71.7,1284,508,19,24,79.2,39,46,84.8,6,17,35.3,0,0.0,0.0,0.0,0,5,0,0,4
Francisco Calvo,DF,Costa Rica,31,1992,3.0,81,117,69.2,1830,1027,26,31,83.9,39,47,83.0,15,33,45.5,0,0.0,0.0,0.0,0,5,1,0,4
Joel Campbell,"MF,FW",Costa Rica,31,1992,1.5,46,62,74.2,960,119,20,23,87.0,17,21,81.0,9,15,60.0,0,0.0,0.0,0.0,0,2,0,0,5
Agustín Canobbio,MF,Uruguay,25,1998,0.0,3,4,75.0,33,11,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Valentin Carboni,FW,Argentina,18,2005,0.2,4,5,80.0,52,4,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
Johnny Cardoso,MF,United States,22,2001,0.8,23,27,85.2,352,82,14,15,93.3,7,9,77.8,1,1,100.0,0,0.0,0.0,0.0,1,3,0,0,2
Roberto Carlos Fernández,"FW,MF",Bolivia,24,1999,1.3,38,64,59.4,675,251,18,24,75.0,16,22,72.7,3,12,25.0,0,0.0,0.0,0.0,2,2,0,0,1
Jorge Carrascal,"MF,FW",Colombia,25,1998,0.6,28,33,84.8,403,169,15,17,88.2,10,11,90.9,2,3,66.7,0,0.1,0.2,-0.1,2,5,4,0,5
Adalberto Carrasquilla,MF,Panama,25,1998,1.9,96,109,88.1,1637,525,44,49,89.8,44,47,93.6,5,9,55.6,0,0.2,0.2,-0.2,5,12,4,0,17
André Carrillo,MF,Peru,32,1991,0.1,7,10,70.0,108,29,2,3,66.7,4,5,80.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1
Wilder Cartagena,MF,Peru,29,1994,2.5,54,68,79.4,936,302,23,28,82.1,27,33,81.8,4,5,80.0,0,0.0,0.0,0.0,0,6,0,0,8
Cameron Carter-Vickers,DF,United States,26,1997,0.5,3,4,75.0,53,17,1,2,50.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Julio Cascante,DF,Costa Rica,30,1993,0.0,3,3,100.0,62,39,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Cristian Cásseres Jr.,MF,Venezuela,24,2000,1.7,44,62,71.0,748,169,16,19,84.2,25,30,83.3,2,7,28.6,0,0.0,0.1,0.0,1,4,1,0,4
Kevin Castaño,MF,Colombia,23,2000,0.9,44,53,83.0,567,197,32,33,97.0,9,14,64.3,1,1,100.0,0,0.3,0.1,-0.3,3,2,1,0,6
Jesús Castillo,MF,Peru,22,2001,0.5,14,18,77.8,253,92,7,7,100.0,6,7,85.7,1,4,25.0,0,0.0,0.0,0.0,0,2,0,0,5
Renaldo Cephas,"MF,DF",Jamaica,24,1999,0.7,12,18,66.7,191,26,7,9,77.8,4,6,66.7,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0
Boris Cespedes,MF,Bolivia,28,1995,1.7,78,84,92.9,1567,341,28,31,90.3,40,42,95.2,10,11,90.9,0,0.0,0.0,0.0,0,1,0,0,4
Lucas Chávez,"FW,MF",Bolivia,20,2003,0.4,8,10,80.0,107,16,6,7,85.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Luis Chávez,MF,Mexico,28,1996,2.9,102,136,75.0,1875,527,41,43,95.3,46,58,79.3,12,26,46.2,0,0.8,0.4,-0.8,4,17,1,1,10
Mathieu Choiniere,MF,Canada,24,1999,1.2,59,70,84.3,844,295,39,41,95.1,16,18,88.9,2,8,25.0,0,0.1,0.1,-0.1,2,9,1,0,10
Anthony Contreras,FW,Costa Rica,24,2000,0.1,2,6,33.3,28,0,1,2,50.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Jhon Córdoba,FW,Colombia,30,1993,4.6,44,62,71.0,605,163,24,30,80.0,15,19,78.9,1,4,25.0,1,0.8,0.4,+0.2,7,2,2,1,5
José Cordoba,DF,Panama,22,2001,4.0,194,216,89.8,3639,1362,78,82,95.1,94,101,93.1,19,26,73.1,0,0.0,0.0,0.0,0,10,1,0,7
Derek Cornelius,DF,Canada,26,1997,4.8,148,185,80.0,2670,1024,55,63,87.3,80,92,87.0,10,26,38.5,0,0.1,0.2,-0.1,2,6,0,0,11
Janner Corozo,FW,Ecuador,28,1995,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Jordi Cortizo,FW,Mexico,27,1996,0.1,3,5,60.0,44,8,1,2,50.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
Aldo Corzo,DF,Peru,34,1989,1.0,10,16,62.5,132,69,5,8,62.5,4,7,57.1,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Maxime Crépeau,GK,Canada,29,1994,5.0,105,148,70.9,2873,2164,28,28,100.0,48,49,98.0,29,71,40.8,0,0.0,0.0,0.0,0,3,0,0,0
