Player,Pos,Squad,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Edison Flores,"FW,MF",Peru,29,1994,3,3,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,2,6,10,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.17,0.03,0.17
Alan Franco,MF,Ecuador,25,1998,4,4,344,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,5,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02
Thomas Galdames,DF,Chile,25,1998,1,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedro Gallese,GK,Peru,33,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Orlando Galo,MF,Costa Rica,23,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,5,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Alejandro Garnacho,FW,Argentina,19,2004,1,1,65,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,1,5,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13
Néstor Giménez,DF,Paraguay,26,1997,2,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,8,11,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Santiago Giménez,FW,Mexico,22,2001,3,3,217,2.4,0,0,0,0,0,0,1,0,1.3,1.3,0.1,1.5,2,3,15,0.00,0.00,0.00,0.00,0.00,0.55,0.05,0.60,0.55,0.60
João Gomes,MF,Brazil,22,2001,4,4,324,3.6,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,15,10,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Freddy Góndola,MF,Panama,28,1995,3,0,45,0.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,1,1,4,0.00,2.00,2.00,0.00,2.00,0.00,0.15,0.15,0.00,0.15
Alexander González,DF,Venezuela,31,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,13,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Derlis González,MF,Paraguay,29,1994,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nicolás González,"MF,FW",Argentina,25,1998,5,2,255,2.8,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,3,4,20,0.00,0.00,0.00,0.00,0.00,0.14,0.18,0.32,0.14,0.32
Demarai Gray,"MF,FW",Jamaica,27,1996,3,2,198,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,3,10,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Joao Grimaldo,MF,Peru,20,2003,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Carlos Gruezo,"MF,FW",Ecuador,28,1995,4,1,124,1.4,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,2,0,0.00,0.73,0.73,0.00,0.73,0.00,0.34,0.34,0.00,0.34
Eduardo Guerrero,FW,Panama,23,2000,4,1,114,1.3,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,0,2,8,0.79,0.00,0.79,0.79,0.79,0.16,0.06,0.22,0.16,0.22
Paolo Guerrero,FW,Peru,40,1984,3,1,96,1.1,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,0,4,1,0.00,0.00,0.00,0.00,0.00,0.45,0.22,0.67,0.45,0.67
Bruno Guimarães,MF,Brazil,26,1997,4,4,332,3.7,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,8,31,5,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.14,0.11,0.14
Luis Haquín,DF,Bolivia,26,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Wes Harding,DF,Jamaica,27,1996,1,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Carlos Harvey,DF,Panama,23,2000,2,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Michael Hector,DF,Jamaica,31,1992,3,1,158,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Yangel Herrera,MF,Venezuela,26,1998,4,4,326,3.6,0,1,1,0,0,0,0,0,0.4,0.4,0.5,0.9,11,24,10,0.00,0.28,0.28,0.00,0.28,0.11,0.13,0.24,0.11,0.24
Piero Hincapié,DF,Ecuador,22,2002,4,4,360,4.0,1,0,1,1,0,0,0,0,0.0,0.0,0.4,0.4,6,10,11,0.25,0.00,0.25,0.25,0.25,0.00,0.09,0.09,0.00,0.09
Ethan Horvath,GK,United States,28,1995,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
César Huerta,"FW,MF",Mexico,23,2000,2,1,84,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.5,1,2,9,0.00,0.00,0.00,0.00,0.00,0.18,0.40,0.58,0.16,0.56
José Hurtado,DF,Ecuador,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mauricio Isla,DF,Chile,35,1988,3,3,266,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,13,14,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Alistair Johnston,DF,Canada,25,1998,6,6,511,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.4,9,24,14,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Julio José González,GK,Mexico,32,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vinicius Júnior,FW,Brazil,23,2000,3,3,250,2.8,2,0,2,2,0,0,2,0,0.7,0.7,0.7,1.4,13,2,25,0.72,0.00,0.72,0.72,0.72,0.26,0.24,0.50,0.26,0.50
Leonel Justiniano,MF,Bolivia,31,1992,2,1,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kaku,"FW,MF",Paraguay,29,1995,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26
Richard King,DF,Jamaica,22,2001,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.31,0.00,0.31
Ismaël Koné,MF,Canada,21,2002,5,4,319,3.5,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.5,16,23,5,0.28,0.00,0.28,0.28,0.28,0.14,0.00,0.14,0.14,0.14
Luca de la Torre,MF,United States,25,1998,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matías Lacava,MF,Venezuela,21,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gianluca Lapadula,FW,Peru,33,1990,3,2,194,2.2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,0,12,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22
Cyle Larin,FW,Canada,28,1995,5,5,396,4.4,0,0,0,0,0,0,0,0,1.1,1.1,0.6,1.7,3,11,22,0.00,0.00,0.00,0.00,0.00,0.24,0.13,0.38,0.24,0.38
Richie Laryea,"DF,FW",Canada,29,1995,6,5,366,4.1,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,8,7,15,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12
Ariel Lassiter,DF,Costa Rica,29,1994,2,2,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Joël Latibeaudière,"DF,MF",Jamaica,24,2000,3,3,259,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Greg Leigh,DF,Jamaica,29,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Dexter Lembikisa,DF,Jamaica,20,2003,2,2,177,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Kahiser Lenis,MF,Panama,23,2000,2,0,47,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,3,4,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.74,0.74,0.74
Jefferson Lerma,MF,Colombia,29,1994,5,5,422,4.7,2,0,2,2,0,0,2,0,0.4,0.4,0.1,0.5,5,10,2,0.43,0.00,0.43,0.43,0.43,0.08,0.03,0.11,0.08,0.11
Igor Lichnovsky,DF,Chile,29,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,12,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Giovani Lo Celso,MF,Argentina,27,1996,5,1,152,1.7,0,1,1,0,0,0,2,0,0.6,0.6,0.4,1.0,2,6,7,0.00,0.59,0.59,0.00,0.59,0.44,0.25,0.69,0.44,0.69
Marcos López,DF,Peru,24,1999,3,2,222,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,8,4,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
Damion Lowe,"MF,DF",Jamaica,30,1993,3,2,158,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,15,1,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
Jhon Lucumí,DF,Colombia,25,1998,1,1,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
José Luis Rodríguez,MF,Panama,25,1998,1,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,3,8,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
Douglas Luiz,MF,Brazil,25,1998,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alexis Mac Allister,MF,Argentina,25,1998,5,5,443,4.9,0,2,2,0,0,0,1,0,0.8,0.8,0.6,1.4,2,21,8,0.00,0.41,0.41,0.00,0.41,0.17,0.12,0.29,0.17,0.29
Deiver Machado,DF,Colombia,30,1993,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Darwin Machís,FW,Venezuela,30,1993,3,2,124,1.4,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,5,4,10,0.00,0.00,0.00,0.00,0.00,0.16,0.19,0.36,0.16,0.36
Warren Madrigal,"FW,MF",Costa Rica,19,2004,3,2,186,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Gabriel Magalhães,DF,Brazil,26,1997,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Christian Makoun,DF,Venezuela,23,2000,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jesús Manuel Sagredo,DF,Bolivia,29,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
José María Giménez,DF,Uruguay,29,1995,5,2,302,3.4,0,1,1,0,0,0,1,0,0.5,0.5,0.5,0.9,1,5,2,0.00,0.30,0.30,0.00,0.30,0.14,0.14,0.28,0.14,0.28
Guillermo Maripán,DF,Chile,29,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marquinhos,DF,Brazil,29,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,14,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Alex Marshall,MF,Jamaica,25,1998,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.42,0.42,0.42
Gabriel Martinelli,FW,Brazil,22,2001,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guillermo Martínez Ayala,"FW,MF",Mexico,28,1995,3,0,77,0.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,2,1,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.54,0.54,0.54
Cristian Martínez,MF,Panama,26,1997,4,4,273,3.0,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.2,4,25,13,0.00,0.33,0.33,0.00,0.33,0.02,0.06,0.08,0.02,0.08
Emiliano Martínez,GK,Argentina,31,1992,6,6,570,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Lautaro Martínez,FW,Argentina,26,1997,6,2,224,2.5,5,0,5,5,0,0,0,0,3.3,3.1,0.0,3.1,4,2,15,2.01,0.00,2.01,2.01,2.01,1.47,0.00,1.47,1.41,1.41
Lisandro Martínez,DF,Argentina,26,1998,5,5,467,5.2,1,0,1,1,0,0,0,0,0.4,0.4,0.6,1.0,3,8,2,0.19,0.00,0.19,0.19,0.19,0.08,0.12,0.20,0.08,0.20
Lucas Martínez Quarta,DF,Argentina,27,1996,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Weston McKennie,MF,United States,25,1998,3,3,257,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.8,0.9,2,9,11,0.00,0.00,0.00,0.00,0.00,0.04,0.27,0.31,0.04,0.31
Diego Medina,"FW,MF",Bolivia,22,2002,2,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ángel Mena,"FW,MF",Ecuador,36,1988,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,1,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Cesar Menacho,FW,Bolivia,24,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lionel Messi,FW,Argentina,36,1987,5,5,425,4.7,1,1,2,1,0,0,0,0,1.9,1.9,2.6,4.5,10,25,20,0.21,0.21,0.42,0.21,0.42,0.41,0.55,0.96,0.41,0.96
Éder Militão,DF,Brazil,26,1998,4,4,356,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Liam Millar,"FW,MF",Canada,24,1999,6,2,234,2.6,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,12,10,19,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.13,0.10,0.13
Kamal Miller,DF,Canada,26,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Roderick Miller,DF,Panama,31,1992,3,3,225,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,6,0,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10
Yerry Mina,DF,Colombia,29,1994,2,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alan Minda,"FW,MF",Ecuador,20,2003,4,0,78,0.9,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.7,4,0,5,1.15,0.00,1.15,1.15,1.15,0.54,0.32,0.86,0.54,0.86
Bruno Miranda,"FW,DF",Bolivia,25,1998,2,1,94,1.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,1,2,0.96,0.00,0.96,0.96,0.96,0.32,0.00,0.32,0.32,0.32
Jeyland Mitchell,DF,Costa Rica,19,2004,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Johan Mojica,DF,Colombia,31,1992,6,5,525,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,16,16,12,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Nahuel Molina,DF,Argentina,25,1998,5,3,328,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,6,13,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.08,0.04,0.08
César Montes,DF,Mexico,26,1997,3,3,225,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,19,1,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.09,0.04,0.09
Gonzalo Montiel,DF,Argentina,27,1997,6,3,242,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,8,7,12,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
Joseph Mora,DF,Costa Rica,31,1993,3,1,133,1.5,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,0,2,6,0.00,0.68,0.68,0.00,0.68,0.00,0.26,0.26,0.00,0.26
Rodrigo Morínigo,GK,Paraguay,25,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Orlando Mosquera,GK,Panama,29,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Daniel Muñoz,DF,Colombia,27,1996,5,5,386,4.3,2,1,3,2,0,0,2,1,0.5,0.5,0.4,0.9,2,17,12,0.47,0.23,0.70,0.47,0.70,0.11,0.10,0.21,0.11,0.21
Yunus Musah,MF,United States,21,2002,2,1,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nahitan Nández,DF,Uruguay,28,1995,5,5,433,4.8,0,0,0,0,0,0,0,1,0.3,0.3,0.8,1.1,8,14,18,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.22,0.07,0.22
Miguel Navarro,DF,Venezuela,24,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,6,10,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02
Shamar Nicholson,"FW,MF",Jamaica,26,1997,3,2,196,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.6,0,1,7,0.00,0.00,0.00,0.00,0.00,0.20,0.07,0.26,0.20,0.26
Darwin Núñez,FW,Uruguay,24,1999,6,6,472,5.2,2,0,2,2,0,0,1,0,2.6,2.6,0.5,3.1,7,9,35,0.38,0.00,0.38,0.38,0.38,0.50,0.09,0.59,0.50,0.59
Marcelino Núñez,MF,Chile,23,2000,3,2,144,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,4,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Lucas Olaza,DF,Uruguay,29,1994,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.52,0.00,0.52
Cristian Olivera,"FW,DF",Uruguay,21,2002,4,0,144,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,6,1,17,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25
Mathías Olivera,DF,Uruguay,26,1997,5,5,374,4.2,1,0,1,1,0,0,0,0,0.9,0.9,0.0,0.9,6,29,2,0.24,0.00,0.24,0.24,0.24,0.21,0.00,0.21,0.21,0.21
Tani Oluwaseyi,FW,Canada,23,2000,5,1,136,1.5,0,0,0,0,0,0,2,0,2.3,2.3,0.3,2.6,2,2,16,0.00,0.00,0.00,0.00,0.00,1.49,0.20,1.69,1.49,1.69
Darío Osorio,FW,Chile,20,2004,3,2,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,9,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Jonathan Osorio,MF,Canada,31,1992,6,3,317,3.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,8,17,10,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.14,0.12,0.14
Yordan Osorio,DF,Venezuela,29,1994,4,4,359,4.0,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,12,1,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Nicolás Otamendi,DF,Argentina,35,1988,5,1,148,1.6,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0,3,0,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.35,0.35,0.35
Juan Pablo Vargas,DF,Costa Rica,28,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Willian Pacho,DF,Ecuador,22,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Kendry Páez,"MF,FW",Ecuador,16,2007,4,4,306,3.4,1,0,1,0,1,1,1,0,1.8,1.0,0.2,1.2,2,11,5,0.29,0.00,0.29,0.00,0.00,0.52,0.07,0.59,0.29,0.36
Exequiel Palacios,MF,Argentina,25,1998,2,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Kasey Palmer,MF,Jamaica,27,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,7,5,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.07,0.05,0.07
Lucas Paquetá,MF,Brazil,26,1997,4,4,293,3.3,1,1,2,0,1,2,2,0,2.3,0.7,0.8,1.6,2,16,9,0.31,0.31,0.61,0.00,0.31,0.70,0.26,0.96,0.22,0.48
Leandro Paredes,MF,Argentina,29,1994,3,2,176,2.0,0,0,0,0,0,1,1,0,0.9,0.1,0.0,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.51,0.04,0.04
Facundo Pellistri,FW,Uruguay,22,2001,6,6,447,5.0,1,1,2,1,0,0,0,0,1.2,1.2,0.4,1.6,9,4,27,0.20,0.20,0.40,0.20,0.40,0.24,0.09,0.32,0.24,0.32
Sergio Peña,MF,Peru,28,1995,3,3,258,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.00,0.07
Ricardo Pepi,FW,United States,21,2003,3,0,95,1.1,0,0,0,0,0,0,0,0,2.3,2.3,0.2,2.5,0,2,5,0.00,0.00,0.00,0.00,0.00,2.15,0.17,2.32,2.15,2.32
Andreas Pereira,MF,Brazil,28,1996,3,0,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
César Pérez,MF,Chile,21,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Germán Pezzella,DF,Argentina,32,1991,1,1,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Orbelín Pineda,MF,Mexico,27,1996,3,2,146,1.6,0,0,0,0,0,1,0,0,0.8,0.0,0.3,0.3,4,13,12,0.00,0.00,0.00,0.00,0.00,0.51,0.18,0.69,0.03,0.21
Ethan Pinnock,DF,Jamaica,30,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,4,2,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Andy Polo,DF,Peru,29,1994,2,2,173,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,6,8,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Ángelo Preciado,DF,Ecuador,25,1998,4,4,359,4.0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,5,6,13,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.13,0.07,0.13
