Player,Pos,Squad,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
César Blackman,"MF,DF",Panama,25,1998,3,3,194,2.2,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,6,8,20,0.46,0.00,0.46,0.46,0.46,0.06,0.04,0.10,0.06,0.10
Damián Bobadilla,"MF,FW",Paraguay,22,2001,3,2,197,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,7,9,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10
Marcos Bolados,"FW,MF",Chile,27,1996,3,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,9,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Moïse Bombito,DF,Canada,23,2000,6,6,540,6.0,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,17,1,0.00,0.17,0.17,0.00,0.17,0.02,0.05,0.07,0.02,0.07
Miguel Borja,FW,Colombia,31,1993,2,0,28,0.3,1,0,1,0,1,1,1,0,0.9,0.1,0.0,0.1,0,0,2,3.21,0.00,3.21,0.00,0.00,6.41,0.00,6.41,0.50,0.50
Rafael Borré,FW,Colombia,28,1995,4,1,128,1.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,4,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.37,0.37,0.37
Alejandro Bran,MF,Costa Rica,22,2001,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Claudio Bravo,GK,Chile,40,1983,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Brenes,MF,Costa Rica,26,1997,3,2,165,1.8,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.55,0.55,0.00,0.55,0.02,0.01,0.03,0.02,0.03
Ben Brereton,FW,Chile,24,1999,3,0,44,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,5,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16
Tajon Buchanan,"MF,FW",Canada,24,1999,3,1,98,1.1,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,3,2,8,0.00,0.00,0.00,0.00,0.00,0.49,0.08,0.58,0.49,0.58
Hernesto Caballero,MF,Paraguay,32,1991,3,1,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sebastián Cáceres,DF,Uruguay,24,1999,5,2,258,2.9,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.3,0,3,0,0.00,0.35,0.35,0.00,0.35,0.06,0.05,0.12,0.06,0.12
Jhonder Cádiz,FW,Venezuela,28,1995,3,0,85,0.9,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,2,3,1.06,0.00,1.06,1.06,1.06,0.18,0.00,0.18,0.18,0.18
Jordy Caicedo,"FW,MF",Ecuador,26,1997,3,0,19,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,1,1,0.00,0.00,0.00,0.00,0.00,1.52,0.00,1.52,1.52,1.52
Moisés Caicedo,MF,Ecuador,22,2001,4,4,360,4.0,0,0,0,0,0,0,2,0,0.2,0.2,0.8,0.9,7,23,12,0.00,0.00,0.00,0.00,0.00,0.04,0.19,0.23,0.04,0.23
Alexander Callens,DF,Peru,31,1992,3,3,263,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Francisco Calvo,DF,Costa Rica,31,1992,3,3,270,3.0,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,0,4,0,0.33,0.00,0.33,0.33,0.33,0.13,0.00,0.13,0.13,0.13
Joel Campbell,"MF,FW",Costa Rica,31,1992,3,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Agustín Canobbio,MF,Uruguay,25,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Valentin Carboni,FW,Argentina,18,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Johnny Cardoso,MF,United States,22,2001,2,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Roberto Carlos Fernández,"FW,MF",Bolivia,24,1999,2,2,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,3,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
Jorge Carrascal,"MF,FW",Colombia,25,1998,3,0,51,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,5,1,0.00,0.00,0.00,0.00,0.00,0.22,0.27,0.49,0.22,0.49
Adalberto Carrasquilla,MF,Panama,25,1998,2,2,175,1.9,0,0,0,0,0,0,0,1,0.0,0.0,0.2,0.2,5,17,5,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11
André Carrillo,MF,Peru,32,1991,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Wilder Cartagena,MF,Peru,29,1994,3,3,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cameron Carter-Vickers,DF,United States,26,1997,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Julio Cascante,DF,Costa Rica,30,1993,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cristian Cásseres Jr.,MF,Venezuela,24,2000,3,2,149,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,4,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Kevin Castaño,MF,Colombia,23,2000,4,0,81,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,0,6,3,0.00,0.00,0.00,0.00,0.00,0.23,0.48,0.72,0.23,0.72
Jesús Castillo,MF,Peru,22,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Renaldo Cephas,"MF,DF",Jamaica,24,1999,3,1,59,0.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,0,3,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.53,0.53,0.53
Boris Cespedes,MF,Bolivia,28,1995,2,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lucas Chávez,"FW,MF",Bolivia,20,2003,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luis Chávez,MF,Mexico,28,1996,3,3,257,2.9,0,0,0,0,0,0,1,0,0.4,0.4,0.8,1.3,5,10,15,0.00,0.00,0.00,0.00,0.00,0.14,0.30,0.44,0.14,0.44
Mathieu Choiniere,MF,Canada,24,1999,2,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Anthony Contreras,FW,Costa Rica,24,2000,1,0,13,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jhon Córdoba,FW,Colombia,30,1993,6,5,414,4.6,2,1,3,2,0,0,2,0,1.4,1.4,0.8,2.2,3,5,21,0.43,0.22,0.65,0.43,0.65,0.31,0.18,0.49,0.31,0.49
José Cordoba,DF,Panama,22,2001,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Derek Cornelius,DF,Canada,26,1997,6,5,429,4.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,11,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Janner Corozo,FW,Ecuador,28,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jordi Cortizo,FW,Mexico,27,1996,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aldo Corzo,DF,Peru,34,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Maxime Crépeau,GK,Canada,29,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Andrés Cubas,MF,Paraguay,27,1996,2,2,170,1.9,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Héctor Cuellar,DF,Bolivia,23,2000,3,2,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jaume Cuéllar,FW,Bolivia,22,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Carlos Cuesta,DF,Colombia,24,1999,5,5,480,5.3,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,6,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Christian Cueva,"MF,FW",Peru,32,1991,2,0,26,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,4,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.82,0.82,0.82
Danilo,DF,Brazil,32,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.4,7,30,11,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09
Jonathan David,"MF,FW",Canada,24,2000,6,5,446,5.0,2,0,2,2,0,0,1,0,1.6,1.6,0.4,2.1,7,22,34,0.40,0.00,0.40,0.40,0.40,0.33,0.09,0.42,0.33,0.42
Alphonso Davies,DF,Canada,23,2000,6,5,459,5.1,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,16,25,17,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.13,0.07,0.13
Víctor Dávila,FW,Chile,26,1997,3,3,230,2.6,0,0,0,0,0,0,1,0,0.3,0.3,0.8,1.1,2,5,11,0.00,0.00,0.00,0.00,0.00,0.13,0.31,0.45,0.13,0.45
Erick Davis,DF,Panama,32,1991,4,4,352,3.9,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,7,15,20,0.00,0.26,0.26,0.00,0.26,0.01,0.10,0.11,0.01,0.11
Giorgian De Arrascaeta,"MF,FW",Uruguay,29,1994,5,1,164,1.8,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,3,7,12,0.00,0.55,0.55,0.00,0.55,0.07,0.34,0.41,0.07,0.41
Luc De Fougerolles,DF,Canada,18,2005,1,1,66,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
Nicolás De La Cruz,MF,Uruguay,26,1997,5,4,352,3.9,0,2,2,0,0,0,2,0,0.2,0.2,0.7,0.9,3,25,27,0.00,0.51,0.51,0.00,0.51,0.04,0.18,0.22,0.04,0.22
Rodrigo De Paul,MF,Argentina,29,1994,5,5,480,5.3,0,1,1,0,0,0,1,0,0.1,0.1,1.1,1.3,10,31,11,0.00,0.19,0.19,0.00,0.19,0.02,0.23,0.25,0.02,0.25
Ángel Di María,"MF,FW",Argentina,35,1988,5,4,354,3.9,0,1,1,0,0,0,0,0,0.4,0.4,2.0,2.4,14,19,30,0.00,0.25,0.25,0.00,0.25,0.10,0.51,0.61,0.10,0.61
Ismael Díaz,MF,Panama,26,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luis Díaz,FW,Colombia,27,1997,6,6,507,5.6,2,0,2,1,1,1,0,0,1.6,0.8,1.5,2.4,13,13,40,0.36,0.00,0.36,0.18,0.18,0.29,0.27,0.56,0.15,0.42
Paulo Díaz,DF,Chile,29,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kaheim Dixon,"MF,FW",Jamaica,19,2004,3,0,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,10,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13
Alexander Domínguez,GK,Ecuador,36,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jhon Durán,FW,Colombia,20,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rodrigo Echeverría,MF,Chile,28,1995,3,2,177,2.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,5,0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
Éderson,MF,Brazil,24,1999,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jorge Eduardo Sánchez,DF,Mexico,26,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,21,20,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
Julio Enciso,"FW,MF",Paraguay,20,2004,3,3,251,2.8,1,0,1,1,0,0,0,0,0.7,0.7,0.9,1.5,7,9,12,0.36,0.00,0.36,0.36,0.36,0.24,0.31,0.55,0.24,0.55
Endrick,FW,Brazil,17,2006,4,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Matías Espinoza,DF,Paraguay,26,1997,2,2,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Stephen Eustáquio,MF,Canada,27,1996,5,5,431,4.8,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,2,28,5,0.00,0.00,0.00,0.00,0.00,0.13,0.07,0.20,0.13,0.20
Evanilson,MF,Brazil,24,1999,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
José Fajardo,"FW,MF",Panama,30,1993,4,3,295,3.3,2,0,2,2,0,0,0,0,0.9,0.9,0.2,1.1,5,2,17,0.61,0.00,0.61,0.61,0.61,0.27,0.06,0.34,0.27,0.34
Edgardo Fariña,DF,Panama,22,2001,4,4,360,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,12,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Enzo Fernández,MF,Argentina,23,2001,5,4,351,3.9,0,2,2,0,0,0,0,0,0.5,0.5,1.3,1.8,3,11,8,0.00,0.51,0.51,0.00,0.51,0.14,0.33,0.47,0.14,0.47
Nicolás Fernández,DF,Chile,24,1999,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nahuel Ferraresi,DF,Venezuela,25,1998,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,16,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
