Player,Pos,Squad,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Diego Medina,"FW,MF",Bolivia,22,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ángel Mena,"FW,MF",Ecuador,36,1988,0.3,2,6.92,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0
Cesar Menacho,FW,Bolivia,24,1999,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lionel Messi,FW,Argentina,36,1987,4.7,24,5.08,11,9,1,1,2,0,3,0.64,2,1,0,0,0,0
Éder Militão,DF,Brazil,26,1998,4.0,2,0.51,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Liam Millar,"FW,MF",Canada,24,1999,2.6,3,1.15,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kamal Miller,DF,Canada,26,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Roderick Miller,DF,Panama,31,1992,2.5,4,1.60,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yerry Mina,DF,Colombia,29,1994,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alan Minda,"FW,MF",Ecuador,20,2003,0.9,2,2.31,1,0,1,0,0,0,1,1.15,0,0,1,0,0,0
Bruno Miranda,"FW,DF",Bolivia,25,1998,1.0,1,0.96,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jeyland Mitchell,DF,Costa Rica,19,2004,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Johan Mojica,DF,Colombia,31,1992,5.8,6,1.09,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Nahuel Molina,DF,Argentina,25,1998,3.6,6,1.81,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
César Montes,DF,Mexico,26,1997,2.5,5,2.00,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gonzalo Montiel,DF,Argentina,27,1997,2.7,4,1.49,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Joseph Mora,DF,Costa Rica,31,1993,1.5,1,0.68,1,0,0,0,0,0,1,0.68,1,0,0,0,0,0
