Player,Pos,Squad,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Cameron Carter-Vickers,DF,United States,26,1997,0.5,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Julio Cascante,DF,Costa Rica,30,1993,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Cristian Cásseres Jr.,MF,Venezuela,24,2000,1.7,62,56,5,2,1,1,1,1,0,0,0,0,44,1,4
Kevin Castaño,MF,Colombia,23,2000,0.9,53,51,2,2,0,0,0,0,0,0,0,0,44,0,2
Jesús Castillo,MF,Peru,22,2001,0.5,18,17,1,0,0,0,0,1,0,0,0,0,14,0,0
Renaldo Cephas,"MF,DF",Jamaica,24,1999,0.7,18,15,3,0,0,0,3,0,3,0,1,0,12,0,0
Boris Cespedes,MF,Bolivia,28,1995,1.7,84,79,5,5,0,1,0,0,0,0,0,0,78,0,0
Lucas Chávez,"FW,MF",Bolivia,20,2003,0.4,10,9,1,0,0,0,0,0,0,0,0,0,8,0,1
Luis Chávez,MF,Mexico,28,1996,2.9,136,121,14,2,1,0,21,1,11,5,5,0,102,1,3
Mathieu Choiniere,MF,Canada,24,1999,1.2,70,62,8,5,0,0,6,0,3,3,0,0,59,0,1
Anthony Contreras,FW,Costa Rica,24,2000,0.1,6,6,0,0,0,0,0,0,0,0,0,0,2,0,1
Jhon Córdoba,FW,Colombia,30,1993,4.6,62,54,7,0,0,0,3,0,0,0,0,0,44,1,1
José Cordoba,DF,Panama,22,2001,4.0,216,189,27,9,0,0,0,3,0,0,0,0,194,0,2
Derek Cornelius,DF,Canada,26,1997,4.8,185,180,5,5,1,0,0,0,0,0,0,0,148,0,1
Janner Corozo,FW,Ecuador,28,1995,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordi Cortizo,FW,Mexico,27,1996,0.1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Aldo Corzo,DF,Peru,34,1989,1.0,16,16,0,0,0,0,0,0,0,0,0,0,10,0,0
Maxime Crépeau,GK,Canada,29,1994,5.0,148,94,54,12,0,1,0,0,0,0,0,0,105,0,0
Andrés Cubas,MF,Paraguay,27,1996,1.9,96,92,4,4,0,1,0,0,0,0,0,0,85,0,1
Héctor Cuellar,DF,Bolivia,23,2000,2.5,136,124,12,1,0,0,4,11,0,0,0,0,106,0,2
Jaume Cuéllar,FW,Bolivia,22,2001,0.2,5,4,1,0,0,0,0,0,0,0,0,0,2,0,0
Carlos Cuesta,DF,Colombia,24,1999,5.3,248,244,4,4,0,2,0,0,0,0,0,0,235,0,1
Christian Cueva,"MF,FW",Peru,32,1991,0.3,24,23,1,1,0,0,2,0,0,0,0,0,17,0,1
Danilo,DF,Brazil,32,1991,4.0,262,228,34,7,0,2,4,27,0,0,0,0,218,0,8
Jonathan David,"MF,FW",Canada,24,2000,5.0,139,131,8,0,4,0,2,0,0,0,0,0,111,0,5
Alphonso Davies,DF,Canada,23,2000,5.1,215,169,45,9,4,2,15,30,6,6,0,0,165,1,6
Víctor Dávila,FW,Chile,26,1997,2.6,59,55,4,3,1,4,6,0,1,1,0,0,38,0,4
Erick Davis,DF,Panama,32,1991,3.9,193,155,37,12,1,2,29,20,5,2,0,0,142,1,3
Giorgian De Arrascaeta,"MF,FW",Uruguay,29,1994,1.8,85,62,22,8,2,1,18,1,12,4,6,0,60,1,2
Luc De Fougerolles,DF,Canada,18,2005,0.7,16,15,1,1,0,0,0,0,0,0,0,0,14,0,0
Nicolás De La Cruz,MF,Uruguay,26,1997,3.9,164,137,25,9,3,3,22,2,13,6,4,0,111,2,6
Rodrigo De Paul,MF,Argentina,29,1994,5.3,287,275,12,7,5,2,6,1,4,2,0,0,239,0,8
Ángel Di María,"MF,FW",Argentina,35,1988,3.9,172,151,20,5,5,6,17,4,11,5,3,0,126,1,6
Ismael Díaz,MF,Panama,26,1997,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Luis Díaz,FW,Colombia,27,1997,5.6,126,125,1,0,0,0,4,1,0,0,0,0,102,0,5
Paulo Díaz,DF,Chile,29,1994,2.0,133,123,9,9,1,3,0,0,0,0,0,0,115,1,2
Kaheim Dixon,"MF,FW",Jamaica,19,2004,0.7,17,17,0,0,0,0,0,0,0,0,0,0,12,0,0
Alexander Domínguez,GK,Ecuador,36,1987,4.0,106,71,34,8,0,0,0,0,0,0,0,0,65,1,0
Jhon Durán,FW,Colombia,20,2003,0.2,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1
Rodrigo Echeverría,MF,Chile,28,1995,2.0,66,64,2,1,1,0,0,1,0,0,0,0,53,0,1
Éderson,MF,Brazil,24,1999,0.2,14,14,0,0,0,0,0,0,0,0,0,0,13,0,0
Jorge Eduardo Sánchez,DF,Mexico,26,1997,3.0,164,127,37,1,0,2,7,36,0,0,0,0,123,0,3
Julio Enciso,"FW,MF",Paraguay,20,2004,2.8,111,87,23,8,4,3,12,2,7,1,5,0,78,1,1
Endrick,FW,Brazil,17,2006,1.4,9,8,1,0,0,0,0,0,0,0,0,0,4,0,0
Matías Espinoza,DF,Paraguay,26,1997,1.8,71,57,13,0,0,0,4,13,0,0,0,0,46,1,4
Stephen Eustáquio,MF,Canada,27,1996,4.8,272,249,23,13,0,2,13,1,9,4,4,0,223,0,3
Evanilson,MF,Brazil,24,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Fajardo,"FW,MF",Panama,30,1993,3.3,61,54,7,0,0,0,2,0,0,0,0,0,50,0,1
Edgardo Fariña,DF,Panama,22,2001,4.0,184,174,9,4,0,4,0,5,0,0,0,0,146,1,2
Enzo Fernández,MF,Argentina,23,2001,3.9,217,211,4,4,0,1,0,0,0,0,0,0,187,2,5
Nicolás Fernández,DF,Chile,24,1999,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Nahuel Ferraresi,DF,Venezuela,25,1998,3.0,173,168,5,5,1,1,0,0,0,0,0,0,149,0,1
Edison Flores,"FW,MF",Peru,29,1994,2.1,33,29,4,0,1,0,2,0,0,0,0,0,20,0,1
Alan Franco,MF,Ecuador,25,1998,3.8,104,98,6,6,0,1,2,0,0,0,0,0,88,0,3
Thomas Galdames,DF,Chile,25,1998,0.7,23,12,11,0,0,0,2,11,0,0,0,0,12,0,0
Pedro Gallese,GK,Peru,33,1990,3.0,80,41,36,15,0,1,0,0,0,0,0,0,46,3,0
Orlando Galo,MF,Costa Rica,23,2000,3.0,65,65,0,0,0,1,1,0,0,0,0,0,47,0,1
Alejandro Garnacho,FW,Argentina,19,2004,0.7,21,21,0,0,0,0,0,0,0,0,0,0,16,0,3
Néstor Giménez,DF,Paraguay,26,1997,1.2,87,76,11,1,0,0,5,10,0,0,0,0,73,0,0
Santiago Giménez,FW,Mexico,22,2001,2.4,33,29,3,0,1,0,0,0,0,0,0,0,21,1,1
João Gomes,MF,Brazil,22,2001,3.6,181,179,2,1,0,0,1,1,0,0,0,0,162,0,2
Freddy Góndola,MF,Panama,28,1995,0.5,18,18,0,0,0,0,0,0,0,0,0,0,15,0,0
Alexander González,DF,Venezuela,31,1992,2.0,117,90,26,0,0,0,11,26,0,0,0,0,87,1,2
Derlis González,MF,Paraguay,29,1994,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Nicolás González,"MF,FW",Argentina,25,1998,2.8,88,87,1,0,0,0,1,1,0,0,0,0,63,0,1
Demarai Gray,"MF,FW",Jamaica,27,1996,2.2,43,37,6,1,0,0,8,0,5,3,2,0,30,0,3
Joao Grimaldo,MF,Peru,20,2003,0.2,6,6,0,0,0,0,1,0,0,0,0,0,3,0,0
Carlos Gruezo,"MF,FW",Ecuador,28,1995,1.4,42,39,3,3,0,3,0,0,0,0,0,0,27,0,0
Eduardo Guerrero,FW,Panama,23,2000,1.3,26,21,5,0,0,0,0,0,0,0,0,0,20,0,0
Paolo Guerrero,FW,Peru,40,1984,1.1,27,26,1,0,0,0,0,0,0,0,0,0,15,0,1
Bruno Guimarães,MF,Brazil,26,1997,3.7,233,217,15,15,0,3,0,0,0,0,0,0,211,1,2
Luis Haquín,DF,Bolivia,26,1997,3.0,136,133,3,3,0,1,0,0,0,0,0,0,118,0,1
Wes Harding,DF,Jamaica,27,1996,0.7,21,19,2,0,0,0,0,2,0,0,0,0,17,0,1
Carlos Harvey,DF,Panama,23,2000,1.3,75,72,3,2,0,3,0,1,0,0,0,0,67,0,2
Michael Hector,DF,Jamaica,31,1992,1.8,90,87,3,3,0,0,1,0,0,0,0,0,77,0,0
Yangel Herrera,MF,Venezuela,26,1998,3.6,181,176,5,4,1,3,3,1,0,0,0,0,144,0,3
Piero Hincapié,DF,Ecuador,22,2002,4.0,171,128,42,10,0,0,6,32,0,0,0,0,117,1,3
Ethan Horvath,GK,United States,28,1995,0.5,21,10,11,5,0,0,0,0,0,0,0,0,3,0,0
César Huerta,"FW,MF",Mexico,23,2000,0.9,22,21,1,1,0,0,4,0,0,0,0,0,13,0,0
José Hurtado,DF,Ecuador,22,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mauricio Isla,DF,Chile,35,1988,3.0,163,129,34,2,0,1,6,32,0,0,0,0,129,0,3
Alistair Johnston,DF,Canada,25,1998,5.7,284,226,58,11,1,0,5,47,0,0,0,0,219,0,3
Julio José González,GK,Mexico,32,1991,3.0,104,82,22,4,0,0,0,0,0,0,0,0,90,0,0
Vinicius Júnior,FW,Brazil,23,2000,2.8,64,60,4,1,0,2,8,0,1,0,0,0,45,0,2
Leonel Justiniano,MF,Bolivia,31,1992,0.8,46,45,1,1,0,0,0,0,0,0,0,0,37,0,1
Kaku,"FW,MF",Paraguay,29,1995,0.4,36,31,4,3,0,0,4,0,1,1,0,0,29,1,0
Richard King,DF,Jamaica,22,2001,0.0,8,7,1,0,0,0,0,1,0,0,0,0,6,0,0
Ismaël Koné,MF,Canada,21,2002,3.5,183,176,7,4,0,1,2,3,0,0,0,0,152,0,4
Luca de la Torre,MF,United States,25,1998,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
Matías Lacava,MF,Venezuela,21,2002,0.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Gianluca Lapadula,FW,Peru,33,1990,2.2,27,24,2,0,1,1,0,1,0,0,0,0,16,1,2
Cyle Larin,FW,Canada,28,1995,4.4,71,68,3,0,0,0,1,0,0,0,0,0,50,0,2
Richie Laryea,"DF,FW",Canada,29,1995,4.1,93,80,12,3,0,0,5,9,0,0,0,0,67,1,5
Ariel Lassiter,DF,Costa Rica,29,1994,1.5,35,29,5,3,0,1,4,0,2,1,1,0,25,1,1
Joël Latibeaudière,"DF,MF",Jamaica,24,2000,2.9,116,110,6,2,0,1,0,4,0,0,0,0,101,0,1
Greg Leigh,DF,Jamaica,29,1994,2.0,66,47,19,2,0,1,7,13,4,4,0,0,45,0,0
Dexter Lembikisa,DF,Jamaica,20,2003,2.0,67,58,8,0,0,0,9,8,0,0,0,0,40,1,1
Kahiser Lenis,MF,Panama,23,2000,0.5,8,8,0,0,0,0,1,0,0,0,0,0,7,0,0
Jefferson Lerma,MF,Colombia,29,1994,4.7,229,220,9,9,0,0,0,0,0,0,0,0,188,0,2
Igor Lichnovsky,DF,Chile,29,1994,3.0,161,156,5,5,1,1,0,0,0,0,0,0,142,0,0
Giovani Lo Celso,MF,Argentina,27,1996,1.7,91,83,5,2,1,0,3,1,2,0,1,0,75,3,1
Marcos López,DF,Peru,24,1999,2.5,89,64,24,3,0,1,12,20,1,0,1,0,53,1,7
Damion Lowe,"MF,DF",Jamaica,30,1993,1.8,47,47,0,0,0,3,0,0,0,0,0,0,37,0,2
Jhon Lucumí,DF,Colombia,25,1998,0.3,20,20,0,0,0,0,0,0,0,0,0,0,20,0,0
José Luis Rodríguez,MF,Panama,25,1998,0.9,21,21,0,0,0,0,1,0,0,0,0,0,14,0,2
Douglas Luiz,MF,Brazil,25,1998,0.4,35,35,0,0,0,0,0,0,0,0,0,0,32,0,1
Alexis Mac Allister,MF,Argentina,25,1998,4.9,210,207,3,2,1,1,0,0,0,0,0,0,191,0,2
Deiver Machado,DF,Colombia,30,1993,0.5,30,24,6,1,0,0,1,5,0,0,0,0,26,0,0
Darwin Machís,FW,Venezuela,30,1993,1.4,41,36,5,0,0,1,12,1,4,1,0,0,23,0,3
Warren Madrigal,"FW,MF",Costa Rica,19,2004,2.1,28,25,3,0,0,0,0,0,0,0,0,0,18,0,2
Gabriel Magalhães,DF,Brazil,26,1997,0.0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Christian Makoun,DF,Venezuela,23,2000,0.1,9,7,2,0,0,0,1,2,0,0,0,0,6,0,0
Jesús Manuel Sagredo,DF,Bolivia,29,1994,1.0,25,24,1,1,0,0,0,0,0,0,0,0,18,0,0
José María Giménez,DF,Uruguay,29,1995,3.4,148,138,10,9,1,1,0,1,0,0,0,0,124,0,1
Guillermo Maripán,DF,Chile,29,1994,1.0,47,46,0,0,1,0,0,0,0,0,0,0,38,1,0
Marquinhos,DF,Brazil,29,1994,4.0,292,274,18,12,0,5,0,0,0,0,0,0,261,0,0
Alex Marshall,MF,Jamaica,25,1998,0.0,4,3,1,0,0,0,0,1,0,0,0,0,3,0,1
Gabriel Martinelli,FW,Brazil,22,2001,0.1,15,14,1,0,0,0,1,1,0,0,0,0,12,0,1
Guillermo Martínez Ayala,"FW,MF",Mexico,28,1995,0.9,15,15,0,0,0,1,0,0,0,0,0,0,10,0,0
Cristian Martínez,MF,Panama,26,1997,3.0,159,153,6,5,0,3,8,0,0,0,0,0,121,0,1
Emiliano Martínez,GK,Argentina,31,1992,6.3,221,172,49,14,0,0,0,0,0,0,0,0,183,0,0
Lautaro Martínez,FW,Argentina,26,1997,2.5,40,38,2,0,0,0,0,0,0,0,0,0,31,0,0
Lisandro Martínez,DF,Argentina,26,1998,5.2,320,306,12,8,1,0,0,0,0,0,0,0,293,2,1
Lucas Martínez Quarta,DF,Argentina,27,1996,0.1,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0
Weston McKennie,MF,United States,25,1998,2.9,86,68,16,4,0,1,3,12,0,0,0,0,60,2,3
Diego Medina,"FW,MF",Bolivia,22,2002,0.7,16,11,5,0,0,0,0,5,0,0,0,0,12,0,0
Ángel Mena,"FW,MF",Ecuador,36,1988,0.3,13,12,1,1,0,0,0,0,0,0,0,0,12,0,1
Cesar Menacho,FW,Bolivia,24,1999,0.5,6,5,1,0,0,0,1,0,0,0,0,0,5,0,0
Lionel Messi,FW,Argentina,36,1987,4.7,178,147,31,13,7,3,17,0,15,8,4,0,149,0,2
Éder Militão,DF,Brazil,26,1998,4.0,211,206,5,2,1,4,1,2,0,0,0,0,184,0,3
Liam Millar,"FW,MF",Canada,24,1999,2.6,82,80,2,0,0,0,6,2,0,0,0,0,60,0,4
Kamal Miller,DF,Canada,26,1997,0.5,27,26,1,1,0,0,0,0,0,0,0,0,19,0,1
Roderick Miller,DF,Panama,31,1992,2.5,113,110,3,1,0,2,0,2,0,0,0,0,97,0,0
Yerry Mina,DF,Colombia,29,1994,0.9,48,45,3,3,0,1,0,0,0,0,0,0,40,0,1
Alan Minda,"FW,MF",Ecuador,20,2003,0.9,14,14,0,0,0,0,3,0,0,0,0,0,9,0,1
Bruno Miranda,"FW,DF",Bolivia,25,1998,1.0,27,23,4,0,0,0,1,0,0,0,0,0,21,0,0
Jeyland Mitchell,DF,Costa Rica,19,2004,3.0,93,67,26,12,0,1,0,14,0,0,0,0,66,0,1
Johan Mojica,DF,Colombia,31,1992,5.8,322,280,42,4,0,0,16,38,0,0,0,0,258,0,9
Nahuel Molina,DF,Argentina,25,1998,3.6,189,147,41,3,0,0,4,38,0,0,0,0,148,1,9
César Montes,DF,Mexico,26,1997,2.5,155,150,5,5,1,3,0,0,0,0,0,0,122,0,2
Gonzalo Montiel,DF,Argentina,27,1997,2.7,147,128,19,2,0,0,6,17,0,0,0,0,124,0,6
Joseph Mora,DF,Costa Rica,31,1993,1.5,39,33,6,0,0,0,3,6,0,0,0,0,31,0,1
Rodrigo Morínigo,GK,Paraguay,25,1998,3.0,72,55,17,4,0,0,0,0,0,0,0,0,55,0,0
Orlando Mosquera,GK,Panama,29,1994,4.0,117,97,19,11,0,0,0,0,0,0,0,0,79,1,0
Daniel Muñoz,DF,Colombia,27,1996,4.3,201,150,51,4,0,1,3,47,0,0,0,0,176,0,2
Yunus Musah,MF,United States,21,2002,1.3,41,41,0,0,0,0,1,0,0,0,0,0,35,0,2
Nahitan Nández,DF,Uruguay,28,1995,4.8,212,163,48,7,4,7,19,41,0,0,0,0,140,1,5
Miguel Navarro,DF,Venezuela,24,1999,3.0,145,111,32,4,0,0,3,28,0,0,0,0,110,2,2
Shamar Nicholson,"FW,MF",Jamaica,26,1997,2.2,26,25,1,0,0,0,0,0,0,0,0,0,21,0,0
Darwin Núñez,FW,Uruguay,24,1999,5.2,74,65,9,1,0,2,1,0,1,0,0,0,51,0,3
Marcelino Núñez,MF,Chile,23,2000,1.6,60,57,3,2,1,0,1,0,1,0,1,0,40,0,4
Lucas Olaza,DF,Uruguay,29,1994,0.4,22,17,5,0,0,0,3,5,0,0,0,0,18,0,0
Cristian Olivera,"FW,DF",Uruguay,21,2002,1.6,34,32,2,0,0,0,8,2,0,0,0,0,24,0,2
Mathías Olivera,DF,Uruguay,26,1997,4.2,229,215,13,5,0,3,0,8,0,0,0,0,203,1,1
Tani Oluwaseyi,FW,Canada,23,2000,1.5,27,25,2,0,1,0,0,0,0,0,0,0,20,0,3
Darío Osorio,FW,Chile,20,2004,1.8,36,35,1,0,0,0,1,1,0,0,0,0,23,0,1
Jonathan Osorio,MF,Canada,31,1992,3.5,150,144,4,3,1,0,2,0,1,0,1,0,122,2,5
Yordan Osorio,DF,Venezuela,29,1994,4.0,212,205,7,5,0,0,0,2,0,0,0,0,188,0,0
Nicolás Otamendi,DF,Argentina,35,1988,1.6,94,92,2,1,0,0,0,0,0,0,0,0,89,0,0
Juan Pablo Vargas,DF,Costa Rica,28,1995,3.0,90,83,6,6,0,2,0,0,0,0,0,0,74,1,0
Willian Pacho,DF,Ecuador,22,2001,4.0,168,163,4,4,0,1,2,0,0,0,0,0,126,1,2
Kendry Páez,"MF,FW",Ecuador,16,2007,3.4,97,83,14,7,0,3,8,0,5,3,0,0,70,0,1
Exequiel Palacios,MF,Argentina,25,1998,1.1,69,67,2,2,0,0,0,0,0,0,0,0,63,0,0
Kasey Palmer,MF,Jamaica,27,1996,3.0,106,91,15,7,0,0,7,2,4,2,2,0,75,0,0
Lucas Paquetá,MF,Brazil,26,1997,3.3,144,139,3,2,2,0,0,1,0,0,0,0,107,2,6
Leandro Paredes,MF,Argentina,29,1994,2.0,143,136,6,6,0,1,2,0,0,0,0,0,128,1,0
Facundo Pellistri,FW,Uruguay,22,2001,5.0,82,81,1,0,0,0,9,1,0,0,0,0,60,0,4
Sergio Peña,MF,Peru,28,1995,2.9,129,111,17,11,0,4,11,2,4,1,3,0,92,1,3
Ricardo Pepi,FW,United States,21,2003,1.1,28,26,2,0,1,0,0,0,0,0,0,0,26,0,0
Andreas Pereira,MF,Brazil,28,1996,0.7,22,17,5,1,1,0,6,0,4,3,1,0,10,0,2
César Pérez,MF,Chile,21,2002,0.1,4,3,1,0,0,0,1,0,1,0,1,0,3,0,0
