Player,Nation,Pos,Squad,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Matheus Alexandre,BRA,DF,Cuiabá,25-193,1999,19.3,709,918,77.2,11344,4362,370,412,89.8,285,364,78.3,41,91,45.1,0,0.4,0.5,-0.4,9,63,8,6,69
Alexsander,BRA,MF,Fluminense,21-009,2003,8.8,392,457,85.8,5464,1587,230,249,92.4,120,135,88.9,17,26,65.4,1,0.9,0.4,+0.1,7,37,8,2,36
Alisson,BRA,GK,Criciúma,29-131,1995,3.3,64,105,61.0,1959,1472,10,10,100.0,27,28,96.4,27,66,40.9,0,0.0,0.0,0.0,0,1,0,0,0
Alisson,BRA,"DF,FW",Atlético Mineiro,19-026,2005,6.2,175,240,72.9,3500,841,73,86,84.9,72,89,80.9,26,52,50.0,0,0.4,0.9,-0.4,9,12,8,3,25
Alisson,BRA,MF,São Paulo,31-114,1993,15.0,970,1083,89.6,18500,4755,361,387,93.3,469,506,92.7,119,145,82.1,2,0.5,0.8,+1.5,13,97,6,3,87
Allan,BRA,MF,Flamengo,27-228,1997,13.5,650,741,87.7,11236,2802,311,334,93.1,273,303,90.1,55,78,70.5,0,0.5,0.5,-0.5,11,82,5,0,66
Allan,BRA,MF,Botafogo (RJ),33-283,1991,3.1,143,169,84.6,2633,989,59,66,89.4,71,76,93.4,13,21,61.9,1,0.2,0.1,+0.8,1,12,1,0,12
Allano,BRA,"FW,MF",Criciúma,29-176,1995,11.8,333,412,80.8,5313,1315,174,207,84.1,121,144,84.0,24,33,72.7,2,1.8,2.7,+0.2,17,26,17,4,51
Thiago Almada,ARG,"FW,MF",Botafogo (RJ),23-174,2001,6.5,325,382,85.1,5833,1835,141,154,91.6,143,161,88.8,33,48,68.8,0,0.8,1.3,-0.8,19,35,25,2,53
Júnior Alonso,PAR,DF,Atlético Mineiro,31-251,1993,8.6,533,620,86.0,10251,3315,191,205,93.2,277,310,89.4,62,94,66.0,0,0.0,0.3,0.0,3,44,3,0,42
Anderson,BRA,GK,Cruzeiro,26-226,1998,15.0,331,390,84.9,7614,4577,67,68,98.5,194,196,99.0,66,122,54.1,0,0.0,0.0,0.0,0,4,0,0,0
Felipe Anderson,BRA,"FW,MF",Palmeiras,31-185,1993,8.5,294,394,74.6,4208,1100,166,193,86.0,97,128,75.8,13,27,48.1,1,2.3,1.9,-1.3,18,14,14,3,30
Kervin Andrade,VEN,MF,Fortaleza,19-187,2005,4.6,88,130,67.7,1566,501,42,51,82.4,28,46,60.9,15,22,68.2,1,1.0,0.3,0.0,13,12,3,1,12
Rodrigo Andrade,BRA,"MF,FW",Vitória,27-135,1997,4.3,148,181,81.8,2486,870,70,79,88.6,54,64,84.4,19,24,79.2,0,0.2,0.3,-0.2,3,13,0,0,15
André,BRA,MF,Fluminense,23-093,2001,11.9,690,732,94.3,10882,3151,367,377,97.3,256,269,95.2,50,60,83.3,1,0.1,0.2,+0.9,6,57,0,0,64
José Andrés Martínez,VEN,MF,Corinthians,30-071,1994,4.2,175,205,85.4,2952,1130,83,96,86.5,69,74,93.2,16,25,64.0,0,0.1,0.6,-0.1,3,19,3,0,22
Wilker Ángel,VEN,DF,Criciúma,31-213,1993,9.8,245,310,79.0,4952,1859,75,88,85.2,135,155,87.1,34,64,53.1,0,0.0,0.0,0.0,2,15,0,0,15
Anthoni,BRA,GK,Internacional,22-268,2002,2.0,37,72,51.4,1254,988,4,4,100.0,18,18,100.0,15,50,30.0,0,0.0,0.0,0.0,0,0,0,0,0
Marcos Antônio,BRA,MF,São Paulo,24-126,2000,5.0,263,278,94.6,4471,998,114,117,97.4,126,130,96.9,18,22,81.8,0,0.1,0.3,-0.1,4,24,2,0,23
Guilherme Arana,BRA,DF,Atlético Mineiro,27-186,1997,12.5,822,978,84.0,13681,3971,423,465,91.0,338,385,87.8,54,89,60.7,1,0.9,1.2,+0.1,18,65,19,7,84
Charles Aránguiz,CHI,MF,Internacional,35-183,1989,3.2,131,166,78.9,1995,500,73,90,81.1,39,51,76.5,10,13,76.9,0,0.1,0.2,-0.1,3,9,1,0,9
Luiz Araújo,BRA,"FW,MF",Flamengo,28-137,1996,16.7,456,630,72.4,8164,2127,216,249,86.7,156,206,75.7,62,102,60.8,5,4.6,4.1,+0.4,33,34,19,5,70
Matheus Araújo,BRA,MF,Corinthians,22-148,2002,0.5,9,11,81.8,139,83,5,5,100.0,3,3,100.0,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,4
Michel Araujo,URU,"DF,FW",São Paulo,28-019,1996,9.1,427,501,85.2,6946,1928,226,247,91.5,161,183,88.0,34,53,64.2,1,1.7,1.0,-0.7,14,17,12,3,44
Alexander Aravena,CHI,"FW,MF",Grêmio,22-041,2002,3.5,64,76,84.2,893,210,41,44,93.2,21,26,80.8,1,2,50.0,1,0.6,0.6,+0.4,3,3,3,2,6
Robert Arboleda,ECU,DF,São Paulo,32-361,1991,22.7,1302,1430,91.0,25684,9169,385,413,93.2,761,798,95.4,144,195,73.8,0,0.5,0.2,-0.5,4,39,2,0,37
Lucas Arcanjo,BRA,GK,Vitória,26-070,1998,28.0,591,843,70.1,15390,9734,101,102,99.0,346,348,99.4,143,388,36.9,0,0.0,0.0,0.0,1,5,0,0,0
Matias Arezo,URU,"FW,MF",Grêmio,21-331,2002,0.8,28,40,70.0,381,80,17,19,89.5,7,13,53.8,1,3,33.3,0,0.0,0.0,0.0,1,3,1,0,2
Jhon Arias,COL,FW,Fluminense,27-026,1997,17.9,654,776,84.3,8395,1965,423,439,96.4,159,185,85.9,26,65,40.0,2,1.9,1.9,+0.1,29,52,12,5,52
Santiago Arias,COL,DF,Bahia,32-278,1992,17.2,848,1027,82.6,13137,5123,447,488,91.6,342,413,82.8,40,68,58.8,1,2.6,2.5,-1.6,24,62,36,17,95
Arthur,BRA,FW,Cruzeiro,26-106,1998,14.1,352,449,78.4,5162,900,218,246,88.6,110,130,84.6,17,30,56.7,1,0.8,1.5,+0.2,10,13,16,5,35
Arthur,BRA,FW,Criciúma,32-124,1992,15.1,175,248,70.6,2382,457,106,150,70.7,53,68,77.9,7,8,87.5,1,1.5,0.5,-0.5,17,10,5,0,23
Arthur,BRA,FW,Corinthians,21-219,2003,0.2,2,2,100.0,33,5,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Arthur,BRA,"FW,MF",Red Bull Bragantino,21-219,2003,1.1,19,24,79.2,209,22,14,18,77.8,5,6,83.3,0,0,,0,1.0,0.1,-1.0,4,0,0,0,1
Filipe Augusto,BRA,MF,Cuiabá,31-066,1993,4.3,200,227,88.1,3492,728,89,100,89.0,88,98,89.8,16,17,94.1,0,0.1,0.2,-0.1,1,15,2,0,14
Renato Augusto,BRA,"MF,FW",Fluminense,36-252,1988,3.5,159,189,84.1,2357,575,94,105,89.5,49,55,89.1,11,19,57.9,0,0.1,0.2,-0.1,2,12,4,0,18
Yarlen Augusto,BRA,MF,Botafogo (RJ),18-240,2006,0.9,5,12,41.7,58,4,4,6,66.7,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,0
Pablo Baianinho,BRA,"MF,DF",Vitória,21-075,2003,0.3,6,11,54.5,86,47,4,4,100.0,2,4,50.0,0,2,0.0,0,0.0,0.0,0.0,1,0,0,0,0
Gabriel Baralhas,BRA,MF,Atl Goianiense,26-007,1998,19.6,605,735,82.3,11358,3396,238,283,84.1,272,302,90.1,74,98,75.5,2,1.7,1.0,+0.3,22,72,13,3,85
Danilo Barbosa,BRA,MF,Botafogo (RJ),28-232,1996,12.7,491,587,83.6,8903,2952,212,249,85.1,224,250,89.6,50,69,72.5,1,0.4,0.4,+0.6,7,60,4,0,53
Diogo Barbosa,BRA,DF,Fluminense,32-061,1992,12.6,572,684,83.6,8497,3004,337,373,90.3,200,232,86.2,22,44,50.0,0,0.5,0.6,-0.5,11,52,14,10,53
Gabriel Barbosa,BRA,"FW,MF",Flamengo,28-048,1996,5.3,116,133,87.2,1781,369,64,69,92.8,40,46,87.0,7,11,63.6,1,0.5,0.6,+0.5,5,12,6,1,18
Lucas Barbosa,BRA,FW,Juventude,23-238,2001,20.9,446,659,67.7,7874,1884,224,287,78.0,152,215,70.7,57,99,57.6,1,2.2,3.0,-1.2,23,44,19,4,69
Alexander Barboza,ARG,DF,Botafogo (RJ),29-215,1995,15.6,678,829,81.8,12963,4746,233,265,87.9,367,417,88.0,69,126,54.8,1,0.9,0.4,+0.1,6,43,2,0,57
Mateo Barcia,URU,"MF,FW",Criciúma,23-241,2001,0.3,3,4,75.0,31,4,3,3,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1
Álvaro Barreal,ARG,"MF,FW",Cruzeiro,24-061,2000,13.1,480,636,75.5,8001,2313,259,289,89.6,163,206,79.1,47,92,51.1,4,1.6,1.5,+2.4,24,44,17,11,53
Barreto,BRA,MF,Criciúma,28-312,1995,19.5,587,699,84.0,9180,2982,312,343,91.0,209,245,85.3,40,52,76.9,1,0.6,1.0,+0.4,12,65,11,0,77
Gabriel Barros,BRA,"FW,MF",Atl Goianiense,22-358,2001,0.9,18,24,75.0,374,104,10,10,100.0,5,7,71.4,3,5,60.0,0,0.0,0.0,0.0,1,4,1,1,3
Bastos,ANG,DF,Botafogo (RJ),33-204,1991,25.1,1265,1395,90.7,23953,8684,427,451,94.7,709,749,94.7,113,169,66.9,0,0.1,0.3,-0.1,4,79,2,0,86
Rodrigo Battaglia,ARG,"DF,MF",Atlético Mineiro,33-097,1991,20.4,1104,1243,88.8,19711,6216,436,471,92.6,572,612,93.5,82,133,61.7,0,0.1,0.4,-0.1,6,70,4,1,70
José Luis Rodríguez Bebanz,URU,DF,Vasco da Gama,27-217,1997,6.2,184,279,65.9,3106,1087,89,111,80.2,71,103,68.9,15,42,35.7,1,1.2,1.1,-0.2,8,21,7,5,26
Muriel Becker,BRA,GK,Vitória,37-246,1987,1.0,20,30,66.7,879,747,2,2,100.0,5,5,100.0,13,23,56.5,0,0.0,0.0,0.0,0,2,1,0,0
Ramiro Benetti,BRA,MF,Cruzeiro,31-148,1993,12.0,480,599,80.1,7108,1871,251,298,84.2,191,218,87.6,21,40,52.5,0,0.6,0.8,-0.6,4,44,7,1,40
Bento,BRA,GK,Ath Paranaense,25-129,1999,7.0,121,171,70.8,4251,3329,20,20,100.0,44,48,91.7,57,101,56.4,0,0.0,0.0,0.0,0,4,0,0,0
Alexandro Bernabei,ARG,DF,Internacional,24-023,2000,13.9,639,821,77.8,10847,4618,294,340,86.5,267,332,80.4,60,101,59.4,2,2.6,2.9,-0.6,26,59,15,7,66
Facundo Bernal,URU,MF,Fluminense,21-057,2003,5.1,194,222,87.4,3434,848,80,87,92.0,93,97,95.9,15,29,51.7,0,0.1,0.1,-0.1,1,16,0,0,15
Bernard,BRA,"MF,FW",Atlético Mineiro,32-039,1992,6.4,270,338,79.9,4227,1062,141,162,87.0,109,135,80.7,15,25,60.0,0,1.2,1.3,-1.2,18,30,10,2,38
Raul Bicalho,BRA,DF,Corinthians,25-176,1999,1.0,49,61,80.3,1096,376,13,17,76.5,27,29,93.1,9,13,69.2,0,0.0,0.0,0.0,0,2,0,0,3
Matheus Bidu,BRA,DF,Corinthians,25-166,1999,8.6,398,475,83.8,6600,2391,213,230,92.6,152,168,90.5,29,56,51.8,0,0.6,1.4,-0.6,9,38,9,5,36
Biel,BRA,"FW,MF",Bahia,23-199,2001,7.7,198,259,76.4,2715,757,121,138,87.7,61,75,81.3,8,17,47.1,4,3.0,2.1,+1.0,17,9,13,0,31
Biro,BRA,"MF,DF",Corinthians,20-180,2004,0.2,12,14,85.7,186,55,9,9,100.0,1,3,33.3,2,2,100.0,0,0.0,0.0,0.0,0,0,1,0,3
Damián Bobadilla,PAR,MF,São Paulo,23-098,2001,11.3,540,597,90.5,9584,2823,208,232,89.7,267,282,94.7,47,55,85.5,0,0.8,0.7,-0.8,13,66,11,4,57
Yannick Bolasie,COD,FW,Criciúma,35-146,1989,20.1,261,392,66.6,3876,1017,142,184,77.2,77,115,67.0,19,34,55.9,3,0.9,1.1,+2.1,13,23,10,2,42
Thiago Borbas,URU,FW,Red Bull Bragantino,22-193,2002,10.6,98,156,62.8,1164,253,68,91,74.7,19,32,59.4,2,3,66.7,0,0.3,0.3,-0.3,7,5,5,1,12
Marllon Borges,BRA,DF,Cuiabá,32-184,1992,24.0,849,972,87.3,16596,6561,272,296,91.9,448,486,92.2,106,149,71.1,0,0.4,0.5,-0.4,3,48,1,0,48
Pedro Borges,BRA,MF,Fortaleza,27-228,1997,12.9,388,480,80.8,6445,2018,190,227,83.7,163,185,88.1,25,44,56.8,1,0.2,0.3,+0.8,4,39,1,1,51
Rafael Borré,COL,FW,Internacional,29-032,1995,12.6,215,274,78.5,2872,536,132,156,84.6,56,71,78.9,12,19,63.2,1,0.7,0.6,+0.3,10,14,9,0,26
Danilo Boza,BRA,DF,Juventude,26-164,1998,22.5,1172,1302,90.0,21707,7391,431,456,94.5,630,675,93.3,99,140,70.7,0,0.1,0.4,-0.1,3,53,1,0,61
Martin Braithwaite,DEN,FW,Grêmio,33-134,1991,7.9,120,164,73.2,1522,271,70,94,74.5,37,48,77.1,2,5,40.0,1,1.1,1.1,-0.1,8,7,7,0,13
Breno,BRA,FW,Fortaleza,28-267,1996,18.7,486,613,79.3,8681,1189,231,260,88.8,184,214,86.0,64,106,60.4,3,1.3,1.8,+1.7,17,28,10,5,39
Breno,BRA,MF,Corinthians,19-240,2005,13.6,508,606,83.8,9044,2841,235,265,88.7,185,208,88.9,68,92,73.9,0,0.4,0.9,-0.4,11,72,5,1,74
José Breno,BRA,MF,Vitória,20-133,2004,0.1,3,4,75.0,45,16,1,1,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Emanuel Brítez,ARG,DF,Fortaleza,32-205,1992,22.0,607,800,75.9,11872,4970,239,276,86.6,278,345,80.6,85,157,54.1,2,1.9,0.9,+0.1,9,48,4,1,52
Bruninho,BRA,"FW,MF",Red Bull Bragantino,21-217,2003,0.9,24,30,80.0,416,94,12,15,80.0,6,8,75.0,3,4,75.0,1,0.1,0.0,+0.9,2,5,1,0,4
Fabrício Bruno,BRA,DF,Flamengo,28-248,1996,19.6,1072,1178,91.0,21425,8089,340,361,94.2,596,627,95.1,123,164,75.0,0,0.2,0.6,-0.2,4,72,2,1,79
Fabricio Bustos,ARG,DF,Internacional,28-172,1996,9.6,496,602,82.4,8039,2874,247,276,89.5,206,249,82.7,29,49,59.2,1,0.8,0.9,+0.2,16,37,13,5,63
Rafael Cabral,BRA,GK,Grêmio,34-150,1990,5.1,102,153,66.7,2992,2257,10,10,100.0,49,49,100.0,40,91,44.0,0,0.0,0.0,0.0,0,0,0,0,0
Cacá,BRA,DF,Corinthians,25-175,1999,22.8,907,1029,88.1,18516,5681,268,290,92.4,486,524,92.7,136,182,74.7,1,0.2,0.2,+0.8,6,35,2,1,42
Raúl Cáceres,PAR,DF,Vitória,33-029,1991,10.9,318,469,67.8,5129,1978,169,194,87.1,117,177,66.1,24,64,37.5,1,1.4,1.3,-0.4,13,20,15,11,26
Caetano,BRA,DF,Corinthians,25-115,1999,3.1,114,123,92.7,2472,1045,29,30,96.7,68,70,97.1,16,22,72.7,0,0.1,0.0,-0.1,1,10,0,0,8
Jonathan Cafu,BRA,"FW,MF",Cuiabá,33-099,1991,13.5,277,376,73.7,4117,1026,157,191,82.2,93,119,78.2,15,35,42.9,2,1.0,1.2,+1.0,11,23,14,6,37
Rodrigo Caio,BRA,DF,Grêmio,31-061,1993,2.2,123,131,93.9,2007,720,62,64,96.9,52,53,98.1,9,12,75.0,0,0.0,0.0,0.0,0,4,0,0,6
Caíque,BRA,GK,Grêmio,27-078,1997,3.9,46,80,57.5,1421,1089,9,9,100.0,19,19,100.0,18,52,34.6,0,0.0,0.0,0.0,0,0,0,0,0
Calebe,BRA,"FW,MF",Fortaleza,24-170,2000,0.5,22,26,84.6,329,121,13,13,100.0,9,10,90.0,0,3,0.0,0,0.2,0.0,-0.2,2,2,0,0,5
Lucas Calegari,BRA,DF,Fluminense,22-233,2002,0.9,45,54,83.3,692,153,27,30,90.0,14,18,77.8,3,5,60.0,0,0.0,0.0,0.0,0,3,0,0,1
Jonathan Calleri,ARG,FW,São Paulo,31-024,1993,19.8,240,374,64.2,3276,597,144,196,73.5,71,102,69.6,9,17,52.9,3,1.1,1.2,+1.9,15,19,9,3,25
Patric Calmon PK,BRA,DF,Vitória,30-104,1994,5.5,195,258,75.6,3133,1067,99,112,88.4,79,107,73.8,13,26,50.0,1,0.7,0.7,+0.3,4,13,5,5,22
Gustavo Campanharo,BRA,MF,Atl Goianiense,32-196,1992,0.2,21,22,95.5,382,74,9,10,90.0,12,12,100.0,0,0,,0,0.0,0.0,0.0,0,3,0,0,3
Joel Campbell,CRC,"MF,FW",Atl Goianiense,32-113,1992,6.0,224,277,80.9,3870,1099,105,120,87.5,78,92,84.8,28,38,73.7,0,0.5,0.8,-0.5,9,36,12,2,50
Camutanga,BRA,DF,Vitória,31-020,1993,5.0,163,194,84.0,3233,1284,51,57,89.5,100,107,93.5,12,26,46.2,0,0.0,0.0,0.0,0,6,0,0,10
Yerson Candelo,COL,DF,Criciúma,32-236,1992,0.3,19,23,82.6,349,146,8,8,100.0,8,10,80.0,3,5,60.0,0,0.1,0.1,-0.1,2,1,1,1,0
Luan Cândido,BRA,DF,Red Bull Bragantino,23-258,2001,20.0,640,807,79.3,11779,4166,230,264,87.1,338,399,84.7,54,105,51.4,0,0.1,0.2,-0.1,4,49,1,0,46
Germán Cano,ARG,FW,Fluminense,36-258,1988,13.9,165,214,77.1,2463,426,86,104,82.7,53,68,77.9,14,19,73.7,0,1.3,0.9,-1.3,8,7,3,1,15
Agustín Canobbio,URU,"FW,MF",Ath Paranaense,26-016,1998,11.7,284,371,76.5,4090,1148,170,195,87.2,92,117,78.6,11,27,40.7,1,2.2,1.6,-1.2,20,27,21,4,51
Juninho Capixaba,BRA,"DF,MF",Red Bull Bragantino,27-103,1997,13.1,581,757,76.8,11024,4241,227,266,85.3,256,325,78.8,83,124,66.9,0,0.6,1.1,-0.6,9,59,8,5,66
Felipe Carballo,URU,MF,Grêmio,28-013,1996,5.3,220,268,82.1,3512,1021,120,137,87.6,78,93,83.9,18,25,72.0,0,0.0,0.1,0.0,2,32,0,0,28
Tomás Cardona,ARG,DF,Fortaleza,29-007,1995,15.0,551,706,78.0,11464,4762,154,168,91.7,322,365,88.2,71,158,44.9,0,0.0,0.1,0.0,0,43,1,0,46
Edson Carioca,BRA,"FW,MF",Juventude,27-105,1997,3.9,31,53,58.5,463,173,14,19,73.7,16,22,72.7,0,0,,1,0.2,0.0,+0.8,1,4,0,0,8
Carlinhos,BRA,FW,Flamengo,27-248,1997,4.7,44,73,60.3,549,56,26,36,72.2,14,20,70.0,0,1,0.0,0,0.1,0.1,-0.1,3,1,0,0,1
Antonio Carlos,BRA,DF,Fluminense,31-224,1993,12.0,661,759,87.1,12381,4509,264,277,95.3,320,350,91.4,70,114,61.4,0,0.2,0.3,-0.2,6,39,3,2,40
Jan Carlos Hurtado,VEN,FW,Atl Goianiense,24-226,2000,6.6,82,102,80.4,1122,206,51,56,91.1,21,28,75.0,4,4,100.0,0,0.5,0.2,-0.5,5,2,2,0,6
João Carlos,BRA,"MF,FW",Criciúma,23-118,2001,0.3,6,10,60.0,113,14,2,3,66.7,3,5,60.0,1,2,50.0,0,0.0,0.1,0.0,0,0,0,0,0
Jean Carlos Vicente,BRA,"MF,FW",Juventude,32-245,1992,10.0,225,354,63.6,4313,1714,99,134,73.9,78,111,70.3,41,88,46.6,2,2.3,2.2,-0.3,18,33,14,6,46
André Carrillo,PER,MF,Corinthians,33-125,1991,1.8,89,108,82.4,1415,384,50,54,92.6,34,40,85.0,5,13,38.5,1,0.3,0.1,+0.7,2,12,1,0,9
Ronie Carrillo,ECU,FW,Juventude,28-039,1996,6.9,82,133,61.7,1100,260,52,74,70.3,21,32,65.6,3,6,50.0,0,0.2,0.4,-0.2,4,6,6,2,10
Gabriel Carvalho,BRA,"FW,MF",Internacional,17-061,2007,10.6,378,494,76.5,5767,1654,228,268,85.1,116,148,78.4,23,42,54.8,2,3.1,2.4,-1.1,23,30,17,2,45
Cássio,BRA,GK,Cruzeiro,37-133,1987,14.0,317,375,84.5,7864,4594,60,60,100.0,156,158,98.7,94,149,63.1,0,0.0,0.0,0.0,1,4,0,0,1
Cássio,BRA,GK,Corinthians,37-133,1987,3.0,71,88,80.7,2099,1349,8,8,100.0,34,36,94.4,28,42,66.7,0,0.0,0.0,0.0,0,0,0,0,0
Iury de Castilho,BRA,"FW,MF",Vitória,29-041,1995,1.4,25,29,86.2,329,115,13,14,92.9,8,9,88.9,1,1,100.0,0,0.0,0.0,0.0,1,0,2,0,8
Erick Castillo,ECU,"FW,MF",Vitória,29-255,1995,3.0,37,50,74.0,512,118,17,22,77.3,16,19,84.2,1,2,50.0,0,0.0,0.1,0.0,1,2,0,0,2
Ivan Cavaleiro,POR,"FW,MF",Red Bull Bragantino,30-365,1993,0.6,16,18,88.9,248,47,11,11,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0.0,2,2,1,0,3
Murilo Cerqueira,BRA,DF,Palmeiras,27-204,1997,20.5,802,959,83.6,16554,6479,227,255,89.0,472,532,88.7,97,152,63.8,0,0.3,0.5,-0.3,5,79,4,0,101
Reynaldo Cesar Moraes,BRA,DF,Vitória,27-288,1997,4.0,94,122,77.0,1730,642,29,32,90.6,57,67,85.1,6,16,37.5,0,0.0,0.0,0.0,0,4,0,0,5
Christian,BRA,"MF,FW",Ath Paranaense,23-303,2000,14.8,382,473,80.8,5944,1580,199,225,88.4,148,174,85.1,26,44,59.1,0,1.8,0.9,-1.8,14,36,10,1,55
Eliel Chrystian,BRA,"FW,MF",Cuiabá,21-265,2003,3.9,30,47,63.8,407,99,18,22,81.8,10,14,71.4,1,3,33.3,0,0.0,0.0,0.0,1,1,0,0,1
Chumbinho,BRA,"MF,FW",Red Bull Bragantino,21-025,2003,0.1,3,6,50.0,41,5,1,1,100.0,1,4,25.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Cicinho,BUL,"DF,FW",Bahia,35-296,1988,0.9,95,107,88.8,1458,538,59,63,93.7,32,35,91.4,4,5,80.0,0,0.1,0.1,-0.1,2,7,1,1,8
José Cifuentes,ECU,MF,Cruzeiro,25-219,1999,0.8,28,39,71.8,380,88,19,23,82.6,9,14,64.3,0,1,0.0,0,0.0,0.0,0.0,0,4,0,0,3
Claudinho,BRA,DF,Criciúma,24-023,2000,19.0,772,972,79.4,13029,4989,374,422,88.6,318,382,83.2,62,126,49.2,3,3.3,2.0,-0.3,35,64,19,8,93
Mateus Claus,BRA,GK,Juventude,30-075,1994,3.5,83,133,62.4,2073,1409,13,13,100.0,49,50,98.0,18,67,26.9,0,0.0,0.0,0.0,0,0,0,0,0
Clayson,BRA,"FW,MF",Cuiabá,29-212,1995,15.0,341,482,70.7,5285,1306,191,225,84.9,110,143,76.9,30,80,37.5,0,0.5,1.5,-0.5,10,29,11,2,47
Clayton,BRA,DF,Internacional,24-196,2000,2.0,88,100,88.0,1818,493,25,26,96.2,49,52,94.2,12,20,60.0,0,0.0,0.0,0.0,0,4,0,0,5
Clayton,BRA,FW,Vasco da Gama,25-280,1999,1.6,21,29,72.4,335,19,11,14,78.6,5,6,83.3,3,4,75.0,0,0.0,0.1,0.0,0,0,1,0,2
Cleiton,BRA,DF,Flamengo,21-175,2003,1.1,51,60,85.0,886,318,24,24,100.0,25,29,86.2,2,7,28.6,0,0.0,0.0,0.0,0,3,0,0,2
Mateus Cocão,BRA,MF,Vasco da Gama,22-213,2002,16.5,717,834,86.0,11996,3766,332,366,90.7,297,334,88.9,64,80,80.0,1,0.2,0.5,+0.8,7,85,7,3,86
Robert Conceição,BRA,"MF,DF",Atlético Mineiro,21-089,2003,0.2,15,22,68.2,302,120,5,6,83.3,8,8,100.0,2,8,25.0,0,0.2,0.2,-0.2,2,2,2,0,4
Igor Coronado,BRA,"MF,FW",Corinthians,32-060,1992,13.4,544,748,72.7,9870,3366,244,279,87.5,207,267,77.5,75,138,54.3,2,3.6,3.8,-1.6,39,80,33,11,106
Diego Costa,ESP,FW,Grêmio,36-010,1988,3.2,64,82,78.0,882,162,35,42,83.3,22,24,91.7,1,2,50.0,1,0.3,0.5,+0.7,3,4,2,0,8
Douglas Costa,BRA,FW,Fluminense,34-033,1990,3.2,156,206,75.7,2294,666,85,95,89.5,53,70,75.7,9,24,37.5,0,0.4,1.0,-0.4,7,12,4,3,19
Philippe Coutinho,BRA,MF,Vasco da Gama,32-127,1992,3.4,133,182,73.1,2147,592,71,88,80.7,44,54,81.5,12,30,40.0,0,0.5,0.5,-0.5,4,19,3,1,17
Franco Cristaldo,ARG,"MF,FW",Grêmio,28-063,1996,19.1,744,973,76.5,12128,3933,384,428,89.7,255,321,79.4,75,162,46.3,2,3.5,4.5,-1.5,53,88,25,3,129
Alejo Cruz,URU,"MF,FW",Atl Goianiense,24-046,2000,16.1,497,716,69.4,8168,3193,266,312,85.3,159,222,71.6,55,127,43.3,1,2.4,3.1,-1.4,46,49,22,11,73
