Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Simon Banza,COD,FW,Braga,25,1996,2.0,1,0,0,6,2,1,1,0,0,0,0,0,4,16,10,61.5
Enis Bardhi,MKD,"MF,FW",Trabzonspor,27,1995,3.6,2,0,0,6,4,0,4,2,3,0,0,0,16,0,3,0.0
Brandon Barker,ENG,"FW,MF",AC Omonia,25,1996,2.1,0,0,0,2,0,1,3,2,1,0,0,0,10,0,3,0.0
Enzo Barrenechea,ARG,MF,Juventus,21,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.7
Ander Barrenetxea,ESP,MF,Real Sociedad,20,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,50.0
Marc Bartra,ESP,DF,Trabzonspor,31,1991,6.0,1,0,0,8,4,0,2,8,9,0,1,0,19,18,10,64.3
Toma Bašić,CRO,MF,Lazio,25,1996,2.2,0,0,0,3,3,0,4,1,4,0,0,0,6,1,2,33.3
Calvin Bassey,NGA,DF,Ajax,22,1999,2.0,1,0,0,2,3,0,1,2,2,0,1,0,17,6,3,66.7
Michy Batshuayi,BEL,FW,Fenerbahçe,28,1993,3.7,0,0,0,6,3,2,1,0,0,0,0,0,10,6,6,50.0
Altay Bayındır,TUR,GK,Fenerbahçe,24,1998,8.0,1,0,0,1,0,0,0,0,0,0,1,0,7,2,1,66.7
Toral Bayramov,AZE,DF,Qarabağ,21,2001,2.6,1,0,0,1,5,2,4,2,1,0,1,0,9,3,8,27.3
Sheraldo Becker,SUR,FW,Union Berlin,27,1995,9.5,2,0,0,7,6,7,44,2,2,0,0,0,28,3,17,15.0
Donny van de Beek,NED,MF,Manchester Utd,25,1997,0.8,0,0,0,0,0,1,1,0,1,0,0,0,5,1,1,50.0
Kevin Behrens,GER,FW,Union Berlin,31,1991,3.8,1,0,0,9,3,2,3,0,1,1,0,0,14,35,32,52.2
Felix Beijmo,SWE,DF,Malmö,24,1998,5.6,1,0,0,4,7,0,9,2,5,0,0,0,34,5,2,71.4
Karim Bellarabi,GER,FW,Leverkusen,32,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Héctor Bellerín,ESP,"DF,MF",Sporting CP,27,1995,0.9,0,0,0,0,0,0,4,2,1,0,0,0,6,1,1,50.0
Jeanuël Belocian,FRA,DF,Rennes,17,2005,3.3,0,0,0,1,1,0,0,1,0,0,0,1,15,0,3,0.0
Andrea Belotti,ITA,FW,Roma,28,1993,8.6,0,0,0,13,28,5,5,4,5,0,0,0,16,33,42,44.0
Eliesse Ben Seghir,MAR,FW,Monaco,17,2005,1.4,0,0,0,2,3,0,2,1,3,1,0,0,4,0,3,0.0
Wissam Ben Yedder,FRA,FW,Monaco,31,1990,5.8,0,0,0,1,1,7,4,1,2,0,0,0,16,1,9,10.0
Walter Benítez,ARG,GK,PSV Eindhoven,29,1993,7.0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,100.0
Patrick Berg,NOR,MF,Bodø/Glimt,24,1997,5.0,1,0,0,2,5,0,18,6,10,0,0,0,25,0,1,0.0
Steven Berghuis,NED,"MF,FW",Ajax,30,1991,2.0,1,0,0,0,1,0,11,0,3,0,0,0,14,1,1,50.0
Steven Bergwijn,NED,"FW,MF",Ajax,24,1997,1.7,0,0,0,1,2,0,5,0,0,0,0,0,6,0,0,
Bernardo,BRA,DF,RB Salzburg,27,1995,1.0,0,0,0,1,1,0,1,1,2,0,0,0,7,5,2,71.4
Muhamed Bešić,BIH,MF,Ferencváros,29,1992,3.6,3,0,0,5,3,0,3,5,5,0,0,0,26,3,3,50.0
Artem Besyedin,UKR,FW,Dynamo Kyiv,26,1996,2.8,1,0,0,5,7,4,0,0,2,0,0,0,10,9,9,50.0
Roman Bezus,UKR,MF,AC Omonia,31,1990,2.2,2,0,0,5,8,0,1,2,2,0,0,0,9,3,6,33.3
Pep Biel,ESP,"MF,FW",Olympiacos,25,1996,4.4,0,0,0,4,5,0,16,1,5,0,0,0,10,5,8,38.5
Justin Bijlow,NED,GK,Feyenoord,24,1998,8.3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,100.0
Emmanuel van de Blaak,NED,DF,PSV Eindhoven,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ludovic Blas,FRA,"MF,FW",Nantes,24,1997,7.5,1,0,0,11,15,1,28,4,2,0,0,0,31,7,8,46.7
Myron Boadu,NED,"FW,MF",Monaco,21,2001,1.3,0,0,0,2,1,1,1,1,0,0,0,0,5,3,4,42.9
Franck Boli,CIV,FW,Ferencváros,28,1993,1.2,0,0,0,2,1,0,1,0,0,0,0,0,3,1,2,33.3
Valerii Bondar,UKR,DF,Shakhtar,23,1999,3.3,1,0,0,2,0,0,0,7,1,0,0,0,10,6,1,85.7
Artem Bondarenko,UKR,MF,Shakhtar,21,2000,3.9,1,0,0,3,8,0,1,3,4,0,0,0,20,4,3,57.1
Victor Boniface,NGA,FW,Union SG,21,2000,8.6,0,0,0,6,17,2,8,2,2,0,0,0,25,16,20,44.4
Leonardo Bonucci,ITA,DF,Juventus,35,1987,1.5,1,0,0,1,0,0,0,0,0,0,0,0,6,7,2,77.8
Nikola Boranijašević,SRB,DF,Zürich,30,1992,5.6,1,0,0,5,1,0,17,7,9,0,0,0,25,3,3,50.0
Kady Borges,BRA,"MF,FW",Qarabağ,26,1996,5.7,1,0,0,8,11,2,24,6,5,0,0,0,31,0,11,0.0
Cristian Borja,COL,DF,Braga,29,1993,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,25.0
Milan Borjan,CAN,GK,Red Star,34,1987,6.0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,50.0
Aleksandar Borković,AUT,DF,Sturm Graz,23,1999,1.1,0,0,0,0,2,0,1,2,3,0,0,0,7,3,2,60.0
Endre Botka,HUN,DF,Ferencváros,27,1994,5.6,3,0,0,6,4,0,2,9,5,0,0,0,26,5,9,35.7
Andreas Bouchalakis,GRE,MF,Olympiacos,29,1993,4.1,0,0,0,2,2,0,0,3,0,0,0,0,31,3,4,42.9
Nassim Boujellab,MAR,MF,HJK,23,1999,2.7,2,0,0,4,7,0,5,0,0,0,1,0,14,0,3,0.0
Yassine Bounou,MAR,GK,Sevilla,31,1991,6.7,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,28,1994,5.7,3,0,0,5,2,1,41,1,4,0,1,0,41,2,3,40.0
Edoardo Bove,ITA,MF,Roma,20,2002,2.8,0,0,0,7,9,0,0,3,7,0,0,0,12,8,3,72.7
Josh Bowler,ENG,FW,Olympiacos,23,1999,2.0,0,0,0,2,5,0,3,0,3,0,0,0,5,0,1,0.0
Denys Boyko,UKR,GK,Dynamo Kyiv,34,1988,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Umut Bozok,TUR,"FW,MF",Trabzonspor,25,1996,2.6,0,0,0,1,5,4,1,0,1,0,0,0,6,2,11,15.4
Jarrad Branthwaite,ENG,DF,PSV Eindhoven,20,2002,2.9,0,0,0,1,3,0,0,2,2,0,0,0,16,5,1,83.3
Claudio Bravo,CHI,GK,Betis,39,1983,6.0,2,0,0,0,1,0,0,1,0,0,0,0,7,2,0,100.0
Yanick Brecher,SUI,GK,Zürich,29,1993,6.0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,100.0
Gleison Bremer,BRA,DF,Juventus,25,1997,7.1,1,0,0,10,1,0,1,7,6,0,0,0,41,22,9,71.0
Brian Brobbey,NED,FW,Ajax,20,2002,0.8,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,40.0
David Browne,PNG,DF,HJK,26,1995,5.5,1,0,0,5,7,3,9,4,8,0,0,0,35,3,5,37.5
Osman Bukari,GHA,"MF,FW",Red Star,23,1998,3.9,0,0,0,4,2,2,15,2,1,0,0,0,17,0,2,0.0
Ezequiel Bullaude,ARG,"MF,DF",Feyenoord,21,2000,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Mykyta Burda,UKR,DF,Dynamo Kyiv,27,1995,1.0,0,0,0,3,1,0,0,1,1,0,0,0,4,1,3,25.0
Christian Burgess,ENG,DF,Union SG,30,1991,9.5,1,0,0,10,7,0,0,13,4,0,1,0,62,38,22,63.3
Heorhiy Bushchan,UKR,GK,Dynamo Kyiv,28,1994,2.0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66.7
Sergio Busquets,ESP,MF,Barcelona,34,1988,1.0,1,0,0,1,0,0,1,4,5,0,0,0,8,1,1,50.0
Mohamed Buya Turay,SLE,"FW,MF",Malmö,27,1995,2.4,2,0,0,3,6,5,5,0,1,0,0,0,6,3,6,33.3
Vitaliy Buyalskyi,UKR,"FW,MF",Dynamo Kyiv,29,1993,5.6,0,0,0,2,14,1,4,1,5,0,0,0,15,2,1,66.7
Uğurcan Çakır,TUR,GK,Trabzonspor,26,1996,5.0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,
Mohamed Camara,GUI,MF,Roma,25,1997,2.4,1,0,0,2,2,1,5,2,3,0,0,0,19,1,1,50.0
Mohamed Camara,MLI,MF,Monaco,22,2000,7.2,2,0,0,11,14,0,1,6,8,0,0,0,56,4,2,66.7
Sergio Canales,ESP,"MF,FW",Betis,31,1991,5.4,0,0,0,2,6,2,17,3,1,0,0,0,31,2,1,66.7
Matteo Cancellieri,ITA,FW,Lazio,20,2002,2.5,1,0,0,3,6,2,2,1,3,0,0,0,8,2,3,40.0
Nicolás Capaldo,ARG,MF,RB Salzburg,24,1997,1.9,0,0,0,2,5,0,1,2,3,0,0,0,10,0,4,0.0
William Carvalho,POR,MF,Betis,30,1992,3.7,0,0,0,6,3,1,1,2,5,1,0,0,25,4,3,57.1
Nicolò Casale,ITA,DF,Lazio,24,1998,1.1,0,0,0,2,1,0,0,1,0,0,0,0,5,0,1,0.0
Casemiro,BRA,MF,Manchester Utd,30,1992,11.0,3,0,0,11,22,1,3,17,14,0,0,0,100,34,24,58.6
Moreto Cassamã,GNB,MF,AC Omonia,24,1998,3.7,2,0,0,4,5,0,0,5,3,0,0,0,28,0,6,0.0
Jean-Charles Castelletto,CMR,DF,Nantes,27,1995,6.1,2,0,0,7,0,0,7,8,4,0,0,0,29,13,4,76.5
André Castro,POR,MF,Braga,34,1988,2.9,1,0,0,6,4,0,0,3,4,0,0,0,11,5,7,41.7
Danilo Cataldi,ITA,MF,Lazio,27,1994,4.1,1,0,0,6,5,0,3,4,1,0,1,0,33,1,0,100.0
Joseph Ceesay,GAM,"MF,DF",Malmö,24,1998,3.1,0,0,0,2,5,2,5,3,2,0,0,0,7,3,3,50.0
Dumitru Celeadnic,MDA,GK,Sheriff Tiraspol,30,1992,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Zeki Çelik,TUR,DF,Roma,25,1997,4.7,1,0,0,6,7,1,5,5,2,0,0,0,17,7,2,77.8
Fabien Centonze,FRA,DF,Nantes,26,1996,2.0,0,0,0,4,3,0,9,5,5,0,0,0,9,3,0,100.0
Matěj Chaluš,CZE,DF,Malmö,24,1998,2.0,1,0,0,2,3,0,0,2,3,0,0,0,11,4,2,66.7
Charalampos Charalampous,CYP,MF,AC Omonia,20,2002,5.0,1,0,0,5,8,0,2,5,5,0,0,0,25,2,4,33.3
Youssef Chermiti,POR,FW,Sporting CP,18,2004,1.5,0,0,0,2,3,1,0,1,2,0,0,0,6,2,8,20.0
Federico Chiesa,ITA,"FW,MF",Juventus,24,1997,4.5,2,0,0,8,7,1,17,2,4,0,0,0,23,4,0,100.0
Edward Chilufya,ZAM,FW,Midtjylland,22,1999,2.8,0,0,0,3,2,1,2,0,0,0,0,0,9,2,6,25.0
Pedro Chirivella,ESP,MF,Nantes,25,1997,5.2,1,0,0,2,2,0,1,4,6,0,0,0,33,1,1,50.0
Andreas Christensen,DEN,DF,Barcelona,26,1996,1.3,0,0,0,0,0,0,0,0,1,0,0,0,11,2,2,50.0
Gustav Christensen,DEN,FW,Midtjylland,17,2004,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Anders Christiansen,DEN,"FW,MF",Malmö,32,1990,5.0,1,0,0,2,10,1,22,5,0,0,0,0,33,2,3,40.0
Cicinho,BUL,DF,Ludogorets,33,1988,5.0,3,0,0,16,11,1,5,15,7,0,1,0,21,6,7,46.2
Eldar Ćivić,BIH,DF,Ferencváros,26,1996,2.2,1,1,0,2,1,0,14,5,2,0,0,0,14,0,0,
Sebastián Coates,URU,DF,Sporting CP,31,1990,5.0,2,0,0,4,0,0,0,6,4,0,0,0,33,13,3,81.3
Marcus Coco,FRA,"DF,FW",Nantes,26,1996,1.4,0,0,0,1,3,0,3,0,2,0,0,0,9,1,1,50.0
Francisco Conceição,POR,MF,Ajax,19,2002,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0
Sébastien Corchia,FRA,DF,Nantes,31,1990,4.0,1,0,0,4,4,0,24,7,4,0,0,0,17,6,3,66.7
Kalifa Coulibaly,MLI,"FW,MF",Red Star,30,1991,0.4,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,66.7
Nichita Covali,MDA,FW,Sheriff Tiraspol,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Crespo,POR,MF,Fenerbahçe,25,1996,4.8,0,0,0,14,15,0,5,3,12,0,0,0,22,4,3,57.1
Bryan Cristante,ITA,"MF,DF",Roma,27,1995,14.5,3,0,0,22,12,0,6,18,22,0,0,0,72,51,21,70.8
Juan Cuadrado,COL,DF,Juventus,34,1988,6.6,1,0,0,4,17,1,19,7,10,0,0,0,33,3,1,75.0
Elvin Cəfərquliyev,AZE,DF,Qarabağ,21,2000,3.5,2,0,0,6,2,4,11,2,3,0,0,0,23,4,7,36.4
Johan Dahlin,SWE,GK,Malmö,35,1986,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
Diogo Dalot,POR,DF,Manchester Utd,23,1999,6.9,1,0,0,11,2,0,11,9,8,1,0,0,44,7,7,50.0
Henrik Dalsgaard,DEN,DF,Midtjylland,33,1989,6.3,1,0,0,5,3,0,0,11,7,0,0,0,28,12,2,85.7
Danilo,BRA,DF,Juventus,31,1991,8.2,2,0,0,11,6,1,2,17,17,0,0,0,52,15,8,65.2
Danilo,BRA,FW,Feyenoord,23,1999,6.2,0,0,0,3,4,1,1,2,3,0,0,0,21,8,17,32.0
Amadou Dante,MLI,DF,Sturm Graz,21,2000,5.5,1,0,0,6,5,0,10,10,9,0,0,0,36,4,3,57.1
Mattia De Sciglio,ITA,DF,Juventus,29,1992,1.6,0,0,0,1,0,0,4,1,2,0,0,0,6,0,2,0.0
Amar Dedić,BIH,DF,RB Salzburg,19,2002,1.8,0,0,0,1,1,0,7,1,5,0,0,0,15,1,2,33.3
Spas Delev,BUL,"FW,DF",Ludogorets,32,1989,0.6,0,0,0,1,3,1,0,0,2,0,0,0,7,1,2,33.3
Andy Delort,ALG,FW,Nantes,30,1991,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,2,4,33.3
Kerem Demirbay,GER,MF,Leverkusen,29,1993,2.9,1,0,0,2,1,0,17,4,5,0,0,0,19,1,3,25.0
Stefano Denswil,SUR,DF,Trabzonspor,29,1993,3.8,2,0,0,6,1,0,1,3,2,0,0,0,12,5,0,100.0
Kiril Despodov,BUL,FW,Ludogorets,25,1996,2.7,1,0,0,3,0,1,14,2,2,0,0,0,6,1,5,16.7
Ángel Di María,ARG,FW,Juventus,34,1988,6.1,0,0,0,1,8,0,28,3,4,0,0,0,25,1,2,33.3
Moussa Diaby,FRA,"FW,MF",Leverkusen,23,1999,6.3,2,0,0,9,5,0,14,1,0,0,0,0,28,1,5,16.7
Samba Diallo,SEN,"MF,FW",Dynamo Kyiv,19,2003,0.1,1,0,0,2,2,1,0,0,0,0,0,0,1,0,0,
Krépin Diatta,SEN,"MF,FW",Monaco,23,1999,6.1,2,0,0,12,9,1,12,7,3,0,0,0,29,14,7,66.7
Ismael Diawara,MLI,GK,Malmö,27,1994,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Dénes Dibusz,HUN,GK,Ferencváros,31,1990,8.0,2,0,0,0,2,0,0,0,0,0,0,0,2,1,1,50.0
Javairô Dilrosun,NED,"FW,MF",Feyenoord,24,1998,5.0,1,0,0,10,6,1,14,2,2,0,0,0,10,2,2,50.0
Ousmane Diomande,CIV,DF,Sporting CP,18,2003,3.0,1,0,0,3,4,0,1,1,7,0,0,0,14,6,0,100.0
Edan Diop,FRA,DF,Monaco,17,2004,0.7,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,100.0
Mouhamed Diop,SEN,"MF,FW",Sheriff Tiraspol,21,2000,5.8,0,0,0,2,7,0,3,1,4,0,0,0,21,7,5,58.3
Axel Disasi,FRA,DF,Monaco,24,1998,8.3,0,0,0,5,2,1,9,26,4,0,0,0,61,18,12,60.0
Mix Diskerud,USA,MF,AC Omonia,31,1990,2.7,1,0,0,3,1,0,1,2,1,0,0,0,19,3,6,33.3
Álvaro djaló,ESP,"FW,MF",Braga,22,1999,1.5,0,0,0,3,4,0,3,0,1,0,0,0,7,1,2,33.3
Djaniny,CPV,"FW,MF",Trabzonspor,31,1991,2.5,2,0,0,4,2,2,6,1,3,0,0,0,13,5,5,50.0
Marko Dmitrović,SRB,GK,Sevilla,30,1992,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,100.0
Ritsu Doan,JPN,"MF,FW",Freiburg,24,1998,5.2,1,0,0,8,8,0,4,3,6,0,0,0,32,1,6,14.3
Danilho Doekhi,NED,DF,Union Berlin,24,1998,7.9,2,0,0,10,3,0,4,13,15,0,0,0,37,15,8,65.2
Jeremy Doku,BEL,"MF,FW",Rennes,20,2002,2.6,0,0,0,1,8,0,10,0,3,0,0,0,15,0,3,0.0
Désiré Doué,FRA,"MF,FW",Rennes,17,2005,2.4,2,0,0,13,0,0,8,1,0,0,0,0,18,1,2,33.3
Aleksandar Dragović,AUT,DF,Red Star,31,1991,4.7,3,0,0,7,5,0,0,9,3,0,0,0,29,8,5,61.5
