Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Maxwel Cornet,CIV,"MF,FW",West Ham,Premier League,26,1996,1.2,5,4.02,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Giacomo Corona,ITA,FW,Empoli,Serie A,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jesús Corona,MEX,"MF,DF",Sevilla,La Liga,30,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ángel Correa,ARG,"FW,MF",Atlético Madrid,La Liga,28,1995,17.0,68,4.00,48,2,11,3,2,2,11,0.65,8,0,2,0,0,1
Joaquín Correa,ARG,"FW,MF",Marseille,Ligue 1,28,1994,4.8,12,2.51,9,0,2,0,1,0,1,0.21,1,0,0,0,0,0
Thierry Correia,POR,DF,Valencia,La Liga,24,1999,23.9,51,2.13,38,6,3,1,3,0,7,0.29,3,2,0,1,1,0
Oscar Cortés,COL,"FW,MF",Lens,Ligue 1,19,2003,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Danny da Costa,GER,DF,Mainz 05,Bundesliga,30,1993,9.2,18,1.95,13,3,2,0,0,0,1,0.11,1,0,0,0,0,0
David Costa,POR,MF,Lens,Ligue 1,22,2001,16.6,55,3.32,30,12,5,4,4,0,6,0.36,4,0,0,1,1,0
Jaume Costa,ESP,DF,Mallorca,La Liga,35,1988,18.7,42,2.25,33,5,1,0,3,0,2,0.11,2,0,0,0,0,0
João Costa,BRA,"MF,FW",Roma,Serie A,18,2005,0.2,2,12.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Logan Costa,CPV,DF,Toulouse,Ligue 1,22,2001,29.4,21,0.71,21,0,0,0,0,0,2,0.07,2,0,0,0,0,0
Samu Costa,POR,MF,Mallorca,La Liga,22,2000,25.6,47,1.84,42,3,1,1,0,0,3,0.12,3,0,0,0,0,0
Benoît Costil,FRA,GK,Salernitana,Serie A,36,1987,13.0,4,0.31,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Grégoire Coudert,FRA,GK,Brest,Ligue 1,24,1999,2.0,1,0.50,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Vladimír Coufal,CZE,DF,West Ham,Premier League,30,1992,34.8,77,2.21,50,18,3,2,3,1,12,0.34,12,0,0,0,0,0
Lassana Coulibaly,MLI,MF,Salernitana,Serie A,27,1996,23.1,40,1.73,35,0,0,1,2,2,0,0.00,0,0,0,0,0,0
Mamadou Coulibaly,SEN,DF,Salernitana,Serie A,24,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mamadou Coulibaly,FRA,MF,Monaco,Ligue 1,19,2004,1.3,5,3.81,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Tanguy Coulibaly,FRA,"FW,MF",Montpellier,Ligue 1,22,2001,6.9,20,2.89,13,0,3,2,2,0,3,0.43,1,0,0,1,1,0
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,31,1992,3.7,1,0.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Philippe Coutinho,BRA,"MF,FW",Aston Villa,Premier League,31,1992,0.3,2,7.20,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Yan Couto,BRA,"DF,FW",Girona,La Liga,21,2002,24.9,56,2.24,44,1,5,2,4,0,14,0.56,9,0,1,1,3,0
Nicolas Cozza,FRA,DF,Nantes,Ligue 1,24,1999,9.9,15,1.51,9,0,1,0,5,0,0,0.00,0,0,0,0,0,0
Nicolas Cozza,FRA,DF,Wolfsburg,Bundesliga,24,1999,3.1,4,1.30,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Alessio Cragno,ITA,GK,Sassuolo,Serie A,29,1994,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Crespo,POR,MF,Rayo Vallecano,La Liga,26,1996,5.9,10,1.71,7,0,0,0,1,2,0,0.00,0,0,0,0,0,0
Aaron Cresswell,ENG,"DF,FW",West Ham,Premier League,33,1989,4.8,12,2.48,7,3,0,0,2,0,1,0.21,1,0,0,0,0,0
Bryan Cristante,ITA,"MF,DF",Roma,Serie A,28,1995,36.5,82,2.24,69,0,0,9,4,0,16,0.44,9,0,0,6,1,0
Cristian,ESP,GK,Valencia,La Liga,25,1998,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,31,1992,18.5,12,0.65,10,2,0,0,0,0,1,0.05,1,0,0,0,0,0
Juan Cruz,ARG,"FW,MF",Hellas Verona,Serie A,24,1999,1.2,3,2.48,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Juan Cruz,ESP,FW,Betis,La Liga,23,2000,0.8,5,5.92,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0
Juan Cuadrado,COL,DF,Inter,Serie A,35,1988,3.0,13,4.38,11,1,0,1,0,0,3,1.01,3,0,0,0,0,0
Pau Cubarsí,ESP,DF,Barcelona,La Liga,16,2007,17.3,17,0.98,17,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Marc Cucurella,ESP,DF,Chelsea,Premier League,25,1998,19.8,35,1.77,28,1,1,1,4,0,3,0.15,2,0,0,0,1,0
Iván Cuéllar,ESP,GK,Mallorca,La Liga,39,1984,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jorge Cuenca,ESP,DF,Villarreal,La Liga,23,1999,21.8,15,0.69,12,0,2,0,0,1,2,0.09,2,0,0,0,0,0
Josh Cullen,IRL,MF,Burnley,Premier League,27,1996,22.9,66,2.89,56,6,0,1,2,1,8,0.35,6,2,0,0,0,0
Matheus Cunha,BRA,"FW,MF",Wolves,Premier League,24,1999,27.1,78,2.88,46,1,12,8,8,3,13,0.48,9,0,1,1,1,1
Marvin Cuni,ALB,FW,Frosinone,Serie A,22,2001,5.9,17,2.88,11,0,1,1,3,1,1,0.17,0,0,0,0,1,0
Eric Curbelo,ESP,"DF,MF",Las Palmas,La Liga,29,1994,1.1,1,0.88,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sam Curtis,IRL,DF,Sheffield Utd,Premier League,17,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tomáš Čvančara,CZE,FW,Gladbach,Bundesliga,22,2000,10.0,20,2.01,10,0,2,7,0,1,3,0.30,1,0,0,2,0,0
Danilo D'Ambrosio,ITA,DF,Monza,Serie A,34,1988,17.1,14,0.82,5,0,2,4,1,2,0,0.00,0,0,0,0,0,0
Alberto Dadie,ESP,MF,Real Sociedad,La Liga,21,2002,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Trévis Dago,CIV,"FW,MF",Lille,Ligue 1,18,2005,0.3,2,7.83,1,0,1,0,0,0,2,7.83,1,0,1,0,0,0
Finn Dahmen,GER,GK,Augsburg,Bundesliga,25,1998,31.0,10,0.32,6,4,0,0,0,0,0,0.00,0,0,0,0,0,0
Mahmoud Dahoud,GER,MF,Brighton,Premier League,27,1996,5.0,13,2.59,13,0,0,0,0,0,2,0.40,2,0,0,0,0,0
Mahmoud Dahoud,GER,MF,Stuttgart,Bundesliga,27,1996,2.5,11,4.36,10,1,0,0,0,0,1,0.40,1,0,0,0,0,0
Ameen Al-Dakhil,BEL,DF,Burnley,Premier League,21,2002,11.7,8,0.68,5,0,1,2,0,0,1,0.09,1,0,0,0,0,0
Thijs Dallinga,NED,FW,Toulouse,Ligue 1,22,2000,27.9,49,1.76,33,0,4,8,2,2,9,0.32,6,0,0,2,1,0
Diogo Dalot,POR,DF,Manchester Utd,Premier League,24,1999,35.3,78,2.21,67,4,2,3,1,1,7,0.20,6,0,0,1,0,0
Mikkel Damsgaard,DEN,MF,Brentford,Premier League,23,2000,9.4,26,2.78,18,3,0,3,1,1,5,0.54,3,0,0,1,1,0
Flavius Daniliuc,AUT,DF,Salernitana,Serie A,22,2001,8.3,10,1.21,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Danilo,BRA,MF,Nott'ham Forest,Premier League,22,2001,19.9,48,2.41,34,5,4,4,1,0,4,0.20,4,0,0,0,0,0
Danilo,BRA,DF,Juventus,Serie A,32,1991,27.2,48,1.76,41,1,1,2,0,3,3,0.11,1,0,0,1,0,1
Arnaut Danjuma,NED,"MF,FW",Everton,Premier League,26,1997,6.6,18,2.72,9,0,1,5,2,1,1,0.15,0,0,0,1,0,0
Jayden Danns,ENG,FW,Liverpool,Premier League,17,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin Danso,AUT,DF,Lens,Ligue 1,24,1998,29.5,32,1.08,27,0,0,3,1,1,3,0.10,3,0,0,0,0,0
Dante,BRA,DF,Nice,Ligue 1,39,1983,31.6,51,1.61,49,0,0,2,0,0,6,0.19,6,0,0,0,0,0
Raimane Daou,COM,"DF,MF",Marseille,Ligue 1,18,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohammed Daramy,DEN,"FW,MF",Reims,Ligue 1,21,2002,18.3,59,3.22,43,0,9,3,4,0,8,0.44,7,0,1,0,0,0
Sergi Darder,ESP,MF,Mallorca,La Liga,29,1993,24.0,91,3.80,53,29,1,3,4,1,7,0.29,3,4,0,0,0,0
Achraf Dari,MAR,"DF,FW",Brest,Ligue 1,24,1999,1.3,1,0.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matteo Darmian,ITA,DF,Inter,Serie A,33,1989,26.7,55,2.06,45,6,0,2,2,0,3,0.11,2,0,0,0,1,0
Lukas Daschner,GER,"MF,FW",Bochum,Bundesliga,24,1998,6.0,20,3.35,15,1,1,1,2,0,2,0.33,2,0,0,0,0,0
Josh Dasilva,ENG,"DF,FW",Brentford,Premier League,24,1998,0.3,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
David Datro Fofana,CIV,FW,Burnley,Premier League,20,2002,9.8,18,1.84,8,0,4,4,1,1,2,0.20,0,0,2,0,0,0
David Datro Fofana,CIV,"FW,MF",Union Berlin,Bundesliga,20,2002,7.6,28,3.70,14,1,6,7,0,0,2,0.26,2,0,0,0,0,0
Juan David Cabal,COL,DF,Hellas Verona,Serie A,22,2001,16.6,40,2.41,28,3,1,2,2,4,2,0.12,1,0,0,0,0,1
Jonathan David,CAN,FW,Lille,Ligue 1,23,2000,29.2,77,2.64,58,1,3,9,6,0,9,0.31,3,0,1,3,2,0
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,22,2000,22.9,76,3.31,63,1,7,1,2,2,14,0.61,10,1,2,0,1,0
Ben Davies,WAL,DF,Tottenham,Premier League,30,1993,12.1,15,1.24,14,0,0,0,1,0,2,0.17,1,0,0,0,1,0
Tom Davies,ENG,MF,Sheffield Utd,Premier League,25,1998,2.5,6,2.44,4,0,0,1,0,1,1,0.41,0,0,0,0,0,1
Keinan Davis,ENG,"FW,MF",Udinese,Serie A,25,1998,2.1,11,5.32,8,0,0,3,0,0,1,0.48,0,0,0,1,0,0
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,28,1995,23.8,11,0.46,8,1,0,2,0,0,1,0.04,0,0,0,1,0,0
Craig Dawson,ENG,DF,Wolves,Premier League,33,1990,24.5,12,0.49,8,0,0,3,0,1,1,0.04,0,0,0,1,0,0
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,32,1991,13.6,100,7.36,73,17,2,5,3,0,16,1.18,12,3,0,0,1,0
Charles De Ketelaere,BEL,"FW,MF",Atalanta,Serie A,22,2001,22.5,93,4.13,70,2,8,2,8,3,10,0.44,10,0,0,0,0,0
Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,29,1994,23.1,82,3.55,71,3,2,3,3,0,12,0.52,10,0,0,2,0,0
Mattia De Sciglio,ITA,DF,Juventus,Serie A,30,1992,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,35,1988,7.5,4,0.53,4,0,0,0,0,0,1,0.13,1,0,0,0,0,0
Thibault De Smet,BEL,DF,Reims,Ligue 1,25,1998,20.3,23,1.13,18,1,2,1,1,0,1,0.05,0,0,0,0,1,0
Koni De Winter,BEL,DF,Genoa,Serie A,21,2002,26.4,24,0.91,20,1,0,2,0,1,3,0.11,1,0,0,2,0,0
Grégoire Defrel,MTQ,"FW,MF",Sassuolo,Serie A,32,1991,8.4,19,2.26,16,1,0,2,0,0,2,0.24,2,0,0,0,0,0
Alessandro Deiola,ITA,MF,Cagliari,Serie A,27,1995,17.9,28,1.57,23,1,0,3,0,1,0,0.00,0,0,0,0,0,0
Romain Del Castillo,FRA,FW,Brest,Ligue 1,27,1996,27.7,166,5.98,101,38,9,4,12,2,14,0.50,9,4,0,1,0,0
Thomas Delaine,FRA,"DF,MF",Strasbourg,Ligue 1,31,1992,22.7,49,2.16,34,8,4,1,2,0,6,0.26,1,2,1,0,2,0
Sacha Delaye,FRA,"MF,FW",Montpellier,Ligue 1,21,2002,1.4,6,4.15,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Hannes Delcroix,BEL,DF,Burnley,Premier League,24,1999,6.5,7,1.07,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alessandro Dellavalle,ITA,DF,Torino,Serie A,19,2004,0.2,1,6.00,1,0,0,0,0,0,1,6.00,1,0,0,0,0,0
Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,23,2000,15.2,35,2.31,25,3,2,2,2,1,1,0.07,1,0,0,0,0,0
Karamoko Dembélé,ENG,"MF,FW",Brest,Ligue 1,20,2003,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ousmane Dembélé,FRA,"MF,FW",Paris S-G,Ligue 1,26,1997,16.7,118,7.05,86,9,12,6,3,2,19,1.14,16,0,1,1,1,0
Jessy Deminguet,FRA,"MF,FW",Strasbourg,Ligue 1,25,1998,7.7,8,1.04,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Ermedin Demirović,BIH,"FW,MF",Augsburg,Bundesliga,25,1998,31.9,72,2.26,49,0,9,8,6,0,14,0.44,11,0,2,0,1,0
Diego Demme,GER,MF,Napoli,Serie A,31,1991,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sepp van den Berg,NED,DF,Mainz 05,Bundesliga,21,2001,31.5,23,0.73,15,1,1,5,1,0,1,0.03,0,0,0,1,0,0
Leander Dendoncker,BEL,MF,Aston Villa,Premier League,28,1995,1.3,2,1.51,1,0,0,0,1,0,1,0.76,0,0,0,0,1,0
Leander Dendoncker,BEL,MF,Napoli,Serie A,28,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rémy Descamps,FRA,GK,Nantes,Ligue 1,27,1996,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mikkel Desler,DEN,DF,Toulouse,Ligue 1,28,1995,17.2,29,1.69,18,2,1,5,2,1,2,0.12,1,0,0,1,0,0
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,29,1994,33.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mattia Destro,ITA,"FW,MF",Empoli,Serie A,32,1991,4.1,4,0.98,1,0,0,1,1,1,0,0.00,0,0,0,0,0,0
Samuele Di Benedetto,GER,MF,Stuttgart,Bundesliga,18,2005,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Federico Di Francesco,ITA,"FW,MF",Lecce,Serie A,29,1994,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Raffaele Di Gennaro,ITA,GK,Inter,Serie A,29,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Michele Di Gregorio,ITA,GK,Monza,Serie A,26,1997,31.9,11,0.34,8,2,0,0,1,0,3,0.09,1,1,0,0,1,0
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,29,1993,35.9,126,3.51,114,0,5,6,0,1,10,0.28,9,0,0,1,0,0
Alessandro Di Pardo,ITA,"DF,MF",Cagliari,Serie A,24,1999,4.0,6,1.50,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Boulaye Dia,SEN,"FW,MF",Salernitana,Serie A,26,1996,12.7,26,2.05,21,0,1,3,1,0,0,0.00,0,0,0,0,0,0
Moussa Diaby,FRA,"FW,MF",Aston Villa,Premier League,24,1999,24.2,80,3.31,64,1,6,7,2,0,10,0.41,9,0,1,0,0,0
Lamine Diack,SEN,MF,Nantes,Ligue 1,22,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mouctar Diakhaby,GUI,"DF,MF",Valencia,La Liga,26,1996,11.9,6,0.50,6,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Mamadou Diakhon,FRA,"FW,MF",Reims,Ligue 1,17,2005,2.3,4,1.72,1,0,1,0,2,0,0,0.00,0,0,0,0,0,0
Bafodé Diakité,FRA,DF,Lille,Ligue 1,22,2001,18.8,22,1.17,18,1,0,1,1,1,2,0.11,1,0,0,1,0,0
Ibrahim Diakité,GUI,DF,Reims,Ligue 1,19,2003,1.2,4,3.27,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Moussa Diakité,MLI,MF,Cádiz,La Liga,19,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Oumar Diakité,CIV,FW,Reims,Ligue 1,19,2003,17.6,41,2.33,26,0,9,1,3,2,5,0.28,3,0,1,0,0,1
Amad Diallo,CIV,"FW,MF",Manchester Utd,Premier League,21,2002,4.3,20,4.62,16,0,3,1,0,0,0,0.00,0,0,0,0,0,0
Amadou Diallo,ENG,MF,Newcastle Utd,Premier League,20,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Assane Diao,ESP,FW,Betis,La Liga,17,2005,11.6,23,1.98,17,0,0,5,0,1,0,0.00,0,0,0,0,0,0
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,19,2004,25.6,51,1.99,38,0,5,1,4,3,4,0.16,2,0,1,0,1,0
Moussa Diarra,MLI,DF,Toulouse,Ligue 1,22,2000,15.5,21,1.35,17,1,0,1,2,0,6,0.39,4,0,0,0,2,0
Rúben Dias,POR,DF,Manchester City,Premier League,26,1997,28.4,35,1.23,28,0,0,5,0,2,4,0.14,2,0,0,1,0,1
Krépin Diatta,SEN,"DF,FW",Monaco,Ligue 1,24,1999,13.4,41,3.06,34,4,2,0,1,0,8,0.60,7,0,1,0,0,0
Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,30,1993,30.0,7,0.23,6,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,18,2005,4.0,9,2.26,6,0,0,1,2,0,1,0.25,0,0,0,1,0,0
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,23,1999,17.2,75,4.37,49,2,13,6,4,1,18,1.05,12,1,5,0,0,0
Luis Díaz,COL,FW,Liverpool,Premier League,26,1997,29.2,163,5.58,121,1,17,15,8,1,9,0.31,9,0,0,0,0,0
Víctor Díaz,ESP,"DF,MF",Granada,La Liga,35,1988,1.8,1,0.56,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Famara Diedhiou,SEN,"FW,MF",Granada,La Liga,30,1992,1.0,7,7.00,5,0,1,0,1,0,2,2.00,1,0,0,0,1,0
Justin Diehl,GER,"FW,MF",Köln,Bundesliga,18,2004,1.9,11,5.86,4,3,2,2,0,0,0,0.00,0,0,0,0,0,0
Bamba Dieng,SEN,FW,Lorient,Ligue 1,23,2000,6.1,19,3.11,9,0,1,3,6,0,4,0.65,2,0,0,2,0,0
Eric Dier,ENG,DF,Tottenham,Premier League,29,1994,2.2,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,29,1994,13.0,13,1.00,12,0,0,1,0,0,5,0.39,4,0,0,1,0,0
Guillaume Dietsch,FRA,GK,Metz,Ligue 1,22,2001,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Florian Dietz,GER,"FW,MF",Köln,Bundesliga,24,1998,0.8,4,5.14,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Digne,FRA,DF,Aston Villa,Premier League,30,1993,26.8,74,2.76,48,19,0,3,3,1,4,0.15,4,0,0,0,0,0
Federico Dimarco,ITA,DF,Inter,Serie A,25,1997,23.1,108,4.68,78,21,2,5,1,1,14,0.61,10,2,0,2,0,0
Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,29,1993,37.0,10,0.27,3,7,0,0,0,0,0,0.00,0,0,0,0,0,0
Junior Dina Ebimbe,FRA,"MF,DF",Eint Frankfurt,Bundesliga,22,2000,21.7,54,2.48,38,0,8,5,2,1,6,0.28,6,0,0,0,0,0
Eren Dinkçi,GER,"FW,MF",Heidenheim,Bundesliga,21,2001,29.4,86,2.92,61,5,7,7,6,0,13,0.44,9,0,3,1,0,0
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,22,2001,9.9,6,0.61,5,0,0,1,0,0,1,0.10,1,0,0,0,0,0
Edan Diop,FRA,"MF,DF",Monaco,Ligue 1,18,2004,1.8,1,0.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Issa Diop,FRA,DF,Fulham,Premier League,26,1997,15.8,4,0.25,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sofiane Diop,FRA,FW,Nice,Ligue 1,23,2000,5.5,17,3.07,14,0,1,1,1,0,0,0.00,0,0,0,0,0,0
Andy Diouf,FRA,MF,Lens,Ligue 1,20,2003,14.6,51,3.49,31,10,5,2,2,1,2,0.14,2,0,0,0,0,0
Yehvann Diouf,FRA,GK,Reims,Ligue 1,23,1999,34.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Axel Disasi,FRA,DF,Chelsea,Premier League,25,1998,28.7,13,0.45,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tiago Djaló,POR,DF,Juventus,Serie A,23,2000,0.2,1,5.29,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Chaim El Djebali,TUN,MF,Lyon,Ligue 1,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Djené,TOG,"DF,MF",Getafe,La Liga,31,1991,27.6,22,0.80,19,1,1,0,1,0,0,0.00,0,0,0,0,0,0
Koffi Djidji,CIV,DF,Torino,Serie A,30,1992,8.4,4,0.47,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Berat Djimsiti,ALB,DF,Atalanta,Serie A,30,1993,31.5,18,0.57,16,0,0,1,1,0,1,0.03,1,0,0,0,0,0
Marko Dmitrović,SRB,GK,Sevilla,La Liga,31,1992,13.0,3,0.23,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Ben Doak,SCO,FW,Liverpool,Premier League,17,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ritsu Doan,JPN,"DF,MF",Freiburg,Bundesliga,25,1998,25.0,70,2.81,48,8,7,2,5,0,7,0.28,6,0,0,0,1,0
Lewis Dobbin,ENG,MF,Everton,Premier League,20,2003,2.6,6,2.33,3,0,0,2,1,0,0,0.00,0,0,0,0,0,0
Dodô,BRA,DF,Fiorentina,Serie A,24,1998,5.8,15,2.59,13,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,25,1998,24.0,25,1.04,17,0,0,4,4,0,3,0.12,1,0,0,1,1,0
Matt Doherty,IRL,"DF,MF",Wolves,Premier League,31,1992,12.8,19,1.48,18,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Josh Doig,SCO,DF,Hellas Verona,Serie A,21,2002,9.2,9,0.98,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Josh Doig,SCO,DF,Sassuolo,Serie A,21,2002,14.9,27,1.81,19,6,0,2,0,0,4,0.27,2,1,0,1,0,0
Jeremy Doku,BEL,"FW,MF",Manchester City,Premier League,21,2002,17.7,111,6.26,82,1,17,6,5,0,15,0.85,10,0,2,1,2,0
Jeremy Doku,BEL,FW,Rennes,Ligue 1,21,2002,1.2,9,7.23,5,0,2,2,0,0,0,0.00,0,0,0,0,0,0
Jaume Doménech,ESP,GK,Valencia,La Liga,32,1990,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,22,2001,17.6,13,0.74,12,1,0,0,0,0,1,0.06,1,0,0,0,0,0
Mario Dominguez,ESP,FW,Valencia,La Liga,19,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,25,1998,16.6,35,2.11,33,0,0,2,0,0,2,0.12,2,0,0,0,0,0
Nicolás Domínguez,ARG,MF,Bologna,Serie A,25,1998,1.1,2,1.78,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giulio Donati,ITA,DF,Monza,Serie A,33,1990,0.4,4,10.00,4,0,0,0,0,0,1,2.50,1,0,0,0,0,0
Jamie Donley,ENG,FW,Tottenham,Premier League,18,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,24,1999,24.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Patrick Dorgu,DEN,"DF,MF",Lecce,Serie A,18,2004,17.4,40,2.30,26,5,2,3,4,0,1,0.06,0,0,0,1,0,0
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,25,1998,15.4,18,1.17,12,0,1,2,2,1,1,0.06,1,0,0,0,0,0
Alberto Dossena,ITA,DF,Cagliari,Serie A,24,1998,33.1,29,0.88,21,0,0,4,1,3,5,0.15,4,0,0,1,0,0
Carlos Dotor,ESP,MF,Celta Vigo,La Liga,22,2001,7.9,9,1.14,7,1,0,0,1,0,1,0.13,0,0,0,0,1,0
Abdoulaye Doucouré,MLI,"FW,MF",Everton,Premier League,30,1993,29.2,67,2.29,59,0,0,6,1,1,5,0.17,3,0,0,2,0,0
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,23,2000,10.2,23,2.25,19,0,1,2,0,1,3,0.29,3,0,0,0,0,0
Siriné Doucouré,MLI,FW,Lorient,Ligue 1,21,2002,4.7,13,2.78,11,0,1,1,0,0,4,0.86,4,0,0,0,0,0
Désiré Doué,FRA,"MF,FW",Rennes,Ligue 1,18,2005,18.1,88,4.87,56,4,14,4,7,3,12,0.66,6,0,3,1,1,1
Guela Doué,CIV,DF,Rennes,Ligue 1,20,2002,13.7,39,2.84,28,2,2,3,3,1,8,0.58,6,0,0,0,2,0
Alfie Doughty,ENG,DF,Luton Town,Premier League,23,1999,32.5,115,3.54,57,47,4,6,1,0,16,0.49,8,5,1,2,0,0
Douglas,BRA,MF,Nantes,Ligue 1,26,1997,19.7,37,1.88,26,5,0,1,3,2,2,0.10,2,0,0,0,0,0
Ismaël Doukouré,FRA,"MF,DF",Strasbourg,Ligue 1,20,2003,18.4,24,1.30,19,1,0,0,1,3,0,0.00,0,0,0,0,0,0
