Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Éder Álvarez Balanta,COL,MF,Club Brugge,30,1993,5.5,3,0.54,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Steven Alzate,COL,MF,Standard Liège,24,1998,18.5,43,2.33,34,5,1,2,1,0,6,0.32,5,0,0,1,0,0
Thierry Ambrose,GLP,FW,Kortrijk,26,1997,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohamed Amoura,ALG,FW,Union SG,23,2000,15.9,57,3.58,30,0,12,6,7,2,8,0.50,3,0,2,0,2,1
Francis Amuzu,BEL,FW,Anderlecht,23,1999,6.3,20,3.16,9,1,1,5,4,0,2,0.32,0,1,0,1,0,0
Frederic Ananou,TOG,"DF,MF",Sint-Truiden,25,1997,6.0,12,1.99,9,1,0,0,1,1,2,0.33,1,1,0,0,0,0
Stelios Andreou,CYP,DF,Charleroi,21,2002,26.8,10,0.37,9,0,0,1,0,0,2,0.07,2,0,0,0,0,0
Nilson Angulo,ECU,"FW,MF",Anderlecht,20,2003,0.5,3,5.63,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bill Antonio,ZIM,"MF,FW",Mechelen,20,2002,6.4,15,2.34,12,1,2,0,0,0,4,0.62,4,0,0,0,0,0
Kristian Arnstad,NOR,"DF,MF",Anderlecht,19,2003,7.2,14,1.95,12,2,0,0,0,0,1,0.14,1,0,0,0,0,0
Tolu Arokodare,NGA,FW,Genk,22,2000,14.5,44,3.03,29,0,3,8,2,2,4,0.28,1,0,0,3,0,0
Gerardo Arteaga,MEX,DF,Genk,24,1998,13.4,26,1.93,23,2,0,0,1,0,1,0.07,1,0,0,0,0,0
Isaac Asante,GHA,"DF,MF",Mechelen,20,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dirk Asare,BEL,MF,Mechelen,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Majeed Ashimeru,GHA,MF,Anderlecht,25,1997,1.3,1,0.76,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christalino Atemona,GER,DF,Kortrijk,21,2002,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lynnt Audoor,BEL,MF,Kortrijk,19,2003,4.5,6,1.35,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Ludwig Augustinsson,SWE,DF,Anderlecht,29,1994,18.1,41,2.27,32,4,1,3,1,0,6,0.33,6,0,0,0,0,0
Felipe Augusto,BRA,"FW,MF",Cercle Brugge,19,2004,4.9,14,2.84,10,0,0,3,1,0,2,0.41,1,0,0,1,0,0
Felipe Avenatti,URU,"FW,MF",Kortrijk,30,1993,17.4,40,2.30,27,1,3,4,3,2,4,0.23,2,0,1,1,0,0
Gastón Ávila,ARG,DF,Antwerp,21,2001,2.0,4,2.00,3,1,0,0,0,0,1,0.50,1,0,0,0,0,0
Youssouph Badji,SEN,"FW,MF",Charleroi,21,2001,10.4,22,2.11,14,0,2,2,3,1,1,0.10,1,0,0,0,0,0
Bilal Bafdili,BEL,"MF,FW",Mechelen,18,2004,1.9,5,2.63,3,1,0,1,0,0,2,1.05,1,0,0,1,0,0
Jonas Bager,DEN,DF,Charleroi,27,1996,16.7,8,0.48,8,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Brandon Baiye,BEL,MF,Eupen,22,2000,23.0,27,1.17,25,0,1,0,0,1,1,0.04,1,0,0,0,0,0
Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22,2001,19.8,69,3.48,44,13,3,4,3,2,10,0.50,6,1,0,2,0,1
William Balikwisha,COD,MF,Standard Liège,24,1999,12.1,41,3.39,31,0,6,1,1,2,1,0.08,1,0,0,0,0,0
Sacha Banse,BFA,MF,Standard Liège,22,2001,0.5,1,2.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Ezechiel Banzuzi,NED,MF,OH Leuven,18,2005,19.4,32,1.65,22,0,1,6,2,1,1,0.05,1,0,0,0,0,0
Víctor Barberá,ESP,"FW,MF",Club Brugge,18,2004,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joselpho Barnes,GHA,"FW,MF",Sint-Truiden,21,2001,4.8,7,1.45,4,1,1,0,1,0,0,0.00,0,0,0,0,0,0
Jacob Barrett Laursen,DEN,DF,Standard Liège,28,1994,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Norman Bassette,BEL,"FW,MF",Mechelen,18,2004,6.4,11,1.72,5,0,1,1,3,1,2,0.31,0,0,1,0,1,0
Jelle Bataille,BEL,DF,Antwerp,24,1999,24.2,69,2.85,62,4,1,0,1,1,3,0.12,2,0,0,0,1,0
David Bates,SCO,DF,Mechelen,26,1996,23.2,14,0.60,11,0,0,2,0,1,0,0.00,0,0,0,0,0,0
Emin Bayram,TUR,DF,Westerlo,20,2003,21.9,21,0.96,13,0,3,2,3,0,4,0.18,2,0,1,1,0,0
Rafik Belghali,ALG,DF,Mechelen,21,2002,2.9,8,2.76,8,0,0,0,0,0,1,0.34,1,0,0,0,0,0
Nadhir Benbouali,ALG,"FW,MF",Charleroi,23,2000,3.7,9,2.43,6,0,0,3,0,0,0,0.00,0,0,0,0,0,0
Ján Bernát,SVK,MF,Westerlo,22,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Antoine Bernier,BEL,"FW,MF",Charleroi,25,1997,7.4,16,2.17,13,0,1,1,1,0,3,0.41,3,0,0,0,0,0
Adriano Bertaccini,BEL,"MF,FW",Sint-Truiden,22,2000,0.4,2,4.62,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Mickaël Biron,MTQ,"FW,MF",RWD Molenbeek,25,1997,16.1,39,2.43,24,0,8,5,1,1,4,0.25,2,0,1,1,0,0
Nathan Bitumazala,FRA,"MF,FW",Eupen,20,2002,1.3,4,3.10,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Eric Bocat,FRA,"DF,MF",Sint-Truiden,24,1999,27.2,72,2.65,57,4,3,2,5,1,7,0.26,5,0,0,1,1,0
Arnaud Bodart,BEL,GK,Standard Liège,25,1998,29.0,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Merveille Bokadi,COD,DF,Standard Liège,31,1992,14.5,7,0.48,5,0,1,0,1,0,1,0.07,1,0,0,0,0,0
Sinan Bolat,TUR,GK,Westerlo,34,1988,26.0,5,0.19,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Boli Bolingoli-Mbombo,BEL,DF,Mechelen,28,1995,0.9,1,1.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christopher Bonsu Baah,GHA,FW,Genk,18,2004,13.2,70,5.29,46,0,14,2,7,1,2,0.15,2,0,0,0,0,0
Jordan Bos,AUS,DF,Westerlo,20,2002,19.0,47,2.47,33,1,5,3,4,1,2,0.11,0,0,0,1,1,0
Mohamed Bouchouari,BEL,DF,Anderlecht,22,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mehdi Boukamir,MAR,DF,Charleroi,19,2004,5.2,4,0.77,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dedryck Boyata,BEL,"DF,MF",Club Brugge,32,1990,2.0,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonatan Braut Brunes,NOR,FW,OH Leuven,22,2000,11.8,23,1.95,18,0,0,2,3,0,3,0.25,2,0,0,0,1,0
Archie Brown,ENG,DF,Gent,21,2002,18.3,44,2.40,32,2,3,1,4,2,3,0.16,3,0,0,0,0,0
Massimo Bruno,BEL,"MF,FW",Kortrijk,29,1993,12.6,39,3.10,30,3,2,2,2,0,3,0.24,3,0,0,0,0,0
Tajon Buchanan,CAN,DF,Club Brugge,24,1999,9.2,22,2.39,13,2,5,1,1,0,5,0.54,3,1,1,0,0,0
Christian Burgess,ENG,DF,Union SG,31,1991,27.5,15,0.55,9,0,0,5,0,1,1,0.04,0,0,0,1,0,0
Jean Butez,FRA,GK,Antwerp,28,1995,30.0,7,0.23,7,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Etienne Camara,FRA,MF,Charleroi,20,2003,3.8,4,1.06,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ilay Camara,BEL,"DF,MF",RWD Molenbeek,20,2003,17.8,35,1.97,26,4,1,0,2,2,8,0.45,8,0,0,0,0,0
Cihan Çanak,TUR,"DF,MF",Standard Liège,18,2005,6.9,28,4.05,13,8,2,1,3,1,2,0.29,2,0,0,0,0,0
Alessio Castro-Montes,BEL,DF,Gent,26,1997,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alessio Castro-Montes,BEL,DF,Union SG,26,1997,20.8,63,3.02,47,10,2,0,3,1,6,0.29,5,0,1,0,0,0
Nacer Chadli,BEL,"MF,FW",Westerlo,33,1989,7.9,21,2.65,19,1,0,1,0,0,4,0.51,4,0,0,0,0,0
Youssef Challouk,BEL,"MF,FW",Kortrijk,27,1995,0.5,2,4.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Regan Charles-Cook,GRN,"FW,MF",Eupen,26,1997,14.9,35,2.35,23,2,5,1,3,1,3,0.20,2,0,1,0,0,0
Isaac Christie-Davies,WAL,MF,Eupen,25,1997,6.3,10,1.60,10,0,0,0,0,0,3,0.48,3,0,0,0,0,0
Elias Cobbaut,BEL,DF,Mechelen,25,1997,24.0,20,0.83,19,0,0,1,0,0,1,0.04,1,0,0,0,0,0
Valentin Cojocaru,ROU,GK,OH Leuven,27,1995,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Antoine Colassin,BEL,FW,Anderlecht,22,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jo Coppens,BEL,GK,Sint-Truiden,32,1990,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kobe Corbanie,BEL,"DF,MF",Antwerp,18,2005,1.6,4,2.43,3,1,0,0,0,0,2,1.22,1,1,0,0,0,0
Gaëtan Coucke,BEL,GK,Mechelen,24,1998,30.0,5,0.17,4,1,0,0,0,0,1,0.03,0,1,0,0,0,0
Soumaïla Coulibaly,FRA,DF,Antwerp,19,2003,15.1,10,0.66,9,0,0,1,0,0,3,0.20,3,0,0,0,0,0
Carlos Cuesta,COL,DF,Genk,24,1999,22.8,16,0.70,15,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Hugo Cuypers,BEL,FW,Gent,26,1997,18.1,34,1.88,23,0,2,5,3,1,3,0.17,0,0,0,2,1,0
Oday Dabbagh,PLE,FW,Charleroi,24,1998,16.3,36,2.22,29,0,4,1,2,0,6,0.37,3,0,1,0,2,0
Erdon Daci,MKD,FW,Westerlo,25,1998,7.7,14,1.81,10,0,0,4,0,0,1,0.13,1,0,0,0,0,0
Jón Dagur Þorsteinsson,ISL,"FW,MF",OH Leuven,24,1998,20.3,71,3.50,45,15,2,4,5,0,5,0.25,3,2,0,0,0,0
Niklo Dailly,BEL,"MF,DF",RWD Molenbeek,21,2001,3.6,8,2.19,6,0,1,1,0,0,1,0.27,1,0,0,0,0,0
Jesper Daland,NOR,DF,Cercle Brugge,23,2000,28.1,35,1.25,29,0,2,3,0,1,2,0.07,2,0,0,0,0,0
Achraf Dari,MAR,DF,Charleroi,24,1999,3.5,2,0.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jason Davidson,AUS,DF,Eupen,32,1991,25.9,40,1.54,32,4,0,2,1,1,3,0.12,3,0,0,0,0,0
Isaak Davies,WAL,FW,Kortrijk,21,2001,19.2,22,1.15,14,1,2,3,2,0,1,0.05,0,0,0,1,0,0
Maxim De Cuyper,BEL,DF,Club Brugge,22,2000,24.0,101,4.21,63,30,2,4,2,0,8,0.33,6,2,0,0,0,0
Ritchie De Laet,BEL,DF,Antwerp,34,1988,10.9,17,1.56,14,1,0,2,0,0,2,0.18,1,0,0,1,0,0
Dion De Neve,BEL,"DF,MF",Kortrijk,21,2002,21.4,41,1.92,30,4,4,2,0,1,3,0.14,1,1,1,0,0,0
Alexis De Sart,BEL,MF,RWD Molenbeek,26,1996,5.4,13,2.42,9,0,1,3,0,0,4,0.74,2,0,1,1,0,0
Julien De Sart,BEL,MF,Gent,28,1994,28.3,73,2.58,57,2,0,9,2,3,9,0.32,5,0,0,3,0,1
Tibe De Vlieger,BEL,"MF,FW",Gent,17,2005,0.4,1,2.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nils De Wilde,BEL,MF,Cercle Brugge,20,2003,8.0,20,2.50,16,3,1,0,0,0,2,0.25,2,0,0,0,0,0
Zeno Debast,BEL,DF,Anderlecht,19,2003,27.5,32,1.16,27,1,1,3,0,0,3,0.11,2,0,0,1,0,0
Massimo Decoene,BEL,FW,Kortrijk,19,2004,0.1,1,6.92,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Robbe Decostere,BEL,DF,Cercle Brugge,25,1998,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Théo Defourny,BEL,GK,RWD Molenbeek,31,1992,29.8,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tristan Degreef,BEL,MF,Anderlecht,18,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Delaney,DEN,"MF,DF",Anderlecht,31,1991,10.1,22,2.17,20,0,0,1,1,0,3,0.30,2,0,0,0,1,0
Martin Delavallée,BEL,GK,Charleroi,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hannes Delcroix,BEL,DF,Anderlecht,24,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mathias Delorge,BEL,MF,Sint-Truiden,19,2004,29.5,62,2.10,55,1,1,1,3,1,7,0.24,5,0,0,0,1,1
Olivier Deman,BEL,"DF,MF",Cercle Brugge,23,2000,4.2,12,2.84,9,1,1,0,0,1,0,0.00,0,0,0,0,0,0
Kévin Denkey,TOG,FW,Cercle Brugge,22,2000,27.7,75,2.71,52,0,10,7,6,0,4,0.14,2,0,2,0,0,0
Jerome Deom,BEL,"MF,FW",Eupen,24,1999,8.5,17,2.00,13,1,0,3,0,0,2,0.24,2,0,0,0,0,0
Laurent Depoitre,BEL,FW,Gent,34,1988,4.3,11,2.54,9,0,1,0,1,0,2,0.46,2,0,0,0,0,0
Gilles Dewaele,BEL,"DF,MF",Standard Liège,27,1996,7.5,12,1.61,5,3,0,3,1,0,2,0.27,0,0,0,2,0,0
Sada Diallo,BEL,"MF,DF",RWD Molenbeek,21,2002,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Amadou Diawara,GUI,MF,Anderlecht,26,1997,6.6,9,1.37,9,0,0,0,0,0,2,0.30,2,0,0,0,0,0
Moussa Djenepo,MLI,"DF,FW",Standard Liège,25,1998,16.6,37,2.23,20,2,10,1,3,1,1,0.06,0,0,0,1,0,0
Noah Dodeigne,BEL,"DF,FW",Standard Liège,20,2003,0.4,1,2.25,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Kasper Dolberg,DEN,FW,Anderlecht,25,1997,23.9,40,1.67,34,0,1,1,3,1,6,0.25,6,0,0,0,0,0
Joren Dom,BEL,"MF,DF",OH Leuven,33,1989,16.0,18,1.13,13,3,0,1,1,0,2,0.13,2,0,0,0,0,0
Djovkar Doudaev,BEL,DF,RWD Molenbeek,19,2003,2.3,1,0.44,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mahamadou Doumbia,MLI,MF,Antwerp,19,2004,4.1,5,1.23,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0
Souleyman Doumbia,CIV,DF,Standard Liège,26,1996,6.2,7,1.13,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Vetle Dragsnes,NOR,"DF,MF",Charleroi,29,1994,19.5,32,1.64,23,6,1,1,0,1,4,0.21,4,0,0,0,0,0
Denis Drăguș,ROU,FW,Standard Liège,24,1999,3.5,10,2.88,5,0,3,2,0,0,1,0.29,0,0,0,1,0,0
Anders Dreyer,DEN,"FW,MF",Anderlecht,25,1998,24.9,103,4.14,74,11,4,10,3,1,17,0.68,13,2,0,2,0,0
Olivier Dumont,BEL,MF,Sint-Truiden,21,2002,0.9,4,4.68,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Maxime Dupé,FRA,GK,Anderlecht,30,1993,7.0,3,0.43,2,1,0,0,0,0,1,0.14,1,0,0,0,0,0
Pierre Dwomoh,BEL,MF,RWD Molenbeek,19,2004,25.3,36,1.42,30,0,3,1,0,2,4,0.16,4,0,0,0,0,0
Aron Dønnum,NOR,"DF,FW",Standard Liège,25,1998,4.8,12,2.52,7,4,1,0,0,0,1,0.21,0,1,0,0,0,0
Malcolm Ebiowei,ENG,"FW,MF",RWD Molenbeek,19,2003,1.6,2,1.23,2,0,0,0,0,0,1,0.62,1,0,0,0,0,0
Dennis Eckert,GER,FW,Union SG,26,1997,12.6,30,2.37,24,0,1,3,2,0,5,0.40,4,0,0,0,1,0
Malamine Efekele,FRA,"FW,MF",Cercle Brugge,19,2004,2.0,2,0.97,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Chidera Ejuke,NGA,"FW,DF",Antwerp,25,1998,14.7,69,4.69,54,1,10,3,0,1,8,0.54,5,0,1,2,0,0
Jurgen Ekkelenkamp,NED,MF,Antwerp,23,2000,23.5,45,1.92,37,0,1,4,3,0,5,0.21,5,0,0,0,0,0
Renaud Emond,BEL,FW,Standard Liège,31,1991,1.1,2,1.82,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Renaud Emond,BEL,FW,Eupen,31,1991,4.8,4,0.84,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Romaric Etonde,FRA,MF,Cercle Brugge,18,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alieu Fadera,GAM,"FW,DF",Genk,21,2001,10.7,57,5.32,44,0,4,0,9,0,7,0.65,3,0,2,0,2,0
Noah Fadiga,SEN,"DF,FW",Gent,23,1999,4.6,5,1.08,2,0,2,0,1,0,0,0.00,0,0,0,0,0,0
Matias Fernandez-Pardo,BEL,"FW,MF",Gent,18,2005,2.1,7,3.39,5,0,0,1,1,0,1,0.48,1,0,0,0,0,0
Fabio Ferraro,BEL,MF,RWD Molenbeek,20,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Oleksandr Filin,RUS,DF,Eupen,27,1996,9.7,7,0.72,3,1,0,2,0,1,0,0.00,0,0,0,0,0,0
Matteo Filorizzo,BEL,"FW,MF",Eupen,17,2006,0.4,1,2.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Seydou Fini,ITA,"DF,FW",Standard Liège,17,2006,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alfreð Finnbogason,ISL,FW,Eupen,34,1989,12.5,28,2.24,21,0,1,5,1,0,6,0.48,3,0,0,2,1,0
Mathias Fixelles,BEL,MF,Westerlo,26,1996,6.4,13,2.05,9,0,0,1,2,1,2,0.31,1,0,0,0,1,0
Alexis Flips,FRA,"FW,MF",Anderlecht,23,2000,4.2,20,4.72,8,8,1,0,3,0,1,0.24,1,0,0,0,0,0
Malick Fofana,BEL,"DF,MF",Gent,18,2005,12.7,59,4.65,44,0,7,3,5,0,6,0.47,3,0,1,0,2,0
Núrio Fortuna,ANG,"DF,MF",Gent,28,1995,4.4,5,1.15,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Marlon Fossey,USA,DF,Standard Liège,24,1998,18.0,40,2.22,31,1,5,1,2,0,6,0.33,3,0,1,1,1,0
Iver Fossum,NOR,"MF,FW",Kortrijk,27,1996,1.9,3,1.59,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Daam Foulon,BEL,"DF,MF",Mechelen,24,1999,28.2,49,1.74,36,4,4,1,3,1,9,0.32,6,0,2,0,1,0
Guillaume François,BEL,DF,Union SG,33,1990,0.8,1,1.32,0,0,0,0,1,0,1,1.32,0,0,0,0,1,0
Matija Frigan,CRO,FW,Westerlo,20,2003,11.2,20,1.79,10,1,2,2,2,3,4,0.36,1,0,0,1,1,1
Haruya Fujii,JPN,DF,Kortrijk,22,2000,5.0,4,0.80,4,0,0,0,0,0,1,0.20,1,0,0,0,0,0
Joel Fujita,JPN,MF,Sint-Truiden,21,2002,9.9,27,2.72,26,0,0,0,1,0,2,0.20,2,0,0,0,0,0
Matías Galarza,ARG,MF,Genk,21,2002,14.4,35,2.43,29,1,2,2,1,0,0,0.00,0,0,0,0,0,0
Omri Gandelman,ISR,MF,Gent,23,2000,8.7,18,2.06,10,0,1,5,1,1,3,0.34,2,0,0,1,0,0
Munashe Garan'anga,ZIM,DF,Mechelen,22,2001,4.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Federico Gattoni,ARG,DF,Anderlecht,24,1999,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yann Gboho,FRA,"MF,FW",Cercle Brugge,22,2001,15.4,68,4.42,50,0,7,7,2,2,4,0.26,4,0,0,0,0,0
Théo Gécé,BEL,MF,RWD Molenbeek,22,2001,1.4,1,0.70,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Pieter Gerkens,BEL,"MF,FW",Gent,27,1995,10.1,25,2.46,19,4,0,1,1,0,3,0.30,1,1,0,0,1,0
Nick Gillekens,BEL,GK,Westerlo,28,1995,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bruno Godeau,BEL,DF,Sint-Truiden,31,1992,27.5,25,0.91,25,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fernand Gouré,CIV,"FW,MF",Westerlo,21,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Makhtar Gueye,SEN,FW,RWD Molenbeek,25,1997,24.2,34,1.40,23,0,7,3,1,0,4,0.17,2,0,0,1,1,0
Parfait Guiagon,CIV,"FW,MF",Charleroi,22,2001,15.2,42,2.77,33,0,5,2,2,0,5,0.33,3,0,1,1,0,0
Muhammed Gümüskaya,TUR,MF,Westerlo,22,2001,0.9,4,4.56,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Pape Habib Guèye,SEN,FW,Kortrijk,23,1999,0.1,2,20.00,0,0,2,0,0,0,0,0.00,0,0,0,0,0,0
Anouar Ait El Hadj,BEL,"MF,FW",Genk,21,2002,3.1,10,3.18,8,1,0,0,0,1,0,0.00,0,0,0,0,0,0
Bakary Haidara,CIV,DF,Westerlo,18,2005,3.9,2,0.51,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Geoffry Hairemans,BEL,"FW,MF",Mechelen,31,1991,23.1,116,5.02,79,31,1,2,3,0,7,0.30,4,2,0,0,1,0
Daiki Hashioka,JPN,"DF,MF",Sint-Truiden,24,1999,16.7,31,1.86,25,0,1,4,0,1,4,0.24,3,0,0,1,0,0
Dogucan Haspolat,TUR,MF,Westerlo,23,2000,5.2,10,1.92,7,3,0,0,0,0,0,0.00,0,0,0,0,0,0
Ibe Hautekiet,BEL,DF,Standard Liège,21,2002,0.6,4,6.21,2,0,1,0,0,1,0,0.00,0,0,0,0,0,0
Isaac Hayden,ENG,MF,Standard Liège,28,1995,7.4,9,1.21,7,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Thorgan Hazard,BEL,"FW,MF",Anderlecht,30,1993,15.3,65,4.25,45,11,2,3,3,1,11,0.72,7,1,0,1,2,0
David Henen,TOG,"MF,DF",Kortrijk,27,1996,2.9,8,2.72,5,1,2,0,0,0,1,0.34,1,0,0,0,0,0
Laurent Henkinet,BEL,GK,Standard Liège,30,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonathan Heris,BEL,DF,RWD Molenbeek,32,1990,9.7,12,1.24,11,0,1,0,0,0,3,0.31,3,0,0,0,0,0
Daan Heymans,BEL,"MF,FW",Charleroi,24,1999,18.5,34,1.84,27,0,1,4,2,0,2,0.11,2,0,0,0,0,0
Bryan Heynen,BEL,MF,Genk,26,1997,23.5,58,2.47,52,1,0,5,0,0,9,0.38,7,0,0,2,0,0
Andrew Hjulsager,DEN,"MF,DF",Gent,28,1995,7.9,36,4.56,26,3,2,4,1,0,0,0.00,0,0,0,0,0,0
Raphael Holzhauser,AUT,MF,OH Leuven,30,1993,0.8,3,3.75,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Shion Homma,JPN,FW,Club Brugge,22,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Patrik Hrošovský,SVK,MF,Genk,31,1992,23.7,61,2.58,46,9,1,2,2,1,7,0.30,6,0,1,0,0,0
Guillaume Hubert,BEL,GK,RWD Molenbeek,29,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nathan Huygevelde,BEL,MF,Union SG,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
