Player,Nation,Pos,Squad,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Alisson,BRA,"DF,FW",Atlético Mineiro,19-026,2005,6.2,0,19,4,21.1,3.06,0.65,0.00,0.00,21.1,1,0,0,1.2,1.2,0.06,-1.2,-1.2
Alisson,BRA,MF,São Paulo,31-114,1993,15.0,1,11,5,45.5,0.73,0.33,0.09,0.20,26.2,1,0,0,0.5,0.5,0.05,+0.5,+0.5
Allan,BRA,MF,Flamengo,27-228,1997,13.5,0,8,3,37.5,0.59,0.22,0.00,0.00,30.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Allan,BRA,MF,Botafogo (RJ),33-283,1991,3.1,0,1,0,0.0,0.33,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Allano,BRA,"FW,MF",Criciúma,29-176,1995,11.8,0,30,7,23.3,2.55,0.60,0.00,0.00,17.2,0,0,0,1.7,1.7,0.06,-1.7,-1.7
Thiago Almada,ARG,"FW,MF",Botafogo (RJ),23-174,2001,6.5,1,16,4,25.0,2.46,0.61,0.06,0.25,22.0,2,0,1,1.8,1.0,0.06,-0.8,0.0
Júnior Alonso,PAR,DF,Atlético Mineiro,31-251,1993,8.6,1,5,1,20.0,0.58,0.12,0.20,1.00,17.3,0,0,0,0.2,0.2,0.05,+0.8,+0.8
Anderson,BRA,GK,Cruzeiro,26-226,1998,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Felipe Anderson,BRA,"FW,MF",Palmeiras,31-185,1993,8.5,2,14,4,28.6,1.65,0.47,0.14,0.50,18.5,0,0,0,1.5,1.5,0.10,+0.5,+0.5
Kervin Andrade,VEN,MF,Fortaleza,19-187,2005,4.6,1,12,3,25.0,2.60,0.65,0.08,0.33,21.9,1,0,0,1.0,1.0,0.09,0.0,0.0
Rodrigo Andrade,BRA,"MF,FW",Vitória,27-135,1997,4.3,0,2,0,0.0,0.47,0.00,0.00,,21.0,0,0,0,0.3,0.3,0.13,-0.3,-0.3
André,BRA,MF,Fluminense,23-093,2001,11.9,0,3,0,0.0,0.25,0.00,0.00,,29.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
José Andrés Martínez,VEN,MF,Corinthians,30-071,1994,4.2,0,2,0,0.0,0.47,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Wilker Ángel,VEN,DF,Criciúma,31-213,1993,9.8,1,8,5,62.5,0.82,0.51,0.13,0.20,13.1,0,0,0,0.5,0.5,0.06,+0.5,+0.5
Anthoni,BRA,GK,Internacional,22-268,2002,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marcos Antônio,BRA,MF,São Paulo,24-126,2000,5.0,0,1,0,0.0,0.20,0.00,0.00,,25.9,0,0,0,0.0,0.0,0.04,0.0,0.0
Guilherme Arana,BRA,DF,Atlético Mineiro,27-186,1997,12.5,1,20,8,40.0,1.60,0.64,0.05,0.13,24.9,0,0,0,0.6,0.6,0.03,+0.4,+0.4
Charles Aránguiz,CHI,MF,Internacional,35-183,1989,3.2,0,3,2,66.7,0.94,0.63,0.00,0.00,16.6,0,0,0,0.4,0.4,0.15,-0.4,-0.4
Luiz Araújo,BRA,"FW,MF",Flamengo,28-137,1996,16.7,3,45,16,35.6,2.69,0.96,0.07,0.19,21.5,1,0,0,2.1,2.1,0.05,+0.9,+0.9
Matheus Araújo,BRA,MF,Corinthians,22-148,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Michel Araujo,URU,"DF,FW",São Paulo,28-019,1996,9.1,0,13,3,23.1,1.43,0.33,0.00,0.00,17.8,0,0,0,1.2,1.2,0.09,-1.2,-1.2
Alexander Aravena,CHI,"FW,MF",Grêmio,22-041,2002,3.5,2,6,3,50.0,1.72,0.86,0.33,0.67,15.8,0,0,0,1.0,1.0,0.17,+1.0,+1.0
Robert Arboleda,ECU,DF,São Paulo,32-361,1991,22.7,2,12,5,41.7,0.53,0.22,0.17,0.40,10.7,0,0,0,1.0,1.0,0.08,+1.0,+1.0
Lucas Arcanjo,BRA,GK,Vitória,26-070,1998,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matias Arezo,URU,"FW,MF",Grêmio,21-331,2002,0.8,0,4,2,50.0,4.80,2.40,0.00,0.00,19.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Jhon Arias,COL,FW,Fluminense,27-026,1997,17.9,4,38,15,39.5,2.12,0.84,0.11,0.27,17.9,2,0,0,2.9,2.9,0.08,+1.1,+1.1
Santiago Arias,COL,DF,Bahia,32-278,1992,17.2,0,8,2,25.0,0.46,0.12,0.00,0.00,15.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Arthur,BRA,FW,Cruzeiro,26-106,1998,14.1,2,30,13,43.3,2.12,0.92,0.07,0.15,19.3,1,0,0,1.6,1.6,0.05,+0.4,+0.4
Arthur,BRA,FW,Criciúma,32-124,1992,15.1,5,42,12,28.6,2.79,0.80,0.12,0.42,16.8,1,0,0,4.8,4.8,0.11,+0.2,+0.2
Arthur,BRA,FW,Corinthians,21-219,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Arthur,BRA,"FW,MF",Red Bull Bragantino,21-219,2003,1.1,0,1,0,0.0,0.89,0.00,0.00,,13.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Filipe Augusto,BRA,MF,Cuiabá,31-066,1993,4.3,0,4,2,50.0,0.92,0.46,0.00,0.00,22.3,1,0,0,0.3,0.3,0.07,-0.3,-0.3
Renato Augusto,BRA,"MF,FW",Fluminense,36-252,1988,3.5,1,3,1,33.3,0.85,0.28,0.33,1.00,26.2,0,0,0,0.4,0.4,0.15,+0.6,+0.6
Yarlen Augusto,BRA,MF,Botafogo (RJ),18-240,2006,0.9,0,1,0,0.0,1.14,0.00,0.00,,17.8,0,0,0,0.0,0.0,0.04,0.0,0.0
Pablo Baianinho,BRA,"MF,DF",Vitória,21-075,2003,0.3,0,2,0,0.0,6.21,0.00,0.00,,23.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Gabriel Baralhas,BRA,MF,Atl Goianiense,26-007,1998,19.6,1,37,13,35.1,1.89,0.66,0.03,0.08,22.7,0,0,0,2.0,2.0,0.05,-1.0,-1.0
Danilo Barbosa,BRA,MF,Botafogo (RJ),28-232,1996,12.7,3,13,5,38.5,1.02,0.39,0.23,0.60,18.5,0,0,0,1.3,1.3,0.10,+1.7,+1.7
Diogo Barbosa,BRA,DF,Fluminense,32-061,1992,12.6,0,3,0,0.0,0.24,0.00,0.00,,19.4,0,0,0,0.0,0.0,0.01,0.0,0.0
Gabriel Barbosa,BRA,"FW,MF",Flamengo,28-048,1996,5.3,2,11,5,45.5,2.06,0.94,0.09,0.20,18.1,0,1,1,3.0,2.2,0.20,-1.0,-1.2
Lucas Barbosa,BRA,FW,Juventude,23-238,2001,20.9,4,43,11,25.6,2.06,0.53,0.09,0.36,20.8,0,0,0,4.3,4.3,0.10,-0.3,-0.3
Alexander Barboza,ARG,DF,Botafogo (RJ),29-215,1995,15.6,0,15,3,20.0,0.96,0.19,0.00,0.00,18.5,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Mateo Barcia,URU,"MF,FW",Criciúma,23-241,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Álvaro Barreal,ARG,"MF,FW",Cruzeiro,24-061,2000,13.1,2,29,9,31.0,2.21,0.69,0.07,0.22,21.4,2,0,0,1.9,1.9,0.07,+0.1,+0.1
Barreto,BRA,MF,Criciúma,28-312,1995,19.5,2,16,6,37.5,0.82,0.31,0.13,0.33,20.1,0,0,0,2.4,2.4,0.17,-0.4,-0.4
Gabriel Barros,BRA,"FW,MF",Atl Goianiense,22-358,2001,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bastos,ANG,DF,Botafogo (RJ),33-204,1991,25.1,3,13,4,30.8,0.52,0.16,0.23,0.75,10.1,0,0,0,1.1,1.1,0.08,+1.9,+1.9
Rodrigo Battaglia,ARG,"DF,MF",Atlético Mineiro,33-097,1991,20.4,0,9,2,22.2,0.44,0.10,0.00,0.00,17.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
José Luis Rodríguez Bebanz,URU,DF,Vasco da Gama,27-217,1997,6.2,0,10,0,0.0,1.62,0.00,0.00,,26.3,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Muriel Becker,BRA,GK,Vitória,37-246,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ramiro Benetti,BRA,MF,Cruzeiro,31-148,1993,12.0,1,7,2,28.6,0.58,0.17,0.14,0.50,16.8,0,0,0,0.5,0.5,0.08,+0.5,+0.5
Bento,BRA,GK,Ath Paranaense,25-129,1999,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexandro Bernabei,ARG,DF,Internacional,24-023,2000,13.9,2,12,5,41.7,0.86,0.36,0.17,0.40,19.2,0,0,0,0.9,0.9,0.08,+1.1,+1.1
Facundo Bernal,URU,MF,Fluminense,21-057,2003,5.1,0,8,3,37.5,1.58,0.59,0.00,0.00,29.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Bernard,BRA,"MF,FW",Atlético Mineiro,32-039,1992,6.4,0,5,0,0.0,0.78,0.00,0.00,,22.0,1,0,0,0.4,0.4,0.08,-0.4,-0.4
Raul Bicalho,BRA,DF,Corinthians,25-176,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matheus Bidu,BRA,DF,Corinthians,25-166,1999,8.6,1,11,4,36.4,1.28,0.47,0.09,0.25,21.7,0,0,0,0.6,0.6,0.05,+0.4,+0.4
Biel,BRA,"FW,MF",Bahia,23-199,2001,7.7,4,22,8,36.4,2.87,1.04,0.18,0.50,17.0,0,0,0,3.8,3.8,0.17,+0.2,+0.2
Biro,BRA,"MF,DF",Corinthians,20-180,2004,0.2,0,2,0,0.0,11.25,0.00,0.00,,29.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Damián Bobadilla,PAR,MF,São Paulo,23-098,2001,11.3,1,15,2,13.3,1.33,0.18,0.07,0.50,22.7,0,0,0,0.9,0.9,0.06,+0.1,+0.1
Yannick Bolasie,COD,FW,Criciúma,35-146,1989,20.1,6,61,27,44.3,3.04,1.34,0.10,0.22,17.2,0,0,0,6.7,6.7,0.11,-0.7,-0.7
Thiago Borbas,URU,FW,Red Bull Bragantino,22-193,2002,10.6,2,19,9,47.4,1.79,0.85,0.11,0.22,14.9,0,0,0,2.0,2.0,0.11,0.0,0.0
Marllon Borges,BRA,DF,Cuiabá,32-184,1992,24.0,1,14,3,21.4,0.58,0.12,0.07,0.33,12.7,0,0,0,1.0,1.0,0.07,0.0,0.0
Pedro Borges,BRA,MF,Fortaleza,27-228,1997,12.9,0,5,2,40.0,0.39,0.16,0.00,0.00,28.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Rafael Borré,COL,FW,Internacional,29-032,1995,12.6,6,39,17,43.6,3.10,1.35,0.15,0.35,11.3,0,0,1,8.8,8.0,0.21,-2.8,-2.0
Danilo Boza,BRA,DF,Juventude,26-164,1998,22.5,2,19,8,42.1,0.84,0.36,0.11,0.25,11.9,0,0,0,1.5,1.5,0.08,+0.5,+0.5
Martin Braithwaite,DEN,FW,Grêmio,33-134,1991,7.9,5,21,7,33.3,2.65,0.88,0.24,0.71,11.6,0,0,0,3.6,3.6,0.17,+1.4,+1.4
Breno,BRA,FW,Fortaleza,28-267,1996,18.7,4,45,17,37.8,2.41,0.91,0.09,0.24,20.7,3,0,0,4.1,4.1,0.09,-0.1,-0.1
Breno,BRA,MF,Corinthians,19-240,2005,13.6,0,17,7,41.2,1.25,0.52,0.00,0.00,28.5,0,0,0,0.8,0.8,0.05,-0.8,-0.8
José Breno,BRA,MF,Vitória,20-133,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Emanuel Brítez,ARG,DF,Fortaleza,32-205,1992,22.0,0,19,3,15.8,0.86,0.14,0.00,0.00,19.0,0,0,0,1.0,1.0,0.05,-1.0,-1.0
Bruninho,BRA,"FW,MF",Red Bull Bragantino,21-217,2003,0.9,0,3,0,0.0,3.42,0.00,0.00,,19.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Fabrício Bruno,BRA,DF,Flamengo,28-248,1996,19.6,1,6,3,50.0,0.31,0.15,0.17,0.33,12.1,0,0,0,0.4,0.4,0.07,+0.6,+0.6
Fabricio Bustos,ARG,DF,Internacional,28-172,1996,9.6,1,8,1,12.5,0.83,0.10,0.13,1.00,18.6,0,0,0,0.7,0.7,0.09,+0.3,+0.3
Rafael Cabral,BRA,GK,Grêmio,34-150,1990,5.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cacá,BRA,DF,Corinthians,25-175,1999,22.8,3,20,5,25.0,0.88,0.22,0.15,0.60,13.8,0,0,0,3.4,3.4,0.17,-0.4,-0.4
Raúl Cáceres,PAR,DF,Vitória,33-029,1991,10.9,0,2,0,0.0,0.18,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Caetano,BRA,DF,Corinthians,25-115,1999,3.1,0,1,0,0.0,0.32,0.00,0.00,,7.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1
Jonathan Cafu,BRA,"FW,MF",Cuiabá,33-099,1991,13.5,1,13,7,53.8,0.96,0.52,0.08,0.14,13.2,0,0,0,2.2,2.2,0.17,-1.2,-1.2
Rodrigo Caio,BRA,DF,Grêmio,31-061,1993,2.2,0,1,0,0.0,0.46,0.00,0.00,,9.2,0,0,0,0.0,0.0,0.03,0.0,0.0
Caíque,BRA,GK,Grêmio,27-078,1997,3.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Calebe,BRA,"FW,MF",Fortaleza,24-170,2000,0.5,0,2,0,0.0,3.83,0.00,0.00,,25.9,1,0,0,0.2,0.2,0.08,-0.2,-0.2
Lucas Calegari,BRA,DF,Fluminense,22-233,2002,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jonathan Calleri,ARG,FW,São Paulo,31-024,1993,19.8,5,40,13,32.5,2.02,0.66,0.13,0.38,13.2,0,0,0,4.9,4.9,0.13,+0.1,+0.1
Patric Calmon PK,BRA,DF,Vitória,30-104,1994,5.5,0,4,1,25.0,0.73,0.18,0.00,0.00,20.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Gustavo Campanharo,BRA,MF,Atl Goianiense,32-196,1992,0.2,0,2,0,0.0,10.59,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Joel Campbell,CRC,"MF,FW",Atl Goianiense,32-113,1992,6.0,2,10,2,20.0,1.66,0.33,0.10,0.50,18.6,1,1,1,1.8,1.0,0.10,+0.2,0.0
Camutanga,BRA,DF,Vitória,31-020,1993,5.0,0,6,1,16.7,1.20,0.20,0.00,0.00,24.9,2,0,0,0.2,0.2,0.03,-0.2,-0.2
Yerson Candelo,COL,DF,Criciúma,32-236,1992,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Luan Cândido,BRA,DF,Red Bull Bragantino,23-258,2001,20.0,1,20,3,15.0,1.00,0.15,0.00,0.00,22.8,6,1,1,1.5,0.7,0.04,-0.5,-0.7
Germán Cano,ARG,FW,Fluminense,36-258,1988,13.9,2,36,18,50.0,2.59,1.29,0.06,0.11,16.8,0,0,0,4.8,4.8,0.13,-2.8,-2.8
Agustín Canobbio,URU,"FW,MF",Ath Paranaense,26-016,1998,11.7,4,32,14,43.8,2.75,1.20,0.13,0.29,17.0,0,0,0,3.1,3.1,0.10,+0.9,+0.9
Juninho Capixaba,BRA,"DF,MF",Red Bull Bragantino,27-103,1997,13.1,0,13,4,30.8,0.99,0.30,0.00,0.00,17.4,0,0,0,0.7,0.7,0.06,-0.7,-0.7
Felipe Carballo,URU,MF,Grêmio,28-013,1996,5.3,0,5,1,20.0,0.94,0.19,0.00,0.00,17.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Tomás Cardona,ARG,DF,Fortaleza,29-007,1995,15.0,0,6,2,33.3,0.40,0.13,0.00,0.00,12.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Edson Carioca,BRA,"FW,MF",Juventude,27-105,1997,3.9,1,9,3,33.3,2.31,0.77,0.11,0.33,19.1,0,0,0,1.2,1.2,0.14,-0.2,-0.2
Carlinhos,BRA,FW,Flamengo,27-248,1997,4.7,2,12,5,41.7,2.55,1.06,0.17,0.40,13.2,0,0,0,2.4,2.4,0.20,-0.4,-0.4
Antonio Carlos,BRA,DF,Fluminense,31-224,1993,12.0,0,5,1,20.0,0.42,0.08,0.00,0.00,9.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Jan Carlos Hurtado,VEN,FW,Atl Goianiense,24-226,2000,6.6,2,19,10,52.6,2.87,1.51,0.11,0.20,17.7,1,0,0,1.5,1.5,0.08,+0.5,+0.5
João Carlos,BRA,"MF,FW",Criciúma,23-118,2001,0.3,0,2,0,0.0,6.67,0.00,0.00,,23.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Jean Carlos Vicente,BRA,"MF,FW",Juventude,32-245,1992,10.0,4,26,8,30.8,2.61,0.80,0.15,0.50,26.9,8,0,0,1.6,1.6,0.06,+2.4,+2.4
André Carrillo,PER,MF,Corinthians,33-125,1991,1.8,0,2,0,0.0,1.12,0.00,0.00,,14.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Ronie Carrillo,ECU,FW,Juventude,28-039,1996,6.9,1,10,4,40.0,1.44,0.58,0.10,0.25,13.8,0,0,0,0.9,0.9,0.09,+0.1,+0.1
Gabriel Carvalho,BRA,"FW,MF",Internacional,17-061,2007,10.6,1,23,7,30.4,2.16,0.66,0.04,0.14,17.9,1,0,0,2.5,2.5,0.11,-1.5,-1.5
Cássio,BRA,GK,Cruzeiro,37-133,1987,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cássio,BRA,GK,Corinthians,37-133,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Iury de Castilho,BRA,"FW,MF",Vitória,29-041,1995,1.4,1,3,1,33.3,2.18,0.73,0.33,1.00,8.0,0,0,0,1.2,1.2,0.39,-0.2,-0.2
Erick Castillo,ECU,"FW,MF",Vitória,29-255,1995,3.0,1,3,1,33.3,0.99,0.33,0.33,1.00,11.3,0,0,0,0.7,0.7,0.24,+0.3,+0.3
Ivan Cavaleiro,POR,"FW,MF",Red Bull Bragantino,30-365,1993,0.6,0,2,1,50.0,3.46,1.73,0.00,0.00,21.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Murilo Cerqueira,BRA,DF,Palmeiras,27-204,1997,20.5,1,13,4,30.8,0.64,0.20,0.08,0.25,13.4,0,0,0,1.3,1.3,0.10,-0.3,-0.3
Reynaldo Cesar Moraes,BRA,DF,Vitória,27-288,1997,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christian,BRA,"MF,FW",Ath Paranaense,23-303,2000,14.8,1,20,5,25.0,1.35,0.34,0.05,0.20,15.6,0,0,0,1.4,1.4,0.07,-0.4,-0.4
Eliel Chrystian,BRA,"FW,MF",Cuiabá,21-265,2003,3.9,1,9,3,33.3,2.29,0.76,0.11,0.33,11.7,0,0,0,1.1,1.1,0.13,-0.1,-0.1
Chumbinho,BRA,"MF,FW",Red Bull Bragantino,21-025,2003,0.1,0,1,1,100.0,7.50,7.50,0.00,0.00,17.2,0,0,0,0.1,0.1,0.11,-0.1,-0.1
Cicinho,BUL,"DF,FW",Bahia,35-296,1988,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
José Cifuentes,ECU,MF,Cruzeiro,25-219,1999,0.8,0,2,0,0.0,2.61,0.00,0.00,,28.7,0,0,0,0.0,0.0,0.02,0.0,0.0
Claudinho,BRA,DF,Criciúma,24-023,2000,19.0,2,21,5,23.8,1.10,0.26,0.10,0.40,24.3,0,0,0,1.0,1.0,0.05,+1.0,+1.0
Mateus Claus,BRA,GK,Juventude,30-075,1994,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Clayson,BRA,"FW,MF",Cuiabá,29-212,1995,15.0,5,34,12,35.3,2.26,0.80,0.15,0.42,20.7,7,0,0,2.1,2.1,0.06,+2.9,+2.9
Clayton,BRA,DF,Internacional,24-196,2000,2.0,0,1,0,0.0,0.50,0.00,0.00,,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Clayton,BRA,FW,Vasco da Gama,25-280,1999,1.6,0,8,2,25.0,4.93,1.23,0.00,0.00,14.4,0,0,0,0.8,0.8,0.10,-0.8,-0.8
Cleiton,BRA,DF,Flamengo,21-175,2003,1.1,0,2,0,0.0,1.89,0.00,0.00,,22.6,0,0,0,0.0,0.0,0.02,0.0,0.0
Mateus Cocão,BRA,MF,Vasco da Gama,22-213,2002,16.5,2,14,6,42.9,0.85,0.36,0.14,0.33,22.9,0,0,0,0.6,0.6,0.04,+1.4,+1.4
Robert Conceição,BRA,"MF,DF",Atlético Mineiro,21-089,2003,0.2,0,2,1,50.0,8.18,4.09,0.00,0.00,18.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Igor Coronado,BRA,"MF,FW",Corinthians,32-060,1992,13.4,1,31,6,19.4,2.31,0.45,0.03,0.17,27.1,7,0,0,0.9,0.9,0.03,+0.1,+0.1
Diego Costa,ESP,FW,Grêmio,36-010,1988,3.2,1,7,2,28.6,2.16,0.62,0.14,0.50,14.2,1,0,0,0.7,0.7,0.11,+0.3,+0.3
Douglas Costa,BRA,FW,Fluminense,34-033,1990,3.2,0,4,3,75.0,1.23,0.92,0.00,0.00,29.0,1,0,0,0.1,0.1,0.03,-0.1,-0.1
Philippe Coutinho,BRA,MF,Vasco da Gama,32-127,1992,3.4,1,7,3,42.9,2.06,0.88,0.14,0.33,21.7,1,0,0,1.5,1.5,0.22,-0.5,-0.5
Franco Cristaldo,ARG,"MF,FW",Grêmio,28-063,1996,19.1,5,41,17,41.5,2.15,0.89,0.10,0.24,19.6,3,1,1,4.4,3.6,0.09,+0.6,+0.4
Alejo Cruz,URU,"MF,FW",Atl Goianiense,24-046,2000,16.1,1,13,3,23.1,0.81,0.19,0.00,0.00,24.7,4,1,1,1.6,0.8,0.06,-0.6,-0.8
Tomás Cuello,ARG,"FW,MF",Ath Paranaense,24-226,2000,13.0,1,36,11,30.6,2.78,0.85,0.03,0.09,24.3,1,0,0,1.7,1.7,0.05,-0.7,-0.7
Víctor Cuesta,ARG,DF,Bahia,35-333,1988,5.6,0,2,1,50.0,0.36,0.18,0.00,0.00,20.1,0,0,0,0.2,0.2,0.10,-0.2,-0.2
Cuiabano,BRA,DF,Grêmio,21-244,2003,1.8,0,1,0,0.0,0.55,0.00,0.00,,20.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Cuiabano,BRA,DF,Botafogo (RJ),21-244,2003,13.4,4,24,11,45.8,1.79,0.82,0.17,0.36,17.9,0,0,0,1.3,1.3,0.06,+2.7,+2.7
Lucas Cunha,BRA,DF,Red Bull Bragantino,27-268,1997,5.7,0,1,0,0.0,0.18,0.00,0.00,,29.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Matheus Cunha,BRA,GK,Flamengo,23-146,2001,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Danielzinho,BRA,"MF,FW",Atl Goianiense,28-280,1996,1.1,0,1,0,0.0,0.87,0.00,0.00,,30.1,0,0,0,0.0,0.0,0.02,0.0,0.0
David,BRA,FW,Vasco da Gama,29-000,1995,17.6,4,33,7,21.2,1.87,0.40,0.12,0.57,20.3,0,0,0,1.8,1.8,0.06,+2.2,+2.2
David,BRA,"MF,FW",Juventude,24-282,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Giorgian De Arrascaeta,URU,MF,Flamengo,30-138,1994,10.0,4,18,9,50.0,1.81,0.90,0.22,0.44,18.5,0,0,0,1.6,1.6,0.09,+2.4,+2.4
Nicolás De La Cruz,URU,MF,Flamengo,27-138,1997,9.5,2,18,7,38.9,1.89,0.74,0.11,0.29,26.1,5,0,0,1.6,1.6,0.09,+0.4,+0.4
Sergio Antonio De Luiz Junior,BRA,MF,Criciúma,29-194,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sergio Antonio De Luiz Junior,BRA,"FW,MF",Vasco da Gama,29-194,1995,0.5,0,1,1,100.0,2.20,2.20,0.00,0.00,13.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
