Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Manuel Pozo,ESP,FW,Valladolid,La Liga,20,2001,1,19,19,0.6,0.2,0,,0,1,19,2,0.00,1,1,0,0.00,+0.79,0.7,1.3,-0.6,-2.64,-1.95
Alejandro Pozo Pozo,ESP,DF,Almería,La Liga,23,1999,30,"1,880",63,55.0,20.9,20,83,14,10,22,3,1.33,27,26,+1,+0.05,+1.04,27.1,30.4,-3.3,-0.16,+0.65
Dennis Praet,BEL,"MF,FW",Leicester City,Premier League,28,1994,22,649,30,19.0,7.2,6,49,0,16,22,12,1.18,9,10,-1,-0.14,+0.38,9.4,11.7,-2.3,-0.31,+0.03
Mateusz Praszelik,POL,MF,Hellas Verona,Serie A,21,2000,0,,,,,0,,0,0,,8,,,,,,,,,,,
Abdón Prats,ESP,"FW,MF",Mallorca,La Liga,29,1992,26,416,16,12.2,4.6,2,55,0,24,13,12,1.31,6,7,-1,-0.22,-0.07,5.4,6.8,-1.5,-0.32,-0.03
Sanjin Prcić,BIH,MF,Strasbourg,Ligue 1,28,1993,29,"1,633",56,47.7,18.1,17,76,6,12,28,7,0.97,29,37,-8,-0.44,-0.44,20.4,34.3,-13.9,-0.77,-1.13
Isaac Price,NIR,MF,Everton,Premier League,18,2003,1,33,33,1.0,0.4,0,,0,1,33,2,0.00,1,0,+1,+2.73,+3.37,1.0,0.4,+0.6,+1.61,+2.16
Pau Prim,ESP,MF,Barcelona,La Liga,16,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Grischa Prömel,GER,MF,Hoffenheim,Bundesliga,27,1995,18,"1,454",81,47.5,16.2,17,84,12,1,30,0,1.39,26,20,+6,+0.37,+1.21,26.3,23.8,+2.5,+0.15,+0.47
Ivan Provedel,ITA,GK,Lazio,Serie A,28,1994,38,"3,413",90,99.8,37.9,37,90,37,1,83,0,1.95,60,30,+30,+0.79,+0.79,51.1,41.3,+9.8,+0.26,-0.45
Javi Puado,ESP,"FW,MF",Espanyol,La Liga,24,1998,37,"2,340",63,68.4,26.0,25,78,5,12,33,0,0.97,37,44,-7,-0.27,+0.56,35.8,42.3,-6.5,-0.25,+0.16
Mehdi Puch-Herrantz,FRA,MF,Ajaccio,Ligue 1,18,2004,4,47,12,1.4,0.5,0,,0,4,12,1,0.75,1,1,0,0.00,+1.36,0.3,0.8,-0.5,-0.90,-0.43
Tymoteusz Puchacz,POL,DF,Union Berlin,Bundesliga,23,1999,1,58,58,1.9,0.6,1,58,0,0,,2,3.00,0,1,-1,-1.55,-1.97,0.2,1.0,-0.8,-1.27,-1.15
Joan Puig,ESP,DF,Espanyol,La Liga,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Arnau Puigmal,ESP,"MF,FW",Almería,La Liga,21,2001,22,763,35,22.3,8.5,7,63,0,15,21,16,0.64,11,18,-7,-0.83,-0.52,9.4,15.8,-6.5,-0.76,-0.40
Christian Pulisic,USA,"FW,DF",Chelsea,Premier League,23,1998,24,821,34,24.0,9.1,8,64,0,16,19,5,1.13,12,11,+1,+0.11,+0.46,11.0,14.1,-3.0,-0.33,-0.33
Ignacio Pussetto,ARG,"MF,DF",Sampdoria,Serie A,26,1995,5,152,30,4.4,1.7,1,53,0,4,25,3,0.60,0,2,-2,-1.18,+0.06,0.7,3.5,-2.8,-1.64,-0.83
Niklas Pyyhtiä,FIN,MF,Bologna,Serie A,18,2003,6,110,18,3.2,1.2,0,,0,6,18,17,1.17,3,1,+2,+1.64,+1.58,2.1,0.9,+1.3,+1.04,+1.20
Fabio Quagliarella,ITA,FW,Sampdoria,Serie A,39,1983,23,800,35,23.4,8.9,7,73,0,16,18,10,0.39,6,21,-15,-1.69,-0.59,8.7,18.8,-10.0,-1.12,-0.36
Giacomo Quagliata,ITA,DF,Cremonese,Serie A,22,2000,20,699,35,20.4,7.8,6,70,1,14,20,13,0.65,6,17,-11,-1.42,-0.69,7.5,17.6,-10.1,-1.30,-0.73
Eduardo Quaresma,POR,DF,Hoffenheim,Bundesliga,20,2002,4,88,22,2.9,1.0,1,45,0,3,14,7,1.00,1,3,-2,-2.05,-1.83,1.7,1.3,+0.4,+0.37,+0.47
Joshua Quarshie,GER,MF,Hoffenheim,Bundesliga,18,2004,1,1,1,0.0,0.0,0,,0,1,1,1,0.00,0,0,0,0.00,+0.26,0.1,0.0,+0.1,+7.88,+7.98
Ghjuvanni Quilichini,FRA,GK,Ajaccio,Ligue 1,19,2002,1,82,82,2.4,0.9,0,,0,1,82,5,3.00,1,0,+1,+1.10,+2.50,0.5,0.6,0.0,-0.05,+0.43
Domingos Quina,POR,MF,Elche,La Liga,22,1999,10,275,28,8.0,3.1,2,73,1,8,16,3,0.30,2,8,-6,-1.96,-1.08,2.9,7.8,-4.9,-1.60,-0.80
Nacho Quintana,ESP,MF,Sevilla,La Liga,21,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
Rubén Quintanilla,ESP,DF,Mallorca,La Liga,20,2002,1,4,4,0.1,0.0,0,,0,1,4,1,0.00,0,0,0,0.00,+0.16,0.0,0.1,-0.1,-2.38,-2.09
Adrien Rabiot,FRA,MF,Juventus,Serie A,27,1995,32,"2,748",86,80.4,30.5,31,88,27,1,24,0,1.91,47,27,+20,+0.66,+0.25,44.6,30.2,+14.4,+0.47,+0.57
Uroš Račić,SRB,MF,Valencia,La Liga,24,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,
Nemanja Radonjić,SRB,"MF,FW",Torino,Serie A,26,1996,28,"1,461",52,42.7,16.2,16,77,4,12,20,2,1.18,18,18,0,0.00,-0.05,18.0,17.6,+0.4,+0.03,-0.04
Ivan Radovanović,SRB,"MF,DF",Salernitana,Serie A,33,1988,10,671,67,19.6,7.5,7,82,4,3,32,3,1.10,9,13,-4,-0.54,-0.21,7.5,13.0,-5.4,-0.73,+0.09
Ionuț Radu,ROU,GK,Cremonese,Serie A,25,1997,9,810,90,23.7,9.0,9,90,9,0,,0,0.33,7,19,-12,-1.33,-0.61,8.6,19.1,-10.5,-1.17,-0.59
Ionuț Radu,ROU,GK,Auxerre,Ligue 1,25,1997,17,"1,530",90,44.7,17.0,17,90,17,0,,0,1.06,16,20,-4,-0.24,+0.91,20.3,24.6,-4.3,-0.25,+0.30
Ștefan Radu,ROU,FW,Lazio,Serie A,35,1986,1,1,1,0.0,0.0,0,,0,1,1,31,3.00,1,0,+1,+90.00,+89.24,0.0,0.0,0.0,-3.86,-4.12
Francesco Raffaelli,ITA,GK,Bologna,Serie A,17,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,
Abdellah Raihani,MAR,FW,Atlético Madrid,La Liga,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Antonio Raillo,ESP,DF,Mallorca,La Liga,30,1991,31,"2,766",89,80.9,30.7,31,89,30,0,,0,1.32,31,31,0,0.00,+0.83,29.8,32.3,-2.5,-0.08,+1.17
Antonio Raimondo,ITA,FW,Bologna,Serie A,18,2004,2,15,8,0.4,0.2,0,,0,2,8,6,3.00,1,0,+1,+6.00,+5.92,0.2,0.0,+0.2,+1.22,+1.35
Predrag Rajković,SRB,GK,Mallorca,La Liga,26,1995,36,"3,240",90,94.7,36.0,36,90,36,0,,2,1.31,34,40,-6,-0.17,-0.17,32.9,41.7,-8.8,-0.25,+0.95
Ivan Rakitić,CRO,MF,Sevilla,La Liga,34,1988,31,"1,788",58,52.3,19.9,21,74,10,10,24,5,1.42,23,25,-2,-0.10,+0.18,25.5,30.2,-4.7,-0.24,-0.06
Diant Ramaj,GER,GK,Eint Frankfurt,Bundesliga,20,2001,1,90,90,2.9,1.0,1,90,1,0,,33,1.00,1,1,0,0.00,-0.18,0.2,1.9,-1.8,-1.76,-2.08
Largie Ramazani,BEL,"FW,MF",Almería,La Liga,21,2001,33,"1,403",43,41.0,15.6,13,74,2,20,22,4,1.03,14,31,-17,-1.09,-1.14,18.8,31.3,-12.5,-0.80,-0.60
Simon Ramet,FRA,DF,Lille,Ligue 1,19,2003,1,1,1,0.0,0.0,0,,0,1,1,10,3.00,1,0,+1,+90.00,+89.47,0.1,0.5,-0.3,-27.47,-28.22
Adil Rami,FRA,DF,Troyes,Ligue 1,36,1985,20,"1,596",80,46.7,17.7,18,84,12,2,45,6,0.45,14,33,-19,-1.07,-0.23,15.4,40.3,-24.9,-1.40,-0.71
Pablo Ramírez,ESP,DF,Getafe,La Liga,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Yoel Ramírez,ESP,GK,Osasuna,La Liga,20,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
Chris Ramos,ESP,FW,Cádiz,La Liga,25,1997,15,710,47,20.8,7.9,7,77,3,8,21,2,1.07,6,10,-4,-0.51,+0.12,13.0,12.7,+0.2,+0.03,+0.71
Dario Ramos,ESP,GK,Osasuna,La Liga,22,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Sergio Ramos,ESP,DF,Paris S-G,Ligue 1,36,1986,33,"2,704",82,79.1,30.0,31,85,26,2,37,0,2.30,72,32,+40,+1.33,+0.20,59.5,38.7,+20.8,+0.69,-0.46
Calvin Ramsay,SCO,DF,Liverpool,Premier League,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Aaron Ramsdale,ENG,GK,Arsenal,Premier League,24,1998,38,"3,420",90,100.0,38.0,38,90,38,0,,0,2.21,88,43,+45,+1.18,,71.6,42.0,+29.6,+0.78,
Aaron Ramsey,WAL,MF,Nice,Ligue 1,31,1990,27,"1,584",59,46.3,17.6,18,74,6,9,27,0,1.59,25,10,+15,+0.85,+1.05,28.2,17.2,+11.0,+0.63,+0.55
Jacob Ramsey,ENG,"MF,FW",Aston Villa,Premier League,21,2001,35,"2,636",75,77.1,29.3,31,82,16,4,26,0,1.63,40,33,+7,+0.24,+0.47,38.9,40.7,-1.9,-0.06,-0.02
Darren Randolph,IRL,GK,Bournemouth,Premier League,35,1987,0,,,,,0,,0,0,,3,,,,,,,,,,,
Darren Randolph,IRL,GK,West Ham,Premier League,35,1987,0,,,,,0,,0,0,,8,,,,,,,,,,,
Luca Ranieri,ITA,DF,Fiorentina,Serie A,23,1999,9,508,56,14.9,5.6,5,89,4,4,16,27,2.00,14,5,+9,+1.59,+1.56,8.6,5.0,+3.6,+0.63,+0.38
Andrea Ranocchia,ITA,DF,Monza,Serie A,34,1988,1,47,47,1.4,0.5,1,47,0,0,,1,0.00,0,2,-2,-3.83,-3.78,0.1,1.0,-0.9,-1.82,-1.70
Filippo Ranocchia,ITA,MF,Monza,Serie A,21,2001,14,530,38,15.5,5.9,5,63,1,9,24,20,1.29,6,9,-3,-0.51,-0.48,6.3,7.8,-1.5,-0.25,-0.13
Lilian Raolisoa,FRA,"DF,MF",Angers,Ligue 1,22,2000,7,173,25,5.1,1.9,0,,0,7,25,4,0.57,2,4,-2,-1.04,+0.23,1.9,3.0,-1.1,-0.57,-0.02
Raphinha,BRA,FW,Barcelona,La Liga,25,1996,36,"2,072",58,60.6,23.0,25,72,2,11,24,1,2.28,34,9,+25,+1.09,-0.58,44.9,18.1,+26.8,+1.16,+0.13
Nicolai Rapp,GER,"MF,DF",Werder Bremen,Bundesliga,25,1996,7,71,10,2.3,0.8,0,,0,7,10,4,1.29,3,1,+2,+2.54,+2.99,2.0,1.2,+0.7,+0.92,+1.30
Elba Rashani,KVX,"MF,FW",Clermont Foot,Ligue 1,29,1993,32,"2,162",68,63.2,24.0,26,78,7,6,24,0,1.66,33,31,+2,+0.08,+0.51,32.7,32.8,0.0,0.00,+0.76
Marcus Rashford,ENG,FW,Manchester Utd,Premier League,24,1997,35,"2,879",82,84.2,32.0,32,86,19,3,42,0,1.89,48,39,+9,+0.28,-0.72,53.7,43.8,+9.9,+0.31,-0.91
Giacomo Raspadori,ITA,FW,Sassuolo,Serie A,22,2000,1,45,45,1.3,0.5,0,,0,1,45,0,0.00,0,1,-1,-2.00,-1.65,0.4,0.9,-0.5,-1.00,-1.06
Giacomo Raspadori,ITA,"FW,MF",Napoli,Serie A,22,2000,25,911,36,26.6,10.1,10,62,1,15,19,7,2.24,17,8,+9,+0.89,-0.55,16.5,8.7,+7.8,+0.77,-0.13
Rafael Ratão,BRA,"FW,MF",Toulouse,Ligue 1,26,1995,30,"1,851",62,54.1,20.6,25,68,1,5,30,1,1.30,34,33,+1,+0.05,+0.45,31.5,28.7,+2.8,+0.14,+0.55
David Raum,GER,"DF,MF",RB Leipzig,Bundesliga,24,1998,28,"1,685",60,55.1,18.7,19,81,9,9,17,5,1.89,37,21,+16,+0.85,+0.40,33.9,20.9,+13.0,+0.69,-0.12
Federico Ravaglia,ITA,GK,Bologna,Serie A,22,1999,0,,,,,0,,0,0,,20,,,,,,,,,,,
Nicola Ravaglia,ITA,GK,Sampdoria,Serie A,33,1988,9,810,90,23.7,9.0,9,90,9,0,,20,0.33,6,23,-17,-1.89,-0.85,7.9,19.5,-11.6,-1.29,-0.58
Luca Ravanelli,ITA,DF,Cremonese,Serie A,25,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
Manuel Ravasio,ITA,GK,Hellas Verona,Serie A,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Rayan Raveloson,MAD,"DF,MF",Auxerre,Ligue 1,25,1997,34,"2,431",72,71.1,27.0,27,88,23,7,10,2,1.00,22,40,-18,-0.67,+0.24,30.7,44.4,-13.7,-0.51,-0.31
David Raya,ESP,GK,Brentford,Premier League,26,1995,38,"3,420",90,100.0,38.0,38,90,38,0,,0,1.55,58,46,+12,+0.32,,56.3,48.8,+7.5,+0.20,
Tim Ream,USA,DF,Fulham,Premier League,34,1987,33,"2,897",88,84.7,32.2,33,88,31,0,,0,1.36,45,44,+1,+0.03,-0.14,38.7,52.6,-14.0,-0.43,+0.16
Ante Rebić,CRO,"FW,MF",Milan,Serie A,28,1993,23,980,43,28.7,10.9,10,72,2,13,20,5,1.74,17,11,+6,+0.55,0.00,15.4,13.0,+2.4,+0.22,-0.35
Arkadiusz Reca,POL,DF,Spezia,Serie A,27,1995,30,"2,173",72,63.5,24.1,24,83,17,6,30,1,0.71,21,38,-17,-0.70,+0.31,25.5,35.3,-9.8,-0.41,+0.18
Nathan Redmond,ENG,DF,Southampton,Premier League,28,1994,1,1,1,0.0,0.0,0,,0,1,1,0,0.00,0,0,0,0.00,+0.97,0.0,0.0,0.0,-1.89,-1.29
Harrison Reed,ENG,MF,Fulham,Premier League,27,1995,37,"2,866",77,83.8,31.8,35,81,17,2,23,0,1.41,48,44,+4,+0.13,+0.45,38.6,52.1,-13.5,-0.42,+0.22
Iacopo Regonesi,ITA,DF,Atalanta,Serie A,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Sergio Reguilón,ESP,DF,Atlético Madrid,La Liga,25,1996,11,309,28,9.0,3.4,2,76,0,9,17,10,1.36,5,2,+3,+0.87,-0.11,7.2,3.7,+3.5,+1.02,+0.52
Leon Reichardt,GER,DF,Stuttgart,Bundesliga,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Bobby Reid,JAM,"FW,DF",Fulham,Premier League,29,1993,36,"2,475",69,72.4,27.5,29,80,11,7,23,1,1.44,36,40,-4,-0.15,-0.72,31.4,45.3,-14.0,-0.51,-0.18
Pepe Reina,ESP,GK,Villarreal,La Liga,39,1982,22,"1,980",90,57.9,22.0,22,90,22,0,,12,1.91,42,27,+15,+0.68,+0.43,42.1,33.0,+9.1,+0.41,+0.24
Jeff Reine-Adélaïde,FRA,MF,Troyes,Ligue 1,24,1998,6,233,39,6.8,2.6,3,62,0,3,15,4,0.17,2,7,-5,-1.93,-1.06,2.8,5.9,-3.0,-1.17,-0.16
Jeff Reine-Adélaïde,FRA,MF,Lyon,Ligue 1,24,1998,14,336,24,9.8,3.7,1,45,0,13,22,3,1.07,6,6,0,0.00,-0.53,6.7,5.6,+1.1,+0.30,+0.05
Reinier,BRA,"MF,FW",Girona,La Liga,20,2002,18,647,36,18.9,7.2,5,72,1,13,22,3,1.37,8,9,-1,-0.14,-0.27,7.4,11.3,-3.9,-0.54,-0.53
Rocco Reitz,GER,MF,Gladbach,Bundesliga,20,2002,1,3,3,0.1,0.0,0,,0,1,3,12,0.00,0,0,0,0.00,+0.09,0.0,0.0,0.0,0.00,+0.04
Karim Rekik,NED,DF,Sevilla,La Liga,27,1994,16,"1,181",74,34.5,13.1,15,77,10,1,24,7,1.38,18,16,+2,+0.15,+0.51,17.5,15.2,+2.3,+0.18,+0.59
Álex Remiro,ESP,GK,Real Sociedad,La Liga,27,1995,38,"3,420",90,100.0,38.0,38,90,38,0,,0,1.87,51,35,+16,+0.42,,52.9,33.0,+19.8,+0.52,
Alessandro Renzi,ITA,MF,Empoli,Serie A,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Panagiotis Retsos,GRE,DF,Hellas Verona,Serie A,23,1998,2,122,61,3.6,1.4,1,90,1,1,32,1,0.50,1,3,-2,-1.48,-0.77,2.0,1.5,+0.5,+0.37,+0.76
Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,33,1989,25,"1,353",54,44.2,15.0,14,77,5,11,25,0,2.28,32,19,+13,+0.86,-0.51,29.4,17.1,+12.4,+0.82,0.00
Seb Revan,ENG,DF,Aston Villa,Premier League,19,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,
Alejandro Revuelta Montero,ESP,DF,Getafe,La Liga,22,2000,1,1,1,0.0,0.0,0,,0,1,1,5,3.00,0,0,0,0.00,+0.29,0.0,0.0,0.0,-3.98,-3.74
Elvis Rexhbeçaj,KVX,MF,Augsburg,Bundesliga,24,1997,31,"2,524",81,82.5,28.0,30,83,17,1,45,0,1.00,34,47,-13,-0.46,+0.88,27.4,47.7,-20.3,-0.72,-0.12
Gio Reyna,USA,"FW,MF",Dortmund,Bundesliga,19,2002,22,625,28,20.4,6.9,4,61,0,18,21,6,1.95,21,13,+8,+1.15,+0.01,16.4,11.8,+4.6,+0.66,-0.20
Chadi Riad,MAR,MF,Barcelona,La Liga,19,2003,1,2,2,0.1,0.0,0,,0,1,2,3,3.00,0,0,0,0.00,-1.32,0.0,0.1,0.0,-1.53,-2.65
Nico Ribaudo,ESP,"MF,FW",Espanyol,La Liga,21,2001,32,"1,248",39,36.5,13.9,16,64,2,16,14,6,0.91,23,28,-5,-0.36,+0.14,19.0,25.1,-6.0,-0.43,-0.21
Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,22,1999,21,"1,612",77,47.1,17.9,16,89,15,5,38,15,1.76,31,25,+6,+0.33,-0.41,33.0,19.4,+13.6,+0.76,+0.03
Tiago Ribeiro,POR,MF,Valencia,La Liga,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Franck Ribéry,FRA,MF,Salernitana,Serie A,39,1983,1,37,37,1.1,0.4,0,,0,1,37,0,0.00,0,0,0,0.00,+0.37,0.2,0.8,-0.7,-1.61,-0.82
Samuele Ricci,ITA,MF,Torino,Serie A,20,2001,28,"2,070",74,60.5,23.0,23,84,15,5,28,3,1.54,28,22,+6,+0.26,+0.59,24.3,23.5,+0.8,+0.04,-0.03
Alessandro Riccio,ITA,DF,Juventus,Serie A,20,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Declan Rice,ENG,MF,West Ham,Premier League,23,1999,37,"3,273",88,95.7,36.4,36,90,36,1,33,0,1.08,42,50,-8,-0.22,+2.84,48.7,48.6,+0.1,0.00,+2.41
Chris Richards,USA,DF,Crystal Palace,Premier League,22,2000,9,447,50,13.1,5.0,4,90,4,5,17,18,0.78,2,11,-9,-1.81,-1.81,3.6,10.7,-7.1,-1.44,-1.39
Richarlison,BRA,"MF,FW",Tottenham,Premier League,25,1997,27,"1,010",37,29.5,11.2,12,65,1,15,15,2,1.59,22,18,+4,+0.36,+0.24,18.2,15.3,+2.9,+0.25,+0.08
Marco Richter,GER,"MF,FW",Hertha BSC,Bundesliga,24,1997,29,"1,836",63,60.0,20.4,21,78,7,8,26,1,0.93,30,51,-21,-1.03,-0.59,24.7,38.7,-14.0,-0.69,-0.21
Diego Rico,ESP,DF,Real Sociedad,La Liga,29,1993,20,"1,646",82,48.1,18.3,18,85,15,2,54,11,1.90,25,14,+11,+0.60,+0.35,24.2,15.2,+9.0,+0.49,-0.06
Sergio Rico,ESP,GK,Paris S-G,Ligue 1,28,1993,0,,,,,0,,0,0,,25,,,,,,,,,,,
Jaïro Riedewald,NED,"DF,MF",Crystal Palace,Premier League,25,1996,6,64,11,1.9,0.7,0,,0,6,11,24,1.83,0,0,0,0.00,+0.24,0.5,0.9,-0.4,-0.57,-0.34
Manuel Riemann,GER,GK,Bochum,Bundesliga,33,1988,34,"3,060",90,100.0,34.0,34,90,34,0,,0,1.03,40,72,-32,-0.94,,40.0,65.7,-25.7,-0.76,
Lasse Rieß,GER,GK,Mainz 05,Bundesliga,21,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,
Tomás Rincón,VEN,MF,Sampdoria,Serie A,34,1988,34,"2,555",75,74.7,28.4,30,81,17,4,31,2,0.47,18,56,-38,-1.34,-0.40,24.9,48.9,-23.9,-0.84,+0.01
Rémy Riou,FRA,GK,Lyon,Ligue 1,34,1987,7,601,86,17.6,6.7,6,90,6,1,61,31,1.86,11,8,+3,+0.45,-0.03,11.1,8.6,+2.5,+0.38,+0.16
Renaud Ripart,FRA,"FW,MF",Troyes,Ligue 1,29,1993,26,"1,320",51,38.6,14.7,15,72,4,11,22,2,0.73,19,28,-9,-0.61,+0.54,15.8,24.1,-8.3,-0.57,+0.75
Rodrigo Riquelme,ESP,"MF,FW",Girona,La Liga,22,2000,34,"2,179",64,63.7,24.2,25,77,6,9,28,1,1.32,37,41,-4,-0.17,-0.67,31.1,39.3,-8.3,-0.34,-0.63
Robin Risser,FRA,GK,Strasbourg,Ligue 1,17,2004,0,,,,,0,,0,0,,27,,,,,,,,,,,
Matt Ritchie,SCO,"FW,MF",Newcastle Utd,Premier League,32,1989,7,39,6,1.1,0.4,0,,0,7,6,18,2.29,1,0,+1,+2.31,+1.40,1.9,0.7,+1.2,+2.78,+1.95
Gorka Rivera Alonso,ESP,DF,Getafe,La Liga,17,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Sergi Roberto,ESP,"DF,MF",Barcelona,La Liga,30,1992,23,"1,308",57,38.2,14.5,15,73,5,8,27,6,2.13,24,10,+14,+0.96,-0.57,25.0,11.8,+13.2,+0.91,-0.32
Lucas Robertone,ARG,MF,Almería,La Liga,25,1997,37,"2,843",77,83.1,31.6,34,81,12,3,33,0,1.11,44,47,-3,-0.09,+1.93,37.3,47.7,-10.3,-0.33,+0.72
Alexander Robertson,AUS,MF,Manchester City,Premier League,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Andrew Robertson,SCO,DF,Liverpool,Premier League,28,1994,34,"2,583",76,75.5,28.7,29,84,19,5,27,1,1.82,58,34,+24,+0.84,+0.41,54.9,36.3,+18.5,+0.65,+0.41
Jordan Robinand,FRA,MF,Strasbourg,Ligue 1,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Antonee Robinson,USA,DF,Fulham,Premier League,24,1997,35,"3,088",88,90.3,34.3,35,88,34,0,,0,1.40,50,44,+6,+0.17,+1.26,43.1,54.2,-11.1,-0.32,+1.41
Charlie Robinson,ENG,DF,Fulham,Premier League,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Joel Robles,ESP,GK,Leeds United,Premier League,32,1990,4,360,90,10.5,4.0,4,90,4,0,,23,0.25,5,11,-6,-1.50,-0.79,4.6,9.2,-4.6,-1.15,-0.70
Joel Roca,ESP,"MF,FW",Girona,La Liga,17,2005,5,84,17,2.5,0.9,0,,0,5,17,15,0.20,0,0,0,0.00,-0.08,1.2,1.0,+0.2,+0.22,+0.34
Marc Roca,ESP,MF,Leeds United,Premier League,25,1996,32,"2,315",72,67.7,25.7,29,78,12,3,19,3,0.91,33,60,-27,-1.05,-0.81,31.4,48.1,-16.7,-0.65,-0.40
Enzo Roco,CHI,DF,Elche,La Liga,29,1992,22,"1,652",75,48.3,18.4,19,80,11,3,42,12,0.59,16,36,-20,-1.09,-0.22,18.4,36.4,-18.1,-0.98,-0.25
Marek Rodák,SVK,GK,Fulham,Premier League,25,1996,2,180,90,5.3,2.0,2,90,2,0,,36,1.00,2,2,0,0.00,-0.06,2.7,2.1,+0.6,+0.30,+0.80
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,31,1990,27,"1,414",52,46.2,15.7,19,64,1,8,24,1,1.48,27,29,-2,-0.13,-0.56,20.9,19.9,+1.0,+0.06,-0.36
Kaden Rodney,ENG,DF,Crystal Palace,Premier League,17,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Joe Rodon,WAL,DF,Rennes,Ligue 1,24,1997,16,"1,417",89,41.4,15.7,16,89,14,0,,17,1.69,32,17,+15,+0.95,+0.28,25.4,17.5,+7.9,+0.50,+0.08
Rodri,ESP,MF,Manchester City,Premier League,26,1996,36,"2,911",81,85.1,32.3,34,85,23,2,7,1,2.39,83,26,+57,+1.76,+1.06,67.4,24.4,+43.0,+1.33,+0.71
Rodri,ESP,"FW,MF",Betis,La Liga,22,2000,30,"1,601",53,46.8,17.8,19,68,3,11,28,7,1.63,20,15,+5,+0.28,+0.28,21.9,22.7,-0.8,-0.04,-0.15
Rodrigo,ESP,"FW,MF",Leeds United,Premier League,31,1991,31,"1,935",62,56.6,21.5,23,74,7,8,28,0,0.87,28,43,-15,-0.70,+0.21,26.4,37.4,-11.1,-0.51,+0.01
Alex Rodríguez,ESP,DF,Getafe,La Liga,20,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Álvaro Rodríguez,URU,FW,Real Madrid,La Liga,18,2004,6,79,13,2.3,0.9,0,,0,6,13,3,1.83,4,2,+2,+2.28,+1.28,2.1,0.3,+1.8,+2.01,+1.07
Ángel Rodríguez,ESP,"FW,MF",Mallorca,La Liga,35,1987,17,394,23,11.5,4.4,2,66,0,15,18,17,0.78,5,5,0,0.00,+0.18,6.3,6.2,+0.1,+0.03,+0.36
Óscar Rodríguez Arnaiz,ESP,MF,Celta Vigo,La Liga,24,1998,33,"1,775",54,51.9,19.7,19,78,10,14,20,3,1.18,25,31,-6,-0.30,-0.09,19.8,25.3,-5.5,-0.28,-0.42
Dani Rodríguez,ESP,MF,Mallorca,La Liga,34,1988,35,"2,100",60,61.4,23.3,26,73,3,9,24,0,1.23,23,26,-3,-0.13,+0.08,19.5,31.6,-12.1,-0.52,-0.58
Daniel Rodriguez,ESP,MF,Barcelona,La Liga,16,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Guido Rodríguez,ARG,MF,Betis,La Liga,28,1994,34,"2,872",84,84.0,31.9,33,86,27,1,45,1,1.56,38,32,+6,+0.19,+0.35,41.4,41.2,+0.1,0.00,-0.19
Miguel Rodríguez,ESP,"MF,FW",Celta Vigo,La Liga,19,2003,7,252,36,7.4,2.8,3,53,0,4,23,13,0.71,5,4,+1,+0.36,+0.67,1.8,3.6,-1.8,-0.64,-0.61
Pablo Rodríguez,ESP,"FW,MF",Lecce,Serie A,20,2001,4,54,14,1.6,0.6,0,,0,4,14,14,0.25,0,0,0,0.00,+0.35,0.6,0.8,-0.1,-0.21,-0.05
Ricardo Rodríguez,SUI,DF,Torino,Serie A,29,1992,35,"2,670",76,78.1,29.7,30,85,21,5,27,2,1.34,33,31,+2,+0.07,+0.19,32.2,29.9,+2.3,+0.08,+0.14
