Player,Nation,Pos,Squad,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Matheus Araújo,BRA,"MF,FW",Corinthians,20,2002,6.5,12,7,3,4,5,4,18,22.2,14,12,3,9,9,21,6,0
Michel Araujo,URU,"FW,MF",São Paulo,26,1996,19.6,37,25,15,18,4,20,48,41.7,28,28,2,26,11,48,19,1
Robert Arboleda,ECU,DF,São Paulo,31,1991,19.1,32,21,20,11,1,19,23,82.6,4,31,25,6,13,45,71,2
Jhon Arias,COL,"FW,MF",Fluminense,25,1997,26.5,54,31,25,21,8,25,60,41.7,35,47,2,45,9,63,18,1
Luciano Arriagada,CHI,"FW,MF",Ath Paranaense,20,2002,2.1,2,1,1,0,1,2,4,50.0,2,0,0,0,0,2,1,0
Arthur,BRA,"FW,MF",Cruzeiro,24,1998,15.0,9,7,5,4,0,3,9,33.3,6,17,0,17,5,14,3,0
Arthur,BRA,DF,América (MG),19,2003,1.0,2,1,0,2,0,0,0,,0,0,0,0,1,3,1,0
Arthur,BRA,"DF,FW",Fluminense,18,2004,0.2,2,1,1,0,1,2,2,100.0,0,0,0,0,0,2,0,0
Artur,BRA,FW,Palmeiras,24,1998,21.1,19,10,10,6,3,10,36,27.8,26,22,0,22,7,26,14,0
Eduard Atuesta,COL,MF,Palmeiras,25,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Felipe Augusto,BRA,"FW,MF",Corinthians,18,2004,3.6,5,2,3,2,0,2,10,20.0,8,10,2,8,1,6,2,0
Filipe Augusto,BRA,MF,Cuiabá,29,1993,11.8,26,15,13,10,3,15,36,41.7,21,18,11,7,7,33,24,0
Renato Augusto,BRA,MF,Corinthians,34,1988,14.2,17,8,5,10,2,3,11,27.3,8,7,2,5,8,25,10,0
Danilo Avelar,BRA,DF,América (MG),33,1989,22.0,35,22,15,18,2,17,31,54.8,14,20,10,10,35,70,73,0
Felipe Azevedo,BRA,"FW,MF",América (MG),36,1987,19.4,17,10,7,5,5,11,26,42.3,15,16,3,13,10,27,17,0
Matheus Babi,BRA,FW,Goiás,25,1997,9.8,7,4,1,4,2,4,11,36.4,7,6,1,5,1,8,10,0
Matheus Bahia,BRA,"DF,MF",Bahia,23,1999,5.8,16,9,8,5,3,7,18,38.9,11,7,0,7,10,26,15,0
Fabián Balbuena,PAR,DF,Corinthians,31,1991,1.0,1,0,1,0,0,1,1,100.0,0,0,0,0,3,4,5,1
Robson Bambu,BRA,DF,Vasco da Gama,25,1997,14.2,21,13,15,5,1,13,28,46.4,15,27,16,11,12,33,70,1
Gabriel Baralhas,BRA,MF,Internacional,24,1998,2.6,7,5,3,4,0,5,8,62.5,3,4,1,3,5,12,2,0
Danilo Barbosa,BRA,"MF,DF",Botafogo (RJ),26,1996,11.2,18,9,10,5,3,5,12,41.7,7,16,7,9,16,34,37,0
Diogo Barbosa,BRA,DF,Fluminense,30,1992,12.4,16,11,7,7,2,8,20,40.0,12,5,1,4,10,26,28,0
Diogo Barbosa,BRA,DF,Grêmio,30,1992,4.3,4,4,1,3,0,3,9,33.3,6,5,3,2,5,9,14,0
Gabriel Barbosa,BRA,FW,Flamengo,26,1996,17.1,3,1,1,1,1,1,14,7.1,13,1,0,1,2,5,0,0
Lucas Barbosa,BRA,"FW,MF",Santos,21,2001,1.1,12,5,3,9,0,6,11,54.5,5,8,3,5,2,14,3,0
Lucas Barbosa,BRA,"MF,FW",Coritiba,21,2001,1.1,4,2,1,2,1,1,2,50.0,1,2,0,2,2,6,3,0
Chrystian Barletta,BRA,"FW,MF",Corinthians,21,2001,1.4,7,3,1,4,2,4,6,66.7,2,3,1,2,1,8,1,0
Cauan Barros,BRA,MF,Vasco da Gama,18,2004,2.6,6,3,0,5,1,4,12,33.3,8,3,0,3,1,7,9,0
Gabriel Barros,BRA,"FW,MF",Internacional,21,2001,2.0,2,1,1,1,0,0,0,,0,0,0,0,2,4,2,0
Bastos,ANG,DF,Botafogo (RJ),31,1991,1.3,4,2,1,2,1,2,3,66.7,1,4,1,3,0,4,4,0
Fellipe Bastos,BRA,MF,Goiás,32,1990,0.4,1,0,1,0,0,1,1,100.0,0,1,1,0,1,2,0,0
Diogo Batista,BRA,"DF,MF",Coritiba,19,2003,5.9,13,5,8,2,3,8,17,47.1,9,10,2,8,2,15,19,0
Rodrigo Battaglia,ARG,MF,Atlético Mineiro,31,1991,19.2,39,29,15,22,2,20,37,54.1,17,21,9,12,12,51,22,1
José Luis Rodríguez Bebanz,URU,DF,Vasco da Gama,25,1997,22.2,49,31,29,17,3,25,56,44.6,31,24,8,16,30,79,56,2
Matheus Belém,BRA,DF,São Paulo,19,2003,1.9,0,0,0,0,0,0,1,0.0,1,2,2,0,2,2,5,0
Lucas Belezi,BRA,DF,Ath Paranaense,19,2003,0.5,1,1,1,0,0,1,1,100.0,0,2,1,1,0,1,0,0
Ramiro Benetti,BRA,MF,Cruzeiro,29,1993,4.5,7,6,1,5,1,1,7,14.3,6,4,1,3,1,8,1,0
Martín Benítez,ARG,"MF,FW",América (MG),28,1994,12.4,11,7,5,3,3,4,14,28.6,10,7,0,7,6,17,3,0
Bento,BRA,GK,Ath Paranaense,23,1999,33.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,18,1
Lucas Beraldo,BRA,DF,São Paulo,19,2003,24.0,28,21,19,8,1,18,27,66.7,9,36,23,13,24,52,89,2
Lucas Besozzi,ARG,"FW,MF",Grêmio,20,2003,4.4,5,2,4,1,0,3,5,60.0,2,3,0,3,5,10,1,0
Matheus Bianqui,BRA,MF,Coritiba,25,1998,15.8,44,25,11,30,3,17,36,47.2,19,34,10,24,20,64,33,0
Raul Bicalho,BRA,DF,Bahia,23,1999,3.6,6,1,5,1,0,4,5,80.0,1,3,3,0,1,7,13,0
Matheus Bidu,BRA,DF,Corinthians,23,1999,18.4,27,20,18,6,3,13,22,59.1,9,24,6,18,32,59,56,0
Biel,BRA,"FW,MF",Bahia,21,2001,15.1,17,11,5,10,2,5,23,21.7,18,17,3,14,14,31,8,0
Rafael Bilu,BRA,FW,Cruzeiro,23,1999,1.0,2,0,0,1,1,0,0,,0,3,0,3,1,3,0,0
Biro,BRA,"FW,MF",Corinthians,18,2004,6.4,8,4,5,2,1,3,17,17.6,14,12,0,12,3,11,2,0
Bitelo,BRA,"MF,FW",Grêmio,23,2000,17.2,29,21,14,11,4,15,39,38.5,24,26,6,20,20,49,12,0
Paulinho Bóia,BRA,FW,América (MG),24,1998,1.5,2,2,0,2,0,2,3,66.7,1,0,0,0,0,2,0,0
Thiago Borbas,URU,FW,Red Bull Bragantino,20,2002,15.9,13,9,3,7,3,3,15,20.0,12,14,0,14,2,15,8,0
Daniel Borges,BRA,DF,América (MG),29,1993,8.9,18,12,9,7,2,8,14,57.1,6,9,3,6,14,32,30,0
Daniel Borges,BRA,DF,Botafogo (RJ),29,1993,0.5,3,2,3,0,0,2,4,50.0,2,2,0,2,1,4,3,0
Marllon Borges,BRA,DF,Cuiabá,30,1992,36.0,50,34,31,18,1,23,44,52.3,21,38,21,17,27,77,151,0
Pedro Borges,BRA,"MF,FW",Fortaleza,25,1997,6.3,16,12,7,7,2,7,12,58.3,5,7,2,5,4,20,12,1
Gabriel Boschilia,BRA,"MF,FW",Coritiba,26,1996,3.8,12,5,3,8,1,7,13,53.8,6,5,1,4,1,13,3,0
Lucas Braga,BRA,"DF,FW",Santos,26,1996,22.1,28,21,18,8,2,16,39,41.0,23,22,4,18,11,39,23,0
David Braz,BRA,DF,Fluminense,35,1987,9.6,11,8,5,4,2,6,10,60.0,4,11,6,5,8,19,50,1
Brenno,BRA,GK,Grêmio,23,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Breno,BRA,MF,América (MG),19,2003,12.9,31,19,11,16,4,13,43,30.2,30,20,1,19,10,41,11,0
Breno,BRA,MF,Botafogo (RJ),22,2000,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Breno,BRA,FW,Palmeiras,27,1996,15.2,17,11,4,9,4,7,13,53.8,6,8,0,8,4,21,3,0
Emanuel Brítez,ARG,DF,Fortaleza,30,1992,30.7,37,25,24,10,3,23,46,50.0,23,37,26,11,31,68,147,0
Bruninho,BRA,"FW,MF",Red Bull Bragantino,19,2003,7.9,4,4,0,2,2,2,12,16.7,10,11,0,11,2,6,2,0
Fabrício Bruno,BRA,DF,Flamengo,26,1996,34.0,48,28,29,18,1,27,36,75.0,9,40,26,14,24,72,148,1
Vitor Bueno,BRA,"MF,FW",Ath Paranaense,28,1994,23.1,16,7,6,7,3,5,18,27.8,13,16,2,14,6,22,1,0
Esteban Burgos,ARG,DF,América (MG),31,1992,3.3,2,1,1,1,0,2,3,66.7,1,5,2,3,1,3,24,0
Fabricio Bustos,ARG,DF,Internacional,26,1996,27.8,68,48,38,19,11,39,58,67.2,19,35,11,24,16,84,70,0
Rafael Cabral,BRA,GK,Cruzeiro,32,1990,37.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,0
Cacá,BRA,DF,Ath Paranaense,23,1999,18.8,27,16,23,4,0,16,25,64.0,9,23,15,8,18,45,69,1
Cadu,BRA,DF,Santos,20,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Caetano,BRA,DF,Corinthians,23,1999,13.4,12,8,10,2,0,5,8,62.5,3,19,14,5,19,31,62,1
Jonathan Cafu,BRA,"FW,MF",Cuiabá,31,1991,19.0,33,21,10,17,6,10,33,30.3,23,20,0,20,10,43,10,0
Júnior Caiçara,BRA,DF,Santos,33,1989,1.9,5,3,3,1,1,3,7,42.9,4,2,1,1,2,7,8,0
Rodrigo Caio,BRA,"MF,DF",Flamengo,29,1993,0.7,3,2,2,1,0,2,2,100.0,0,1,1,0,0,3,0,0
Caíque,BRA,GK,Grêmio,25,1997,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Calebe,BRA,"MF,FW",Fortaleza,22,2000,16.4,17,10,6,7,4,7,24,29.2,17,12,1,11,6,23,3,0
Jonathan Calleri,ARG,FW,São Paulo,29,1993,15.0,7,4,1,1,5,3,8,37.5,5,7,1,6,5,12,15,0
Patric Calmon PK,BRA,DF,Cuiabá,28,1994,5.8,12,9,8,1,3,7,13,53.8,6,9,1,8,9,21,19,0
Guilherme Camacho,BRA,MF,Santos,32,1990,5.0,15,9,7,7,1,6,16,37.5,10,14,4,10,5,20,11,0
Nathan Camargo,BRA,MF,Red Bull Bragantino,17,2005,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Gustavo Campanharo,BRA,MF,Internacional,30,1992,7.7,26,16,12,10,4,12,32,37.5,20,10,1,9,12,38,16,0
Camilo Cándido,URU,DF,Bahia,27,1995,13.8,24,16,16,5,3,8,24,33.3,16,14,1,13,22,46,24,0
Luan Cândido,BRA,DF,Red Bull Bragantino,21,2001,12.0,19,12,12,5,2,7,13,53.8,6,24,8,16,13,32,45,0
Germán Cano,ARG,FW,Fluminense,34,1988,27.4,14,9,1,12,1,7,24,29.2,17,15,6,9,6,20,11,2
Agustín Canobbio,URU,"FW,MF",Ath Paranaense,24,1998,23.5,59,39,19,24,16,30,65,46.2,35,48,3,45,8,67,18,0
Víctor Cantillo,COL,MF,Corinthians,29,1993,3.0,7,6,4,3,0,3,10,30.0,7,7,2,5,6,13,11,0
Manuel Capasso,ARG,DF,Vasco da Gama,26,1996,6.2,8,4,6,2,0,3,9,33.3,6,11,8,3,8,16,20,0
Juninho Capixaba,BRA,DF,Red Bull Bragantino,25,1997,31.9,69,54,25,28,16,35,88,39.8,53,45,12,33,79,148,85,3
Gabriel Carabajal,ARG,MF,Vasco da Gama,31,1991,1.4,1,1,0,1,0,1,2,50.0,1,0,0,0,2,3,0,0
Felipe Carballo,URU,MF,Grêmio,26,1996,17.1,31,16,13,16,2,16,51,31.4,35,14,2,12,18,49,22,1
Johnny Cardoso,USA,MF,Internacional,21,2001,17.9,38,23,14,18,6,19,28,67.9,9,30,14,16,31,69,44,1
Ed Carlos,BRA,"MF,FW",Santos,21,2001,0.4,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0
João Carlos,BRA,GK,Cuiabá,34,1988,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ryan Carlos,BRA,DF,Bahia,20,2002,6.4,7,6,5,2,0,4,12,33.3,8,9,2,7,8,15,11,1
Alan Carvalho,CHN,MF,Fluminense,33,1989,0.5,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0
Cássio,BRA,GK,Corinthians,35,1987,36.8,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,11,1
Luciano Castán,BRA,DF,Cruzeiro,33,1989,35.7,29,18,21,7,1,19,26,73.1,7,26,20,6,29,58,145,1
Iury de Castilho,BRA,FW,Cuiabá,27,1995,4.4,5,3,2,3,0,1,13,7.7,12,4,0,4,1,6,2,0
Matheus Cavichioli,BRA,GK,América (MG),36,1986,15.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,8,2
Juan Cazares,ECU,"MF,FW",América (MG),30,1992,3.1,4,2,2,2,0,1,5,20.0,4,3,0,3,0,4,0,0
Brayan Ceballos,COL,DF,Fortaleza,21,2001,2.3,2,2,1,1,0,0,0,,0,3,1,2,2,4,15,0
Pablo Ceppelini,URU,MF,Cuiabá,31,1991,11.1,14,6,6,7,1,6,33,18.2,27,10,1,9,9,23,10,0
Murilo Cerqueira,BRA,DF,Palmeiras,25,1997,24.1,29,20,15,13,1,16,29,55.2,13,25,17,8,28,57,78,0
Ricardo Cerqueira,BRA,MF,Cuiabá,20,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Júlio César,BRA,DF,América (MG),19,2003,6.6,9,7,6,3,0,7,9,77.8,2,15,10,5,4,13,41,0
Reynaldo Cesar Moraes,BRA,DF,Cruzeiro,26,1997,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Reynaldo Cesar Moraes,BRA,DF,Coritiba,26,1997,2.7,4,3,4,0,0,1,2,50.0,1,2,2,0,7,11,19,0
Kayky Chagas,BRA,"FW,MF",Bahia,19,2003,4.6,8,4,4,4,0,4,13,30.8,9,7,0,7,2,10,2,0
Jhon Chancellor,VEN,DF,Coritiba,31,1992,3.4,6,4,6,0,0,4,4,100.0,0,5,4,1,2,8,21,0
Gabriel Chapecó,BRA,GK,Grêmio,22,2000,31.0,1,0,1,0,0,1,3,33.3,2,0,0,0,1,2,9,2
Gabriel Chaves,BRA,"FW,MF",Vasco da Gama,21,2001,29.0,42,26,20,17,5,16,52,30.8,36,32,0,32,13,55,16,0
Jhoanner Chávez,ECU,"DF,MF",Bahia,20,2002,6.5,14,9,3,11,0,10,21,47.6,11,6,0,6,7,21,14,0
Chiqueti,BRA,MF,Ath Paranaense,17,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Christian,BRA,"MF,FW",Ath Paranaense,22,2000,15.1,23,13,5,15,3,8,19,42.1,11,15,1,14,10,33,9,1
Cicinho,BUL,DF,Bahia,34,1988,8.4,24,16,9,12,3,11,18,61.1,7,12,3,9,5,29,26,1
Cipriano,BRA,DF,Red Bull Bragantino,20,2002,0.8,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,11,0
Marcelo Cirino,BRA,"FW,MF",Ath Paranaense,31,1992,1.1,2,0,0,2,0,0,1,0.0,1,2,1,1,0,2,0,0
Léo Cittadini,BRA,MF,Bahia,28,1994,1.5,6,3,1,4,1,0,4,0.0,4,2,0,2,3,9,0,0
Léo Cittadini,BRA,"MF,FW",Ath Paranaense,28,1994,2.2,4,4,2,1,1,2,5,40.0,3,1,1,0,2,6,2,0
Mateus Claus,BRA,GK,Bahia,28,1994,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Clayson,BRA,"FW,MF",Cuiabá,27,1995,18.2,19,10,10,6,3,12,39,30.8,27,18,2,16,8,27,6,1
Mateus Cocão,BRA,MF,Vasco da Gama,20,2002,3.9,13,7,6,7,0,3,9,33.3,6,9,3,6,3,16,4,0
Diego Costa,ESP,FW,Botafogo (RJ),34,1988,5.7,7,5,2,3,2,0,1,0.0,1,4,0,4,3,10,4,0
Philippe Costa,BRA,FW,Goiás,22,2000,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Talles Costa,BRA,"MF,FW",São Paulo,20,2002,1.5,4,1,3,0,1,1,1,100.0,0,2,1,1,2,6,0,0
Lucas Crispim,BRA,"MF,DF",Fortaleza,28,1994,5.4,7,5,3,3,1,3,10,30.0,7,4,3,1,3,10,7,0
Franco Cristaldo,ARG,"MF,FW",Grêmio,26,1996,23.7,33,17,13,15,5,17,54,31.5,37,31,0,31,12,45,7,0
Tomás Cuello,ARG,"MF,FW",Ath Paranaense,22,2000,22.8,54,25,22,27,5,29,51,56.9,22,19,2,17,37,91,29,1
Víctor Cuesta,ARG,DF,Botafogo (RJ),34,1988,35.0,46,31,22,19,5,22,36,61.1,14,37,26,11,58,104,123,1
Cuiabano,BRA,"DF,MF",Grêmio,19,2003,5.4,15,7,8,6,1,3,9,33.3,6,7,2,5,11,26,16,0
Lucas Cunha,BRA,DF,Red Bull Bragantino,26,1997,0.8,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,1,1
Matheus Cunha,BRA,GK,Flamengo,21,2001,17.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,10,3
Ian Custódio,BRA,DF,Palmeiras,19,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
João Dalla Corte,BRA,DF,Internacional,16,2006,0.2,1,0,0,0,1,0,0,,0,0,0,0,1,2,0,0
Danielzinho,BRA,"FW,MF",Bahia,27,1996,0.9,1,1,0,1,0,1,3,33.3,2,1,0,1,0,1,0,0
Danielzinho,BRA,FW,Ath Paranaense,20,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Danielzinho,BRA,MF,Fluminense,27,1996,6.8,17,9,9,6,2,11,17,64.7,6,9,4,5,9,26,6,0
David,BRA,"FW,MF",São Paulo,27,1995,8.1,7,2,3,1,3,2,8,25.0,6,8,1,7,0,7,2,0
Giorgian De Arrascaeta,URU,"MF,FW",Flamengo,28,1994,20.5,35,24,10,17,8,12,33,36.4,21,12,1,11,7,42,14,0
Sergio Antonio De Luiz Junior,BRA,"MF,DF",Vasco da Gama,27,1995,4.0,7,5,3,3,1,2,2,100.0,0,8,0,8,0,7,3,0
Denilson,BRA,MF,Cuiabá,21,2001,21.2,47,30,13,26,8,20,41,48.8,21,23,7,16,13,60,2,0
Denzel,BRA,FW,Goiás,20,2003,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Deyverson,BRA,FW,Cuiabá,31,1991,32.3,12,9,3,5,4,8,19,42.1,11,14,5,9,8,20,39,0
Leonel Di Plácido,ARG,DF,Botafogo (RJ),29,1994,26.2,79,51,46,28,5,54,120,45.0,66,41,7,34,48,127,56,0
Gabriel Dias,BRA,DF,Vasco da Gama,28,1994,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,4,0
Jean Dias,BRA,"FW,MF",Internacional,32,1990,3.6,1,1,1,0,0,1,6,16.7,5,2,0,2,2,3,3,0
Luan Dias,BRA,"MF,FW",Santos,25,1997,2.1,8,6,2,5,1,1,8,12.5,7,3,1,2,1,9,0,0
Matheus Dias,BRA,"MF,FW",Internacional,25,1997,4.5,17,8,10,6,1,11,19,57.9,8,10,0,10,7,24,8,0
Diego,BRA,DF,São Paulo,23,1999,19.4,21,11,13,8,0,12,22,54.5,10,27,14,13,19,40,98,0
Dieguinho,BRA,"DF,FW",Goiás,27,1995,12.0,24,18,12,9,3,8,25,32.0,17,6,1,5,13,37,20,0
Diogo,BRA,"FW,MF",Coritiba,26,1996,8.4,18,13,9,7,2,7,14,50.0,7,8,0,8,4,22,6,0
Dodi,BRA,MF,Santos,26,1996,19.1,43,25,17,24,2,15,34,44.1,19,25,7,18,22,65,28,0
Dodô,BRA,DF,Atlético Mineiro,30,1992,0.7,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Dodô,BRA,DF,Santos,30,1992,15.8,20,15,11,7,2,12,23,52.2,11,18,5,13,29,49,44,1
Dodô,BRA,"MF,FW",Goiás,21,2001,3.6,4,4,1,2,1,2,6,33.3,4,1,0,1,1,5,2,0
Thiago Dombroski,BRA,DF,Coritiba,20,2002,5.6,2,2,1,1,0,1,4,25.0,3,4,2,2,6,8,28,0
Halerrandrio dos Santos,BRA,MF,Goiás,16,2006,0.3,2,2,2,0,0,1,2,50.0,1,1,0,1,0,2,0,0
Thiago dos Santos,BRA,"DF,MF",Fluminense,33,1989,9.1,17,14,12,5,0,10,19,52.6,9,14,8,6,16,33,34,0
Henrique Dourado,BRA,FW,Cruzeiro,33,1989,3.8,3,2,0,1,2,0,3,0.0,3,1,1,0,0,3,1,0
David Duarte,BRA,DF,Bahia,28,1995,9.6,8,5,4,4,0,6,8,75.0,2,8,6,2,11,19,50,1
Dudu,BRA,MF,Ath Paranaense,17,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dudu,BRA,FW,Palmeiras,31,1992,12.0,5,4,2,2,1,3,10,30.0,7,7,0,7,6,11,1,0
Éberth,BRA,FW,Coritiba,19,2003,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Edenílson,BRA,"MF,FW",Atlético Mineiro,33,1989,15.2,21,12,11,7,3,15,26,57.7,11,20,2,18,19,40,22,1
Eder,BRA,DF,América (MG),27,1995,17.4,23,14,14,7,2,15,21,71.4,6,34,21,13,19,42,99,1
EDU,BRA,DF,Goiás,22,2000,4.8,4,2,2,1,1,2,4,50.0,2,8,5,3,6,10,32,0
Edu,BRA,"FW,MF",Coritiba,29,1993,3.6,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,2,0
Carlos Eduardo,BRA,"MF,FW",Atlético Mineiro,18,2004,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Carlos Eduardo,BRA,MF,Botafogo (RJ),33,1989,29.7,18,11,4,13,1,9,28,32.1,19,12,0,12,13,31,19,0
Eguinaldo,BRA,"FW,MF",Vasco da Gama,18,2004,0.7,2,1,0,0,2,0,0,,0,1,1,0,0,2,0,0
Rafael Elias,BRA,FW,Cruzeiro,23,1999,6.0,8,5,0,3,5,2,5,40.0,3,3,0,3,1,9,3,0
Rodrigo Ely,BRA,DF,Grêmio,29,1993,7.4,6,2,5,1,0,1,2,50.0,1,6,6,0,3,9,46,0
Lucas Emmanuel,BRA,FW,Goiás,22,2000,0.6,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0
Leandro Emmanuel Martínez,ARG,MF,América (MG),28,1994,28.2,61,41,21,36,4,25,92,27.2,67,51,11,40,31,92,22,1
