Player,Nation,Pos,Squad,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Zeki Amdouni,SUI,"MF,FW",Benfica,23-339,2000,5,110,22,13.6,1.2,0,,0,5,22,1,3.00,6,0,+6,+4.91,+3.37,5.0,0.6,+4.4,+3.60,+2.50
Artur Jorge Marques Amorim,POR,DF,Farense,30-085,1994,7,586,84,65.1,6.5,7,84,5,0,,3,0.57,3,8,-5,-0.77,+1.53,5.4,11.5,-6.1,-0.93,+0.89
Andrew,BRA,GK,Gil Vicente FC,23-129,2001,10,900,90,100.0,10.0,10,90,10,0,,0,1.00,12,16,-4,-0.40,,12.1,16.1,-4.0,-0.40,
Jeremy Antonisse,CUW,"FW,MF",Moreirense,22-223,2002,9,292,32,32.4,3.2,4,55,0,5,15,0,1.56,6,5,+1,+0.31,+0.46,6.3,3.6,+2.7,+0.82,+0.86
Arvin Appiah,ENG,"FW,MF",Nacional,23-307,2001,8,412,52,50.9,4.6,6,59,0,2,29,1,0.56,3,5,-2,-0.44,+0.69,6.2,4.6,+1.6,+0.34,+0.72
Óscar Aranda,ESP,FW,Famalicão,22-192,2002,10,800,80,88.9,8.9,10,80,4,0,,0,1.60,9,8,+1,+0.11,-1.69,7.5,11.2,-3.6,-0.41,-0.65
Brian Araújo,FRA,GK,Gil Vicente FC,24-192,2000,0,,,,,0,,0,0,,10,,,,,,,,,,,
Henrique Araújo,POR,FW,Arouca,22-293,2002,7,350,50,38.9,3.9,4,74,0,3,19,0,0.57,4,8,-4,-1.03,+0.44,4.7,8.3,-3.5,-0.91,+0.31
Maximiliano Araújo,URU,"MF,DF",Sporting CP,24-266,2000,6,276,46,30.7,3.1,3,70,1,3,22,0,3.00,11,1,+10,+3.26,+0.09,7.4,2.5,+4.9,+1.60,-0.95
Tomás Araújo,POR,DF,Benfica,22-175,2002,7,621,89,76.7,6.9,7,89,5,0,,2,2.25,17,4,+13,+1.88,-0.50,13.6,4.3,+9.3,+1.35,-0.40
Telmo Arcanjo,CPV,FW,Vitória,23-139,2001,6,179,30,19.9,2.0,2,61,0,4,14,4,1.67,1,1,0,0.00,-0.25,2.8,1.1,+1.7,+0.86,+0.88
Bright Arrey-Mbi,GER,DF,Braga,21-226,2003,5,415,83,46.1,4.6,5,83,4,0,,1,1.60,5,3,+2,+0.43,-1.05,5.1,5.5,-0.4,-0.09,-1.18
Gustavo Assuncao,POR,MF,Famalicão,24-222,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Gustavo Assuncao,POR,MF,AVS Futebol,24-222,2000,6,472,79,52.4,5.2,6,79,3,0,,0,0.83,4,10,-6,-1.14,-0.30,5.2,7.2,-2.0,-0.38,+0.30
Otavio Ataide,BRA,DF,Porto,22-200,2002,5,450,90,50.0,5.0,5,90,5,0,,0,2.40,9,3,+6,+1.20,-2.20,12.5,4.6,+8.0,+1.59,-0.23
João Aurélio,POR,DF,Nacional,36-082,1988,1,1,1,0.1,0.0,0,,0,1,1,6,3.00,0,0,0,0.00,+0.78,0.0,0.1,-0.1,-6.85,-6.84
Fredrik Aursnes,NOR,"MF,FW",Benfica,28-333,1995,7,544,78,67.2,6.0,7,78,4,0,,0,2.25,16,4,+12,+1.99,-0.04,12.1,4.1,+8.1,+1.33,-0.32
Daniel Azevedo,POR,GK,Casa Pia,26-269,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,
Ibrahima Ba,SEN,DF,Famalicão,19-165,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
Felix Bacher,AUT,DF,Estoril,24-013,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,
Miguel Baeza,ESP,"MF,FW",Nacional,24-225,2000,5,203,41,25.1,2.3,2,58,0,3,29,3,0.40,1,4,-3,-1.33,-0.74,1.1,3.6,-2.4,-1.08,-1.42
Alexander Bah,DEN,DF,Benfica,26-334,1997,7,572,82,70.6,6.4,7,82,4,0,,1,2.00,15,4,+11,+1.73,-0.92,11.3,2.9,+8.4,+1.32,-0.40
Adrian Bajrami,ALB,DF,Benfica,22-216,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Elves Baldé,GNB,"MF,FW",Farense,25-036,1999,7,268,38,29.8,3.0,3,61,0,4,21,1,0.57,1,5,-4,-1.34,-0.06,2.7,5.6,-2.9,-0.96,+0.40
Robson Bambu,BRA,DF,Braga,26-361,1997,2,180,90,20.0,2.0,2,90,2,0,,0,3.00,4,1,+3,+1.50,+0.62,2.7,3.0,-0.3,-0.15,-0.88
Simon Banza,COD,FW,Braga,28-086,1996,1,21,21,2.3,0.2,0,,0,1,21,0,1.00,0,1,-1,-4.29,-5.41,0.3,0.2,+0.2,+0.71,+0.16
Rafael Barbosa,POR,"MF,FW",Farense,28-223,1996,6,332,55,36.9,3.7,3,77,1,3,34,0,0.17,1,6,-5,-1.36,-0.09,2.7,7.4,-4.7,-1.27,-0.04
Leandro Barreiro Martins,LUX,MF,Benfica,24-309,2000,6,336,56,41.5,3.7,4,79,2,2,11,2,2.17,3,2,+1,+0.27,-2.96,5.5,1.4,+4.1,+1.09,-0.59
Gil Bastião Dias,POR,FW,Famalicão,28-040,1996,8,408,51,45.3,4.5,3,79,2,5,34,0,1.75,7,5,+2,+0.44,+0.26,5.3,8.3,-2.9,-0.65,-0.57
Gabriel Batista,BRA,GK,Santa Clara,26-157,1998,10,900,90,100.0,10.0,10,90,10,0,,0,1.80,13,12,+1,+0.10,,13.9,8.8,+5.1,+0.51,
Gilberto Batista,GNB,DF,Moreirense,20-314,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
Ricardo Batista,POR,GK,Casa Pia,37-354,1986,1,90,90,10.0,1.0,1,90,1,0,,6,0.00,0,1,-1,-1.00,-0.67,0.9,1.2,-0.2,-0.24,-0.12
Yanis Begraoui,MAR,FW,Estoril,23-126,2001,10,569,57,63.2,6.3,7,71,1,3,24,0,0.90,5,8,-3,-0.47,+0.88,4.2,12.3,-8.1,-1.28,-0.04
Gui Beleza,POR,MF,Gil Vicente FC,17-334,2006,1,1,1,0.1,0.0,0,,0,1,1,2,3.00,0,0,0,0.00,+0.40,0.0,0.1,-0.1,-5.67,-5.27
Bachir Belloumi,ALG,FW,Farense,22-159,2002,3,270,90,30.0,3.0,3,90,3,0,,0,0.00,1,8,-7,-2.33,-1.48,2.2,7.4,-5.2,-1.74,-0.71
Fahem Benaissa Yahia,FRA,DF,Casa Pia,22-192,2002,1,4,4,0.4,0.0,0,,0,1,4,6,0.00,0,0,0,0.00,+0.40,0.0,0.1,-0.1,-2.23,-2.11
Beni,ANG,MF,Casa Pia,22-170,2002,5,378,76,42.0,4.2,4,87,3,1,29,1,1.20,1,6,-5,-1.19,-1.36,2.5,5.3,-2.8,-0.66,-0.91
Álex Bermejo,ESP,"MF,FW",Farense,25-332,1998,8,373,47,41.4,4.1,4,64,0,4,30,0,0.50,1,4,-3,-0.72,+0.98,3.4,6.0,-2.7,-0.64,+1.03
Simão Bertelli,BRA,GK,AVS Futebol,31-158,1993,4,360,90,40.0,4.0,4,90,4,0,,3,1.00,5,7,-2,-0.50,+0.83,3.8,5.6,-1.8,-0.44,+0.15
Jan-Niklas Beste,GER,"FW,DF",Benfica,25-308,1999,5,230,46,28.4,2.6,3,57,1,2,30,3,2.40,9,1,+8,+3.13,+1.58,5.8,1.6,+4.1,+1.62,+0.25
José Bica,POR,"MF,FW",Vitória,21-144,2003,1,4,4,0.4,0.0,0,,0,1,4,0,1.00,0,0,0,0.00,-0.20,0.2,0.2,0.0,+0.19,+0.03
Raúl Blanco,ESP,FW,Casa Pia,23-099,2001,5,250,50,27.8,2.8,3,71,0,2,18,4,1.40,2,6,-4,-1.44,-1.44,2.0,4.5,-2.5,-0.91,-1.08
Kévin Boma,TOG,DF,Estoril,21-353,2002,6,540,90,60.0,6.0,6,90,6,0,,0,1.17,7,11,-4,-0.67,+0.33,7.2,13.1,-5.9,-0.98,+0.72
Kiko Bondoso,POR,"FW,MF",Rio Ave,28-356,1995,9,555,62,61.7,6.2,7,72,2,2,27,1,0.67,7,15,-8,-1.30,-0.25,6.9,11.0,-4.1,-0.67,-0.10
Toni Borevkovic,CRO,DF,Vitória,27-142,1997,9,810,90,90.0,9.0,9,90,9,0,,0,1.67,11,10,+1,+0.11,-0.89,10.7,9.2,+1.5,+0.16,+0.03
Daniel Borges,BRA,MF,Santa Clara,21-215,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Gonçalo Borges,POR,FW,Porto,23-223,2001,7,132,19,14.7,1.5,1,60,0,6,12,0,2.57,4,1,+3,+2.05,-0.30,4.5,0.5,+3.9,+2.65,+1.11
Róbert Boženík,SVK,FW,Boavista,24-355,1999,10,887,89,98.6,9.9,10,89,9,0,,0,0.90,7,13,-6,-0.61,-0.61,10.0,13.2,-3.2,-0.33,-2.39
Daniel Bragança,POR,MF,Sporting CP,25-164,1999,10,642,64,71.3,7.1,7,84,5,3,17,0,3.00,27,3,+24,+3.36,+0.57,20.4,5.0,+15.4,+2.16,-0.35
Gabriel Brás,POR,DF,Porto,20-227,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Bruno Brigido,BRA,GK,Estrela,33-243,1991,10,900,90,100.0,10.0,10,90,10,0,,0,0.60,8,20,-12,-1.20,,8.4,16.3,-7.8,-0.78,
Rafael Brito,POR,MF,Casa Pia,22-293,2002,7,249,36,27.7,2.8,3,66,0,4,13,1,1.57,3,3,0,0.00,+0.55,3.8,2.8,+1.1,+0.38,+0.71
Bruma,POR,"FW,MF",Braga,30-014,1994,8,429,54,47.7,4.8,4,80,2,4,27,0,2.00,10,1,+9,+1.89,+1.70,10.3,3.6,+6.7,+1.41,+1.64
Jonathan Buatu Mananga,ANG,DF,Gil Vicente FC,31-041,1993,10,900,90,100.0,10.0,10,90,10,0,,0,1.00,12,16,-4,-0.40,,12.1,16.1,-4.0,-0.40,
Leonel Bucca,ARG,"MF,FW",Estrela,25-232,1999,9,483,54,53.7,5.4,7,65,2,2,15,1,0.56,5,12,-7,-1.30,-0.23,5.2,8.6,-3.4,-0.63,+0.34
Oriol Busquets,ESP,MF,Arouca,25-292,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
Leonardo Buta,POR,DF,Moreirense,22-155,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
Adrián Butzke,ESP,FW,Nacional,25-222,1999,8,404,51,49.9,4.5,4,72,1,4,29,1,1.00,3,10,-7,-1.56,-1.56,5.3,7.3,-2.0,-0.44,-0.87
Arthur Cabral,BRA,FW,Benfica,26-196,1998,7,86,12,10.6,1.0,0,,0,7,12,2,2.71,7,1,+6,+6.28,+4.79,5.8,0.5,+5.3,+5.51,+4.55
Daniel Cabral,BRA,MF,Estrela,22-177,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Diogo Cabral,POR,MF,Famalicão,21-159,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Gabriel Cabral,BRA,GK,Famalicão,21-202,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Jovane Cabral,CPV,"FW,MF",Estrela,26-146,1998,6,312,52,34.7,3.5,4,70,1,2,16,0,0.83,4,10,-6,-1.73,-0.81,4.2,6.1,-1.9,-0.54,+0.38
Paulo Henrique Rodrigues Cabral,POR,DF,Santa Clara,28-015,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,
Lucas Calegari,BRA,DF,Famalicão,22-254,2002,10,859,86,95.4,9.5,10,86,7,0,,0,1.60,10,8,+2,+0.21,-1.99,8.3,11.8,-3.4,-0.36,-0.51
Diogo Calila,POR,"MF,DF",Santa Clara,26-028,1998,9,473,53,52.6,5.3,5,81,1,4,17,1,2.00,7,3,+4,+0.76,+1.39,9.5,3.3,+6.2,+1.17,+1.40
Diego Callai,ITA,GK,Sporting CP,20-112,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,
Ibrahima Camará,GUI,MF,Boavista,25-287,1999,10,662,66,73.6,7.4,9,72,2,1,16,0,0.90,3,10,-7,-0.95,-1.33,5.4,10.8,-5.4,-0.73,-1.66
André Candeias,POR,"FW,MF",Farense,21-292,2003,2,35,18,3.9,0.4,0,,0,2,18,0,1.50,1,0,+1,+2.57,+4.03,0.6,0.3,+0.2,+0.57,+1.89
Lucas Cañizares,ESP,GK,Farense,22-181,2002,0,,,,,0,,0,0,,8,,,,,,,,,,,
Lazar Carević,MNE,GK,Famalicão,25-236,1999,0,,,,,0,,0,0,,7,,,,,,,,,,,
Zé Carlos,POR,MF,Vitória,23-008,2001,3,17,6,1.9,0.2,0,,0,3,6,6,2.33,0,2,-2,-10.59,-11.00,0.0,1.6,-1.5,-8.20,-8.52
Zé Carlos,POR,DF,Gil Vicente FC,26-099,1998,9,775,86,86.1,8.6,9,86,6,0,,1,1.11,11,13,-2,-0.23,+1.21,10.4,12.7,-2.3,-0.27,+0.96
David Carmo,ANG,DF,Porto,25-111,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
Álvaro Carreras,ESP,DF,Benfica,21-229,2003,9,729,81,90.0,8.1,7,90,6,2,50,0,2.20,23,5,+18,+2.22,+2.22,17.0,4.5,+12.6,+1.55,+1.15
Euri Carvalho,POR,FW,Estrela,20-264,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
João Carvalho,POR,"FW,MF",Estoril,27-243,1997,6,390,65,43.3,4.3,5,71,1,1,33,0,1.50,4,5,-1,-0.23,+1.00,4.4,9.4,-5.0,-1.15,+0.19
Miguel Carvalho,POR,GK,Farense,28-140,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,
Pedro Carvalho,POR,DF,Estoril,21-267,2003,5,259,52,28.8,2.9,2,64,0,3,44,4,1.00,1,3,-2,-0.69,+0.15,1.4,6.1,-4.6,-1.61,-0.48
Vitor Carvalho,BRA,MF,Braga,27-164,1997,10,848,85,94.2,9.4,10,85,7,0,,0,2.00,16,6,+10,+1.06,+1.06,14.9,10.4,+4.5,+0.47,-1.37
Facundo Cáseres,ARG,MF,Gil Vicente FC,23-163,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Cassiano,BRA,FW,Casa Pia,35-144,1989,5,349,70,38.8,3.9,4,79,0,1,33,1,1.20,5,4,+1,+0.26,+1.07,5.0,4.0,+1.0,+0.26,+0.64
Jesús Castillo,PER,MF,Gil Vicente FC,23-149,2001,8,522,65,58.0,5.8,6,82,4,2,14,0,0.88,7,9,-2,-0.34,+0.13,6.9,8.2,-1.3,-0.23,+0.42
André Castro,POR,MF,Moreirense,36-219,1988,1,17,17,1.9,0.2,0,,0,1,17,1,0.00,0,1,-1,-5.29,-5.40,0.5,0.5,0.0,-0.13,-0.37
Cristian Castro,COL,DF,AVS Futebol,23-287,2001,10,894,89,99.3,9.9,10,89,9,0,,0,0.90,9,19,-10,-1.01,-1.01,9.1,14.3,-5.2,-0.52,+0.23
Geny Catamo,MOZ,"MF,DF",Sporting CP,23-286,2001,9,573,64,63.7,6.4,6,82,3,3,28,0,3.00,25,1,+24,+3.77,+1.57,18.6,3.0,+15.6,+2.45,+0.51
Cauê,BRA,FW,Gil Vicente FC,21-357,2002,8,478,60,53.1,5.3,6,71,0,2,27,0,0.88,7,6,+1,+0.19,+1.25,6.2,5.4,+0.8,+0.15,+1.18
César,BRA,GK,Boavista,32-285,1992,4,360,90,40.0,4.0,4,90,4,0,,2,1.00,4,6,-2,-0.50,+0.17,4.5,7.3,-2.8,-0.71,-0.70
Tidjany Chabrol,FRA,FW,Gil Vicente FC,22-115,2002,9,337,37,37.4,3.7,4,63,0,5,17,1,0.78,3,8,-5,-1.34,-1.50,3.1,8.5,-5.4,-1.43,-1.65
Kevin Chamorro,CRC,GK,Estoril,24-213,2000,0,,,,,0,,0,0,,8,,,,,,,,,,,
Charles,BRA,GK,Vitória,30-277,1994,0,,,,,0,,0,0,,10,,,,,,,,,,,
Francisco Chissumba,POR,DF,Braga,19-162,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Till Cissokho,FRA,DF,Estrela,24-273,2000,4,360,90,40.0,4.0,4,90,4,0,,3,1.00,4,7,-3,-0.75,+0.75,3.1,6.8,-3.7,-0.92,-0.24
Clayton,BRA,DF,AVS Futebol,24-217,2000,2,180,90,20.0,2.0,2,90,2,0,,0,0.50,3,5,-2,-1.00,0.00,2.4,2.9,-0.5,-0.24,+0.36
Clayton,BRA,FW,Rio Ave,25-301,1999,10,865,87,96.1,9.6,10,87,9,0,,0,0.90,8,18,-10,-1.04,+4.10,10.6,15.9,-5.4,-0.56,+1.76
Diego Collado,ESP,"MF,FW",Gil Vicente FC,23-303,2001,4,15,4,1.7,0.2,0,,0,4,4,6,2.00,2,0,+2,+12.00,+12.61,1.6,0.1,+1.4,+8.59,+9.15
Fábio Conceição,POR,"DF,MF",Rio Ave,23-193,2001,8,287,36,31.9,3.2,1,85,0,7,29,2,0.75,3,6,-3,-0.94,+0.38,4.7,5.4,-0.7,-0.21,+0.61
Leo Cordeiro,BRA,MF,Estrela,29-041,1995,10,767,77,85.2,8.5,8,87,5,2,34,0,0.60,8,17,-9,-1.06,+0.97,7.6,13.5,-5.9,-0.70,+0.59
Félix Correia,POR,"FW,MF",Gil Vicente FC,23-290,2001,10,893,89,99.2,9.9,10,89,6,0,,0,1.00,12,16,-4,-0.40,-0.40,11.8,15.9,-4.1,-0.41,-1.42
Alberto costa,POR,DF,Vitória,21-039,2003,4,135,34,15.0,1.5,1,90,1,3,15,6,2.00,1,1,0,0.00,-0.24,1.1,1.9,-0.8,-0.54,-0.83
Bruno Xavier Almeida Costa,POR,"MF,FW",Nacional,27-202,1997,6,188,31,23.2,2.1,2,49,0,4,23,2,0.67,2,7,-5,-2.39,-2.10,3.5,4.8,-1.4,-0.66,-0.85
Diogo Costa,POR,DF,Famalicão,21-103,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Diogo Costa,POR,GK,Porto,25-049,1999,10,900,90,100.0,10.0,10,90,10,0,,0,2.70,27,4,+23,+2.30,,24.1,7.1,+17.0,+1.70,
Gonçalo Costa,POR,DF,Estoril,24-263,2000,3,30,10,3.3,0.3,0,,0,3,10,6,1.00,1,2,-1,-3.00,-2.28,0.4,0.7,-0.3,-0.82,+0.46
Hélder Costa,ANG,FW,Estoril,30-300,1994,5,210,42,23.3,2.3,3,54,0,2,24,0,1.00,1,1,0,0.00,+1.04,0.9,4.0,-3.1,-1.31,-0.07
João Costa,POR,FW,Santa Clara,24-245,2000,8,124,16,13.8,1.4,1,63,0,7,9,2,1.50,3,1,+2,+1.45,+1.57,2.0,1.9,+0.1,+0.07,-0.51
Michel Costa,BRA,MF,Estoril,22-323,2001,10,597,60,66.3,6.6,7,75,3,3,23,0,0.90,3,12,-9,-1.36,-1.65,4.1,13.0,-8.9,-1.35,-0.26
Marco Cruz,POR,MF,Vitória,20-258,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Sandro Cruz,ANG,DF,Gil Vicente FC,23-179,2001,8,705,88,78.3,7.8,8,88,6,0,,0,0.88,7,11,-4,-0.51,-0.51,8.6,11.9,-3.3,-0.42,-0.08
Augusto Dabo,POR,DF,Boavista,20-239,2004,4,94,24,10.4,1.0,1,66,0,3,9,6,1.00,0,2,-2,-1.91,-1.47,0.7,2.0,-1.3,-1.25,-1.07
Amadou Dante,MLI,"DF,MF",Arouca,24-031,2000,6,504,84,56.0,5.6,6,84,4,0,,1,0.67,3,13,-10,-1.79,-1.10,4.4,12.9,-8.5,-1.51,-0.93
Mathias De Amorim,FRA,MF,Famalicão,19-333,2004,3,86,29,9.6,1.0,0,,0,3,29,5,1.33,1,3,-2,-2.09,-2.65,1.0,2.7,-1.8,-1.87,-1.69
Zeno Debast,BEL,DF,Sporting CP,21-014,2003,9,566,63,62.9,6.3,6,86,4,3,17,1,3.00,20,1,+19,+3.02,-0.48,17.0,3.3,+13.7,+2.17,-0.25
Depú,ANG,FW,Gil Vicente FC,24-304,2000,3,43,14,4.8,0.5,0,,0,3,14,0,1.33,2,1,+1,+2.09,+2.62,2.6,1.3,+1.3,+2.69,+3.25
Derick,BRA,"DF,MF",Farense,31-067,1993,5,391,78,43.4,4.3,5,78,1,0,,1,0.80,1,5,-4,-0.92,+0.67,3.3,8.7,-5.4,-1.23,+0.02
Ángel Di María,ARG,FW,Benfica,36-267,1988,8,502,63,62.0,5.6,6,77,0,2,20,0,2.11,13,4,+9,+1.61,-1.02,9.1,3.5,+5.6,+1.00,-1.16
Matheus Dias,BRA,MF,Nacional,27-274,1997,9,735,82,90.7,8.2,9,82,5,0,,0,0.80,6,10,-4,-0.49,+3.11,10.6,9.0,+1.5,+0.19,+2.16
Tiago Dias,POR,FW,Casa Pia,26-187,1998,2,25,13,2.8,0.3,0,,0,2,13,0,0.00,0,2,-2,-7.20,-6.99,0.6,0.7,-0.2,-0.64,-0.52
Finn Dicke,NED,DF,Estoril,20-054,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ousmane Diomande,CIV,DF,Sporting CP,20-339,2003,9,706,78,78.4,7.8,8,86,5,1,17,0,3.00,30,3,+27,+3.44,+1.12,21.9,4.6,+17.2,+2.20,-0.30
Tiago Djaló,POR,DF,Porto,24-212,2000,2,180,90,20.0,2.0,2,90,2,0,,3,3.00,9,0,+9,+4.50,+2.75,5.6,1.2,+4.4,+2.21,+0.63
Maxime Dominguez,SUI,MF,Gil Vicente FC,28-280,1996,4,249,62,27.7,2.8,3,79,0,1,13,0,1.25,2,5,-3,-1.08,-0.95,2.7,4.9,-2.3,-0.81,-0.57
Issiar Dramé,MLI,DF,Estrela,25-265,1999,5,251,50,27.9,2.8,3,77,2,2,10,0,1.00,4,8,-4,-1.43,-0.32,4.0,6.3,-2.4,-0.86,-0.10
Dudu,BRA,"FW,MF",Nacional,25-089,1999,1,26,26,3.2,0.3,0,,0,1,26,0,3.00,0,0,0,0.00,+0.80,0.3,0.6,-0.3,-1.20,-1.23
Marcus Edwards,ENG,"FW,MF",Sporting CP,25-340,1998,5,66,13,7.3,0.7,0,,0,5,13,1,3.00,2,1,+1,+1.36,-1.98,2.6,0.4,+2.1,+2.88,+0.67
Marvin Elimbi,FRA,DF,Gil Vicente FC,21-261,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
Rui Encarnação,POR,GK,Nacional,26-216,1998,0,,,0.0,0.0,0,,0,0,,9,1.00,0,0,0,,,,,,,
Ricardo Esgaio,POR,"FW,DF",Sporting CP,31-175,1993,2,30,15,3.3,0.3,0,,0,2,15,6,3.00,1,0,+1,+3.00,-0.21,0.9,0.0,+0.9,+2.88,+0.64
Tiago Esgaio,POR,"DF,MF",Arouca,29-098,1995,10,892,89,99.1,9.9,10,89,9,0,,0,0.70,6,18,-12,-1.21,+10.04,8.6,19.5,-10.9,-1.10,+0.37
Dario Essugo,POR,MF,Sporting CP,19-238,2005,2,18,9,2.0,0.2,0,,0,2,9,0,3.00,0,0,0,0.00,-3.27,0.4,0.0,+0.4,+1.76,-0.51
Luís Esteves,POR,MF,Nacional,26-212,1998,9,805,89,99.4,8.9,9,89,8,0,,0,0.80,6,13,-7,-0.78,-0.78,11.8,12.0,-0.2,-0.02,-0.85
Stephen Eustáquio,CAN,MF,Porto,27-322,1996,8,314,39,34.9,3.5,3,66,0,5,23,2,2.63,10,2,+8,+2.29,-0.01,7.7,1.5,+6.2,+1.77,+0.10
Evanilson,BRA,FW,Porto,25-032,1999,1,8,8,0.9,0.1,0,,0,1,8,0,3.00,0,0,0,0.00,-2.32,0.4,0.0,+0.4,+4.11,+2.42
Fabiano,BRA,DF,Moreirense,24-238,2000,7,569,81,63.2,6.3,7,81,5,0,,2,1.14,5,10,-5,-0.79,-2.15,6.5,8.0,-1.6,-0.25,-1.32
Claudio Falcão,BRA,"MF,DF",Farense,30-127,1994,10,872,87,96.9,9.7,10,87,9,0,,0,0.40,4,17,-13,-1.34,-1.34,7.6,19.9,-12.3,-1.27,-0.76
Jorge Filipe Oliveira Fernandes,POR,DF,Vitória,27-219,1997,2,135,68,15.0,1.5,2,68,1,0,,1,1.50,1,0,+1,+0.67,+0.55,2.0,0.4,+1.5,+1.01,+1.00
Martim Fernandes,POR,DF,Porto,18-294,2006,8,548,69,60.9,6.1,6,81,3,2,31,2,2.63,17,2,+15,+2.46,+0.42,13.5,5.5,+8.0,+1.31,-1.01
Mateus Fernandes,POR,"FW,MF",Sporting CP,20-120,2004,1,26,26,2.9,0.3,0,,0,1,26,1,3.00,0,1,-1,-3.46,-6.86,1.0,0.4,+0.7,+2.34,+0.08
Roger Fernandes,GNB,"FW,MF",Braga,18-352,2005,10,544,54,60.4,6.0,7,69,0,3,21,0,2.00,8,2,+6,+0.99,-0.02,9.5,4.9,+4.6,+0.76,+0.54
Rúben Fernandes,POR,DF,Gil Vicente FC,38-185,1986,10,884,88,98.2,9.8,10,88,9,0,,0,1.00,10,16,-6,-0.61,-11.86,10.6,16.1,-5.5,-0.56,-8.77
Roberto Férnandez,ESP,FW,Braga,22-127,2002,9,396,44,44.0,4.4,5,65,0,4,18,0,1.89,6,3,+3,+0.68,-0.57,5.3,5.6,-0.3,-0.06,-1.08
João Ferreira Barros,POR,"MF,FW",Boavista,18-302,2006,4,98,25,10.9,1.1,1,56,0,3,14,6,1.00,0,3,-3,-2.76,-2.42,0.7,2.1,-1.4,-1.31,-1.14
Filipe Ferreira,POR,DF,Boavista,34-041,1990,10,852,85,94.7,9.5,10,85,4,0,,0,0.90,6,12,-6,-0.63,-0.63,8.9,12.7,-3.9,-0.41,-2.13
Fernando Ferreira Fonseca,POR,DF,AVS Futebol,27-238,1997,7,566,81,62.9,6.3,6,90,6,1,26,0,0.71,4,12,-8,-1.27,-0.73,5.4,9.6,-4.2,-0.68,-0.41
João Ferreira,POR,DF,Braga,23-230,2001,6,476,79,52.9,5.3,5,89,4,1,31,0,2.00,12,3,+9,+1.70,+1.49,11.3,4.7,+6.6,+1.24,+1.47
Leonardo Ferreira,POR,DF,Boavista,17-101,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,
Marcelo dos Santos Ferreira,BRA,DF,Moreirense,35-103,1989,10,900,90,100.0,10.0,10,90,10,0,,0,1.40,12,12,0,0.00,,12.7,10.3,+2.4,+0.24,
Pedro Ferreira,POR,MF,Santa Clara,26-307,1998,10,777,78,86.3,8.6,10,78,5,0,,0,1.80,12,11,+1,+0.12,+0.12,11.8,7.1,+4.7,+0.55,+0.29
Tiago Ferreira,POR,FW,Estrela,22-234,2002,1,39,39,4.3,0.4,1,39,0,0,,2,0.00,0,2,-2,-4.62,-3.57,0.4,0.4,-0.1,-0.18,+0.63
Daniel Figueira,POR,GK,Estoril,26-110,1998,1,90,90,10.0,1.0,1,90,1,0,,2,0.00,1,4,-3,-3.00,-2.44,0.1,2.7,-2.6,-2.56,-1.44
Manga Foe Ondoa,FRA,FW,Estoril,18-331,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,
Tiago Fonseca Morais,POR,"FW,MF",Rio Ave,21-065,2003,9,473,53,52.6,5.3,6,67,2,3,24,1,1.00,6,9,-3,-0.57,+1.33,5.6,9.0,-3.3,-0.63,-0.01
José Fontán,ESP,DF,Arouca,24-270,2000,7,617,88,68.6,6.9,7,88,5,0,,0,0.57,3,15,-12,-1.75,-1.43,4.8,13.9,-9.2,-1.34,-0.74
José Fonte,POR,DF,Casa Pia,40-321,1983,7,541,77,60.1,6.0,6,90,6,1,1,1,1.43,5,8,-3,-0.50,-0.25,5.8,6.7,-0.9,-0.15,-0.05
