Player,Nation,Pos,Squad,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Samson Baidoo,AUT,DF,RB Salzburg,20-200,2004,1,76,76,42.2,0.8,1,76,0,0,,1,1.60,0,4,-4,-4.74,-2.14,1.6,1.8,-0.2,-0.25,+1.63
Leon Bailey,JAM,FW,Aston Villa,27-069,1997,1,33,33,18.3,0.4,0,,0,1,33,1,3.00,0,0,0,0.00,-2.45,0.1,0.5,-0.4,-1.07,-1.52
Scott Bain,SCO,GK,Celtic,32-330,1991,0,,,,,0,,0,0,,1,,,,,,,,,,,
Stefan Bajcetic,ESP,MF,RB Salzburg,19-361,2004,2,96,48,53.3,1.1,1,82,0,1,14,0,0.00,0,3,-3,-2.81,+1.47,0.4,2.7,-2.4,-2.23,-2.22
Adrian Bajrami,ALB,DF,Benfica,22-195,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Kenan Bajrić,SVN,DF,Slovan Bratislava,29-302,1994,2,180,90,100.0,2.0,2,90,2,0,,0,1.80,1,9,-8,-4.00,,0.6,7.5,-6.9,-3.43,
Johan Bakayoko,BEL,FW,PSV Eindhoven,21-180,2003,2,179,90,99.4,2.0,2,90,1,0,,0,0.50,2,4,-2,-1.01,-1.01,3.6,4.1,-0.5,-0.27,+3.79
Mitchel Bakker,NED,"FW,DF",Lille,24-119,2000,2,168,84,93.3,1.9,2,84,0,0,,0,1.50,1,2,-1,-0.54,-0.54,1.2,3.1,-1.9,-1.04,-0.34
Alejandro Balde,ESP,DF,Barcelona,20-365,2003,2,177,89,98.3,2.0,2,89,1,0,,0,1.50,6,2,+4,+2.03,+2.03,3.7,2.1,+1.7,+0.85,+0.26
David von Ballmoos,SUI,GK,Young Boys,29-292,1994,1,90,90,50.0,1.0,1,90,1,0,,1,1.50,0,3,-3,-3.00,+2.00,0.6,2.0,-1.4,-1.44,+1.16
Folarin Balogun,USA,FW,Monaco,23-106,2001,2,66,33,36.7,0.7,0,,0,2,33,0,2.00,3,1,+2,+2.73,+3.52,1.6,0.3,+1.3,+1.70,+1.26
Bradley Barcola,FRA,FW,Paris S-G,22-045,2002,2,152,76,84.4,1.7,2,76,1,0,,0,1.50,0,2,-2,-1.18,-4.40,0.9,1.0,0.0,-0.01,-4.93
Nicolò Barella,ITA,MF,Inter,27-253,1997,1,90,90,50.0,1.0,1,90,1,0,,0,1.00,0,0,0,0.00,-4.00,0.7,2.3,-1.6,-1.59,-3.86
Lilian Baret,FRA,DF,Lille,18-145,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ross Barkley,ENG,MF,Aston Villa,30-317,1993,2,34,17,18.9,0.4,0,,0,2,17,0,3.00,1,0,+1,+2.65,+0.80,0.1,1.1,-1.0,-2.62,-3.44
Leandro Barreiro Martins,LUX,MF,Benfica,24-288,2000,2,8,4,4.4,0.1,0,,0,2,4,0,3.00,0,0,0,0.00,-2.62,0.2,0.0,+0.2,+2.34,+0.15
Tigran Barseghyan,ARM,"FW,MF",Slovan Bratislava,31-025,1993,2,160,80,88.9,1.8,2,80,0,0,,0,1.50,1,8,-7,-3.94,+0.56,0.5,6.8,-6.2,-3.53,-0.88
Davide Bartesaghi,ITA,DF,Milan,18-293,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Alessandro Bastoni,ITA,DF,Inter,25-187,1999,2,163,82,90.6,1.8,2,82,1,0,,0,2.00,3,0,+3,+1.66,-3.64,2.7,2.8,-0.1,-0.03,-3.92
Martin Baturina,CRO,"MF,FW",Dinamo Zagreb,21-244,2003,2,151,76,83.9,1.7,2,76,0,0,,0,1.75,4,8,-4,-2.38,+6.93,1.7,6.6,-4.9,-2.93,+0.66
Christoph Baumgartner,AUT,MF,RB Leipzig,25-077,1999,2,90,45,50.0,1.0,1,45,0,1,45,0,0.00,1,1,0,0.00,+2.00,0.9,1.2,-0.3,-0.26,-1.56
Donny van de Beek,NED,MF,Girona,27-182,1997,2,138,69,76.7,1.5,2,69,0,0,,0,0.00,2,3,-1,-0.65,+1.49,2.2,2.3,-0.1,-0.04,+2.93
Thomas Beelen,NED,DF,Feyenoord,23-128,2001,2,180,90,100.0,2.0,2,90,2,0,,0,1.50,3,6,-3,-1.50,,2.6,4.0,-1.3,-0.66,
Maximilian Beier,GER,"FW,MF",Dortmund,22-000,2002,1,30,30,16.7,0.3,0,,0,1,30,1,3.00,2,0,+2,+6.00,+1.80,0.5,1.4,-0.9,-2.77,-3.99
Raoul Bellanova,ITA,DF,Atalanta,24-153,2000,2,95,48,52.8,1.1,1,74,0,1,21,0,2.00,3,0,+3,+2.84,+2.84,2.6,0.7,+1.9,+1.83,+1.01
Jude Bellingham,ENG,MF,Real Madrid,21-110,2003,2,169,85,93.9,1.9,2,85,1,0,,0,1.50,1,2,-1,-0.53,-16.90,3.7,2.9,+0.8,+0.44,-4.93
Jeanuël Belocian,FRA,DF,Leverkusen,19-243,2005,2,13,7,7.2,0.1,0,,0,2,7,0,3.00,0,0,0,0.00,-2.69,0.2,0.1,+0.2,+1.08,+0.21
Eliesse Ben Seghir,MAR,"FW,MF",Monaco,19-244,2005,2,88,44,48.9,1.0,1,69,0,1,19,0,2.00,3,1,+2,+2.05,+3.02,1.8,0.4,+1.4,+1.41,+0.97
Walter Benítez,ARG,GK,PSV Eindhoven,31-272,1993,1,90,90,50.0,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,+2.00,2.6,1.3,+1.2,+1.24,+3.06
Loris Benito,SUI,DF,Young Boys,32-284,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ramy Bensebaini,ALG,DF,Dortmund,29-184,1995,2,88,44,48.9,1.0,1,58,0,1,30,0,3.00,2,0,+2,+2.05,-4.80,1.3,2.3,-1.0,-1.03,-3.05
Lucas Beraldo,BRA,DF,Paris S-G,20-328,2003,1,1,1,0.6,0.0,0,,0,1,1,1,3.00,0,0,0,0.00,+0.50,0.0,0.0,0.0,0.00,-0.76
Mannou Berger,NED,GK,Feyenoord,20-002,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Paulo Bernardo,POR,MF,Celtic,22-267,2002,2,59,30,32.8,0.7,1,45,0,1,14,0,1.50,2,5,-3,-4.58,-5.32,1.2,2.1,-0.9,-1.40,-4.17
Maxime Bernauer,FRA,DF,Dinamo Zagreb,26-108,1998,1,90,90,50.0,1.0,1,90,1,0,,1,2.33,2,2,0,0.00,+7.00,1.0,1.9,-0.9,-0.91,+4.24
Jan-Niklas Beste,GER,FW,Benfica,25-287,1999,2,23,12,12.8,0.3,0,,0,2,12,0,3.00,2,0,+2,+7.83,+6.11,1.6,0.0,+1.6,+6.15,+4.52
Sam Beukema,NED,DF,Bologna,25-335,1998,2,151,76,83.9,1.7,2,76,1,0,,0,0.50,0,1,-1,-0.60,+2.51,1.5,1.9,-0.4,-0.23,-0.40
Mads Bidstrup,DEN,MF,RB Salzburg,23-235,2001,1,59,59,32.8,0.7,1,59,0,0,,0,1.60,0,1,-1,-1.53,+2.94,1.5,1.0,+0.5,+0.74,+2.89
Mika Biereth,DEN,FW,Sturm Graz,21-252,2003,2,142,71,78.9,1.6,2,71,0,0,,0,0.00,1,3,-2,-1.27,-1.27,0.7,1.0,-0.2,-0.15,+3.75
Matteo Bignetti,AUT,GK,Sturm Graz,20-164,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Justin Bijlow,NED,GK,Feyenoord,26-269,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,
El Bilal Touré,MLI,"FW,MF",Stuttgart,23-014,2001,2,30,15,16.7,0.3,0,,0,2,15,0,0.50,0,2,-2,-6.00,-6.00,0.3,0.8,-0.5,-1.35,-1.64
Veljko Birmančević,SRB,FW,Sparta Prague,26-226,1998,2,180,90,100.0,2.0,2,90,2,0,,0,2.43,4,1,+3,+1.50,,3.5,2.2,+1.3,+0.64,
Marco Bizot,NED,GK,Brest,33-221,1991,2,180,90,100.0,2.0,2,90,2,0,,0,3.00,6,1,+5,+2.50,,4.1,2.1,+2.0,+0.99,
César Blackman,PAN,DF,Slovan Bratislava,26-198,1998,2,180,90,100.0,2.0,2,90,2,0,,0,1.67,1,9,-8,-4.00,,0.6,7.5,-6.9,-3.43,
Hendry Blank,GER,DF,RB Salzburg,20-057,2004,2,104,52,57.8,1.2,1,90,1,1,14,0,1.00,0,3,-3,-2.60,+2.14,0.6,2.7,-2.2,-1.87,-1.63
Janis Blaswich,GER,GK,RB Salzburg,33-168,1991,2,180,90,100.0,2.0,2,90,2,0,,0,1.33,0,7,-7,-3.50,,2.2,4.5,-2.4,-1.19,
Daley Blind,NED,"DF,MF",Girona,34-222,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,
Lewin Blum,SUI,DF,Young Boys,23-097,2001,1,57,57,31.7,0.6,1,57,0,0,,1,2.00,0,4,-4,-6.32,-3.39,0.1,3.1,-3.0,-4.73,-3.97
Lamare Bogarde,NED,DF,Aston Villa,20-286,2004,1,45,45,25.0,0.5,1,45,0,0,,1,3.00,2,0,+2,+4.00,+2.67,1.4,0.3,+1.1,+2.28,+2.83
Valerii Bondar,UKR,DF,Shakhtar,25-233,1999,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,0,3,-3,-1.50,,1.2,3.7,-2.6,-1.29,
Artem Bondarenko,UKR,MF,Shakhtar,24-057,2000,2,106,53,58.9,1.2,1,78,0,1,28,0,0.50,0,0,0,0.00,+3.65,1.0,1.3,-0.4,-0.31,+2.39
Victor Boniface,NGA,FW,Leverkusen,23-299,2000,2,135,68,75.0,1.5,2,68,0,0,,0,3.00,5,0,+5,+3.33,+3.33,3.2,1.3,+1.9,+1.28,+1.56
Olivier Boscagli,FRA,DF,PSV Eindhoven,26-334,1997,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,2,4,-2,-1.00,,3.6,4.2,-0.6,-0.29,
Ayyoub Bouaddi,FRA,MF,Lille,17-015,2007,2,117,59,65.0,1.3,1,90,1,1,27,0,1.50,1,1,0,0.00,+1.43,1.5,2.4,-0.9,-0.65,+1.03
Conor Bradley,NIR,DF,Liverpool,21-100,2003,1,6,6,3.3,0.1,0,,0,1,6,1,3.00,0,0,0,0.00,-2.07,0.0,0.2,-0.2,-2.67,-4.35
Daniel Bragança,POR,MF,Sporting CP,25-143,1999,2,84,42,46.7,0.9,0,,0,2,42,0,2.00,2,0,+2,+2.14,+2.14,1.9,2.4,-0.5,-0.56,-1.03
Julian Brandt,GER,MF,Dortmund,28-168,1996,2,150,75,83.3,1.7,2,75,1,0,,0,3.00,8,1,+7,+4.20,-1.80,4.1,2.0,+2.0,+1.21,+3.99
Fabian Bredlow,GER,GK,Stuttgart,29-229,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,
Gleison Bremer,BRA,DF,Juventus,27-213,1997,2,95,48,52.8,1.1,2,48,1,0,,0,3.00,3,1,+2,+1.89,+0.84,2.9,1.0,+1.9,+1.78,+4.03
Marco Brescianini,ITA,MF,Atalanta,24-271,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Michael Bresser,NED,DF,PSV Eindhoven,17-176,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,
Emi Buendía,ARG,MF,Aston Villa,27-297,1996,1,3,3,1.7,0.0,0,,0,1,3,1,3.00,0,0,0,0.00,-2.03,0.1,0.1,0.0,-0.40,-0.58
Hugo Bueno,ESP,DF,Feyenoord,22-029,2002,1,70,70,38.9,0.8,1,70,0,0,,0,3.00,2,1,+1,+1.29,+4.56,1.4,1.6,-0.2,-0.25,+0.68
Nathan Butler-Oyedeji,ENG,FW,Arsenal,21-287,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Rémy Cabella,FRA,MF,Lille,34-223,1990,2,91,46,50.6,1.0,1,71,0,1,20,0,1.67,1,0,+1,+0.99,+3.01,1.5,1.0,+0.6,+0.57,+3.19
Arthur Cabral,BRA,FW,Benfica,26-175,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,
Marc-Aurèle Caillard,FRA,GK,Lille,30-158,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,
Davide Calabria,ITA,DF,Milan,27-316,1996,1,69,69,38.3,0.8,1,69,0,0,,1,0.00,1,3,-2,-2.61,-1.80,0.1,2.7,-2.6,-3.42,-2.89
Riccardo Calafiori,ITA,DF,Arsenal,22-151,2002,2,108,54,60.0,1.2,1,90,1,1,18,0,2.00,2,0,+2,+1.67,+1.67,1.2,0.5,+0.7,+0.57,+1.55
Hakan Çalhanoğlu,TUR,MF,Inter,30-252,1994,2,150,75,83.3,1.7,2,75,0,0,,0,2.00,2,0,+2,+1.20,-4.80,2.3,2.0,+0.3,+0.19,-0.85
Diego Callai,ITA,GK,Sporting CP,20-091,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Amady Camara,MLI,FW,Sturm Graz,19-142,2005,2,70,35,38.9,0.8,1,57,0,1,13,0,0.00,0,1,-1,-1.29,-0.47,0.3,2.0,-1.8,-2.30,-2.22
Lamine Camara,SEN,MF,Monaco,20-290,2004,2,116,58,64.4,1.3,2,58,0,0,,0,2.00,1,3,-2,-1.55,-5.77,1.6,1.2,+0.4,+0.31,-1.68
Mahdi Camara,FRA,MF,Brest,26-109,1998,2,144,72,80.0,1.6,2,72,0,0,,0,3.00,5,1,+4,+2.50,0.00,2.2,2.0,+0.2,+0.10,-4.46
Eduardo Camavinga,FRA,MF,Real Madrid,21-342,2002,1,66,66,36.7,0.7,1,66,0,0,,0,0.00,0,1,-1,-1.36,-2.94,0.7,1.1,-0.4,-0.56,-2.05
Andrea Cambiaso,ITA,DF,Juventus,24-240,2000,2,180,90,100.0,2.0,2,90,2,0,,0,3.00,6,3,+3,+1.50,,4.1,4.3,-0.2,-0.12,
Axel Camblan,FRA,FW,Brest,21-048,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Emre Can,GER,MF,Dortmund,30-279,1994,2,180,90,100.0,2.0,2,90,2,0,,0,3.00,10,1,+9,+4.50,,4.5,3.4,+1.1,+0.55,
Nicolás Capaldo,ARG,"MF,DF",RB Salzburg,27-033,1997,2,121,61,67.2,1.3,1,90,1,1,31,0,1.33,0,6,-6,-4.46,-2.94,0.7,3.5,-2.9,-2.15,-2.89
Diego Carlos,BRA,DF,Aston Villa,31-216,1993,2,135,68,75.0,1.5,1,90,1,1,45,0,3.00,2,0,+2,+1.33,-2.67,1.0,1.8,-0.8,-0.54,-2.83
Marco Carnesecchi,ITA,GK,Atalanta,24-108,2000,2,180,90,100.0,2.0,2,90,2,0,,0,2.00,3,0,+3,+1.50,,3.8,1.1,+2.7,+1.35,
Julián Carranza,ARG,FW,Feyenoord,24-148,2000,1,20,20,11.1,0.2,0,,0,1,20,1,3.00,1,1,0,0.00,+1.69,0.5,0.7,-0.2,-0.82,-0.18
Álvaro Carreras,ESP,DF,Benfica,21-208,2003,2,180,90,100.0,2.0,2,90,2,0,,0,3.00,6,1,+5,+2.50,,5.7,1.3,+4.4,+2.20,
Scott Carson,ENG,GK,Manchester City,39-044,1985,0,,,,,0,,0,0,,2,,,,,,,,,,,
Cameron Carter-Vickers,USA,DF,Celtic,26-291,1997,1,84,84,46.7,0.9,1,84,0,0,,0,3.00,4,1,+3,+3.21,+7.90,3.4,0.5,+2.9,+3.15,+3.27
Dani Carvajal,ESP,DF,Real Madrid,32-280,1992,2,180,90,100.0,2.0,2,90,2,0,,0,1.50,3,2,+1,+0.50,,4.5,3.0,+1.5,+0.74,
Marc Casado,ESP,MF,Barcelona,21-033,2003,2,180,90,100.0,2.0,2,90,2,0,,0,1.50,6,2,+4,+2.00,,3.8,2.1,+1.7,+0.85,
Nicolò Casale,ITA,DF,Bologna,26-246,1998,1,29,29,16.1,0.3,0,,0,1,29,1,0.00,0,1,-1,-3.10,-2.51,0.2,0.2,+0.1,+0.17,+0.40
Matty Cash,POL,"DF,FW",Aston Villa,27-071,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
Santiago Castro,ARG,FW,Bologna,20-018,2004,2,76,38,42.2,0.8,1,64,0,1,12,0,0.50,0,0,0,0.00,+1.73,1.3,0.9,+0.4,+0.48,+1.11
Geny Catamo,MOZ,"DF,MF",Sporting CP,23-265,2001,2,141,71,78.3,1.6,2,71,1,0,,0,2.00,2,1,+1,+0.64,-1.67,1.8,1.0,+0.9,+0.55,+2.59
Julian Chabot,GER,DF,Stuttgart,26-248,1998,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,2,4,-2,-1.00,,3.6,3.5,0.0,+0.01,
El Chadaille Bitshiabu,FRA,DF,RB Leipzig,19-154,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
Miguel Chaiwa,ZAM,DF,Young Boys,20-132,2004,0,,,,,0,,0,0,,2,3.00,,,,,,,,,,
Brendan Chardonnet,FRA,DF,Brest,29-300,1994,1,90,90,50.0,1.0,1,90,1,0,,1,3.00,2,1,+1,+1.00,-3.00,2.1,0.5,+1.6,+1.59,+1.20
Anrie Chase,JPN,DF,Stuttgart,20-207,2004,2,57,29,31.7,0.6,0,,0,2,29,0,0.50,1,2,-1,-1.58,-0.85,1.4,0.8,+0.6,+0.94,+1.36
Lucas Chevalier,FRA,GK,Lille,22-346,2001,2,180,90,100.0,2.0,2,90,2,0,,0,1.67,1,2,-1,-0.50,,1.5,3.6,-2.0,-1.01,
Federico Chiesa,ITA,FW,Liverpool,26-358,1997,1,1,1,0.6,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,-2.01,0.1,0.3,-0.2,-20.83,-22.49
Tochi Chukwuani,DEN,MF,Sturm Graz,21-207,2003,1,81,81,45.0,0.9,1,81,0,0,,1,0.00,0,1,-1,-1.11,-0.20,0.4,0.6,-0.2,-0.28,+1.20
Samuel Chukwueze,NGA,FW,Milan,25-148,1999,1,12,12,6.7,0.1,0,,0,1,12,1,0.00,0,0,0,0.00,+1.61,0.3,0.1,+0.3,+1.95,+3.84
Bobby Clark,ENG,MF,RB Salzburg,19-253,2005,2,124,62,68.9,1.4,2,62,0,0,,0,0.00,0,4,-4,-2.90,+1.92,1.8,2.8,-1.0,-0.70,+1.59
Ebrima Colley,GAM,"MF,FW",Young Boys,24-259,2000,2,134,67,74.4,1.5,2,67,0,0,,0,1.50,0,6,-6,-4.03,-0.12,0.7,4.8,-4.1,-2.78,-2.95
Kingsley Coman,FRA,FW,Bayern Munich,28-126,1996,1,45,45,25.0,0.5,1,45,0,0,,1,0.00,0,0,0,0.00,-4.00,0.2,0.3,-0.1,-0.11,-4.33
Pietro Comi,ITA,DF,Atalanta,19-128,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Francisco Conceição,POR,FW,Juventus,21-308,2002,1,79,79,43.9,0.9,0,,0,1,79,0,3.00,3,2,+1,+1.14,-0.64,1.1,3.2,-2.1,-2.39,-4.05
Abdu Conté,POR,DF,Young Boys,26-207,1998,1,28,28,15.6,0.3,0,,0,1,28,1,0.00,0,1,-1,-3.21,+0.93,0.3,0.5,-0.2,-0.53,+1.77
Tommaso Corazza,ITA,DF,Bologna,20-110,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Juan Córdoba,COL,MF,Dinamo Zagreb,21-098,2003,0,,,,,0,,0,0,,2,3.00,,,,,,,,,,
Ángel Correa,ARG,MF,Atlético Madrid,29-222,1995,2,155,78,86.1,1.7,2,78,1,0,,0,1.50,1,5,-4,-2.32,-5.92,1.6,4.9,-3.3,-1.93,-2.66
Isaac Cossier,FRA,DF,Lille,17-322,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Grégoire Coudert,FRA,GK,Brest,25-197,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
Soumaïla Coulibaly,FRA,DF,Brest,21-003,2003,2,180,90,100.0,2.0,2,90,2,0,,0,3.00,6,1,+5,+2.50,,4.1,2.1,+2.0,+0.99,
Thibaut Courtois,BEL,GK,Real Madrid,32-159,1992,1,90,90,50.0,1.0,1,90,1,0,,0,3.00,3,1,+2,+2.00,+3.00,2.6,1.9,+0.7,+0.68,-0.12
Yan Couto,BRA,"DF,MF",Dortmund,22-136,2002,2,64,32,35.6,0.7,1,60,0,1,4,0,3.00,6,1,+5,+7.03,+3.93,3.0,0.9,+2.1,+2.95,+3.76
Juan Cuadrado,COL,"MF,DF",Atalanta,36-144,1988,2,47,24,26.1,0.5,0,,0,2,24,0,2.00,0,0,0,0.00,-2.03,0.2,0.6,-0.4,-0.70,-2.78
Pau Cubarsí,ESP,DF,Barcelona,17-269,2007,2,142,71,78.9,1.6,2,71,0,0,,0,1.50,5,2,+3,+1.90,-0.47,3.5,1.3,+2.2,+1.41,+2.58
Andres Cuenca,ESP,DF,Barcelona,17-128,2007,1,7,7,3.9,0.1,0,,0,1,7,1,3.00,0,0,0,0.00,-2.08,0.1,0.4,-0.3,-3.25,-4.26
Adam Daghim,DEN,FW,RB Salzburg,19-019,2005,2,124,62,68.9,1.4,1,90,1,1,34,0,1.33,0,5,-5,-3.63,-0.41,1.9,3.5,-1.6,-1.16,+0.10
Dálcio,GNB,MF,Red Star,28-148,1996,2,66,33,36.7,0.7,0,,0,2,33,0,0.75,1,1,0,0.00,+3.95,0.9,0.3,+0.7,+0.91,+3.45
Thijs Dallinga,NED,FW,Bologna,24-075,2000,2,104,52,57.8,1.2,1,78,0,1,26,0,0.50,0,2,-2,-1.73,-1.73,0.5,1.2,-0.7,-0.64,-1.11
Matteo Dams,BEL,DF,PSV Eindhoven,20-222,2004,2,166,83,92.2,1.8,2,83,1,0,,0,0.50,1,4,-3,-1.63,-8.06,3.1,3.3,-0.2,-0.12,+2.04
Kryštof Daněk,CZE,MF,Sparta Prague,21-286,2003,0,,,,,0,,0,0,,2,3.00,,,,,,,,,,
Danilo,BRA,DF,Juventus,33-094,1991,1,34,34,18.9,0.4,0,,0,1,34,1,3.00,0,1,-1,-2.65,-5.11,0.9,0.5,+0.4,+1.03,+1.41
Arnaut Danjuma,NED,FW,Girona,27-260,1997,2,95,48,52.8,1.1,0,,0,2,48,0,0.00,1,3,-2,-1.89,-1.89,1.5,3.2,-1.7,-1.61,-1.88
Matteo Darmian,ITA,DF,Inter,34-320,1989,1,74,74,41.1,0.8,1,74,0,0,,1,1.00,0,0,0,0.00,-3.40,0.6,1.4,-0.8,-1.00,-2.27
Juan David Cabal,COL,DF,Juventus,23-283,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Jonathan David,CAN,FW,Lille,24-277,2000,2,153,77,85.0,1.7,2,77,1,0,,0,1.67,1,1,0,0.00,+3.33,1.1,3.1,-2.0,-1.16,-1.02
Alphonso Davies,CAN,DF,Bayern Munich,23-350,2000,2,180,90,100.0,2.0,2,90,2,0,,0,1.50,9,3,+6,+3.00,,7.4,1.1,+6.3,+3.13,
Kevin De Bruyne,BEL,MF,Manchester City,33-111,1991,1,45,45,25.0,0.5,1,45,0,0,,0,1.00,0,0,0,0.00,-2.67,0.9,0.6,+0.3,+0.56,-2.72
Maxim De Cuyper,BEL,DF,Club Brugge,23-300,2000,2,180,90,100.0,2.0,2,90,2,0,,0,1.50,1,3,-2,-1.00,,1.9,2.3,-0.4,-0.19,
Charles De Ketelaere,BEL,"MF,FW",Atalanta,23-221,2001,2,118,59,65.6,1.3,2,59,0,0,,0,2.00,3,0,+3,+2.29,+2.29,3.4,0.5,+2.9,+2.18,+2.42
Rodrigo De Paul,ARG,MF,Atlético Madrid,30-146,1994,2,107,54,59.4,1.2,2,54,0,0,,0,1.50,1,2,-1,-0.84,+1.62,1.6,1.9,-0.3,-0.27,+3.20
Zeno Debast,BEL,DF,Sporting CP,20-359,2003,2,180,90,100.0,2.0,2,90,2,0,,0,2.00,3,1,+2,+1.00,,2.9,3.0,0.0,-0.01,
Amar Dedić,BIH,DF,RB Salzburg,22-060,2002,2,180,90,100.0,2.0,2,90,2,0,,0,1.33,0,7,-7,-3.50,,2.2,4.5,-2.4,-1.19,
Romain Del Castillo,FRA,FW,Brest,28-202,1996,2,91,46,50.6,1.0,1,62,0,1,29,0,3.00,1,0,+1,+0.99,-3.06,2.7,1.6,+1.1,+1.09,+0.19
Tommaso Del Lungo,ITA,DF,Atalanta,20-331,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Ousmane Dembélé,FRA,FW,Paris S-G,27-155,1997,1,89,89,49.4,1.0,1,89,0,0,,0,3.00,1,0,+1,+1.01,+2.99,2.1,0.2,+1.8,+1.84,+2.14
Ermedin Demirović,BIH,FW,Stuttgart,26-206,1998,2,77,39,42.8,0.9,1,61,0,1,16,0,0.50,1,3,-2,-2.34,-2.34,1.1,1.7,-0.6,-0.73,-1.29
Raffaele Di Gennaro,ITA,GK,Inter,31-014,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,
Michele Di Gregorio,ITA,GK,Juventus,27-082,1997,2,148,74,82.2,1.6,2,74,1,0,,0,3.00,4,2,+2,+1.22,-1.60,3.8,1.9,+1.9,+1.17,+7.26
Ángel Di María,ARG,FW,Benfica,36-246,1988,2,157,79,87.2,1.7,2,79,0,0,,0,3.00,4,1,+3,+1.72,-6.11,4.1,1.2,+2.8,+1.62,-4.52
Bafodé Diakité,FRA,DF,Lille,23-285,2001,2,180,90,100.0,2.0,2,90,2,0,,0,1.67,1,2,-1,-0.50,,1.5,3.6,-2.0,-1.01,
Mamady Diambou,MLI,"DF,MF",RB Salzburg,21-341,2002,2,59,30,32.8,0.7,0,,0,2,30,0,1.00,0,1,-1,-1.53,+2.94,0.3,1.7,-1.4,-2.07,-1.31
Rúben Dias,POR,DF,Manchester City,27-156,1997,2,121,61,67.2,1.3,1,90,1,1,31,0,2.00,1,0,+1,+0.74,-3.83,3.2,0.7,+2.4,+1.82,-2.34
Krépin Diatta,SEN,DF,Monaco,25-235,1999,1,19,19,10.6,0.2,0,,0,1,19,1,1.00,2,0,+2,+9.47,+10.03,1.0,0.0,+0.9,+4.47,+3.98
Luis Díaz,COL,FW,Liverpool,27-278,1997,2,94,47,52.2,1.0,1,71,0,1,23,0,3.00,1,0,+1,+0.96,-2.18,1.4,0.9,+0.6,+0.53,-2.11
Eric Dier,ENG,DF,Bayern Munich,30-276,1994,1,22,22,12.2,0.2,0,,0,1,22,1,3.00,4,0,+4,+16.36,+15.22,1.9,0.0,+1.9,+7.95,+5.49
Lucas Digne,FRA,DF,Aston Villa,31-089,1993,2,177,89,98.3,2.0,2,89,1,0,,0,3.00,4,0,+4,+2.03,+2.03,2.4,2.0,+0.3,+0.17,+0.58
Federico Dimarco,ITA,"DF,MF",Inter,26-342,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ousmane Diomande,CIV,DF,Sporting CP,20-318,2003,2,121,61,67.2,1.3,2,61,1,0,,0,2.00,2,1,+1,+0.74,-0.78,1.6,0.5,+1.1,+0.82,+2.54
Nasser Djiga,BFA,DF,Red Star,21-337,2002,2,180,90,100.0,2.0,2,90,2,0,,0,0.75,1,6,-5,-2.50,,1.5,4.1,-2.5,-1.26,
Berat Djimsiti,ALB,DF,Atalanta,31-241,1993,2,135,68,75.0,1.5,2,68,1,0,,0,2.00,2,0,+2,+1.33,-0.67,2.9,0.8,+2.1,+1.42,+0.27
Jeremy Doku,BEL,FW,Manchester City,22-143,2002,2,101,51,56.1,1.1,1,90,1,1,11,0,2.00,4,0,+4,+3.56,+3.56,4.5,0.1,+4.4,+3.89,+2.95
Sergi Dominguez,ESP,"FW,DF",Barcelona,19-199,2005,1,11,11,6.1,0.1,0,,0,1,11,1,0.00,0,0,0,0.00,-2.13,0.0,0.1,-0.1,-0.73,-1.68
