Player,Nation,Pos,Squad,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Iver Fossum,NOR,MF,Kortrijk,28-115,1996,9,228,25,19.5,2.5,2,70,0,7,13,3,1.44,1,4,-3,-1.18,-0.13,3.2,2.6,+0.6,+0.25,+1.05
Daam Foulon,BEL,"DF,MF",Mechelen,25-229,1999,12,"1,026",86,87.7,11.4,12,86,11,0,,0,1.75,25,15,+10,+0.88,+0.88,19.5,17.8,+1.6,+0.14,+0.14
Guillaume François,BEL,"FW,DF",Union SG,34-157,1990,2,107,54,9.1,1.2,1,57,0,1,50,7,2.00,1,0,+1,+0.84,+0.84,2.1,0.4,+1.7,+1.44,+1.07
Matija Frigan,CRO,FW,Westerlo,21-270,2003,13,726,56,62.1,8.1,8,82,2,5,15,0,1.38,12,13,-1,-0.12,-0.53,13.7,15.1,-1.4,-0.18,-0.71
Haruya Fujii,JPN,DF,Kortrijk,23-317,2000,11,914,83,78.1,10.2,10,88,9,1,35,0,1.18,8,17,-9,-0.89,+0.87,10.4,14.9,-4.5,-0.44,+0.71
Joel Fujita,JPN,MF,Sint-Truiden,22-265,2002,11,959,87,82.0,10.7,11,87,8,0,,0,1.27,14,18,-4,-0.38,+0.05,16.3,14.9,+1.4,+0.13,+1.42
Kaye Furo,BEL,FW,Club Brugge,17-275,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mohammed Fuseini,GHA,FW,Union SG,22-175,2002,11,843,77,72.1,9.4,10,81,3,1,30,1,1.27,11,10,+1,+0.11,+0.11,15.7,10.8,+4.9,+0.53,+0.21
Hugo Gambor,CTA,DF,Gent,21-313,2002,8,617,77,52.7,6.9,7,87,5,1,7,4,1.63,12,4,+8,+1.17,+1.49,10.4,8.9,+1.5,+0.22,+1.33
Omri Gandelman,ISR,MF,Gent,24-175,2000,10,690,69,59.0,7.7,8,79,5,2,30,0,1.30,12,7,+5,+0.65,+0.46,11.8,12.8,-1.0,-0.14,+0.68
Yann Gboua,BEL,FW,Standard Liège,16-255,2008,0,,,,,0,,0,0,,1,,,,,,,,,,,
Wouter George,BEL,DF,OH Leuven,22-249,2002,1,11,11,0.9,0.1,0,,0,1,11,1,3.00,0,0,0,0.00,+0.31,0.1,0.3,-0.2,-2.03,-2.07
Pieter Gerkens,BEL,MF,Gent,29-086,1995,11,458,42,39.1,5.1,4,88,3,7,15,1,1.64,6,5,+1,+0.20,-0.44,5.7,8.0,-2.3,-0.45,-0.06
Brahim Ghalidi,BEL,FW,Standard Liège,19-281,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,
Faisal Al Ghamdi,KSA,MF,Beerschot,23-086,2001,5,422,84,36.1,4.7,5,84,3,0,,0,1.00,3,7,-4,-0.85,+0.95,2.9,5.2,-2.4,-0.64,+0.52
Milan Gigot,BEL,DF,OH Leuven,17-261,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,
Óscar Gil,ESP,DF,OH Leuven,27-195,1997,9,448,50,38.3,5.0,6,67,0,3,16,2,0.89,4,7,-3,-0.60,-0.48,5.2,5.1,+0.1,+0.02,-0.01
Nick Gillekens,BEL,GK,Westerlo,29-125,1995,0,,,,,0,,0,0,,7,,,,,,,,,,,
Bruno Godeau,BEL,DF,Sint-Truiden,32-181,1992,13,"1,152",89,98.5,12.8,13,89,11,0,,0,1.08,18,23,-5,-0.39,-0.39,16.7,18.9,-2.2,-0.17,-2.90
Matteo Godfroid,BEL,GK,Standard Liège,20-256,2004,0,,,,,0,,0,0,,9,,,,,,,,,,,
Dalangunypole Gomis,FRA,DF,Cercle Brugge,20-132,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Bryan Goncalves,FRA,DF,Dender,28-111,1996,6,400,67,34.2,4.4,4,90,4,2,20,7,1.67,3,8,-5,-1.13,-1.01,5.1,8.2,-3.1,-0.69,-0.27
Rayhan El Grafel,BEL,DF,Beerschot,17-099,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,
Parfait Guiagon,CIV,FW,Charleroi,23-259,2001,11,793,72,67.8,8.8,11,72,1,0,,0,1.27,11,9,+2,+0.23,+1.42,13.0,7.2,+5.7,+0.65,+1.05
Muhammed Gümüskaya,TUR,FW,Westerlo,23-311,2001,2,13,7,1.1,0.1,0,,0,2,7,3,1.50,0,1,-1,-6.92,-7.08,0.4,0.9,-0.5,-3.65,-3.78
Patrik Gunnarsson,ISL,GK,Kortrijk,23-358,2000,11,922,84,78.8,10.2,11,84,10,0,,0,1.00,8,16,-8,-0.78,+1.40,9.4,14.8,-5.4,-0.53,+0.34
Andri Guðjohnsen,ISL,FW,Gent,22-283,2002,12,685,57,58.5,7.6,7,83,4,5,21,1,1.33,6,7,-1,-0.13,-1.43,8.5,10.7,-2.2,-0.29,+0.29
Anouar Ait El Hadj,BEL,MF,Union SG,22-201,2002,7,441,63,37.7,4.9,6,70,0,1,23,4,1.14,3,8,-5,-1.02,-1.76,6.5,6.8,-0.4,-0.08,-0.88
Geoffry Hairemans,BEL,"MF,FW",Mechelen,33-017,1991,8,237,30,20.3,2.6,2,69,0,6,17,4,1.38,9,7,+2,+0.76,-0.01,6.3,5.3,+1.0,+0.37,+0.30
Dogucan Haspolat,TUR,MF,Westerlo,24-270,2000,13,"1,170",90,100.0,13.0,13,90,13,0,,0,1.38,23,22,+1,+0.08,,22.7,21.5,+1.2,+0.09,
Ibe Hautekiet,BEL,DF,Standard Liège,22-208,2002,11,928,84,79.3,10.3,11,84,9,0,,1,1.36,6,11,-5,-0.48,-0.86,10.1,14.0,-4.0,-0.38,-0.82
Ewan Henderson,SCO,MF,Beerschot,24-225,2000,10,558,56,47.7,6.2,7,72,1,3,19,0,0.20,5,19,-14,-2.26,-1.52,5.8,12.8,-7.0,-1.31,-0.50
Lennard Hens,BEL,MF,Dender,28-273,1996,13,669,51,57.2,7.4,8,72,1,5,19,0,1.23,6,6,0,0.00,+1.08,6.2,7.1,-0.8,-0.11,+0.94
Daan Heymans,BEL,MF,Charleroi,25-145,1999,13,"1,122",86,95.9,12.5,13,86,11,0,,0,1.08,13,16,-3,-0.24,-0.24,18.7,15.0,+3.7,+0.30,-0.38
Bryan Heynen,BEL,MF,Genk,27-275,1997,11,821,75,70.2,9.1,9,87,6,2,19,0,2.73,20,8,+12,+1.32,+1.06,22.2,8.7,+13.5,+1.49,+0.37
David Hrnčár,SVK,"DF,MF",Dender,26-333,1997,11,707,64,60.4,7.9,8,79,4,3,24,0,1.09,13,15,-2,-0.25,+0.52,9.3,12.4,-3.1,-0.39,+0.32
Patrik Hrošovský,SVK,MF,Genk,32-199,1992,11,883,80,75.5,9.8,10,87,7,1,16,1,2.45,23,12,+11,+1.12,+0.49,22.0,11.4,+10.6,+1.08,-1.22
Dean Huiberts,NED,MF,Beerschot,24-175,2000,7,274,39,23.4,3.0,3,69,0,4,17,5,0.86,2,5,-3,-0.99,+0.62,1.8,5.5,-3.8,-1.24,-0.29
Nathan Huygevelde,BEL,MF,Kortrijk,20-289,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,
Oh Hyeon-gyu,KOR,FW,Genk,23-209,2001,11,151,14,12.9,1.7,0,,0,11,14,2,2.27,5,2,+3,+1.79,+0.90,5.8,2.1,+3.7,+2.25,+1.00
Hong Hyunseok,KOR,MF,Gent,25-144,1999,3,248,83,21.2,2.8,3,83,0,0,,0,1.00,2,2,0,0.00,-0.59,2.0,3.5,-1.4,-0.53,-0.14
Mounaim El Idrissy,FRA,"DF,FW",Kortrijk,25-271,1999,10,306,31,26.2,3.4,3,75,1,7,12,2,1.30,0,4,-4,-1.18,-0.13,2.2,6.2,-4.0,-1.19,-0.79
Chukwubuikem Ikwuemesi,NGA,FW,OH Leuven,23-094,2001,12,455,38,38.9,5.1,4,70,1,8,22,0,1.17,6,6,0,0.00,+0.50,6.5,4.5,+2.0,+0.40,+0.62
Atsuki Ito,JPN,MF,Gent,26-088,1998,9,552,61,47.2,6.1,6,76,3,3,32,0,1.44,9,7,+2,+0.33,-0.26,7.2,13.0,-5.8,-0.95,-1.01
Ryotaro Ito,JPN,MF,Sint-Truiden,26-275,1998,12,799,67,68.3,8.9,9,81,4,3,24,1,1.17,15,19,-4,-0.45,-0.21,14.2,14.4,-0.2,-0.02,+0.33
Franjo Ivanović,CRO,FW,Union SG,21-037,2003,7,501,72,42.8,5.6,6,82,3,1,10,0,1.00,6,6,0,0.00,-0.13,9.3,7.1,+2.2,+0.39,-0.14
Nordin Jackers,BEL,GK,Club Brugge,27-063,1997,0,,,,,0,,0,0,,13,,,,,,,,,,,
Vincent Janssen,NED,FW,Antwerp,30-145,1994,13,"1,153",89,98.5,12.8,13,89,11,0,,0,1.77,23,10,+13,+1.01,-9.57,17.9,15.8,+2.2,+0.18,-0.56
Wolke Janssens,BEL,DF,Sint-Truiden,29-301,1995,4,91,23,7.8,1.0,0,,0,4,23,4,1.00,0,1,-1,-0.99,-0.66,0.8,0.6,+0.2,+0.23,+0.38
Ardon Jashari,SUI,MF,Club Brugge,22-100,2002,9,551,61,47.1,6.1,6,81,2,3,21,4,1.78,9,8,+1,+0.16,-0.71,11.5,7.3,+4.2,+0.69,-0.07
Owen Jochmans,BEL,GK,OH Leuven,21-284,2003,0,,,,,0,,0,0,,12,,,,,,,,,,,
Xander Joosen,BEL,DF,Beerschot,18-150,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Edisson Jordanov,BUL,DF,Westerlo,31-152,1993,4,73,18,6.2,0.8,0,,0,4,18,8,0.75,1,2,-1,-1.23,-1.40,0.9,2.2,-1.3,-1.57,-1.78
Ferran Jutglà,ESP,"FW,MF",Club Brugge,25-280,1999,11,303,28,25.9,3.4,1,61,0,10,24,2,1.82,3,7,-4,-1.19,-2.33,6.8,6.0,+0.8,+0.25,-0.63
Mathias Jørgensen,DEN,DF,Anderlecht,34-198,1990,10,811,81,69.3,9.0,9,90,9,1,1,0,1.30,14,8,+6,+0.67,+0.42,15.2,15.1,+0.1,+0.01,+0.60
Elton Kabangu,BEL,"FW,MF",Union SG,26-273,1998,7,122,17,10.4,1.4,1,65,0,6,10,2,1.00,2,0,+2,+1.48,+1.56,2.2,0.6,+1.6,+1.21,+0.83
Abdelkahar Kadri,ALG,"MF,FW",Kortrijk,24-136,2000,12,817,68,69.8,9.1,9,82,3,3,27,0,0.92,6,13,-7,-0.77,+1.01,8.2,14.1,-5.9,-0.65,-0.16
Emmanuel Kakou,CIV,DF,Cercle Brugge,19-130,2005,7,630,90,53.8,7.0,7,90,7,0,,1,1.57,8,8,0,0.00,+0.83,9.3,7.2,+2.1,+0.31,+1.30
Marco Kana,BEL,"DF,MF",Anderlecht,22-091,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ismaël Kandouss,MAR,MF,Gent,26-361,1997,1,4,4,0.3,0.0,0,,0,1,4,1,3.00,0,0,0,0.00,-0.46,0.0,0.4,-0.4,-10.05,-9.67
Takuro Kaneko,JPN,"MF,FW",Kortrijk,27-100,1997,12,732,61,62.6,8.1,9,75,2,3,19,1,1.17,6,16,-10,-1.23,-0.41,7.0,13.1,-6.1,-0.75,-0.41
Konstantinos Karetsas,BEL,MF,Genk,16-354,2007,9,452,50,38.6,5.0,6,67,0,3,16,4,2.11,8,4,+4,+0.80,-0.33,11.4,3.4,+8.0,+1.60,+0.36
Joris Kayembe,COD,"DF,MF",Genk,30-091,1994,13,"1,162",89,99.3,12.9,13,89,12,0,,0,2.38,28,14,+14,+1.08,+12.33,30.7,12.5,+18.2,+1.41,+4.57
Charly Keita,FRA,FW,Beerschot,25-144,1999,11,598,54,51.1,6.6,6,72,0,5,34,1,0.27,5,15,-10,-1.51,-0.09,4.9,9.2,-4.2,-0.73,+0.52
Check Keita,FRA,DF,Charleroi,21-219,2003,7,595,85,50.9,6.6,7,85,6,0,,6,1.29,8,9,-1,-0.15,+0.16,10.4,8.1,+2.3,+0.35,+0.07
Mandela Keita,BEL,"MF,DF",Antwerp,22-181,2002,5,238,48,20.3,2.6,2,90,2,3,19,0,1.20,3,2,+1,+0.38,-0.97,5.1,3.8,+1.4,+0.53,+0.37
Gyrano Kerk,SUR,"FW,MF",Antwerp,28-341,1995,12,868,72,74.2,9.6,11,78,2,1,13,0,1.67,13,8,+5,+0.52,-2.46,13.2,12.9,+0.3,+0.04,-0.77
Anan Khalaili,ISR,"DF,FW",Union SG,20-065,2004,7,248,35,21.2,2.8,2,74,1,5,20,4,1.14,3,7,-4,-1.45,-1.94,3.5,5.1,-1.6,-0.60,-1.35
Bilal El Khannouss,MAR,MF,Genk,20-181,2004,1,68,68,5.8,0.8,1,68,0,0,,0,3.00,4,2,+2,+2.65,+1.75,2.2,0.5,+1.7,+2.20,+0.87
Lucca Kiaba,BEL,GK,Genk,16-133,2008,0,,,,,0,,0,0,,2,,,,,,,,,,,
Mads Kikkenborg,DEN,GK,Anderlecht,25-031,1999,0,,,,,0,,0,0,,13,,,,,,,,,,,
Leo Kokubo,JPN,GK,Sint-Truiden,23-289,2001,10,900,90,76.9,10.0,10,90,10,0,,1,1.40,16,12,+4,+0.40,+3.40,15.7,13.0,+2.7,+0.27,+1.72
Mory Konaté,GUI,MF,Mechelen,30-358,1993,1,90,90,7.7,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,-0.83,0.6,1.9,-1.3,-1.30,-1.54
Mohamed Koné,CIV,GK,Charleroi,22-245,2002,11,990,90,84.6,11.0,11,90,11,0,,0,1.27,13,12,+1,+0.09,+2.09,17.9,12.4,+5.5,+0.50,+1.23
Josué Kongolo,BEL,DF,Genk,18-208,2006,2,74,37,6.3,0.8,1,63,0,1,11,11,3.00,0,3,-3,-3.65,-4.96,0.6,1.9,-1.2,-1.51,-3.08
Tolis Konstantopoulos,GRE,DF,Beerschot,22-097,2002,11,869,79,74.3,9.7,9,88,8,2,41,1,0.55,6,20,-14,-1.45,+0.05,6.6,16.7,-10.1,-1.17,-0.46
Ayouba Kosiah,LBR,"FW,DF",Beerschot,23-108,2001,7,203,29,17.4,2.3,1,59,0,6,24,4,0.43,2,7,-5,-2.22,-0.91,3.2,6.4,-3.2,-1.54,-0.63
Laurit Krasniqi,KVX,DF,Antwerp,23-116,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Florian Krüger,GER,"FW,MF",Beerschot,25-268,1999,4,113,28,9.7,1.3,1,45,0,3,23,1,0.25,1,2,-1,-0.80,+0.74,1.1,2.5,-1.5,-1.35,-0.37
Léandre Kuavita,BEL,MF,Standard Liège,20-160,2004,13,629,48,53.8,7.0,9,68,0,4,5,0,1.38,4,6,-2,-0.29,+0.05,5.6,9.9,-4.3,-0.62,-0.88
Mats Kuipers,BEL,DF,Sint-Truiden,18-152,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,
Sven Kums,BEL,MF,Gent,36-255,1988,7,363,52,31.0,4.0,4,77,1,3,19,1,1.57,5,4,+1,+0.25,-0.31,5.5,5.2,+0.3,+0.07,+0.70
Hasan Kuruçay,,DF,OH Leuven,27-068,1997,5,405,81,34.6,4.5,4,90,4,1,45,2,0.80,3,8,-5,-1.11,-1.23,4.1,5.0,-0.8,-0.18,-0.32
Roman Květ,CZE,"MF,FW",Dender,26-326,1997,13,800,62,68.4,8.9,10,68,2,3,39,0,1.23,12,19,-7,-0.79,-1.03,8.5,15.8,-7.2,-0.81,-0.94
Grejohn Kyei,FRA,FW,Charleroi,29-087,1995,6,337,56,28.8,3.7,5,64,0,1,18,0,0.83,4,3,+1,+0.27,+0.70,5.5,2.3,+3.2,+0.86,+0.77
Grejohn Kyei,FRA,"FW,MF",Standard Liège,29-087,1995,6,213,36,18.2,2.4,2,57,0,4,25,0,1.33,1,1,0,0.00,+0.38,2.4,2.0,+0.4,+0.19,+0.49
Bram Lagae,BEL,DF,Kortrijk,20-298,2004,9,810,90,69.2,9.0,9,90,9,0,,3,0.89,5,17,-12,-1.33,-0.83,7.0,14.4,-7.4,-0.82,-0.71
Hugo Lambotte,BEL,MF,Sint-Truiden,18-140,2006,2,36,18,3.1,0.4,0,,0,2,18,7,0.50,1,1,0,0.00,+0.40,0.2,0.1,+0.1,+0.27,+0.41
Senne Lammens,BEL,GK,Antwerp,22-123,2002,13,"1,170",90,100.0,13.0,13,90,13,0,,0,1.77,24,10,+14,+1.08,,19.0,16.0,+3.0,+0.25,+0.25
Bas Langenbick,BEL,GK,Cercle Brugge,21-268,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Amando Lapage,BEL,DF,Anderlecht,19-365,2004,1,6,6,0.5,0.1,0,,0,1,6,2,3.00,0,0,0,0.00,-0.54,0.0,0.0,0.0,-0.09,+0.09
Loïc Lapoussin,MAD,DF,Union SG,28-225,1996,1,90,90,7.7,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,-0.08,1.5,2.0,-0.6,-0.55,-1.11
Lion Lauberbach,GER,FW,Mechelen,26-266,1998,11,700,64,59.8,7.8,8,72,1,3,42,0,1.36,16,9,+7,+0.90,+0.33,13.1,10.1,+3.0,+0.39,+0.66
Henry Lawrence,ENG,DF,Standard Liège,23-047,2001,10,683,68,58.4,7.6,8,81,5,2,16,2,1.50,7,5,+2,+0.26,+1.37,7.5,9.5,-2.0,-0.26,-0.12
Matt Lendfers,BEL,GK,Sint-Truiden,18-242,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,
Theo Leoni,BEL,"MF,DF",Anderlecht,24-200,2000,12,825,69,70.5,9.2,10,80,5,2,11,1,1.42,12,9,+3,+0.33,-0.72,13.0,14.9,-2.0,-0.22,-0.14
Fedde Leysen,BEL,DF,Union SG,21-121,2003,9,699,78,59.7,7.8,8,87,5,1,1,3,1.22,6,7,-1,-0.13,-0.51,12.2,7.8,+4.5,+0.58,+0.26
Tobe Leysen,BEL,GK,OH Leuven,22-243,2002,13,"1,170",90,100.0,13.0,13,90,13,0,,0,1.15,13,17,-4,-0.31,,13.3,13.0,+0.3,+0.03,
Jonas Lietaert,BEL,DF,Cercle Brugge,20-114,2004,1,57,57,4.9,0.6,0,,0,1,57,4,1.00,0,1,-1,-1.58,-1.26,0.4,2.0,-1.6,-2.59,-2.41
Ridwane M'Barki,BEL,"DF,MF",Dender,30-128,1994,5,122,24,10.4,1.4,0,,0,5,24,5,0.80,4,4,0,0.00,+0.52,1.3,3.1,-1.8,-1.34,-0.92
Kevin Mac Allister,ARG,DF,Union SG,27-000,1997,11,953,87,81.5,10.6,11,87,9,0,,0,1.27,12,9,+3,+0.28,+1.11,16.9,10.9,+6.0,+0.56,+0.51
Koki Machida,JPN,DF,Union SG,27-074,1997,12,"1,080",90,92.3,12.0,12,90,12,0,,0,1.33,12,9,+3,+0.25,+2.25,19.4,13.0,+6.4,+0.53,+0.80
Nicolas Madsen,DEN,MF,Westerlo,24-235,2000,4,356,89,30.4,4.0,4,89,2,0,,0,2.25,12,8,+4,+1.01,+1.34,9.1,6.2,+2.9,+0.73,+0.92
Mathieu Maertens,BEL,"FW,MF",OH Leuven,29-225,1995,11,772,70,66.0,8.6,11,70,3,0,,0,1.09,9,14,-5,-0.58,-0.81,7.9,8.8,-0.8,-0.10,-0.36
Gary Magnée,BEL,"DF,MF",Cercle Brugge,25-026,1999,9,450,50,38.5,5.0,6,69,0,3,13,1,1.33,6,10,-4,-0.80,-0.68,5.6,10.7,-5.0,-1.00,-1.15
Noah Makanza,BEL,MF,Mechelen,19-298,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Kristiyan Malinov,BUL,MF,Kortrijk,30-222,1994,0,,,,,0,,0,0,,8,,,,,,,,,,,
Mark Mampasi,UKR,DF,Kortrijk,21-240,2003,8,518,65,44.3,5.8,6,82,4,2,13,1,0.88,4,11,-7,-1.22,-0.25,5.3,8.9,-3.6,-0.63,-0.05
José Marsà,ESP,DF,Mechelen,22-248,2002,13,975,75,83.3,10.8,12,77,7,1,54,0,1.62,21,14,+7,+0.65,-0.74,17.5,16.8,+0.7,+0.07,-0.35
Ar'jany Martha,NED,"MF,DF",Beerschot,21-064,2003,10,400,40,34.2,4.4,4,71,2,6,20,1,0.10,3,11,-8,-1.80,-0.51,4.0,10.8,-6.9,-1.64,-0.92
Kéres Masangu,BEL,"MF,FW",Dender,24-245,2000,2,5,3,0.4,0.1,0,,0,2,3,6,2.00,0,0,0,0.00,+0.46,0.0,0.0,0.0,-0.88,-0.37
Davor Matijas,CRO,GK,Beerschot,25-076,1999,7,630,90,53.8,7.0,7,90,7,0,,5,0.25,8,20,-12,-1.71,-0.55,5.8,12.6,-6.8,-1.13,-0.21
Hervé Matthys,BEL,DF,Beerschot,28-293,1996,11,907,82,77.5,10.1,11,82,10,0,,0,0.45,8,22,-14,-1.39,+0.32,8.2,18.2,-10.0,-1.10,-0.28
Youssef Maziz,FRA,"MF,FW",OH Leuven,26-136,1998,13,727,56,62.1,8.1,9,73,3,4,18,0,1.15,8,11,-3,-0.37,-0.17,7.7,6.0,+1.7,+0.21,+0.49
Loïc Mbe Soh,FRA,DF,Beerschot,23-147,2001,6,540,90,46.2,6.0,6,90,6,0,,2,0.83,4,11,-7,-1.17,+0.55,4.0,7.9,-3.9,-0.77,+0.40
Isaac Mbenza,BEL,FW,Charleroi,28-244,1996,13,385,30,32.9,4.3,3,70,0,10,18,0,1.08,2,8,-6,-1.40,-1.75,5.7,8.3,-2.5,-0.60,-1.35
Mark McKenzie,USA,FW,Genk,25-256,1999,1,1,1,0.1,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,-1.00,0.0,0.0,0.0,0.00,-1.38
Dire Mebude,SCO,FW,Westerlo,20-163,2004,11,569,52,48.6,6.3,6,75,2,5,24,1,1.36,14,12,+2,+0.32,+0.47,13.8,9.8,+4.0,+0.63,+1.05
Brandon Mechele,BEL,DF,Club Brugge,31-284,1993,13,"1,170",90,100.0,13.0,13,90,13,0,,0,1.85,21,14,+7,+0.54,,25.4,16.0,+9.4,+0.72,
Nayel Mehssatou,CHI,"MF,DF",Kortrijk,22-210,2002,13,862,66,73.7,9.6,9,84,6,4,28,0,1.08,8,19,-11,-1.15,-0.27,8.6,14.4,-5.8,-0.61,-0.03
Bjorn Meijer,NED,DF,Club Brugge,21-234,2003,1,12,12,1.0,0.1,0,,0,1,12,0,3.00,0,0,0,0.00,-0.54,0.4,0.4,+0.1,+0.38,-0.35
Hamza Mendyl,MAR,"DF,MF",OH Leuven,27-017,1997,8,393,49,33.6,4.4,4,79,0,4,20,5,1.13,6,5,+1,+0.23,+0.81,3.6,5.0,-1.4,-0.32,-0.52
Billel Messaoudi,ALG,"FW,MF",Kortrijk,26-322,1997,7,130,19,11.1,1.4,0,,0,7,19,2,1.29,1,2,-1,-0.69,+0.43,2.5,4.3,-1.8,-1.26,-0.74
Senna Miangue,BEL,DF,Cercle Brugge,27-276,1997,10,658,66,56.2,7.3,6,84,5,4,38,1,0.90,10,14,-4,-0.55,-0.37,9.5,15.7,-6.2,-0.85,-1.27
Simion Michez,BEL,"DF,MF",Beerschot,22-272,2002,6,483,81,41.3,5.4,6,81,3,0,,0,0.17,5,13,-8,-1.49,-0.05,4.4,10.4,-6.0,-1.13,-0.18
Simon Mignolet,BEL,GK,Club Brugge,36-246,1988,13,"1,170",90,100.0,13.0,13,90,13,0,,0,1.85,21,14,+7,+0.54,,25.4,16.0,+9.4,+0.72,
Alan Minda,ECU,"FW,MF",Cercle Brugge,21-177,2003,10,467,47,39.9,5.2,5,70,0,5,23,0,1.50,7,7,0,0.00,+0.64,9.1,7.6,+1.5,+0.29,+0.97
David Mindombe,BEL,DF,Sint-Truiden,23-141,2001,1,90,90,7.7,1.0,1,90,1,0,,5,0.00,0,1,-1,-1.00,-0.67,0.1,1.0,-0.9,-0.93,-0.87
Stefan Mitrović,SRB,FW,OH Leuven,22-084,2002,5,265,53,22.6,2.9,3,63,0,2,39,1,1.00,3,3,0,0.00,+0.40,3.3,2.5,+0.9,+0.29,+0.35
Stefan Mitrović,SRB,DF,Gent,34-169,1990,10,836,84,71.5,9.3,9,88,7,1,45,2,1.40,12,9,+3,+0.32,-0.49,10.8,17.4,-6.5,-0.70,-1.01
Anthony Moris,LUX,GK,Union SG,34-192,1990,13,"1,170",90,100.0,13.0,13,90,13,0,,0,1.23,13,12,+1,+0.08,,20.9,14.8,+6.1,+0.47,
Kerim Mrabti,SWE,"MF,FW",Mechelen,30-171,1994,12,911,76,77.9,10.1,12,76,3,0,,0,1.50,16,13,+3,+0.30,-2.14,13.5,14.8,-1.3,-0.13,-1.14
Suphanat Mueanta,THA,"FW,MF",OH Leuven,22-097,2002,2,61,31,5.2,0.7,1,57,0,1,4,7,0.50,0,0,0,0.00,+0.32,0.4,0.1,+0.3,+0.44,+0.43
Moussa N'Diaye,SEN,DF,Anderlecht,22-142,2002,9,764,85,65.3,8.5,9,85,2,0,,4,1.67,12,7,+5,+0.59,+0.15,9.9,10.9,-1.0,-0.11,+0.18
Ignace N'Dri,CIV,"FW,DF",OH Leuven,24-011,2000,13,988,76,84.4,11.0,11,81,6,2,50,0,1.15,11,15,-4,-0.36,-0.36,10.2,11.4,-1.2,-0.11,-0.86
Flávio Nazinho,POR,DF,Cercle Brugge,21-110,2003,11,759,69,64.9,8.4,8,82,4,3,34,0,1.27,13,14,-1,-0.12,+0.76,14.4,15.6,-1.3,-0.15,+0.42
Roman Neustädter,RUS,DF,Westerlo,36-263,1988,9,810,90,69.2,9.0,9,90,9,0,,3,1.22,16,17,-1,-0.11,-0.61,15.4,15.9,-0.5,-0.06,-0.48
Julien Ngoy,BEL,FW,Mechelen,27-005,1997,3,72,24,6.2,0.8,1,51,0,2,11,2,1.33,1,1,0,0.00,-0.82,1.6,1.8,-0.1,-0.16,-0.31
Nathan Ngoy,BEL,DF,Standard Liège,21-150,2003,4,240,60,20.5,2.7,3,75,2,1,15,3,0.75,2,3,-1,-0.37,-0.08,2.6,3.3,-0.7,-0.26,-0.06
Adam Nhaili,BEL,"FW,MF",Sint-Truiden,19-090,2005,6,174,29,14.9,1.9,1,90,1,5,17,6,0.50,1,3,-2,-1.03,-0.76,0.8,2.1,-1.2,-0.64,-0.61
Ousseynou Niang,SEN,"DF,FW",Union SG,23-026,2001,6,345,58,29.5,3.8,4,76,1,2,21,1,1.00,4,2,+2,+0.52,+0.63,5.4,5.5,-0.1,-0.03,-0.71
Casper Nielsen,DEN,MF,Club Brugge,30-192,1994,4,101,25,8.6,1.1,1,64,0,3,12,4,1.25,1,1,0,0.00,-0.59,1.3,1.3,-0.1,-0.07,-0.87
Gustaf Nilsson,SWE,FW,Club Brugge,27-168,1997,9,739,82,63.2,8.2,9,82,5,0,,1,1.56,15,8,+7,+0.85,+0.85,16.4,8.8,+7.6,+0.92,+0.54
Ken Nkuba,BEL,"MF,DF",Genk,22-291,2002,7,137,20,11.7,1.5,2,50,0,5,7,5,2.71,1,2,-1,-0.66,-1.88,2.7,2.0,+0.7,+0.44,-1.05
Petter Nosa Dahl,NOR,"MF,FW",Mechelen,21-290,2003,10,177,18,15.1,2.0,1,45,0,9,15,3,1.50,8,4,+4,+2.03,+1.49,5.3,5.4,-0.2,-0.08,-0.25
Lucas Noubi,BEL,DF,Standard Liège,19-297,2005,2,137,69,11.7,1.5,1,90,1,1,47,6,2.00,1,0,+1,+0.66,+1.09,2.3,2.4,-0.1,-0.05,+0.19
Bruny Nsimba,BEL,FW,Dender,24-216,2000,13,"1,094",84,93.5,12.2,13,84,7,0,,0,1.23,13,19,-6,-0.49,-0.49,12.1,18.3,-6.2,-0.51,+0.03
