Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Myles Lewis-Skelly,ENG,DF,Arsenal,Premier League,18-040,2006,2,16,8,1.8,0.2,0,,0,2,8,6,1.00,0,2,-2,-11.25,-12.06,0.2,0.6,-0.4,-2.17,-2.73
Mattia Liberali,ITA,MF,Milan,Serie A,17-213,2007,0,,,,,0,,0,0,,2,,,,,,,,,,,
Yann Liénard,FRA,GK,Monaco,Ligue 1,21-234,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,28-117,1996,9,740,82,91.4,8.2,9,82,7,0,,0,1.78,11,11,0,0.00,-2.57,11.1,8.0,+3.2,+0.39,-2.28
Matthijs de Ligt,NED,DF,Manchester Utd,Premier League,25-085,1999,10,671,67,74.6,7.5,7,86,5,3,22,0,1.20,7,11,-4,-0.54,-0.93,11.8,13.6,-1.9,-0.25,-1.19
Pedro Lima,BRA,DF,Wolves,Premier League,18-127,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,
Victor Lindelöf,SWE,"DF,MF",Manchester Utd,Premier League,30-111,1994,4,62,16,6.9,0.7,0,,0,4,16,1,1.25,0,1,-1,-1.45,-1.24,0.7,1.4,-0.6,-0.95,-1.08
Jesper Lindstrøm,DEN,FW,Everton,Premier League,24-250,2000,6,259,43,28.8,2.9,3,64,0,3,22,3,0.83,2,4,-2,-0.69,+0.01,3.7,2.7,+1.0,+0.35,+1.10
Karol Linetty,POL,MF,Torino,Serie A,29-277,1995,10,674,67,68.1,7.5,8,80,4,2,19,1,1.40,10,10,0,0.00,+0.28,8.0,12.6,-4.6,-0.61,-0.78
Samuel Lino,BRA,"MF,DF",Atlético Madrid,La Liga,24-318,1999,10,576,58,53.3,6.4,8,62,1,2,40,2,1.90,11,5,+6,+0.94,+0.04,11.8,5.9,+5.9,+0.93,+0.34
Pol Lirola,ESP,"DF,FW",Marseille,Ligue 1,27-084,1997,6,266,44,29.6,3.0,3,66,0,3,23,4,2.50,14,4,+10,+3.38,+3.24,6.9,6.8,+0.1,+0.02,+0.33
Dailon Livramento,CPV,"FW,MF",Hellas Verona,Serie A,23-185,2001,8,357,45,36.1,4.0,4,71,0,4,18,3,1.13,6,14,-8,-2.02,-2.02,4.3,7.1,-2.8,-0.70,-0.21
Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,21-359,2002,10,620,62,68.9,6.9,7,81,5,3,17,0,1.50,5,7,-2,-0.29,-0.93,8.1,9.9,-1.8,-0.26,-1.04
Javier Llabrés,ESP,FW,Mallorca,La Liga,22-055,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Diego Llorente,ESP,DF,Betis,La Liga,31-081,1993,12,"1,080",90,100.0,12.0,12,90,12,0,,0,1.58,12,10,+2,+0.17,,18.7,15.4,+3.3,+0.27,
Marcos Llorente,ESP,"DF,MF",Atlético Madrid,La Liga,29-280,1995,8,629,79,58.2,7.0,7,83,5,1,45,0,2.00,11,4,+7,+1.00,+0.20,10.2,5.9,+4.3,+0.61,-0.38
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,29-110,1995,10,900,90,100.0,10.0,10,90,10,0,,0,0.90,8,20,-12,-1.20,,10.6,16.9,-6.3,-0.63,
Giovani Lo Celso,ARG,MF,Betis,La Liga,28-210,1996,6,458,76,42.4,5.1,5,86,3,1,30,0,1.67,7,4,+3,+0.59,+0.73,10.0,4.2,+5.8,+1.15,+1.52
Stanislav Lobotka,SVK,MF,Napoli,Serie A,29-346,1994,7,607,87,61.3,6.7,7,87,3,0,,0,2.29,13,5,+8,+1.19,+0.72,10.5,6.1,+4.4,+0.65,-0.04
Manuel Locatelli,ITA,MF,Juventus,Serie A,26-302,1998,10,773,77,78.1,8.6,10,77,5,0,,1,1.80,14,6,+8,+0.93,-0.73,11.7,6.3,+5.3,+0.62,-0.50
Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,28-287,1996,9,518,58,57.6,5.8,5,89,4,4,18,0,1.89,10,8,+2,+0.35,-0.59,10.4,6.8,+3.6,+0.63,-0.22
Enzo Loiodice,FRA,MF,Las Palmas,La Liga,23-344,2000,6,234,39,21.7,2.6,2,79,1,4,19,5,0.50,3,8,-5,-1.92,-1.60,2.8,5.0,-2.3,-0.88,-0.12
Niklas Lomb,GER,GK,Leverkusen,Bundesliga,31-100,1993,0,,,,,0,,0,0,,3,,,,,,,,,,,
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,27-006,1997,9,424,47,47.1,4.7,5,72,2,4,16,1,1.67,3,3,0,0.00,0.00,3.3,7.4,-4.1,-0.87,-1.75
Ademola Lookman,NGA,"MF,FW",Atalanta,Serie A,27-016,1997,8,503,63,50.8,5.6,7,67,2,1,36,1,2.38,16,5,+11,+1.97,+1.23,11.7,3.7,+8.0,+1.44,+1.01
Noah Loosli,SUI,DF,Bochum,Bundesliga,27-287,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,
Anthony Lopes,POR,GK,Lyon,Ligue 1,34-035,1990,0,,,,,0,,0,0,,2,,,,,,,,,,,
Alberto López,ESP,GK,Sevilla,La Liga,20-361,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,
Alberto López,ESP,MF,Sevilla,La Liga,19-203,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,
David López,ESP,DF,Girona,La Liga,35-027,1989,11,937,85,86.8,10.4,10,90,10,1,37,1,1.36,14,15,-1,-0.10,+0.53,14.9,12.3,+2.6,+0.25,+0.06
Diego López,ESP,"MF,FW",Valencia,La Liga,22-176,2002,11,773,70,78.1,8.6,9,79,3,2,32,0,0.64,7,12,-5,-0.58,+1.08,5.4,13.0,-7.6,-0.88,+0.08
Fer López,,MF,Celta Vigo,La Liga,,,0,,,,,0,,0,0,,1,,,,,,,,,,,
Fermin López,ESP,MF,Barcelona,La Liga,21-178,2003,6,164,27,15.2,1.8,1,45,0,5,24,0,3.00,7,2,+5,+2.74,+0.39,4.5,1.7,+2.8,+1.51,+0.09
Javi López,ESP,DF,Real Sociedad,La Liga,22-225,2002,9,635,71,58.8,7.1,7,82,4,2,32,1,1.56,8,7,+1,+0.14,+0.34,9.0,9.1,-0.1,-0.02,-0.42
Pau López,ESP,GK,Girona,La Liga,29-328,1994,0,,,,,0,,0,0,,8,,,,,,,,,,,
Roberto López,ESP,MF,Leganés,La Liga,24-195,2000,8,356,45,33.0,4.0,3,86,2,5,19,4,0.63,2,7,-5,-1.26,-1.39,2.8,6.1,-3.2,-0.82,0.00
Unai López,ESP,MF,Rayo Vallecano,La Liga,29-006,1995,11,620,56,62.6,6.9,8,66,1,3,30,0,1.45,8,4,+4,+0.58,+1.07,7.7,8.3,-0.7,-0.10,+0.11
Joseph Lopy,SEN,"DF,MF",Angers,Ligue 1,32-235,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,
Iker Losada,ESP,"MF,FW",Betis,La Liga,23-096,2001,7,159,23,14.7,1.8,1,60,0,6,17,5,2.00,2,2,0,0.00,-0.20,3.4,3.4,0.0,0.00,-0.32
Anthony Losilla,FRA,MF,Bochum,Bundesliga,38-240,1986,8,609,76,75.2,6.8,7,76,4,1,75,1,0.13,7,23,-16,-2.36,-0.57,8.7,15.3,-6.6,-0.98,+1.52
Marcel Lotka,POL,GK,Dortmund,Bundesliga,23-164,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Jordan Lotomba,SUI,"MF,DF",Nice,Ligue 1,26-037,1998,2,35,18,3.9,0.4,0,,0,2,18,0,0.50,0,1,-1,-2.57,-3.72,0.3,0.2,0.0,+0.08,-0.52
Tom Louchet,FRA,"DF,MF",Nice,Ligue 1,21-185,2003,5,112,22,12.4,1.2,1,78,0,4,9,2,1.60,4,1,+3,+2.41,+1.61,3.9,0.8,+3.1,+2.50,+2.20
Marius Louer,FRA,MF,Angers,Ligue 1,17-239,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,
Sandi Lovrić,SVN,MF,Udinese,Serie A,26-222,1998,10,592,59,59.8,6.6,8,67,1,2,27,0,1.30,7,13,-6,-0.91,-1.82,4.1,10.2,-6.1,-0.93,-0.90
Pol Lozano,ESP,MF,Espanyol,La Liga,25-030,1999,8,559,70,51.8,6.2,7,76,2,1,25,3,0.50,5,12,-7,-1.13,-0.44,3.9,10.4,-6.5,-1.02,-0.36
Lorenzo Lucca,ITA,FW,Udinese,Serie A,24-056,2000,11,722,66,72.9,8.0,9,74,2,2,28,0,1.45,10,7,+3,+0.37,+2.05,6.6,10.1,-3.4,-0.43,+0.52
Lorenzo Lucchesi,ITA,DF,Venezia,Serie A,21-180,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Jhon Lucumí,COL,DF,Bologna,Serie A,26-132,1998,7,484,69,53.8,5.4,5,80,3,2,42,1,1.71,8,5,+3,+0.56,+0.99,5.2,6.6,-1.4,-0.27,-0.62
Yannik Lührs,GER,DF,Dortmund,Bundesliga,21-057,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
José Luis Gayà,ESP,DF,Valencia,La Liga,29-164,1995,2,99,50,10.0,1.1,1,74,0,1,25,0,0.50,2,1,+1,+0.91,+1.92,0.9,1.2,-0.3,-0.31,+0.65
José Luis Palomino,ARG,DF,Cagliari,Serie A,34-305,1990,6,212,35,21.4,2.4,1,90,1,5,24,5,1.17,4,3,+1,+0.42,+1.70,3.6,3.9,-0.3,-0.12,+0.35
Douglas Luiz,BRA,MF,Juventus,Serie A,26-180,1998,7,272,39,27.5,3.0,2,78,1,5,23,1,2.14,3,1,+2,+0.66,-0.59,4.7,1.8,+2.9,+0.95,+0.31
Romelu Lukaku,BEL,FW,Napoli,Serie A,31-176,1993,9,639,71,64.5,7.1,8,76,0,1,29,0,2.44,13,3,+10,+1.41,+1.41,10.4,4.9,+5.5,+0.78,+0.31
Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,21-324,2002,7,612,87,75.6,6.8,7,87,5,0,,1,2.71,14,3,+11,+1.62,+2.07,11.1,7.9,+3.2,+0.47,+1.27
Dodi Lukebakio,BEL,FW,Sevilla,La Liga,27-042,1997,12,929,77,86.0,10.3,11,82,6,1,24,0,1.25,11,15,-4,-0.39,+0.21,11.5,14.7,-3.2,-0.31,-0.56
Saša Lukić,SRB,MF,Fulham,Premier League,28-084,1996,7,547,78,60.8,6.1,7,78,2,0,,0,1.57,9,6,+3,+0.49,+1.00,9.1,5.5,+3.7,+0.60,+0.52
Milos Lukovic,SRB,FW,Strasbourg,Ligue 1,18-353,2005,1,11,11,1.2,0.1,0,,0,1,11,0,0.00,0,0,0,0.00,0.00,0.1,0.1,0.0,-0.27,-0.19
Joe Lumley,ENG,GK,Southampton,Premier League,29-264,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,
Daniel Luna,COL,MF,Mallorca,La Liga,21-182,2003,1,12,12,1.1,0.1,0,,0,1,12,10,0.00,0,0,0,0.00,-0.08,0.1,0.4,-0.3,-2.07,-2.34
Andriy Lunin,UKR,GK,Real Madrid,La Liga,25-268,1999,2,180,90,18.2,2.0,2,90,2,0,,9,1.50,2,4,-2,-1.00,-2.33,1.9,3.7,-1.7,-0.86,-1.86
Massimo Luongo,AUS,MF,Ipswich Town,Premier League,32-041,1992,4,142,36,15.8,1.6,2,68,0,2,4,3,0.50,1,4,-3,-1.90,-0.95,0.7,4.8,-4.2,-2.61,-1.43
Sebastiano Luperto,ITA,DF,Cagliari,Serie A,28-060,1996,11,990,90,100.0,11.0,11,90,11,0,,0,0.82,9,19,-10,-0.91,,13.4,17.8,-4.4,-0.40,
Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,22-241,2002,11,647,59,65.4,7.2,8,72,2,3,24,0,0.82,5,13,-8,-1.11,-0.59,8.4,11.2,-2.7,-0.38,+0.05
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,31-014,1993,5,402,80,44.7,4.5,5,80,2,0,,3,1.20,4,4,0,0.00,-0.18,5.1,5.7,-0.7,-0.15,-0.31
Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,25-260,1999,8,703,88,86.8,7.8,8,88,5,0,,0,1.50,15,19,-4,-0.51,+0.33,10.7,12.4,-1.7,-0.22,-0.60
Othmane Maamma,FRA,"MF,FW",Montpellier,Ligue 1,19-030,2005,2,41,21,4.6,0.5,0,,0,2,21,1,0.50,0,0,0,0.00,+2.31,0.0,0.7,-0.6,-1.38,-0.08
Ian Maatsen,NED,DF,Aston Villa,Premier League,22-240,2002,8,144,18,16.0,1.6,0,,0,8,18,2,1.88,6,2,+4,+2.50,+2.74,3.5,1.9,+1.6,+1.02,+0.77
Alexis Mac Allister,ARG,MF,Liverpool,Premier League,25-317,1998,10,691,69,76.8,7.7,9,76,5,1,10,0,2.50,14,4,+10,+1.30,+0.01,14.5,6.0,+8.4,+1.10,+0.40
Deiver Machado,COL,"DF,MF",Lens,Ligue 1,31-064,1993,7,340,49,37.8,3.8,3,90,3,4,18,0,1.29,1,3,-2,-0.53,-1.17,4.5,6.5,-2.0,-0.52,-1.14
Shuto Machino,JPN,"FW,MF",Holstein Kiel,Bundesliga,25-036,1999,8,444,56,54.8,4.9,5,73,2,3,26,1,0.25,7,16,-9,-1.82,-1.09,5.8,10.6,-4.8,-0.97,-0.60
Darwin Machís,VEN,"FW,MF",Valladolid,La Liga,31-272,1993,5,268,54,24.8,3.0,5,54,0,0,,5,0.20,1,2,-1,-0.34,+1.22,2.1,2.9,-0.8,-0.27,+0.71
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,26-035,1998,3,209,70,23.2,2.3,3,70,1,0,,0,1.00,1,4,-3,-1.29,+0.14,3.0,4.4,-1.4,-0.61,+0.31
James Maddison,ENG,MF,Tottenham,Premier League,27-348,1996,10,678,68,75.3,7.5,9,74,0,1,9,0,1.60,15,10,+5,+0.66,-1.77,14.9,8.7,+6.2,+0.83,-0.06
Eros Maddy,NED,DF,Auxerre,Ligue 1,23-274,2001,1,8,8,0.9,0.1,0,,0,1,8,4,0.00,0,1,-1,-11.25,-11.25,0.0,0.9,-0.9,-10.48,-10.35
Warren Madrigal,CRC,MF,Valencia,La Liga,20-104,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Noni Madueke,ENG,FW,Chelsea,Premier League,22-240,2002,9,687,76,76.3,7.6,9,76,2,0,,1,2.00,18,10,+8,+1.05,+1.05,14.2,11.3,+2.9,+0.39,-0.30
Pablo Maffeo,ESP,DF,Mallorca,La Liga,27-116,1997,9,752,84,69.6,8.4,9,84,8,0,,1,1.33,5,6,-1,-0.12,-0.67,9.7,6.4,+3.3,+0.40,+0.50
Gabriel Magalhães,BRA,DF,Arsenal,Premier League,26-322,1997,10,863,86,95.9,9.6,10,86,9,0,,0,1.80,17,10,+7,+0.73,+3.16,15.3,10.0,+5.3,+0.56,+1.20
Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,21-028,2003,7,216,31,24.0,2.4,3,60,1,4,9,2,2.29,4,3,+1,+0.42,-0.50,3.3,3.1,+0.2,+0.07,-1.19
Edmond-Paris Maghoma,ENG,MF,Brentford,Premier League,23-181,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,29-032,1995,10,574,57,58.0,6.4,6,84,5,4,17,1,1.20,11,20,-9,-1.41,-1.63,6.8,11.4,-4.5,-0.71,-0.33
Hugo Magnetti,FRA,MF,Brest,Ligue 1,26-159,1998,9,643,71,71.4,7.1,7,87,6,2,18,0,1.44,10,7,+3,+0.42,+2.52,9.2,13.0,-3.8,-0.53,+0.14
Frank Magri,CMR,FW,Toulouse,Ligue 1,25-062,1999,9,314,35,34.9,3.5,4,60,0,5,15,0,1.00,1,6,-5,-1.43,-2.20,3.3,2.9,+0.4,+0.12,-0.82
Federico Magro,ITA,GK,Hellas Verona,Serie A,19-300,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
Harry Maguire,ENG,DF,Manchester Utd,Premier League,31-245,1993,5,242,48,26.9,2.7,3,68,0,2,20,1,1.40,2,1,+1,+0.37,+0.92,4.9,2.5,+2.4,+0.91,+1.17
Jon Magunacelaya,ESP,MF,Real Sociedad,La Liga,24-115,2000,2,7,4,0.6,0.1,0,,0,2,4,8,3.00,1,0,+1,+12.86,+12.94,0.9,0.1,+0.8,+10.11,+10.02
Arne Maier,GER,"MF,FW",Augsburg,Bundesliga,25-302,1999,7,227,32,28.0,2.5,2,66,0,5,19,2,1.14,4,7,-3,-1.19,-0.57,4.0,3.9,+0.1,+0.04,+0.33
Mike Maignan,FRA,GK,Milan,Serie A,29-125,1995,10,900,90,100.0,10.0,10,90,10,0,,0,1.70,17,11,+6,+0.60,,17.7,10.5,+7.2,+0.72,
Patrick Mainka,GER,DF,Heidenheim,Bundesliga,29-365,1994,9,810,90,100.0,9.0,9,90,9,0,,0,1.11,12,12,0,0.00,,13.5,13.3,+0.3,+0.03,
Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,19-200,2005,7,571,82,63.4,6.3,7,82,4,0,,0,1.14,4,6,-2,-0.32,-0.04,9.5,8.7,+0.8,+0.13,+0.22
Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,Ligue 1,27-068,1997,10,644,64,71.6,7.2,7,90,7,3,5,0,1.50,14,10,+4,+0.56,+1.26,13.9,10.5,+3.5,+0.49,+0.34
Radosław Majecki,POL,GK,Monaco,Ligue 1,24-355,1999,3,270,90,30.0,3.0,3,90,3,0,,1,0.33,1,3,-2,-0.67,-2.10,3.1,2.3,+0.8,+0.26,-1.02
Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,26-293,1998,4,145,36,17.9,1.6,2,61,0,2,12,0,1.25,4,2,+2,+1.24,+1.65,2.8,2.1,+0.6,+0.40,+0.72
Jordy Makengo,FRA,DF,Freiburg,Bundesliga,23-094,2001,4,32,8,4.0,0.4,0,,0,4,8,3,2.25,0,0,0,0.00,-0.23,1.5,0.6,+1.0,+2.71,+2.22
Antoine Makoumbou,CGO,MF,Cagliari,Serie A,26-110,1998,7,411,59,41.5,4.6,6,66,2,1,14,2,1.00,7,9,-2,-0.44,+0.81,4.9,8.7,-3.8,-0.83,-0.75
Nikola Maksimović,SRB,DF,Montpellier,Ligue 1,32-346,1991,1,90,90,10.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,+1.33,1.0,2.2,-1.2,-1.18,+0.14
Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,23-158,2001,7,429,61,53.0,4.8,5,79,2,2,18,2,1.43,10,11,-1,-0.21,+0.74,7.7,7.3,+0.5,+0.10,+0.50
Daniel Maldini,ITA,MF,Monza,Serie A,23-025,2001,10,629,63,63.5,7.0,8,75,2,2,16,0,0.50,4,8,-4,-0.57,-0.57,4.0,8.4,-4.4,-0.63,-0.33
Youssef Maleh,MAR,MF,Empoli,Serie A,26-075,1998,7,423,60,42.7,4.7,5,76,2,2,21,1,1.43,3,2,+1,+0.21,+0.53,4.3,4.2,+0.1,+0.03,+1.01
Donyell Malen,NED,"FW,DF",Dortmund,Bundesliga,25-301,1999,8,367,46,45.3,4.1,4,70,0,4,22,1,1.63,6,5,+1,+0.25,+0.04,5.4,3.8,+1.6,+0.39,-0.07
Ruslan Malinovskyi,UKR,"MF,FW",Genoa,Serie A,31-185,1993,5,224,45,22.6,2.5,2,60,0,3,35,0,1.00,2,2,0,0.00,+1.53,2.6,3.1,-0.5,-0.21,+0.69
Lennard Maloney,USA,MF,Heidenheim,Bundesliga,25-028,1999,8,533,67,65.8,5.9,7,76,3,1,2,0,1.25,8,10,-2,-0.34,-0.99,8.3,9.8,-1.5,-0.25,-0.82
Aaron Malouda,FRA,FW,Lille,Ligue 1,18-341,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,24-037,2000,11,990,90,100.0,11.0,11,90,11,0,,0,0.64,8,17,-9,-0.82,,8.0,17.9,-9.9,-0.90,
Craig Mamilo,FRA,DF,Montpellier,Ligue 1,18-124,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Dennis Man,ROU,"FW,MF",Parma,Serie A,26-071,1998,11,817,74,82.5,9.1,10,78,4,1,35,0,0.82,11,14,-3,-0.33,-0.33,12.6,14.7,-2.1,-0.23,-0.46
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,24-313,1999,1,21,21,2.3,0.2,0,,0,1,21,0,0.00,0,0,0,0.00,+0.31,0.1,0.0,+0.1,+0.29,+0.88
Gianluca Mancini,ITA,DF,Roma,Serie A,28-202,1996,11,912,83,92.1,10.1,11,83,9,0,,0,1.18,10,12,-2,-0.20,-0.20,12.8,13.8,-1.0,-0.10,-0.67
Steve Mandanda,FRA,GK,Rennes,Ligue 1,39-222,1985,10,900,90,100.0,10.0,10,90,10,0,,0,1.10,13,16,-3,-0.30,,12.3,13.4,-1.1,-0.11,
Christos Mandas,GRE,GK,Lazio,Serie A,23-049,2001,0,,,,,0,,0,0,,11,,,,,,,,,,,
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,30-289,1994,11,512,47,47.4,5.7,6,74,3,5,14,1,1.82,7,6,+1,+0.18,-1.41,6.0,6.9,-0.9,-0.16,-1.76
Aïssa Mandi,ALG,DF,Lille,Ligue 1,33-014,1991,6,435,73,48.3,4.8,5,81,3,1,29,4,1.83,9,6,+3,+0.62,-0.15,9.2,7.4,+1.8,+0.37,-0.04
Rolando Mandragora,ITA,MF,Fiorentina,Serie A,27-129,1997,7,300,43,30.3,3.3,4,64,0,3,15,1,1.71,4,7,-3,-0.90,-2.99,4.9,4.0,+0.9,+0.26,-0.47
Filippo Mane,ITA,DF,Dortmund,Bundesliga,19-242,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,
Orel Mangala,BEL,MF,Everton,Premier League,26-232,1998,7,365,52,40.6,4.1,4,80,2,3,16,0,1.29,4,4,0,0.00,+1.18,4.9,4.8,+0.1,+0.02,+0.76
Orel Mangala,BEL,MF,Lyon,Ligue 1,26-232,1998,1,67,67,7.4,0.7,1,67,0,0,,1,0.00,0,2,-2,-2.69,-3.12,0.5,1.1,-0.7,-0.91,-1.40
Ryan Manning,IRL,"DF,FW",Southampton,Premier League,28-144,1996,4,284,71,31.6,3.2,4,71,0,0,,0,0.75,3,5,-2,-0.63,+0.83,3.0,7.6,-4.6,-1.46,-0.67
Vito Mannone,ITA,GK,Lille,Ligue 1,36-248,1988,0,,,,,0,,0,0,,9,,,,,,,,,,,
Javier Manquillo,ESP,DF,Celta Vigo,La Liga,30-184,1994,7,438,63,40.6,4.9,7,63,0,0,,3,1.29,5,8,-3,-0.62,-0.76,5.5,5.1,+0.4,+0.08,-0.32
Johan Manzambi,SUI,FW,Freiburg,Bundesliga,19-022,2005,1,10,10,1.2,0.1,0,,0,1,10,1,3.00,0,0,0,0.00,-0.23,0.2,0.2,0.0,+0.28,-0.31
Alberto Manzoni,ITA,MF,Atalanta,Serie A,19-133,2005,1,6,6,0.6,0.1,0,,0,1,6,2,0.00,0,0,0,0.00,-1.37,1.0,0.2,+0.8,+12.21,+11.34
Sekou Mara,FRA,"FW,MF",Strasbourg,Ligue 1,22-098,2002,9,330,37,36.7,3.7,2,83,1,7,24,0,1.33,7,6,+1,+0.27,+0.43,5.0,7.5,-2.5,-0.69,-0.96
Alessandro Marcandalli,ITA,DF,Genoa,Serie A,22-041,2002,1,45,45,4.5,0.5,1,45,0,0,,9,1.00,0,1,-1,-2.00,-0.86,0.1,0.6,-0.4,-0.89,-0.16
Marcão,BRA,DF,Sevilla,La Liga,28-153,1996,8,456,57,42.2,5.1,5,84,2,3,12,2,1.25,4,11,-7,-1.38,-1.67,5.5,8.8,-3.3,-0.65,-0.72
Filip Marchwiński,POL,MF,Lecce,Serie A,22-300,2002,1,15,15,1.5,0.2,0,,0,1,15,6,0.00,0,0,0,0.00,+1.48,0.4,0.0,+0.4,+2.69,+3.33
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,35-205,1989,8,593,74,54.9,6.6,7,83,4,1,9,3,1.88,14,6,+8,+1.21,+1.58,13.7,5.4,+8.4,+1.27,+1.90
Alberto Marí,ESP,FW,Valencia,La Liga,23-117,2001,1,7,7,0.7,0.1,0,,0,1,7,2,0.00,0,0,0,0.00,+0.82,0.1,0.0,+0.1,+1.07,+1.99
Pablo Marí,ESP,DF,Monza,Serie A,31-066,1993,11,990,90,100.0,11.0,11,90,11,0,,0,0.73,10,14,-4,-0.36,,7.2,12.8,-5.6,-0.51,
José María Giménez,URU,DF,Atlético Madrid,La Liga,29-290,1995,11,838,76,77.6,9.3,8,90,8,3,39,1,2.00,16,3,+13,+1.40,+2.14,13.1,6.7,+6.3,+0.68,-0.38
Luca Marianucci,ITA,DF,Empoli,Serie A,20-105,2004,1,7,7,0.7,0.1,0,,0,1,7,10,3.00,0,0,0,0.00,+0.09,0.0,0.1,-0.1,-1.61,-1.07
Mirko Marić,CRO,FW,Monza,Serie A,29-173,1995,4,73,18,7.4,0.8,1,45,0,3,9,6,0.75,0,0,0,0.00,+0.39,0.3,1.3,-1.0,-1.21,-0.75
Rafa Marín,ESP,DF,Napoli,Serie A,22-170,2002,0,,,,,0,,0,0,,11,,,,,,,,,,,
Pablo Marín,ESP,MF,Real Sociedad,La Liga,21-125,2003,3,45,15,4.2,0.5,0,,0,3,15,6,1.00,0,0,0,0.00,0.00,0.3,0.5,-0.1,-0.27,-0.44
Răzvan Marin,ROU,MF,Cagliari,Serie A,28-166,1996,10,683,68,69.0,7.6,7,85,4,3,30,1,0.90,6,13,-7,-0.92,-0.04,9.2,10.8,-1.6,-0.21,+0.60
Renato Marin,ITA,GK,Roma,Serie A,18-118,2006,0,,,,,0,,0,0,,11,,,,,,,,,,,
Guillermo Maripán,CHI,DF,Torino,Serie A,30-183,1994,6,360,60,36.4,4.0,5,69,3,1,13,1,1.00,5,5,0,0.00,+0.14,4.5,3.9,+0.7,+0.17,+0.83
Guillermo Maripán,CHI,DF,Monaco,Ligue 1,30-183,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mika Màrmol,ESP,DF,Las Palmas,La Liga,22-126,2002,8,510,64,47.2,5.7,6,82,5,2,8,1,0.63,7,12,-5,-0.88,-0.41,5.5,11.1,-5.6,-0.99,-0.37
Omar Marmoush,EGY,"FW,MF",Eint Frankfurt,Bundesliga,25-272,1999,9,743,83,91.7,8.3,9,83,4,0,,0,1.89,23,12,+11,+1.33,+4.02,17.8,14.4,+3.4,+0.41,+0.91
Mario Maroto,ESP,MF,Valladolid,La Liga,20-343,2003,1,19,19,1.8,0.2,0,,0,1,19,4,0.00,1,1,0,0.00,+1.27,0.2,1.1,-0.8,-3.84,-3.08
Marquinhos,BRA,DF,Paris S-G,Ligue 1,30-175,1994,8,628,79,69.8,7.0,7,87,6,1,20,2,2.50,21,3,+18,+2.58,+1.59,19.0,4.2,+14.8,+2.12,+0.68
Unai Marrero,ESP,GK,Real Sociedad,La Liga,23-027,2001,0,,,,,0,,0,0,,12,,,,,,,,,,,
Aarón Martín,ESP,"DF,FW",Genoa,Serie A,27-197,1997,10,873,87,88.2,9.7,10,87,8,0,,1,0.90,6,18,-12,-1.24,-0.47,8.5,15.4,-6.9,-0.71,+0.27
Carlos Martín,ESP,"FW,MF",Alavés,La Liga,22-197,2002,6,251,42,23.2,2.8,3,64,0,3,19,5,1.67,3,1,+2,+0.72,+1.48,3.3,3.1,+0.2,+0.08,+0.53
