Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Enrico Del Prato,ITA,DF,Parma,Serie A,24-364,1999,9.2,14,1.53,14,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Liam Delap,ENG,FW,Ipswich Town,Premier League,21-274,2003,7.8,14,1.78,6,0,2,0,5,1,1,0.13,0,0,1,0,0,0
Fisayo Dele-Bashiru,NGA,"MF,FW",Lazio,Serie A,23-276,2001,1.9,7,3.71,4,0,2,1,0,0,0,0.00,0,0,0,0,0,0
Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,24-216,2000,0.4,1,2.37,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Ali Dembélé,FRA,DF,Torino,Serie A,20-308,2004,0.7,2,3.05,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Ousmane Dembélé,FRA,FW,Paris S-G,Ligue 1,27-177,1997,6.4,41,6.36,28,3,4,2,3,1,8,1.24,6,0,0,1,1,0
Ermedin Demirović,BIH,FW,Stuttgart,Bundesliga,26-228,1998,5.1,12,2.37,8,0,0,3,1,0,2,0.40,1,0,0,1,0,0
Sepp van den Berg,NED,DF,Brentford,Premier League,22-324,2001,7.1,6,0.84,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,30-215,1994,10.0,2,0.20,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Kiernan Dewsbury-Hall,ENG,MF,Chelsea,Premier League,26-063,1998,0.5,1,1.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Michele Di Gregorio,ITA,GK,Juventus,Serie A,27-104,1997,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,31-096,1993,11.0,29,2.64,26,1,0,1,0,1,3,0.27,2,0,0,1,0,0
Boulaye Dia,SEN,"MF,FW",Lazio,Serie A,27-358,1996,7.0,21,3.00,15,0,2,2,1,1,5,0.71,4,0,0,1,0,0
Mamadou Diakhon,FRA,"MF,FW",Reims,Ligue 1,19-047,2005,1.2,8,6.61,4,0,1,1,1,1,1,0.83,0,0,0,1,0,0
Bafodé Diakité,FRA,DF,Lille,Ligue 1,23-307,2001,10.0,7,0.70,7,0,0,0,0,0,1,0.10,1,0,0,0,0,0
Oumar Diakité,CIV,FW,Reims,Ligue 1,20-324,2003,7.4,18,2.44,15,0,1,2,0,0,2,0.27,2,0,0,0,0,0
Amad Diallo,CIV,FW,Manchester Utd,Premier League,22-120,2002,4.4,23,5.28,19,3,0,1,0,0,1,0.23,1,0,0,0,0,0
Assane Diao,ESP,FW,Betis,La Liga,19-062,2005,2.6,5,2.20,4,0,0,1,0,0,2,0.88,2,0,0,0,0,0
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,20-310,2004,9.3,18,1.93,14,0,0,1,3,0,3,0.32,2,0,0,0,1,0
Moussa Diarra,MLI,DF,Alavés,La Liga,23-364,2000,6.2,4,0.64,3,0,0,0,1,0,1,0.16,1,0,0,0,0,0
Rúben Dias,POR,DF,Manchester City,Premier League,27-178,1997,8.1,15,1.86,11,0,0,3,0,1,0,0.00,0,0,0,0,0,0
Krépin Diatta,SEN,DF,Monaco,Ligue 1,25-257,1999,2.2,4,1.85,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kandet Diawara,GUI,FW,Le Havre,Ligue 1,24-272,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,19-265,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,25-097,1999,1.5,10,6.77,8,0,2,0,0,0,2,1.35,2,0,0,0,0,0
Luis Díaz,COL,FW,Liverpool,Premier League,27-300,1997,6.2,32,5.15,24,0,6,1,1,0,5,0.81,5,0,0,0,0,0
Pedro Díaz,ESP,"MF,FW",Rayo Vallecano,La Liga,26-156,1998,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tyler Dibling,ENG,"FW,MF",Southampton,Premier League,18-241,2006,5.8,25,4.29,13,1,6,2,3,0,2,0.34,1,0,1,0,0,0
Diego,ESP,"FW,MF",Leganés,La Liga,24-204,2000,2.1,3,1.46,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Justin Diehl,GER,DF,Stuttgart,Bundesliga,19-347,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bamba Dieng,SEN,FW,Angers,Ligue 1,24-230,2000,2.5,4,1.59,3,0,0,0,1,0,1,0.40,0,0,0,0,1,0
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,30-298,1994,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Digne,FRA,DF,Aston Villa,Premier League,31-111,1993,8.5,15,1.76,10,3,0,2,0,0,2,0.23,2,0,0,0,0,0
Federico Dimarco,ITA,DF,Inter,Serie A,26-364,1997,9.7,50,5.15,27,14,2,5,2,0,2,0.21,2,0,0,0,0,0
Junior Dina Ebimbe,FRA,"MF,FW",Eint Frankfurt,Bundesliga,23-353,2000,2.6,6,2.30,2,0,0,2,2,0,1,0.38,1,0,0,0,0,0
Eren Dinkçi,GER,MF,Freiburg,Bundesliga,22-331,2001,5.5,17,3.10,14,0,1,1,1,0,3,0.55,3,0,0,0,0,0
Sinaly Diomande,CIV,DF,Auxerre,Ligue 1,23-213,2001,7.3,13,1.79,11,0,0,2,0,0,3,0.41,1,0,0,2,0,0
Lois Diony,FRA,FW,Angers,Ligue 1,31-324,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Issa Diop,FRA,DF,Fulham,Premier League,27-304,1997,4.4,3,0.69,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,24-152,2000,1.1,9,8.44,6,2,0,0,1,0,2,1.87,1,1,0,0,0,0
Andy Diouf,FRA,MF,Lens,Ligue 1,21-175,2003,8.9,27,3.03,21,0,3,2,1,0,1,0.11,1,0,0,0,0,0
Yehvann Diouf,FRA,GK,Reims,Ligue 1,24-358,1999,10.0,4,0.40,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Assane Dioussé,SEN,MF,Auxerre,Ligue 1,27-049,1997,0.1,1,6.92,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Axel Disasi,FRA,DF,Chelsea,Premier League,26-242,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Roman Dixon,ENG,DF,Everton,Premier League,19-318,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Álvaro djaló,ESP,FW,Athletic Club,La Liga,25-084,1999,3.3,6,1.79,3,0,1,0,2,0,0,0.00,0,0,0,0,0,0
Djené,TOG,DF,Getafe,La Liga,32-313,1991,10.5,6,0.57,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Berat Djimsiti,ALB,DF,Atalanta,Serie A,31-263,1993,10.0,10,1.00,7,0,0,3,0,0,2,0.20,2,0,0,0,0,0
Marko Dmitrović,SRB,GK,Leganés,La Liga,32-289,1992,6.0,1,0.17,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Ritsu Doan,JPN,FW,Freiburg,Bundesliga,26-145,1998,8.4,24,2.86,10,0,5,6,3,0,2,0.24,1,0,0,1,0,0
Dodô,BRA,DF,Fiorentina,Serie A,25-357,1998,11.0,33,3.00,25,0,1,2,5,0,3,0.27,1,0,0,0,2,0
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,26-131,1998,9.0,10,1.11,4,0,0,3,2,1,1,0.11,0,0,0,1,0,0
Matt Doherty,IRL,DF,Wolves,Premier League,32-297,1992,2.3,2,0.86,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Jeremy Doku,BEL,"FW,MF",Manchester City,Premier League,22-165,2002,4.5,21,4.66,17,1,2,1,0,0,1,0.22,1,0,0,0,0,0
Marc Domenech,ESP,FW,Mallorca,La Liga,18-312,2006,1.3,1,0.79,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Benjamín Domínguez,ARG,FW,Bologna,Serie A,21-050,2003,0.7,1,1.45,1,0,0,0,0,0,1,1.45,1,0,0,0,0,0
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,23-271,2001,3.8,2,0.52,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Israel Domínguez,ESP,FW,Sevilla,La Liga,21-185,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,26-133,1998,5.0,8,1.61,5,1,0,1,1,0,0,0.00,0,0,0,0,0,0
Sergi Dominguez,ESP,DF,Barcelona,La Liga,19-221,2005,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,25-257,1999,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Patrick Dorgu,DEN,"FW,DF",Lecce,Serie A,20-013,2004,9.4,23,2.44,11,0,2,2,7,1,1,0.11,0,0,0,0,1,0
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,26-298,1998,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,26-298,1998,2.9,8,2.73,4,2,0,0,0,2,0,0.00,0,0,0,0,0,0
Alberto Dossena,ITA,DF,Como,Serie A,26-026,1998,10.6,6,0.56,4,0,1,1,0,0,1,0.09,0,0,0,1,0,0
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,31-312,1993,6.3,12,1.91,11,0,0,0,0,1,1,0.16,0,0,0,0,0,1
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,24-305,2000,1.2,2,1.73,1,0,0,1,0,0,1,0.87,0,0,0,1,0,0
Désiré Doué,FRA,FW,Paris S-G,Ligue 1,19-158,2005,3.1,20,6.38,16,0,3,1,0,0,3,0.96,2,0,0,1,0,0
Guela Doué,CIV,DF,Strasbourg,Ligue 1,22-022,2002,9.0,14,1.56,9,1,1,2,0,1,2,0.22,2,0,0,0,0,0
Douglas,BRA,MF,Nantes,Ligue 1,27-300,1997,7.4,10,1.35,7,1,1,1,0,0,1,0.13,1,0,0,0,0,0
Ismaël Doukouré,FRA,MF,Strasbourg,Ligue 1,21-107,2003,8.5,8,0.94,7,0,0,0,1,0,2,0.24,2,0,0,0,0,0
Issa Doumbia,CIV,MF,Venezia,Serie A,21-023,2003,1.6,5,3.10,4,0,0,0,0,1,1,0.62,1,0,0,0,0,0
Kamory Doumbia,MLI,"MF,FW",Brest,Ligue 1,21-264,2003,3.4,14,4.09,11,1,0,0,1,1,0,0.00,0,0,0,0,0,0
Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,25-098,1999,5.1,8,1.57,2,0,2,1,3,0,1,0.20,1,0,0,0,0,0
Artem Dovbyk,UKR,FW,Roma,Serie A,27-140,1997,9.6,18,1.88,13,0,3,2,0,0,3,0.31,1,0,2,0,0,0
Flynn Downes,ENG,MF,Southampton,Premier League,25-293,1999,10.0,20,2.01,16,2,0,1,0,1,1,0.10,0,1,0,0,0,0
Tommy Doyle,ENG,MF,Wolves,Premier League,23-022,2001,3.0,9,3.06,5,2,1,1,0,0,2,0.68,1,0,1,0,0,0
Radu Drăgușin,ROU,DF,Tottenham,Premier League,22-279,2002,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Patrick Drewes,GER,GK,Bochum,Bundesliga,31-278,1993,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tim Drexler,GER,DF,Hoffenheim,Bundesliga,19-247,2005,3.8,6,1.57,6,0,0,0,0,0,1,0.26,1,0,0,0,0,0
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,30-246,1994,8.1,28,3.47,21,6,0,1,0,0,5,0.62,5,0,0,0,0,0
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,29-339,1994,6.9,25,3.61,10,7,2,3,3,0,4,0.58,3,1,0,0,0,0
Denzel Dumfries,NED,DF,Inter,Serie A,28-204,1996,4.3,11,2.54,8,1,0,0,2,0,1,0.23,0,0,0,0,1,0
Alfred Duncan,GHA,MF,Venezia,Serie A,31-243,1993,6.6,15,2.29,10,4,0,1,0,0,2,0.31,1,0,0,1,0,0
Lewis Dunk,ENG,DF,Brighton,Premier League,32-353,1991,7.8,8,1.02,8,0,0,0,0,0,1,0.13,1,0,0,0,0,0
Jhon Durán,COL,FW,Aston Villa,Premier League,20-331,2003,2.9,6,2.05,3,0,0,0,2,1,0,0.00,0,0,0,0,0,0
Pablo Durán,ESP,"FW,MF",Celta Vigo,La Liga,23-167,2001,2.1,6,2.92,5,0,0,1,0,0,1,0.49,1,0,0,0,0,0
Julien Duranville,BEL,FW,Dortmund,Bundesliga,18-187,2006,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hugo Duro,ESP,FW,Valencia,La Liga,24-364,1999,7.8,10,1.28,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,27-119,1997,3.6,5,1.38,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Paulo Dybala,ARG,"FW,MF",Roma,Serie A,30-359,1993,5.9,33,5.60,20,6,1,4,2,0,1,0.17,0,0,0,0,1,0
Stefan Džodić,SRB,DF,Montpellier,Ligue 1,19-238,2005,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Adam Dźwigała,POL,"MF,DF",St. Pauli,Bundesliga,29-044,1995,1.1,2,1.78,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aron Dønnum,NOR,"DF,MF",Toulouse,Ligue 1,26-202,1998,7.1,14,1.97,9,0,1,2,2,0,2,0.28,1,0,0,1,0,0
Enzo Ebosse,CMR,DF,Udinese,Serie A,25-242,1999,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ederson,BRA,GK,Manchester City,Premier League,31-083,1993,10.0,3,0.30,3,0,0,0,0,0,1,0.10,1,0,0,0,0,0
Éderson,BRA,MF,Atalanta,Serie A,25-124,1999,10.0,34,3.38,24,0,4,3,1,2,5,0.50,4,0,0,1,0,0
George Edmundson,ENG,DF,Ipswich Town,Premier League,27-069,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Odsonne Édouard,FRA,"MF,FW",Crystal Palace,Premier League,26-297,1998,1.3,1,0.78,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Odsonne Édouard,FRA,FW,Leicester City,Premier League,26-297,1998,0.3,2,6.92,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Samuel Edozie,ENG,"DF,FW",Southampton,Premier League,21-285,2003,0.7,4,5.54,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Johannes Eggestein,GER,FW,St. Pauli,Bundesliga,26-184,1998,8.2,20,2.45,18,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,27-336,1996,7.4,11,1.49,9,0,0,1,1,0,1,0.14,1,0,0,0,0,0
Kingsley Ehizibue,NED,DF,Udinese,Serie A,29-167,1995,10.2,20,1.97,15,1,0,2,1,1,2,0.20,1,0,0,1,0,0
Chidera Ejuke,NGA,"FW,MF",Sevilla,La Liga,26-311,1998,6.0,30,4.98,17,4,7,0,2,0,1,0.17,1,0,0,0,0,0
Jeff Ekhator,ITA,"FW,MF",Genoa,Serie A,17-363,2006,4.0,14,3.51,10,0,0,2,2,0,2,0.50,1,0,0,1,0,0
Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,22-141,2002,6.7,25,3.76,14,0,4,5,2,0,4,0.60,3,0,1,0,0,0
Jurgen Ekkelenkamp,NED,MF,Udinese,Serie A,24-217,2000,3.5,4,1.15,3,0,0,1,0,0,1,0.29,0,0,0,1,0,0
Jacques Ekomie,GAB,DF,Angers,Ligue 1,21-081,2003,2.5,2,0.79,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Emmanuel Ekong,SWE,"MF,FW",Empoli,Serie A,22-136,2002,1.1,5,4.59,2,0,3,0,0,0,0,0.00,0,0,0,0,0,0
Caleb Ekuban,GHA,FW,Genoa,Serie A,30-230,1994,2.3,2,0.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pierre Ekwah Elimby,FRA,MF,Saint-Étienne,Ligue 1,22-298,2002,7.0,6,0.86,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Anthony Elanga,SWE,FW,Nott'ham Forest,Premier League,22-195,2002,6.2,21,3.38,15,4,0,1,1,0,1,0.16,1,0,0,0,0,0
Mikael Ellertsson,ISL,"MF,DF",Venezia,Serie A,22-242,2002,7.4,22,2.96,16,0,2,1,2,1,2,0.27,2,0,0,0,0,0
Harvey Elliott,ENG,FW,Liverpool,Premier League,21-218,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Elif Elmas,MKD,MF,RB Leipzig,Bundesliga,25-045,1999,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,30-225,1994,2.7,3,1.10,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,28-039,1996,5.5,4,0.73,3,0,0,1,0,0,1,0.18,0,0,0,1,0,0
Adri Embarba,ESP,"FW,MF",Rayo Vallecano,La Liga,32-185,1992,6.4,15,2.36,7,5,1,0,2,0,0,0.00,0,0,0,0,0,0
Breel Embolo,SUI,FW,Monaco,Ligue 1,27-268,1997,6.0,13,2.17,10,0,1,1,1,0,2,0.33,2,0,0,0,0,0
Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,21-279,2003,7.1,14,1.98,11,0,1,0,2,0,1,0.14,1,0,0,0,0,0
Emerson,BRA,DF,Milan,Serie A,25-299,1999,6.7,12,1.79,11,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Yunus Emre Konak,TUR,"MF,FW",Brentford,Premier League,18-303,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Julio Enciso,PAR,"MF,FW",Brighton,Premier League,20-290,2004,1.0,9,9.00,4,1,2,0,2,0,0,0.00,0,0,0,0,0,0
Wataru Endo,JPN,MF,Liverpool,Premier League,31-273,1993,0.2,1,5.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Endrick,BRA,FW,Real Madrid,La Liga,18-110,2006,0.5,3,5.87,1,0,1,0,1,0,2,3.91,0,0,1,0,1,0
Yannik Engelhardt,GER,MF,Como,Serie A,23-275,2001,3.1,5,1.62,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Arne Engels,BEL,"MF,FW",Augsburg,Bundesliga,21-061,2003,0.9,1,1.14,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,32-268,1992,4.8,23,4.83,14,9,0,0,0,0,4,0.84,2,2,0,0,0,0
Martin Erlic,CRO,DF,Bologna,Serie A,26-289,1998,2.5,2,0.81,1,0,0,0,1,0,1,0.41,0,0,0,0,1,0
Patrick Erras,GER,DF,Holstein Kiel,Bundesliga,29-292,1995,6.2,4,0.64,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,32-308,1992,3.4,3,0.89,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0
Sebastiano Esposito,ITA,"FW,MF",Empoli,Serie A,22-129,2002,6.0,14,2.32,8,1,1,3,1,0,3,0.50,0,0,1,1,1,0
Samuel Essende,COD,FW,Augsburg,Bundesliga,26-290,1998,4.7,12,2.56,6,1,0,3,2,0,1,0.21,1,0,0,0,0,0
Dario Essugo,POR,MF,Las Palmas,La Liga,19-239,2005,6.6,12,1.83,8,0,2,2,0,0,0,0.00,0,0,0,0,0,0
Nahuel Estévez,ARG,MF,Parma,Serie A,28-360,1995,2.3,4,1.73,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pervis Estupiñán,ECU,DF,Brighton,Premier League,26-292,1998,4.8,12,2.49,7,5,0,0,0,0,2,0.42,2,0,0,0,0,0
Evanilson,BRA,FW,Bournemouth,Premier League,25-033,1999,6.9,18,2.63,11,0,0,3,4,0,1,0.15,0,0,0,0,1,0
Jonny Evans,NIR,DF,Manchester Utd,Premier League,36-310,1988,2.2,2,0.89,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,26-132,1998,9.0,42,4.67,22,8,3,6,3,0,2,0.22,2,0,0,0,0,0
Abde Ezzalzouli,MAR,"FW,MF",Betis,La Liga,22-327,2001,9.4,28,2.98,16,0,4,5,2,1,1,0.11,0,0,0,1,0,0
Giovanni Fabbian,ITA,MF,Bologna,Serie A,21-299,2003,3.9,5,1.29,1,0,0,2,1,1,0,0.00,0,0,0,0,0,0
Łukasz Fabiański,POL,GK,West Ham,Premier League,39-204,1985,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alieu Fadera,GAM,FW,Como,Serie A,23-005,2001,7.6,19,2.50,13,0,4,1,1,0,4,0.53,3,0,1,0,0,0
Wout Faes,BEL,DF,Leicester City,Premier League,26-219,1998,10.0,3,0.30,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Nicolò Fagioli,ITA,MF,Juventus,Serie A,23-270,2001,4.9,10,2.03,8,0,0,2,0,0,1,0.20,1,0,0,0,0,0
Romain Faivre,FRA,"FW,MF",Brest,Ligue 1,26-117,1998,3.8,12,3.13,6,3,1,0,1,1,1,0.26,1,0,0,0,0,0
Wladimiro Falcone,ITA,GK,Lecce,Serie A,29-210,1995,11.0,3,0.27,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Davide Faraoni,ITA,"DF,MF",Hellas Verona,Serie A,33-014,1991,0.5,1,2.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Abdul Fatawu Issahaku,GHA,"FW,DF",Leicester City,Premier League,20-245,2004,5.4,13,2.39,9,0,1,1,2,0,3,0.55,2,0,0,1,0,0
Ansu Fati,ESP,FW,Barcelona,La Liga,22-008,2002,1.2,4,3.43,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Khalil Fayad,FRA,"MF,FW",Montpellier,Ligue 1,20-152,2004,2.8,8,2.83,7,0,0,0,1,0,1,0.35,1,0,0,0,0,0
Jacopo Fazzini,ITA,MF,Empoli,Serie A,21-237,2003,6.1,17,2.80,9,1,2,2,3,0,2,0.33,2,0,0,0,0,0
Peter Federico,DOM,"MF,FW",Getafe,La Liga,22-106,2002,2.6,3,1.14,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Nabil Fekir,FRA,MF,Betis,La Liga,31-113,1993,2.0,12,6.00,9,2,0,0,0,1,1,0.50,0,1,0,0,0,0
Mattia Felici,ITA,"MF,DF",Cagliari,Serie A,23-205,2001,0.8,3,3.97,0,1,2,0,0,0,0,0.00,0,0,0,0,0,0
João Félix,POR,"MF,FW",Chelsea,Premier League,24-364,1999,1.4,4,2.93,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Kiko Femenía,ESP,DF,Villarreal,La Liga,33-280,1991,11.0,19,1.73,16,1,1,0,0,1,2,0.18,2,0,0,0,0,0
Evan Ferguson,IRL,FW,Brighton,Premier League,20-020,2004,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lewis Ferguson,SCO,MF,Bologna,Serie A,25-076,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Zinedine Ferhat,ALG,"FW,MF",Angers,Ligue 1,31-252,1993,2.3,7,3.06,3,3,1,0,0,0,0,0.00,0,0,0,0,0,0
Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,30-061,1994,9.3,34,3.65,28,1,1,1,2,1,2,0.21,2,0,0,0,0,0
Edimilson Fernandes,SUI,MF,Brest,Ligue 1,28-207,1996,2.2,3,1.36,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Mateus Fernandes,POR,MF,Southampton,Premier League,20-121,2004,6.9,15,2.19,12,0,1,1,0,1,3,0.44,2,0,0,0,0,1
Álvaro Fernández,ESP,GK,Sevilla,La Liga,26-209,1998,1.3,1,0.77,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Enzo Fernández,ARG,MF,Chelsea,Premier League,23-296,2001,6.5,19,2.91,17,0,0,1,0,1,3,0.46,3,0,0,0,0,0
Valery Fernández,ESP,"MF,FW",Mallorca,La Liga,24-351,1999,1.4,1,0.71,0,0,0,0,0,1,1,0.71,0,0,0,0,0,1
Matias Fernandez-Pardo,BEL,FW,Lille,Ligue 1,19-279,2005,1.2,3,2.41,3,0,0,0,0,0,1,0.80,1,0,0,0,0,0
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,32-241,1992,5.5,13,2.35,11,0,0,1,1,0,1,0.18,0,0,0,1,0,0
Karol Fila,POL,MF,Strasbourg,Ligue 1,26-148,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kilian Fischer,GER,DF,Wolfsburg,Bundesliga,24-027,2000,6.8,8,1.17,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Mark Flekken,NED,GK,Brentford,Premier League,31-148,1993,10.0,1,0.10,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Mateo Flores,ESP,MF,Betis,La Liga,20-215,2004,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Phil Foden,ENG,"MF,FW",Manchester City,Premier League,24-164,2000,4.1,31,7.48,19,8,0,2,2,0,3,0.72,1,1,0,1,0,0
Malick Fofana,BEL,FW,Lyon,Ligue 1,19-222,2005,5.7,14,2.44,10,0,2,1,1,0,3,0.52,2,0,1,0,0,0
Wesley Fofana,FRA,DF,Chelsea,Premier League,23-327,2000,8.6,9,1.04,7,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Yahia Fofana,CIV,GK,Angers,Ligue 1,24-079,2000,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youssouf Fofana,FRA,MF,Milan,Serie A,25-303,1999,7.8,13,1.66,12,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Jonas Föhrenbach,GER,"DF,FW",Heidenheim,Bundesliga,28-287,1996,9.0,22,2.44,19,0,1,1,1,0,2,0.22,2,0,0,0,0,0
Michael Folorunsho,ITA,"FW,MF",Napoli,Serie A,26-275,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lamine Fomba,FRA,MF,Saint-Étienne,Ligue 1,26-287,1998,0.8,2,2.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Forbs,POR,"MF,FW",Wolves,Premier League,20-234,2004,2.0,4,2.02,3,0,1,0,0,0,1,0.51,1,0,0,0,0,0
Pablo Fornals,ESP,"MF,FW",Betis,La Liga,28-260,1996,9.8,49,5.02,41,5,2,1,0,0,4,0.41,4,0,0,0,0,0
