Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Frans Krätzig,GER,DF,Stuttgart,Bundesliga,21-299,2003,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ladislav Krejčí,CZE,DF,Girona,La Liga,25-202,1999,5.1,3,0.59,2,0,0,0,1,0,1,0.20,0,0,0,0,1,0
Rasmus Kristensen,DEN,"DF,MF",Eint Frankfurt,Bundesliga,27-120,1997,7.4,15,2.02,14,0,0,0,1,0,1,0.13,1,0,0,0,0,0
Thomas Kristensen,DEN,DF,Udinese,Serie A,22-296,2002,2.1,1,0.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nikola Krstović,MNE,FW,Lecce,Serie A,24-217,2000,10.6,34,3.20,21,0,5,5,2,1,1,0.09,1,0,0,0,0,0
Lukas Kübler,GER,DF,Freiburg,Bundesliga,32-070,1992,8.0,9,1.13,8,0,0,1,0,0,3,0.38,2,0,0,1,0,0
Takefusa Kubo,JPN,"MF,FW",Real Sociedad,La Liga,23-157,2001,8.7,37,4.27,21,3,5,0,5,3,2,0.23,0,0,2,0,0,0
Mohammed Kudus,GHA,"MF,FW",West Ham,Premier League,24-098,2000,7.4,25,3.40,16,0,6,2,0,1,0,0.00,0,0,0,0,0,0
Dejan Kulusevski,SWE,"MF,FW",Tottenham,Premier League,24-197,2000,8.5,51,5.97,40,6,3,0,2,0,3,0.35,2,0,1,0,0,0
Sael Kumbedi,FRA,DF,Lyon,Ligue 1,19-227,2005,2.0,2,1.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marash Kumbulla,ALB,DF,Espanyol,La Liga,24-274,2000,9.9,6,0.60,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Daler Kuzyaev,RUS,MF,Le Havre,Ligue 1,31-298,1993,3.9,3,0.76,1,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Khvicha Kvaratskhelia,GEO,"FW,MF",Napoli,Serie A,23-270,2001,8.5,34,4.02,25,5,1,1,2,0,3,0.35,3,0,0,0,0,0
Moritz-Broni Kwarteng,GHA,MF,Bochum,Bundesliga,26-194,1998,1.2,7,5.73,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Giorgos Kyriakopoulos,GRE,DF,Monza,Serie A,28-277,1996,11.0,29,2.64,15,7,3,1,3,0,3,0.27,2,0,1,0,0,0
Rémy Labeau Lascary,GLP,FW,Lens,Ligue 1,21-250,2003,3.4,8,2.37,3,0,3,2,0,0,1,0.30,0,0,1,0,0,0
Gaëtan Laborde,FRA,FW,Nice,Ligue 1,30-189,1994,1.8,1,0.56,1,0,0,0,0,0,1,0.56,1,0,0,0,0,0
Nediljko Labrović,CRO,GK,Augsburg,Bundesliga,25-029,1999,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,33-164,1991,6.9,22,3.20,15,0,2,3,2,0,3,0.44,1,0,0,2,0,0
Maxence Lacroix,FRA,DF,Crystal Palace,Premier League,24-216,2000,7.0,11,1.57,11,0,0,0,0,0,1,0.14,1,0,0,0,0,0
Alban Lafont,FRA,GK,Nantes,Ligue 1,25-290,1999,10.0,1,0.10,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Konrad Laimer,AUT,DF,Bayern Munich,Bundesliga,27-165,1997,2.5,5,1.98,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Stefan Lainer,AUT,DF,Gladbach,Bundesliga,32-073,1992,2.2,2,0.90,2,0,0,0,0,0,1,0.45,1,0,0,0,0,0
Kenny Lala,MAD,DF,Brest,Ligue 1,33-036,1991,8.8,14,1.58,10,3,0,1,0,0,1,0.11,0,0,0,1,0,0
Adam Lallana,ENG,MF,Southampton,Premier League,36-182,1988,2.4,4,1.64,4,0,0,0,0,0,2,0.82,2,0,0,0,0,0
Mathis Lambourde,FRA,"FW,DF",Hellas Verona,Serie A,18-304,2006,0.4,2,5.29,1,0,1,0,0,0,1,2.65,0,0,1,0,0,0
Mohamed Lamine Bayo,GUI,"FW,MF",Lille,Ligue 1,26-157,1998,2.3,8,3.43,5,0,0,3,0,0,1,0.43,0,0,0,1,0,0
Tariq Lamptey,GHA,DF,Brighton,Premier League,24-039,2000,0.1,1,8.18,1,0,0,0,0,0,1,8.18,1,0,0,0,0,0
Gianluca Lapadula,PER,"FW,MF",Cagliari,Serie A,34-275,1990,1.9,8,4.24,3,0,1,4,0,0,0,0.00,0,0,0,0,0,0
Cyle Larin,CAN,FW,Mallorca,La Liga,29-205,1995,6.4,10,1.56,6,0,0,3,1,0,1,0.16,0,0,0,1,0,0
Gautier Larsonneur,FRA,GK,Saint-Étienne,Ligue 1,27-259,1997,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hugo Larsson,SWE,MF,Eint Frankfurt,Bundesliga,20-134,2004,7.7,13,1.69,12,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Juanmi Latasa,ESP,FW,Valladolid,La Liga,23-230,2001,4.9,9,1.84,6,0,0,2,1,0,0,0.00,0,0,0,0,0,0
Toni Lato,ESP,DF,Mallorca,La Liga,26-353,1997,2.9,11,3.76,9,1,0,0,0,1,1,0.34,1,0,0,0,0,0
Roméo Lavia,BEL,MF,Chelsea,Premier League,20-307,2004,3.0,4,1.33,4,0,0,0,0,0,1,0.33,1,0,0,0,0,0
Valentino Lazaro,AUT,DF,Torino,Serie A,28-229,1996,9.5,16,1.68,11,3,0,2,0,0,4,0.42,3,1,0,0,0,0
Darko Lazović,SRB,"MF,FW",Hellas Verona,Serie A,34-054,1990,8.7,10,1.15,6,2,0,1,1,0,4,0.46,1,1,0,1,1,0
Manuel Lazzari,ITA,DF,Lazio,Serie A,30-345,1993,6.5,19,2.94,18,0,0,0,1,0,1,0.15,1,0,0,0,0,0
Julien Le Cardinal,FRA,DF,Brest,Ligue 1,27-097,1997,5.8,4,0.69,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,26-201,1998,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Enzo Le Fée,FRA,MF,Roma,Serie A,24-279,2000,2.9,9,3.15,7,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Robin Le Normand,ESP,DF,Atlético Madrid,La Liga,27-363,1996,7.0,2,0.29,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Nicola Leali,ITA,GK,Genoa,Serie A,31-265,1993,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rafael Leão,POR,FW,Milan,Serie A,25-151,1999,6.3,37,5.85,18,1,10,3,4,1,6,0.95,3,0,1,0,2,0
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,33-196,1991,7.0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,31-167,1993,2.7,7,2.64,5,0,0,2,0,0,1,0.38,0,0,0,1,0,0
Jordan Lefort,FRA,DF,Angers,Ligue 1,31-091,1993,10.0,9,0.90,7,0,0,0,1,1,1,0.10,1,0,0,0,0,0
Diogo Leite,POR,DF,Union Berlin,Bundesliga,25-290,1999,9.0,7,0.78,5,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,26-174,1998,6.1,7,1.15,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,33-172,1991,11.0,4,0.36,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,31-188,1993,3.5,4,1.13,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Nunzio Lella,ITA,MF,Venezia,Serie A,24-103,2000,0.1,1,15.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,28-362,1995,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Félix Lemaréchal,FRA,"MF,FW",Strasbourg,Ligue 1,21-093,2003,1.5,4,2.75,4,0,0,0,0,0,1,0.69,1,0,0,0,0,0
Mario Lemina,GAB,MF,Wolves,Premier League,31-068,1993,8.8,12,1.36,10,0,1,0,0,1,1,0.11,1,0,0,0,0,0
Clément Lenglet,FRA,DF,Atlético Madrid,La Liga,29-144,1995,2.7,4,1.48,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Bernd Leno,GER,GK,Fulham,Premier League,32-249,1992,10.0,2,0.20,2,0,0,0,0,0,1,0.10,1,0,0,0,0,0
Donovan Léon,GUF,GK,Auxerre,Ligue 1,32-005,1992,10.0,6,0.60,5,1,0,0,0,0,1,0.10,0,1,0,0,0,0
Esteban Lepaul,FRA,FW,Angers,Ligue 1,24-204,2000,1.5,2,1.29,2,0,0,0,0,0,1,0.65,1,0,0,0,0,0
Johann Lepenant,FRA,MF,Nantes,Ligue 1,22-017,2002,6.0,10,1.67,8,0,2,0,0,0,4,0.67,3,0,1,0,0,0
Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,30-014,1994,4.6,7,1.52,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Louis Leroux,FRA,"MF,FW",Nantes,Ligue 1,18-290,2006,0.2,3,15.00,2,0,0,0,0,1,1,5.00,1,0,0,0,0,0
Robert Lewandowski,POL,FW,Barcelona,La Liga,36-079,1988,10.9,27,2.48,16,0,4,4,3,0,1,0.09,1,0,0,0,0,0
Jamie Leweling,GER,"FW,MF",Stuttgart,Bundesliga,23-256,2001,7.3,21,2.88,14,0,4,1,2,0,2,0.27,1,0,0,1,0,0
Rico Lewis,ENG,"MF,DF",Manchester City,Premier League,19-353,2004,7.6,15,1.98,14,0,0,0,1,0,2,0.26,2,0,0,0,0,0
Keane Lewis-Potter,ENG,"FW,DF",Brentford,Premier League,23-260,2001,7.5,14,1.87,10,0,1,0,3,0,3,0.40,2,0,0,0,1,0
Myles Lewis-Skelly,ENG,DF,Arsenal,Premier League,18-043,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,28-120,1996,8.2,4,0.49,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Matthijs de Ligt,NED,DF,Manchester Utd,Premier League,25-088,1999,7.5,5,0.67,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Victor Lindelöf,SWE,"DF,MF",Manchester Utd,Premier League,30-114,1994,0.7,2,2.95,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jesper Lindstrøm,DEN,FW,Everton,Premier League,24-253,2000,2.9,11,3.82,4,4,1,1,1,0,0,0.00,0,0,0,0,0,0
Karol Linetty,POL,MF,Torino,Serie A,29-280,1995,7.5,12,1.60,10,0,1,0,0,1,0,0.00,0,0,0,0,0,0
Samuel Lino,BRA,"MF,DF",Atlético Madrid,La Liga,24-321,1999,6.4,16,2.50,14,0,0,2,0,0,1,0.16,0,0,0,1,0,0
Pol Lirola,ESP,"DF,FW",Marseille,Ligue 1,27-087,1997,3.0,4,1.35,2,1,0,1,0,0,1,0.34,1,0,0,0,0,0
Dailon Livramento,CPV,"FW,MF",Hellas Verona,Serie A,23-188,2001,4.0,8,2.02,5,0,1,0,1,1,2,0.50,1,0,1,0,0,0
Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,21-362,2002,6.9,8,1.16,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Diego Llorente,ESP,DF,Betis,La Liga,31-084,1993,12.0,5,0.42,3,0,0,1,0,1,1,0.08,0,0,0,0,0,1
Marcos Llorente,ESP,"DF,MF",Atlético Madrid,La Liga,29-283,1995,7.0,18,2.58,16,1,1,0,0,0,3,0.43,3,0,0,0,0,0
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,29-113,1995,10.0,5,0.50,5,0,0,0,0,0,1,0.10,1,0,0,0,0,0
Giovani Lo Celso,ARG,MF,Betis,La Liga,28-213,1996,5.1,35,6.88,24,9,0,0,2,0,2,0.39,2,0,0,0,0,0
Stanislav Lobotka,SVK,MF,Napoli,Serie A,29-349,1994,6.7,17,2.52,17,0,0,0,0,0,3,0.44,3,0,0,0,0,0
Manuel Locatelli,ITA,MF,Juventus,Serie A,26-305,1998,8.6,25,2.91,22,1,0,0,0,2,3,0.35,1,1,0,0,0,1
Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,28-290,1996,5.8,21,3.66,17,0,1,1,2,0,2,0.35,1,0,0,0,1,0
Enzo Loiodice,FRA,MF,Las Palmas,La Liga,23-347,2000,2.6,6,2.31,2,3,0,0,1,0,0,0.00,0,0,0,0,0,0
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,27-009,1997,4.7,7,1.49,7,0,0,0,0,0,1,0.21,1,0,0,0,0,0
Ademola Lookman,NGA,"MF,FW",Atalanta,Serie A,27-019,1997,5.6,49,8.77,27,9,8,4,1,0,8,1.43,6,0,1,1,0,0
David López,ESP,DF,Girona,La Liga,35-030,1989,10.4,5,0.48,3,0,0,2,0,0,1,0.10,0,0,0,1,0,0
Diego López,ESP,"MF,FW",Valencia,La Liga,22-179,2002,8.6,16,1.86,14,0,1,0,1,0,1,0.12,1,0,0,0,0,0
Fermin López,ESP,MF,Barcelona,La Liga,21-181,2003,1.8,3,1.65,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Javi López,ESP,DF,Real Sociedad,La Liga,22-228,2002,7.1,6,0.85,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Roberto López,ESP,MF,Leganés,La Liga,24-198,2000,4.0,13,3.29,6,5,1,0,0,1,1,0.25,0,1,0,0,0,0
Unai López,ESP,MF,Rayo Vallecano,La Liga,29-009,1995,6.9,17,2.47,15,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Iker Losada,ESP,"MF,FW",Betis,La Liga,23-099,2001,1.8,7,3.96,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Anthony Losilla,FRA,MF,Bochum,Bundesliga,38-243,1986,6.8,13,1.92,13,0,0,0,0,0,1,0.15,1,0,0,0,0,0
Jordan Lotomba,SUI,"MF,DF",Nice,Ligue 1,26-040,1998,0.4,2,5.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tom Louchet,FRA,"DF,MF",Nice,Ligue 1,21-188,2003,1.2,3,2.41,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Sandi Lovrić,SVN,MF,Udinese,Serie A,26-225,1998,6.6,26,3.95,20,2,2,1,1,0,3,0.46,3,0,0,0,0,0
Pol Lozano,ESP,MF,Espanyol,La Liga,25-033,1999,6.2,13,2.03,8,4,0,0,0,1,1,0.16,1,0,0,0,0,0
Lorenzo Lucca,ITA,FW,Udinese,Serie A,24-059,2000,8.0,9,1.12,7,0,1,1,0,0,1,0.12,0,0,1,0,0,0
Jhon Lucumí,COL,DF,Bologna,Serie A,26-135,1998,5.4,8,1.49,8,0,0,0,0,0,2,0.37,2,0,0,0,0,0
José Luis Gayà,ESP,DF,Valencia,La Liga,29-167,1995,1.1,2,1.82,2,0,0,0,0,0,1,0.91,1,0,0,0,0,0
José Luis Palomino,ARG,DF,Cagliari,Serie A,34-308,1990,2.4,3,1.27,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Douglas Luiz,BRA,MF,Juventus,Serie A,26-183,1998,3.0,12,3.96,7,4,0,1,0,0,0,0.00,0,0,0,0,0,0
Romelu Lukaku,BEL,FW,Napoli,Serie A,31-179,1993,7.1,15,2.11,13,0,0,1,1,0,4,0.56,4,0,0,0,0,0
Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,21-327,2002,6.8,5,0.74,5,0,0,0,0,0,1,0.15,1,0,0,0,0,0
Dodi Lukebakio,BEL,FW,Sevilla,La Liga,27-045,1997,10.3,28,2.71,13,3,7,3,2,0,0,0.00,0,0,0,0,0,0
Saša Lukić,SRB,MF,Fulham,Premier League,28-087,1996,6.1,8,1.32,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Milos Lukovic,SRB,FW,Strasbourg,Ligue 1,18-356,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Daniel Luna,COL,MF,Mallorca,La Liga,21-185,2003,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andriy Lunin,UKR,GK,Real Madrid,La Liga,25-271,1999,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Massimo Luongo,AUS,MF,Ipswich Town,Premier League,32-044,1992,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sebastiano Luperto,ITA,DF,Cagliari,Serie A,28-063,1996,11.0,15,1.36,11,0,0,4,0,0,2,0.18,1,0,0,1,0,0
Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,22-244,2002,7.2,15,2.09,11,1,2,0,1,0,1,0.14,1,0,0,0,0,0
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,31-017,1993,4.5,12,2.69,7,5,0,0,0,0,1,0.22,1,0,0,0,0,0
Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,25-263,1999,7.8,8,1.02,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Othmane Maamma,FRA,"MF,FW",Montpellier,Ligue 1,19-033,2005,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ian Maatsen,NED,DF,Aston Villa,Premier League,22-243,2002,1.6,13,8.12,11,1,0,0,0,1,4,2.50,4,0,0,0,0,0
Alexis Mac Allister,ARG,MF,Liverpool,Premier League,25-320,1998,7.7,25,3.26,23,0,0,1,1,0,2,0.26,2,0,0,0,0,0
Deiver Machado,COL,"DF,MF",Lens,Ligue 1,31-067,1993,3.8,6,1.59,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Shuto Machino,JPN,"FW,MF",Holstein Kiel,Bundesliga,25-039,1999,4.9,14,2.84,13,1,0,0,0,0,2,0.41,2,0,0,0,0,0
Darwin Machís,VEN,"FW,MF",Valladolid,La Liga,31-275,1993,3.0,4,1.34,1,2,0,1,0,0,0,0.00,0,0,0,0,0,0
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,26-038,1998,2.3,3,1.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
James Maddison,ENG,MF,Tottenham,Premier League,27-351,1996,7.5,44,5.84,30,7,1,3,3,0,7,0.93,5,1,0,1,0,0
Eros Maddy,NED,DF,Auxerre,Ligue 1,23-277,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Noni Madueke,ENG,FW,Chelsea,Premier League,22-243,2002,7.6,22,2.88,14,0,4,2,2,0,3,0.39,1,0,0,1,1,0
Pablo Maffeo,ESP,DF,Mallorca,La Liga,27-119,1997,8.4,23,2.75,14,4,3,1,0,1,0,0.00,0,0,0,0,0,0
Gabriel Magalhães,BRA,DF,Arsenal,Premier League,26-325,1997,9.6,9,0.94,7,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,21-031,2003,2.4,4,1.66,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,29-035,1995,6.4,3,0.47,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Hugo Magnetti,FRA,MF,Brest,Ligue 1,26-162,1998,7.1,4,0.56,3,1,0,0,0,0,1,0.14,1,0,0,0,0,0
Frank Magri,CMR,FW,Toulouse,Ligue 1,25-065,1999,3.5,6,1.72,2,0,1,2,1,0,0,0.00,0,0,0,0,0,0
Harry Maguire,ENG,DF,Manchester Utd,Premier League,31-248,1993,2.7,3,1.12,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jon Magunacelaya,ESP,MF,Real Sociedad,La Liga,24-118,2000,0.1,1,12.86,1,0,0,0,0,0,1,12.86,1,0,0,0,0,0
Arne Maier,GER,"MF,FW",Augsburg,Bundesliga,25-305,1999,2.5,13,5.15,7,6,0,0,0,0,1,0.40,1,0,0,0,0,0
Mike Maignan,FRA,GK,Milan,Serie A,29-128,1995,10.0,3,0.30,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Patrick Mainka,GER,DF,Heidenheim,Bundesliga,30-002,1994,9.0,7,0.78,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,19-203,2005,6.3,7,1.10,7,0,0,0,0,0,1,0.16,1,0,0,0,0,0
Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,Ligue 1,27-071,1997,7.2,17,2.38,14,1,1,0,0,1,1,0.14,1,0,0,0,0,0
Radosław Majecki,POL,GK,Monaco,Ligue 1,24-358,1999,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,26-296,1998,1.6,3,1.86,1,1,0,1,0,0,1,0.62,1,0,0,0,0,0
Jordy Makengo,FRA,DF,Freiburg,Bundesliga,23-097,2001,0.4,2,5.63,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Antoine Makoumbou,CGO,MF,Cagliari,Serie A,26-113,1998,4.6,2,0.44,2,0,0,0,0,0,2,0.44,2,0,0,0,0,0
Nikola Maksimović,SRB,DF,Montpellier,Ligue 1,32-349,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,23-161,2001,4.8,3,0.63,2,0,0,1,0,0,2,0.42,2,0,0,0,0,0
Daniel Maldini,ITA,MF,Monza,Serie A,23-028,2001,7.0,16,2.29,7,1,2,3,3,0,3,0.43,2,0,0,1,0,0
Youssef Maleh,MAR,MF,Empoli,Serie A,26-078,1998,4.7,6,1.28,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Donyell Malen,NED,"FW,DF",Dortmund,Bundesliga,25-304,1999,4.1,6,1.48,4,0,2,0,0,0,2,0.49,2,0,0,0,0,0
Ruslan Malinovskyi,UKR,"MF,FW",Genoa,Serie A,31-188,1993,2.5,8,3.21,4,1,0,2,1,0,0,0.00,0,0,0,0,0,0
Lennard Maloney,USA,MF,Heidenheim,Bundesliga,25-031,1999,5.9,7,1.18,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,24-040,2000,11.0,2,0.18,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Dennis Man,ROU,"FW,MF",Parma,Serie A,26-074,1998,9.1,44,4.85,34,5,3,0,1,1,4,0.44,3,1,0,0,0,0
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,24-316,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gianluca Mancini,ITA,DF,Roma,Serie A,28-205,1996,10.1,19,1.87,17,0,0,1,1,0,1,0.10,1,0,0,0,0,0
Steve Mandanda,FRA,GK,Rennes,Ligue 1,39-225,1985,10.0,3,0.30,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,30-292,1994,5.7,6,1.06,5,0,0,0,0,1,1,0.18,0,0,0,0,0,1
Aïssa Mandi,ALG,DF,Lille,Ligue 1,33-017,1991,4.8,7,1.45,6,0,0,1,0,0,1,0.21,1,0,0,0,0,0
Rolando Mandragora,ITA,MF,Fiorentina,Serie A,27-132,1997,3.3,10,3.00,6,1,0,0,2,1,0,0.00,0,0,0,0,0,0
Orel Mangala,BEL,MF,Everton,Premier League,26-235,1998,4.1,13,3.20,8,1,2,1,1,0,1,0.25,0,0,0,0,1,0
Orel Mangala,BEL,MF,Lyon,Ligue 1,26-235,1998,0.7,3,4.03,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ryan Manning,IRL,"DF,FW",Southampton,Premier League,28-147,1996,3.2,6,1.90,1,5,0,0,0,0,0,0.00,0,0,0,0,0,0
Javier Manquillo,ESP,DF,Celta Vigo,La Liga,30-187,1994,4.9,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Johan Manzambi,SUI,FW,Freiburg,Bundesliga,19-025,2005,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alberto Manzoni,ITA,MF,Atalanta,Serie A,19-136,2005,0.1,1,15.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Sekou Mara,FRA,"FW,MF",Strasbourg,Ligue 1,22-101,2002,3.7,7,1.90,3,0,1,3,0,0,2,0.54,0,0,0,2,0,0
Alessandro Marcandalli,ITA,DF,Genoa,Serie A,22-044,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcão,BRA,DF,Sevilla,La Liga,28-156,1996,5.1,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Filip Marchwiński,POL,MF,Lecce,Serie A,22-303,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,35-208,1989,6.6,12,1.82,10,2,0,0,0,0,5,0.76,5,0,0,0,0,0
Alberto Marí,ESP,FW,Valencia,La Liga,23-120,2001,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pablo Marí,ESP,DF,Monza,Serie A,31-069,1993,11.0,8,0.73,8,0,0,0,0,0,1,0.09,1,0,0,0,0,0
José María Giménez,URU,DF,Atlético Madrid,La Liga,29-293,1995,9.3,3,0.32,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luca Marianucci,ITA,DF,Empoli,Serie A,20-108,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mirko Marić,CRO,FW,Monza,Serie A,29-176,1995,0.8,1,1.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pablo Marín,ESP,MF,Real Sociedad,La Liga,21-128,2003,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Răzvan Marin,ROU,MF,Cagliari,Serie A,28-169,1996,7.6,31,4.08,16,11,1,3,0,0,0,0.00,0,0,0,0,0,0
Guillermo Maripán,CHI,DF,Torino,Serie A,30-186,1994,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mika Màrmol,ESP,DF,Las Palmas,La Liga,22-129,2002,5.7,9,1.59,9,0,0,0,0,0,2,0.35,2,0,0,0,0,0
Omar Marmoush,EGY,"FW,MF",Eint Frankfurt,Bundesliga,25-275,1999,8.3,50,6.06,22,9,8,5,5,1,14,1.70,6,1,5,1,1,0
Mario Maroto,ESP,MF,Valladolid,La Liga,20-346,2003,0.2,2,9.47,2,0,0,0,0,0,1,4.74,1,0,0,0,0,0
Marquinhos,BRA,DF,Paris S-G,Ligue 1,30-178,1994,7.0,10,1.43,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Aarón Martín,ESP,DF,Genoa,Serie A,27-200,1997,10.2,36,3.53,18,15,0,1,2,0,3,0.29,2,1,0,0,0,0
Carlos Martín,ESP,"FW,MF",Alavés,La Liga,22-200,2002,2.8,5,1.79,2,0,2,0,1,0,0,0.00,0,0,0,0,0,0
