Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Christoph Baumgartner,AUT,"MF,FW",RB Leipzig,25-099,1999,2.0,1,0.49,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Donny van de Beek,NED,"MF,FW",Girona,27-204,1997,3.1,7,2.26,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Beelen,NED,DF,Feyenoord,23-150,2001,2.6,3,1.15,3,0,0,0,0,0,1,0.38,1,0,0,0,0,0
Maximilian Beier,GER,"FW,MF",Dortmund,22-022,2002,1.5,5,3.38,3,0,1,0,0,1,0,0.00,0,0,0,0,0,0
Raoul Bellanova,ITA,DF,Atalanta,24-175,2000,2.6,6,2.29,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jude Bellingham,ENG,MF,Real Madrid,21-132,2003,3.7,13,3.53,9,0,1,1,1,1,2,0.54,1,0,0,1,0,0
Jeanuël Belocian,FRA,DF,Leverkusen,19-265,2005,0.1,1,6.92,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Eliesse Ben Seghir,MAR,"FW,MF",Monaco,19-266,2005,2.3,5,2.22,4,0,0,0,0,1,1,0.44,1,0,0,0,0,0
Walter Benítez,ARG,GK,PSV Eindhoven,31-294,1993,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Loris Benito,SUI,DF,Young Boys,32-306,1992,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ramy Bensebaini,ALG,DF,Dortmund,29-206,1995,3.0,3,1.01,1,1,0,0,0,1,0,0.00,0,0,0,0,0,0
Lucas Beraldo,BRA,DF,Paris S-G,20-350,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Paulo Bernardo,POR,MF,Celtic,22-289,2002,1.2,3,2.57,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Maxime Bernauer,FRA,DF,Dinamo Zagreb,26-130,1998,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jan-Niklas Beste,GER,"FW,DF",Benfica,25-309,1999,1.0,4,3.83,1,1,0,1,1,0,2,1.91,0,1,0,1,0,0
Sam Beukema,NED,DF,Bologna,25-357,1998,3.7,7,1.90,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mads Bidstrup,DEN,MF,RB Salzburg,23-257,2001,1.3,3,2.31,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mika Biereth,DEN,FW,Sturm Graz,21-274,2003,3.4,3,0.89,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
El Bilal Touré,MLI,"FW,MF",Stuttgart,23-036,2001,1.5,4,2.59,3,0,1,0,0,0,1,0.65,0,0,1,0,0,0
Veljko Birmančević,SRB,FW,Sparta Prague,26-248,1998,2.8,8,2.85,6,0,0,1,1,0,1,0.36,0,0,0,0,1,0
Marco Bizot,NED,GK,Brest,33-243,1991,4.0,1,0.25,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0
César Blackman,PAN,DF,Slovan Bratislava,26-220,1998,4.0,2,0.50,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Hendry Blank,GER,DF,RB Salzburg,20-079,2004,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Janis Blaswich,GER,GK,RB Salzburg,33-190,1991,3.2,1,0.31,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Daley Blind,NED,DF,Girona,34-244,1990,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lewin Blum,SUI,DF,Young Boys,23-119,2001,2.6,5,1.94,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lamare Bogarde,NED,DF,Aston Villa,20-308,2004,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Valerii Bondar,UKR,DF,Shakhtar,25-255,1999,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Artem Bondarenko,UKR,MF,Shakhtar,24-079,2000,3.1,6,1.92,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Victor Boniface,NGA,FW,Leverkusen,23-321,2000,2.4,4,1.67,2,0,2,0,0,0,2,0.84,1,0,1,0,0,0
Olivier Boscagli,FRA,DF,PSV Eindhoven,26-356,1997,4.0,15,3.75,12,0,0,1,1,1,2,0.50,1,0,0,0,0,1
Ayyoub Bouaddi,FRA,MF,Lille,17-037,2007,2.3,1,0.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Conor Bradley,NIR,DF,Liverpool,21-122,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Daniel Bragança,POR,MF,Sporting CP,25-165,1999,1.9,10,5.33,7,0,0,3,0,0,2,1.07,2,0,0,0,0,0
Julian Brandt,GER,MF,Dortmund,28-190,1996,3.7,13,3.55,12,0,0,0,0,1,3,0.82,2,0,0,0,0,1
Gleison Bremer,BRA,DF,Juventus,27-235,1997,1.1,1,0.95,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Marco Brescianini,ITA,MF,Atalanta,24-293,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Emi Buendía,ARG,MF,Aston Villa,27-319,1996,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hugo Bueno,ESP,"DF,MF",Feyenoord,22-051,2002,2.7,5,1.82,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Rémy Cabella,FRA,MF,Lille,34-245,1990,1.2,6,5.09,2,1,0,1,1,1,0,0.00,0,0,0,0,0,0
Arthur Cabral,BRA,"FW,MF",Benfica,26-197,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Davide Calabria,ITA,DF,Milan,27-338,1996,0.8,2,2.57,2,0,0,0,0,0,1,1.29,1,0,0,0,0,0
Riccardo Calafiori,ITA,DF,Arsenal,22-173,2002,2.0,3,1.51,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hakan Çalhanoğlu,TUR,MF,Inter,30-274,1994,2.4,10,4.09,6,3,0,1,0,0,0,0.00,0,0,0,0,0,0
Amady Camara,MLI,FW,Sturm Graz,19-164,2005,0.8,4,5.22,1,0,2,1,0,0,0,0.00,0,0,0,0,0,0
Lamine Camara,SEN,MF,Monaco,20-312,2004,3.0,7,2.34,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Mahdi Camara,FRA,MF,Brest,26-131,1998,3.4,8,2.35,4,0,1,3,0,0,0,0.00,0,0,0,0,0,0
Francesco Camarda,ITA,FW,Milan,16-243,2008,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Eduardo Camavinga,FRA,MF,Real Madrid,21-364,2002,1.5,6,4.12,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrea Cambiaso,ITA,DF,Juventus,24-262,2000,3.4,5,1.47,5,0,0,0,0,0,1,0.29,1,0,0,0,0,0
Cole Campbell,ISL,FW,Dortmund,18-262,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Emre Can,GER,"MF,DF",Dortmund,30-301,1994,3.2,7,2.21,7,0,0,0,0,0,1,0.32,1,0,0,0,0,0
Nicolás Capaldo,ARG,"MF,DF",RB Salzburg,27-055,1997,2.7,4,1.49,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0
Diego Carlos,BRA,DF,Aston Villa,31-238,1993,3.4,4,1.18,4,0,0,0,0,0,1,0.30,1,0,0,0,0,0
Marco Carnesecchi,ITA,GK,Atalanta,24-130,2000,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Julián Carranza,ARG,FW,Feyenoord,24-170,2000,0.4,1,2.50,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Álvaro Carreras,ESP,DF,Benfica,21-230,2003,4.0,8,2.00,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cameron Carter-Vickers,USA,DF,Celtic,26-313,1997,1.7,1,0.57,1,0,0,0,0,0,1,0.57,1,0,0,0,0,0
Dani Carvajal,ESP,DF,Real Madrid,32-302,1992,2.0,6,3.00,6,0,0,0,0,0,1,0.50,1,0,0,0,0,0
Marc Casado,ESP,MF,Barcelona,21-055,2003,4.0,10,2.50,10,0,0,0,0,0,3,0.75,3,0,0,0,0,0
Nicolò Casale,ITA,DF,Bologna,26-268,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Santiago Castro,ARG,FW,Bologna,20-040,2004,1.9,5,2.68,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Geny Catamo,MOZ,"DF,MF",Sporting CP,23-287,2001,2.7,13,4.74,8,1,1,1,1,1,5,1.82,2,0,1,0,1,1
Dani Ceballos,ESP,MF,Real Madrid,28-093,1996,0.3,3,9.31,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Julian Chabot,GER,DF,Stuttgart,26-270,1998,3.2,4,1.25,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
El Chadaille Bitshiabu,FRA,DF,RB Leipzig,19-176,2005,1.2,2,1.68,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Brendan Chardonnet,FRA,DF,Brest,29-322,1994,3.0,2,0.67,2,0,0,0,0,0,1,0.33,1,0,0,0,0,0
Anrie Chase,JPN,DF,Stuttgart,20-229,2004,1.5,1,0.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Chevalier,FRA,GK,Lille,23-002,2001,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Federico Chiesa,ITA,FW,Liverpool,27-014,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tochi Chukwuani,DEN,MF,Sturm Graz,21-229,2003,2.9,3,1.03,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Samuel Chukwueze,NGA,FW,Milan,25-170,1999,0.5,4,8.37,2,0,1,0,1,0,2,4.19,1,0,1,0,0,0
Bobby Clark,ENG,MF,RB Salzburg,19-275,2005,2.4,6,2.51,5,1,0,0,0,0,1,0.42,0,1,0,0,0,0
Silvi Clúa,ESP,MF,Girona,19-284,2005,0.9,2,2.31,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Elias Cobbaut,BEL,DF,Sparta Prague,26-350,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ebrima Colley,GAM,"MF,FW",Young Boys,24-281,2000,2.5,4,1.59,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Kingsley Coman,FRA,FW,Bayern Munich,28-148,1996,1.1,7,6.63,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Francisco Conceição,POR,FW,Juventus,21-330,2002,2.5,10,4.04,7,0,2,0,1,0,5,2.02,2,0,2,0,1,0
Abdu Conté,POR,DF,Young Boys,26-229,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ángel Correa,ARG,"MF,FW",Atlético Madrid,29-244,1995,2.3,8,3.51,5,2,1,0,0,0,2,0.88,1,0,1,0,0,0
Soumaïla Coulibaly,FRA,DF,Brest,21-025,2003,4.0,3,0.75,3,0,0,0,0,0,2,0.50,2,0,0,0,0,0
Thibaut Courtois,BEL,GK,Real Madrid,32-181,1992,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yan Couto,BRA,"DF,MF",Dortmund,22-158,2002,0.7,2,2.77,2,0,0,0,0,0,1,1.38,1,0,0,0,0,0
Juan Cuadrado,COL,"DF,MF",Atalanta,36-166,1988,0.8,2,2.61,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pau Cubarsí,ESP,DF,Barcelona,17-291,2007,3.3,6,1.82,5,0,0,1,0,0,2,0.61,2,0,0,0,0,0
Andres Cuenca,ESP,DF,Barcelona,17-150,2007,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Adam Daghim,DEN,FW,RB Salzburg,19-041,2005,2.0,3,1.48,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Dálcio,GNB,MF,Red Star,28-170,1996,1.9,4,2.12,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Thijs Dallinga,NED,FW,Bologna,24-097,2000,2.1,3,1.41,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Matteo Dams,BEL,DF,PSV Eindhoven,20-244,2004,3.6,6,1.66,6,0,0,0,0,0,1,0.28,1,0,0,0,0,0
Kryštof Daněk,CZE,FW,Sparta Prague,21-308,2003,0.5,1,2.05,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Danilo,BRA,DF,Juventus,33-116,1991,1.3,1,0.77,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Arnaut Danjuma,NED,FW,Girona,27-282,1997,2.1,13,6.32,7,2,3,1,0,0,3,1.46,2,0,1,0,0,0
Matteo Darmian,ITA,DF,Inter,34-342,1989,1.8,1,0.55,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Juan David Cabal,COL,DF,Juventus,23-305,2001,1.7,3,1.72,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonathan David,CAN,FW,Lille,24-299,2000,3.0,3,1.00,0,0,1,1,1,0,1,0.33,0,0,0,0,1,0
Alphonso Davies,CAN,DF,Bayern Munich,24-006,2000,4.0,16,4.00,13,0,1,1,1,0,1,0.25,0,0,0,0,1,0
Kevin De Bruyne,BEL,MF,Manchester City,33-133,1991,0.6,4,7.06,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Maxim De Cuyper,BEL,DF,Club Brugge,23-322,2000,4.0,12,3.00,5,5,0,2,0,0,0,0.00,0,0,0,0,0,0
Charles De Ketelaere,BEL,"MF,FW",Atalanta,23-243,2001,2.2,8,3.69,7,0,1,0,0,0,2,0.92,1,0,1,0,0,0
Rodrigo De Paul,ARG,MF,Atlético Madrid,30-168,1994,2.8,9,3.16,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Zeno Debast,BEL,DF,Sporting CP,21-015,2003,3.8,1,0.27,1,0,0,0,0,0,1,0.27,1,0,0,0,0,0
Amar Dedić,BIH,DF,RB Salzburg,22-082,2002,3.0,9,3.00,6,0,2,1,0,0,0,0.00,0,0,0,0,0,0
Romain Del Castillo,FRA,FW,Brest,28-224,1996,1.8,8,4.42,6,2,0,0,0,0,1,0.55,1,0,0,0,0,0
Ousmane Dembélé,FRA,FW,Paris S-G,27-177,1997,2.9,19,6.63,15,2,0,0,2,0,1,0.35,1,0,0,0,0,0
Ermedin Demirović,BIH,"FW,MF",Stuttgart,26-228,1998,1.9,5,2.60,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Michele Di Gregorio,ITA,GK,Juventus,27-104,1997,2.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ángel Di María,ARG,FW,Benfica,36-268,1988,2.8,12,4.22,6,3,0,1,1,1,1,0.35,1,0,0,0,0,0
Bafodé Diakité,FRA,DF,Lille,23-307,2001,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mamady Diambou,MLI,"MF,DF",RB Salzburg,21-363,2002,2.3,5,2.18,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rúben Dias,POR,DF,Manchester City,27-178,1997,1.5,1,0.66,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Krépin Diatta,SEN,DF,Monaco,25-257,1999,0.4,4,10.91,2,1,1,0,0,0,1,2.73,0,1,0,0,0,0
Brahim Díaz,MAR,MF,Real Madrid,25-097,1999,0.5,2,4.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Luis Díaz,COL,FW,Liverpool,27-300,1997,2.4,12,5.09,9,0,2,0,1,0,1,0.42,1,0,0,0,0,0
Eric Dier,ENG,DF,Bayern Munich,30-298,1994,0.2,1,4.09,0,0,0,1,0,0,1,4.09,0,0,0,1,0,0
Lucas Digne,FRA,DF,Aston Villa,31-111,1993,2.0,3,1.53,1,2,0,0,0,0,1,0.51,0,1,0,0,0,0
Federico Dimarco,ITA,"DF,MF",Inter,26-364,1997,0.5,6,11.02,3,2,0,1,0,0,1,1.84,1,0,0,0,0,0
Ousmane Diomande,CIV,DF,Sporting CP,20-340,2003,2.3,1,0.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nasser Djiga,BFA,DF,Red Star,21-359,2002,4.0,2,0.50,2,0,0,0,0,0,1,0.25,1,0,0,0,0,0
Berat Djimsiti,ALB,DF,Atalanta,31-263,1993,3.5,4,1.14,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jeremy Doku,BEL,"FW,MF",Manchester City,22-165,2002,1.3,9,7.04,9,0,0,0,0,0,1,0.78,1,0,0,0,0,0
Sergi Dominguez,ESP,"DF,FW",Barcelona,19-221,2005,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,25-257,1999,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nene Dorgeles,MLI,FW,RB Salzburg,21-321,2002,2.2,3,1.36,1,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Désiré Doué,FRA,FW,Paris S-G,19-158,2005,1.1,3,2.65,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Kamory Doumbia,MLI,MF,Brest,21-264,2003,1.4,10,7.38,8,0,0,1,0,1,1,0.74,1,0,0,0,0,0
Couhaib Driouech,MAR,FW,PSV Eindhoven,22-205,2002,0.6,1,1.70,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Vanja Drkušič,SVN,DF,Red Star,25-009,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joel Drommel,NED,GK,PSV Eindhoven,27-358,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bruno Duarte,BRA,FW,Red Star,28-229,1996,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Denzel Dumfries,NED,DF,Inter,28-204,1996,3.2,5,1.57,2,0,1,0,2,0,0,0.00,0,0,0,0,0,0
Jhon Durán,COL,"FW,MF",Aston Villa,20-331,2003,1.7,2,1.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Julien Duranville,BEL,FW,Dortmund,18-187,2006,0.5,4,8.37,3,0,1,0,0,0,1,2.09,1,0,0,0,0,0
Éderson,BRA,MF,Atalanta,25-124,1999,4.0,7,1.75,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Ederson,BRA,GK,Manchester City,31-083,1993,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Eguinaldo,BRA,FW,Shakhtar,20-091,2004,3.4,4,1.19,3,0,0,0,1,0,1,0.30,1,0,0,0,0,0
Meschak Elia,COD,"MF,FW",Young Boys,27-094,1997,1.0,3,3.07,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Elif Elmas,MKD,MF,RB Leipzig,25-045,1999,0.4,1,2.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Timi Elšnik,SVN,"MF,DF",Red Star,26-193,1998,4.0,12,3.00,5,6,0,1,0,0,1,0.25,1,0,0,0,0,0
Breel Embolo,SUI,FW,Monaco,27-268,1997,3.0,9,3.01,7,0,1,1,0,0,3,1.00,2,0,0,1,0,0
Emerson,BRA,DF,Milan,25-299,1999,3.2,8,2.48,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Wataru Endo,JPN,MF,Liverpool,31-273,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Endrick,BRA,FW,Real Madrid,18-110,2006,0.7,1,1.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Arne Engels,BEL,MF,Celtic,21-061,2003,3.6,14,3.93,9,4,0,1,0,0,3,0.84,1,1,0,1,0,0
