Player,Nation,Pos,Squad,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Omri Altman,ISR,"FW,MF",AÉK Lárnaka,28,1994,4.2,4,4,3,0,1,1,6,16.7,5,2,0,2,2,6,3,1
Edson Álvarez,MEX,MF,Ajax,24,1997,2.0,5,4,2,3,0,1,1,100.0,0,5,2,3,1,6,7,1
Nadiem Amiri,GER,"MF,FW",Leverkusen,25,1996,3.0,6,3,2,4,0,2,4,50.0,2,1,0,1,3,9,0,0
Isak Amundsen,NOR,DF,Bodø/Glimt,22,1999,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Felipe Anderson,BRA,FW,Lazio,29,1993,4.9,9,5,3,2,4,3,6,50.0,3,2,0,2,2,11,2,0
Joel Andersson,SWE,DF,Midtjylland,25,1996,4.2,11,4,5,4,2,7,14,50.0,7,4,1,3,3,14,6,0
Leandro Andrade,CPV,"FW,MF",Qarabağ,22,1999,0.8,3,2,1,0,2,2,2,100.0,0,1,0,1,0,3,0,0
Valdemar Andreasen,DEN,FW,Midtjylland,17,2005,1.3,2,1,0,1,1,1,3,33.3,2,3,0,3,1,3,1,0
Henry Andreou,CYP,MF,AÉK Lárnaka,21,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Robert Andrich,GER,MF,Leverkusen,27,1994,6.3,12,8,6,4,2,4,7,57.1,3,8,4,4,7,19,5,1
Oleksandr Andriyevskyi,UKR,MF,Dynamo Kyiv,28,1994,1.0,1,1,0,1,0,0,2,0.0,2,0,0,0,3,4,2,0
Thanasis Androutsos,GRE,DF,Olympiacos,25,1997,1.0,3,2,2,1,0,3,3,100.0,0,3,1,2,1,4,0,0
Ángel,ESP,DF,AÉK Lárnaka,29,1993,4.9,5,3,2,3,0,3,12,25.0,9,7,3,4,5,10,8,0
Karim Ansarifard,IRN,FW,AC Omonia,32,1990,2.2,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,3,0
Marcos Antônio,BRA,MF,Lazio,22,2000,1.6,2,2,1,1,0,0,1,0.0,1,3,2,1,0,2,0,0
Antony,BRA,FW,Manchester Utd,22,2000,7.0,10,6,5,5,0,1,8,12.5,7,8,0,8,3,13,5,0
Dennis Appiah,FRA,"DF,FW",Nantes,30,1992,3.2,10,7,9,1,0,2,8,25.0,6,5,1,4,4,14,5,0
Youssef El-Arabi,MAR,"FW,MF",Olympiacos,35,1987,1.8,2,2,1,0,1,1,2,50.0,1,3,0,3,0,2,0,0
Paulus Arajuuri,FIN,DF,HJK,34,1988,0.5,1,1,1,0,0,1,1,100.0,0,2,1,1,3,4,1,0
Aritz Arambarri,ESP,DF,Real Sociedad,24,1998,0.7,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
Willian Arão,BRA,MF,Fenerbahçe,29,1992,3.5,7,4,1,5,1,2,4,50.0,2,2,1,1,4,11,1,0
Ronald Araújo,URU,DF,Barcelona,23,1999,1.9,2,1,2,0,0,1,1,100.0,0,6,2,4,0,2,3,0
Arthur,BRA,"DF,MF",Sporting CP,24,1998,2.0,3,1,2,1,0,1,4,25.0,3,2,0,2,0,3,0,0
Emam Ashour,EGY,"FW,MF",Midtjylland,24,1998,0.8,3,3,0,2,1,2,2,100.0,0,0,0,0,0,3,0,0
Lorenz Assignon,TOG,DF,Rennes,22,2000,3.3,6,2,2,4,0,0,3,0.0,3,4,0,4,5,11,8,0
Iyayi Atiemwen,NGA,FW,Sheriff Tiraspol,26,1996,3.6,0,0,0,0,0,0,3,0.0,3,2,0,2,3,3,1,0
Noah Atubolu,GER,GK,Freiburg,20,2002,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Donis Avdijaj,KVX,"MF,FW",Zürich,25,1996,0.9,1,0,1,0,0,0,2,0.0,2,2,0,2,0,1,0,0
Irakli Azarov,GEO,DF,Red Star,20,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Serdar Aziz,TUR,DF,Fenerbahçe,31,1990,5.0,10,5,4,5,1,8,9,88.9,1,4,0,4,3,13,12,0
Sardar Azmoun,IRN,FW,Leverkusen,27,1995,3.0,6,4,3,2,1,1,4,25.0,3,4,0,4,0,6,2,0
Oussama El Azzouzi,MAR,MF,Union SG,21,2001,1.6,4,4,1,3,0,4,6,66.7,2,6,3,3,3,7,4,0
Ousseynou Ba,SEN,DF,Olympiacos,26,1995,2.0,0,0,0,0,0,0,0,,0,4,3,1,4,4,14,2
Fouad Bachirou,COM,MF,AC Omonia,32,1990,1.0,1,1,0,1,0,0,1,0.0,1,1,0,1,3,4,1,0
Loïc Bade,FRA,DF,Sevilla,22,2000,5.8,13,6,9,4,0,8,13,61.5,5,9,7,2,6,19,22,0
Nikolai Baden Frederiksen,DEN,FW,Ferencváros,22,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Benoît Badiashile,FRA,DF,Monaco,21,2001,5.0,8,6,6,2,0,5,7,71.4,2,2,1,1,8,16,15,0
Cédric Badolo,BFA,"MF,FW",Sheriff Tiraspol,23,1998,6.0,14,10,4,6,4,5,7,71.4,2,4,0,4,7,21,2,0
Anastasios Bakasetas,GRE,MF,Trabzonspor,29,1993,5.1,6,5,3,2,1,2,7,28.6,5,3,0,3,2,8,4,0
Johan Bakayoko,BEL,FW,PSV Eindhoven,19,2003,2.7,6,3,2,3,1,3,4,75.0,1,5,0,5,2,8,0,0
Mitchel Bakker,NED,"DF,MF",Leverkusen,22,2000,5.7,5,2,3,1,1,2,8,25.0,6,13,0,13,1,6,4,0
Alejandro Balde,ESP,DF,Barcelona,18,2003,1.3,2,0,1,1,0,2,3,66.7,1,4,0,4,1,3,0,0
Simon Banza,COD,FW,Braga,25,1996,2.0,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
Enis Bardhi,MKD,"MF,FW",Trabzonspor,27,1995,3.6,4,3,0,1,3,2,7,28.6,5,4,0,4,2,6,3,0
Brandon Barker,ENG,"FW,MF",AC Omonia,25,1996,2.1,2,1,0,2,0,0,2,0.0,2,0,0,0,2,4,1,0
Enzo Barrenechea,ARG,MF,Juventus,21,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Ander Barrenetxea,ESP,MF,Real Sociedad,20,2001,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Marc Bartra,ESP,DF,Trabzonspor,31,1991,6.0,15,9,8,6,1,7,8,87.5,1,12,7,5,8,23,22,1
Toma Bašić,CRO,MF,Lazio,25,1996,2.2,4,4,3,1,0,0,1,0.0,1,2,0,2,1,5,1,0
Calvin Bassey,NGA,DF,Ajax,22,1999,2.0,3,2,3,0,0,1,2,50.0,1,1,0,1,2,5,6,0
Michy Batshuayi,BEL,FW,Fenerbahçe,28,1993,3.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,0
Altay Bayındır,TUR,GK,Fenerbahçe,24,1998,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0
Toral Bayramov,AZE,DF,Qarabağ,21,2001,2.6,4,1,1,3,0,2,3,66.7,1,2,0,2,2,6,3,0
Sheraldo Becker,SUR,FW,Union Berlin,27,1995,9.5,5,2,1,2,2,1,5,20.0,4,7,1,6,2,7,0,0
Donny van de Beek,NED,MF,Manchester Utd,25,1997,0.8,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0
Kevin Behrens,GER,FW,Union Berlin,31,1991,3.8,2,1,0,0,2,1,6,16.7,5,3,2,1,0,2,8,0
Felix Beijmo,SWE,DF,Malmö,24,1998,5.6,7,5,4,3,0,6,12,50.0,6,4,1,3,2,9,26,0
Karim Bellarabi,GER,FW,Leverkusen,32,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Héctor Bellerín,ESP,"DF,MF",Sporting CP,27,1995,0.9,4,1,3,0,1,4,4,100.0,0,0,0,0,2,6,0,0
Jeanuël Belocian,FRA,DF,Rennes,17,2005,3.3,1,0,1,0,0,0,0,,0,4,4,0,1,2,6,0
Andrea Belotti,ITA,FW,Roma,28,1993,8.6,7,5,1,2,4,2,12,16.7,10,8,1,7,4,11,3,0
Eliesse Ben Seghir,MAR,FW,Monaco,17,2005,1.4,3,3,1,2,0,1,2,50.0,1,0,0,0,1,4,0,0
Wissam Ben Yedder,FRA,FW,Monaco,31,1990,5.8,3,2,0,2,1,2,2,100.0,0,4,0,4,1,4,0,0
Walter Benítez,ARG,GK,PSV Eindhoven,29,1993,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Patrick Berg,NOR,MF,Bodø/Glimt,24,1997,5.0,13,10,6,5,2,3,10,30.0,7,8,2,6,6,19,6,0
Steven Berghuis,NED,"MF,FW",Ajax,30,1991,2.0,3,3,2,0,1,1,3,33.3,2,1,0,1,0,3,0,0
Steven Bergwijn,NED,"FW,MF",Ajax,24,1997,1.7,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,0
Bernardo,BRA,DF,RB Salzburg,27,1995,1.0,2,2,1,1,0,2,2,100.0,0,3,1,2,1,3,2,0
Muhamed Bešić,BIH,MF,Ferencváros,29,1992,3.6,13,5,6,5,2,5,9,55.6,4,2,0,2,5,18,11,0
Artem Besyedin,UKR,FW,Dynamo Kyiv,26,1996,2.8,3,2,0,1,2,1,4,25.0,3,0,0,0,0,3,1,0
Roman Bezus,UKR,MF,AC Omonia,31,1990,2.2,3,2,1,1,1,2,6,33.3,4,3,0,3,2,5,2,0
Pep Biel,ESP,"MF,FW",Olympiacos,25,1996,4.4,9,5,3,3,3,3,12,25.0,9,2,0,2,1,10,4,0
Justin Bijlow,NED,GK,Feyenoord,24,1998,8.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
Emmanuel van de Blaak,NED,DF,PSV Eindhoven,17,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ludovic Blas,FRA,"MF,FW",Nantes,24,1997,7.5,4,2,1,3,0,0,4,0.0,4,4,0,4,4,8,0,0
Myron Boadu,NED,"FW,MF",Monaco,21,2001,1.3,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0
Franck Boli,CIV,FW,Ferencváros,28,1993,1.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Valerii Bondar,UKR,DF,Shakhtar,23,1999,3.3,5,1,4,1,0,2,4,50.0,2,5,5,0,7,12,5,0
Artem Bondarenko,UKR,MF,Shakhtar,21,2000,3.9,6,4,5,1,0,4,11,36.4,7,9,3,6,3,9,2,1
Victor Boniface,NGA,FW,Union SG,21,2000,8.6,6,2,0,5,1,3,5,60.0,2,0,0,0,2,8,4,0
Leonardo Bonucci,ITA,DF,Juventus,35,1987,1.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,9,0
Nikola Boranijašević,SRB,DF,Zürich,30,1992,5.6,11,9,6,3,2,9,16,56.3,7,6,3,3,7,18,14,0
Kady Borges,BRA,"MF,FW",Qarabağ,26,1996,5.7,10,5,6,2,2,4,12,33.3,8,8,0,8,6,16,1,0
Cristian Borja,COL,DF,Braga,29,1993,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Milan Borjan,CAN,GK,Red Star,34,1987,6.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,2
Aleksandar Borković,AUT,DF,Sturm Graz,23,1999,1.1,3,3,3,0,0,3,4,75.0,1,1,1,0,2,5,2,0
Endre Botka,HUN,DF,Ferencváros,27,1994,5.6,8,5,5,2,1,4,8,50.0,4,3,1,2,9,17,19,0
Andreas Bouchalakis,GRE,MF,Olympiacos,29,1993,4.1,2,0,1,1,0,2,4,50.0,2,6,2,4,3,5,3,0
Nassim Boujellab,MAR,MF,HJK,23,1999,2.7,5,0,3,2,0,3,8,37.5,5,2,1,1,0,5,2,0
Yassine Bounou,MAR,GK,Sevilla,31,1991,6.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,28,1994,5.7,11,4,4,6,1,5,11,45.5,6,6,1,5,1,12,11,0
Edoardo Bove,ITA,MF,Roma,20,2002,2.8,8,7,7,1,0,7,10,70.0,3,7,2,5,3,11,4,0
Josh Bowler,ENG,FW,Olympiacos,23,1999,2.0,5,3,1,3,1,3,5,60.0,2,1,0,1,0,5,0,0
Denys Boyko,UKR,GK,Dynamo Kyiv,34,1988,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Umut Bozok,TUR,"FW,MF",Trabzonspor,25,1996,2.6,2,1,1,1,0,2,2,100.0,0,1,0,1,0,2,0,1
Jarrad Branthwaite,ENG,DF,PSV Eindhoven,20,2002,2.9,3,2,2,0,1,1,1,100.0,0,4,3,1,2,5,9,0
Claudio Bravo,CHI,GK,Betis,39,1983,6.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Yanick Brecher,SUI,GK,Zürich,29,1993,6.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0
Gleison Bremer,BRA,DF,Juventus,25,1997,7.1,7,6,4,3,0,5,6,83.3,1,14,7,7,7,14,38,0
Brian Brobbey,NED,FW,Ajax,20,2002,0.8,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0
David Browne,PNG,DF,HJK,26,1995,5.5,11,8,7,1,3,7,13,53.8,6,7,2,5,4,15,6,0
Osman Bukari,GHA,"MF,FW",Red Star,23,1998,3.9,1,1,0,1,0,0,2,0.0,2,3,0,3,2,3,1,0
Ezequiel Bullaude,ARG,"MF,DF",Feyenoord,21,2000,0.8,1,0,0,1,0,1,3,33.3,2,0,0,0,0,1,0,0
Mykyta Burda,UKR,DF,Dynamo Kyiv,27,1995,1.0,2,1,1,1,0,2,3,66.7,1,1,1,0,1,3,5,0
Christian Burgess,ENG,DF,Union SG,30,1991,9.5,8,4,5,3,0,3,9,33.3,6,13,6,7,13,21,55,0
Heorhiy Bushchan,UKR,GK,Dynamo Kyiv,28,1994,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Sergio Busquets,ESP,MF,Barcelona,34,1988,1.0,5,5,3,2,0,4,5,80.0,1,2,0,2,4,9,3,0
Mohamed Buya Turay,SLE,"FW,MF",Malmö,27,1995,2.4,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0
Vitaliy Buyalskyi,UKR,"FW,MF",Dynamo Kyiv,29,1993,5.6,8,5,1,5,2,4,5,80.0,1,1,0,1,1,9,1,0
Uğurcan Çakır,TUR,GK,Trabzonspor,26,1996,5.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
Mohamed Camara,GUI,MF,Roma,25,1997,2.4,5,3,0,5,0,3,5,60.0,2,2,0,2,2,7,1,0
Mohamed Camara,MLI,MF,Monaco,22,2000,7.2,16,8,11,3,2,9,27,33.3,18,10,0,10,6,22,0,0
Sergio Canales,ESP,"MF,FW",Betis,31,1991,5.4,5,1,1,4,0,4,7,57.1,3,3,0,3,3,8,1,0
Matteo Cancellieri,ITA,FW,Lazio,20,2002,2.5,10,3,2,7,1,5,7,71.4,2,3,0,3,1,11,1,0
Nicolás Capaldo,ARG,MF,RB Salzburg,24,1997,1.9,5,3,2,3,0,4,10,40.0,6,3,0,3,2,7,1,0
William Carvalho,POR,MF,Betis,30,1992,3.7,6,5,3,3,0,4,7,57.1,3,2,0,2,2,8,3,1
Nicolò Casale,ITA,DF,Lazio,24,1998,1.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0
Casemiro,BRA,MF,Manchester Utd,30,1992,11.0,32,14,19,12,1,13,40,32.5,27,37,11,26,17,49,22,0
Moreto Cassamã,GNB,MF,AC Omonia,24,1998,3.7,7,3,2,5,0,3,8,37.5,5,8,3,5,5,12,3,0
Jean-Charles Castelletto,CMR,DF,Nantes,27,1995,6.1,10,4,7,1,2,7,8,87.5,1,4,1,3,8,18,29,1
André Castro,POR,MF,Braga,34,1988,2.9,7,4,2,4,1,2,5,40.0,3,5,2,3,3,10,6,0
Danilo Cataldi,ITA,MF,Lazio,27,1994,4.1,3,1,0,3,0,2,3,66.7,1,6,3,3,4,7,3,0
Joseph Ceesay,GAM,"MF,DF",Malmö,24,1998,3.1,3,2,1,1,1,1,3,33.3,2,1,0,1,3,6,6,0
Dumitru Celeadnic,MDA,GK,Sheriff Tiraspol,30,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Zeki Çelik,TUR,DF,Roma,25,1997,4.7,5,2,1,4,0,2,6,33.3,4,5,1,4,5,10,12,0
Fabien Centonze,FRA,DF,Nantes,26,1996,2.0,8,5,6,1,1,7,9,77.8,2,1,0,1,5,13,5,0
Matěj Chaluš,CZE,DF,Malmö,24,1998,2.0,6,3,6,0,0,2,2,100.0,0,3,1,2,2,8,9,0
Charalampos Charalampous,CYP,MF,AC Omonia,20,2002,5.0,11,5,4,6,1,4,14,28.6,10,13,1,12,5,16,5,0
Youssef Chermiti,POR,FW,Sporting CP,18,2004,1.5,2,2,0,1,1,1,2,50.0,1,1,0,1,1,3,2,0
Federico Chiesa,ITA,"FW,MF",Juventus,24,1997,4.5,6,4,5,1,0,1,5,20.0,4,3,1,2,2,8,1,0
Edward Chilufya,ZAM,FW,Midtjylland,22,1999,2.8,1,0,1,0,0,0,1,0.0,1,4,0,4,0,1,0,0
Pedro Chirivella,ESP,MF,Nantes,25,1997,5.2,7,6,0,7,0,3,11,27.3,8,5,0,5,4,11,2,1
Andreas Christensen,DEN,DF,Barcelona,26,1996,1.3,3,1,2,0,1,0,0,,0,3,1,2,0,3,1,0
Gustav Christensen,DEN,FW,Midtjylland,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Anders Christiansen,DEN,"FW,MF",Malmö,32,1990,5.0,3,0,0,3,0,3,8,37.5,5,7,0,7,5,8,0,0
Cicinho,BUL,DF,Ludogorets,33,1988,5.0,14,7,8,3,3,5,8,62.5,3,8,4,4,15,29,8,0
Eldar Ćivić,BIH,DF,Ferencváros,26,1996,2.2,3,2,1,1,1,1,2,50.0,1,1,1,0,5,8,5,0
Sebastián Coates,URU,DF,Sporting CP,31,1990,5.0,9,4,7,2,0,5,7,71.4,2,3,2,1,6,15,19,0
Marcus Coco,FRA,"DF,FW",Nantes,26,1996,1.4,3,2,1,1,1,1,1,100.0,0,1,0,1,0,3,1,0
Francisco Conceição,POR,MF,Ajax,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sébastien Corchia,FRA,DF,Nantes,31,1990,4.0,6,4,3,2,1,3,9,33.3,6,5,1,4,7,13,11,0
Kalifa Coulibaly,MLI,"FW,MF",Red Star,30,1991,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Nichita Covali,MDA,FW,Sheriff Tiraspol,19,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Crespo,POR,MF,Fenerbahçe,25,1996,4.8,17,12,4,9,4,6,15,40.0,9,4,1,3,3,20,6,0
Bryan Cristante,ITA,"MF,DF",Roma,27,1995,14.5,39,22,15,22,2,15,36,41.7,21,23,5,18,18,57,26,0
Juan Cuadrado,COL,DF,Juventus,34,1988,6.6,14,10,9,4,1,8,11,72.7,3,3,1,2,7,21,10,0
Elvin Cəfərquliyev,AZE,DF,Qarabağ,21,2000,3.5,4,3,2,2,0,2,5,40.0,3,1,0,1,2,6,5,0
Johan Dahlin,SWE,GK,Malmö,35,1986,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Diogo Dalot,POR,DF,Manchester Utd,23,1999,6.9,18,8,11,7,0,10,10,100.0,0,9,2,7,9,27,5,0
Henrik Dalsgaard,DEN,DF,Midtjylland,33,1989,6.3,10,7,7,2,1,7,10,70.0,3,6,5,1,11,21,27,0
Danilo,BRA,DF,Juventus,31,1991,8.2,24,17,20,3,1,14,16,87.5,2,8,3,5,17,41,44,1
Danilo,BRA,FW,Feyenoord,23,1999,6.2,3,3,3,0,0,1,3,33.3,2,2,0,2,2,5,4,0
Amadou Dante,MLI,DF,Sturm Graz,21,2000,5.5,18,9,11,5,2,13,19,68.4,6,4,0,4,10,28,12,1
Mattia De Sciglio,ITA,DF,Juventus,29,1992,1.6,3,2,1,1,1,2,2,100.0,0,1,0,1,1,4,4,0
Amar Dedić,BIH,DF,RB Salzburg,19,2002,1.8,7,5,7,0,0,5,7,71.4,2,3,1,2,1,8,7,0
Spas Delev,BUL,"FW,DF",Ludogorets,32,1989,0.6,2,2,0,2,0,2,4,50.0,2,2,0,2,0,2,0,0
Andy Delort,ALG,FW,Nantes,30,1991,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kerem Demirbay,GER,MF,Leverkusen,29,1993,2.9,12,5,6,5,1,4,7,57.1,3,6,0,6,4,16,2,0
Stefano Denswil,SUR,DF,Trabzonspor,29,1993,3.8,5,2,4,1,0,4,4,100.0,0,5,4,1,3,8,13,1
Kiril Despodov,BUL,FW,Ludogorets,25,1996,2.7,2,2,1,1,0,1,3,33.3,2,1,0,1,2,4,1,0
Ángel Di María,ARG,FW,Juventus,34,1988,6.1,6,4,1,3,2,4,11,36.4,7,6,1,5,3,9,0,0
Moussa Diaby,FRA,"FW,MF",Leverkusen,23,1999,6.3,0,0,0,0,0,0,6,0.0,6,5,0,5,1,1,0,0
Samba Diallo,SEN,"MF,FW",Dynamo Kyiv,19,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Krépin Diatta,SEN,"MF,FW",Monaco,23,1999,6.1,3,3,0,2,1,1,6,16.7,5,10,0,10,7,10,1,0
Ismael Diawara,MLI,GK,Malmö,27,1994,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dénes Dibusz,HUN,GK,Ferencváros,31,1990,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Javairô Dilrosun,NED,"FW,MF",Feyenoord,24,1998,5.0,3,2,2,1,0,1,4,25.0,3,2,0,2,2,5,2,1
Ousmane Diomande,CIV,DF,Sporting CP,18,2003,3.0,8,7,8,0,0,3,7,42.9,4,2,2,0,1,9,8,1
Edan Diop,FRA,DF,Monaco,17,2004,0.7,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,1
Mouhamed Diop,SEN,"MF,FW",Sheriff Tiraspol,21,2000,5.8,5,4,1,4,0,2,4,50.0,2,2,0,2,1,6,4,0
Axel Disasi,FRA,DF,Monaco,24,1998,8.3,5,4,2,3,0,3,6,50.0,3,8,2,6,26,31,17,0
Mix Diskerud,USA,MF,AC Omonia,31,1990,2.7,5,1,1,4,0,2,5,40.0,3,3,2,1,2,7,5,0
Álvaro djaló,ESP,"FW,MF",Braga,22,1999,1.5,2,1,1,0,1,1,4,25.0,3,1,0,1,0,2,1,0
Djaniny,CPV,"FW,MF",Trabzonspor,31,1991,2.5,4,3,1,2,1,2,4,50.0,2,5,1,4,1,5,3,0
Marko Dmitrović,SRB,GK,Sevilla,30,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1
Ritsu Doan,JPN,"MF,FW",Freiburg,24,1998,5.2,13,6,4,7,2,5,12,41.7,7,10,0,10,3,16,5,0
Danilho Doekhi,NED,DF,Union Berlin,24,1998,7.9,19,15,7,12,0,8,9,88.9,1,6,1,5,13,32,24,0
Jeremy Doku,BEL,"MF,FW",Rennes,20,2002,2.6,3,3,1,1,1,1,4,25.0,3,1,0,1,0,3,0,0
Désiré Doué,FRA,"MF,FW",Rennes,17,2005,2.4,2,0,0,2,0,1,5,20.0,4,5,0,5,1,3,2,0
Aleksandar Dragović,AUT,DF,Red Star,31,1991,4.7,6,3,3,3,0,2,2,100.0,0,7,6,1,9,15,15,0
