Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Anthoni,BRA,GK,Internacional,22-268,2002,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcos Antônio,BRA,MF,São Paulo,24-126,2000,5.0,10,2.00,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Guilherme Arana,BRA,DF,Atlético Mineiro,27-186,1997,12.5,44,3.53,37,2,0,3,1,1,3,0.24,2,0,0,1,0,0
Charles Aránguiz,CHI,MF,Internacional,35-183,1989,3.2,6,1.88,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luiz Araújo,BRA,"FW,MF",Flamengo,28-137,1996,16.7,65,3.89,40,13,5,3,2,2,9,0.54,4,3,1,0,1,0
Matheus Araújo,BRA,MF,Corinthians,22-148,2002,0.5,1,2.09,0,1,0,0,0,0,1,2.09,0,1,0,0,0,0
Michel Araujo,URU,"DF,FW",São Paulo,28-019,1996,9.1,26,2.86,16,3,6,1,0,0,1,0.11,1,0,0,0,0,0
Alexander Aravena,CHI,"FW,MF",Grêmio,22-041,2002,3.5,7,2.01,4,0,0,1,2,0,1,0.29,1,0,0,0,0,0
Robert Arboleda,ECU,DF,São Paulo,32-361,1991,22.7,18,0.79,13,0,0,3,0,2,3,0.13,2,0,0,1,0,0
Lucas Arcanjo,BRA,GK,Vitória,26-070,1998,28.0,3,0.11,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Matias Arezo,URU,"FW,MF",Grêmio,21-331,2002,0.8,4,4.80,3,0,0,0,1,0,1,1.20,0,0,0,0,1,0
Jhon Arias,COL,FW,Fluminense,27-026,1997,17.9,73,4.08,51,6,4,2,7,3,6,0.33,5,0,0,0,0,1
Santiago Arias,COL,DF,Bahia,32-278,1992,17.2,43,2.50,35,2,1,3,1,1,3,0.17,1,0,1,1,0,0
Arthur,BRA,FW,Cruzeiro,26-106,1998,14.1,40,2.83,30,1,3,4,2,0,3,0.21,2,0,0,1,0,0
Arthur,BRA,FW,Criciúma,32-124,1992,15.1,44,2.92,24,0,0,10,10,0,3,0.20,1,0,0,2,0,0
Arthur,BRA,FW,Corinthians,21-219,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Arthur,BRA,"FW,MF",Red Bull Bragantino,21-219,2003,1.1,5,4.46,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Filipe Augusto,BRA,MF,Cuiabá,31-066,1993,4.3,6,1.38,4,0,1,1,0,0,1,0.23,1,0,0,0,0,0
Renato Augusto,BRA,"MF,FW",Fluminense,36-252,1988,3.5,6,1.70,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yarlen Augusto,BRA,MF,Botafogo (RJ),18-240,2006,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pablo Baianinho,BRA,"MF,DF",Vitória,21-075,2003,0.3,3,9.31,1,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Gabriel Baralhas,BRA,MF,Atl Goianiense,26-007,1998,19.6,64,3.27,46,2,2,7,4,3,5,0.26,3,0,0,2,0,0
Danilo Barbosa,BRA,MF,Botafogo (RJ),28-232,1996,12.7,23,1.81,16,0,1,2,4,0,3,0.24,1,0,0,1,1,0
Diogo Barbosa,BRA,DF,Fluminense,32-061,1992,12.6,22,1.75,21,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Gabriel Barbosa,BRA,"FW,MF",Flamengo,28-048,1996,5.3,6,1.12,5,0,1,0,0,0,1,0.19,1,0,0,0,0,0
Lucas Barbosa,BRA,FW,Juventude,23-238,2001,20.9,47,2.20,41,0,1,1,4,0,2,0.09,2,0,0,0,0,0
Alexander Barboza,ARG,DF,Botafogo (RJ),29-215,1995,15.6,14,0.90,11,0,0,2,0,1,1,0.06,1,0,0,0,0,0
Mateo Barcia,URU,"MF,FW",Criciúma,23-241,2001,0.3,2,7.20,1,0,1,0,0,0,1,3.60,0,0,1,0,0,0
Álvaro Barreal,ARG,"MF,FW",Cruzeiro,24-061,2000,13.1,46,3.51,33,8,1,4,0,0,5,0.38,5,0,0,0,0,0
Barreto,BRA,MF,Criciúma,28-312,1995,19.5,30,1.53,24,0,2,2,2,0,5,0.26,3,0,0,2,0,0
Gabriel Barros,BRA,"FW,MF",Atl Goianiense,22-358,2001,0.9,1,1.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bastos,ANG,DF,Botafogo (RJ),33-204,1991,25.1,14,0.56,13,0,0,1,0,0,2,0.08,2,0,0,0,0,0
Rodrigo Battaglia,ARG,"DF,MF",Atlético Mineiro,33-097,1991,20.4,19,0.93,16,0,1,1,1,0,3,0.15,3,0,0,0,0,0
José Luis Rodríguez Bebanz,URU,DF,Vasco da Gama,27-217,1997,6.2,13,2.11,10,0,1,2,0,0,2,0.32,2,0,0,0,0,0
Muriel Becker,BRA,GK,Vitória,37-246,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ramiro Benetti,BRA,MF,Cruzeiro,31-148,1993,12.0,20,1.66,17,2,0,0,0,1,1,0.08,1,0,0,0,0,0
Bento,BRA,GK,Ath Paranaense,25-129,1999,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexandro Bernabei,ARG,DF,Internacional,24-023,2000,13.9,44,3.16,34,5,4,0,0,1,3,0.22,3,0,0,0,0,0
Facundo Bernal,URU,MF,Fluminense,21-057,2003,5.1,3,0.59,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bernard,BRA,"MF,FW",Atlético Mineiro,32-039,1992,6.4,29,4.52,23,3,3,0,0,0,1,0.16,1,0,0,0,0,0
Raul Bicalho,BRA,DF,Corinthians,25-176,1999,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matheus Bidu,BRA,DF,Corinthians,25-166,1999,8.6,26,3.03,20,3,1,0,2,0,1,0.12,1,0,0,0,0,0
Biel,BRA,"FW,MF",Bahia,23-199,2001,7.7,36,4.70,26,3,2,2,3,0,5,0.65,4,0,1,0,0,0
Biro,BRA,"MF,DF",Corinthians,20-180,2004,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Damián Bobadilla,PAR,MF,São Paulo,23-098,2001,11.3,19,1.68,17,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Yannick Bolasie,COD,FW,Criciúma,35-146,1989,20.1,48,2.39,26,0,10,6,4,2,7,0.35,4,0,2,1,0,0
Thiago Borbas,URU,FW,Red Bull Bragantino,22-193,2002,10.6,19,1.79,13,0,1,3,2,0,2,0.19,2,0,0,0,0,0
Marllon Borges,BRA,DF,Cuiabá,32-184,1992,24.0,16,0.67,13,1,0,1,1,0,1,0.04,0,0,0,0,1,0
Pedro Borges,BRA,MF,Fortaleza,27-228,1997,12.9,15,1.17,13,0,0,1,0,1,3,0.23,3,0,0,0,0,0
Rafael Borré,COL,FW,Internacional,29-032,1995,12.6,21,1.67,16,1,0,4,0,0,2,0.16,2,0,0,0,0,0
Danilo Boza,BRA,DF,Juventude,26-164,1998,22.5,15,0.67,12,1,0,2,0,0,0,0.00,0,0,0,0,0,0
Martin Braithwaite,DEN,FW,Grêmio,33-134,1991,7.9,17,2.15,12,0,1,4,0,0,4,0.50,2,0,0,2,0,0
Breno,BRA,FW,Fortaleza,28-267,1996,18.7,60,3.21,29,9,4,9,9,0,7,0.37,3,0,1,1,2,0
Breno,BRA,MF,Corinthians,19-240,2005,13.6,30,2.21,24,2,1,1,2,0,0,0.00,0,0,0,0,0,0
José Breno,BRA,MF,Vitória,20-133,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Emanuel Brítez,ARG,DF,Fortaleza,32-205,1992,22.0,29,1.32,20,1,0,7,0,1,3,0.14,3,0,0,0,0,0
Bruninho,BRA,"FW,MF",Red Bull Bragantino,21-217,2003,0.9,5,5.70,4,0,1,0,0,0,1,1.14,1,0,0,0,0,0
Fabrício Bruno,BRA,DF,Flamengo,28-248,1996,19.6,9,0.46,8,0,0,0,0,1,1,0.05,0,0,0,0,0,1
Fabricio Bustos,ARG,DF,Internacional,28-172,1996,9.6,34,3.54,26,3,1,2,0,2,3,0.31,1,0,1,1,0,0
Rafael Cabral,BRA,GK,Grêmio,34-150,1990,5.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cacá,BRA,DF,Corinthians,25-175,1999,22.8,16,0.70,13,0,0,3,0,0,2,0.09,2,0,0,0,0,0
Raúl Cáceres,PAR,DF,Vitória,33-029,1991,10.9,27,2.47,22,5,0,0,0,0,5,0.46,4,1,0,0,0,0
Caetano,BRA,DF,Corinthians,25-115,1999,3.1,3,0.96,2,0,0,1,0,0,1,0.32,1,0,0,0,0,0
Jonathan Cafu,BRA,"FW,MF",Cuiabá,33-099,1991,13.5,34,2.51,23,0,6,1,3,1,3,0.22,2,0,0,1,0,0
Rodrigo Caio,BRA,DF,Grêmio,31-061,1993,2.2,1,0.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Caíque,BRA,GK,Grêmio,27-078,1997,3.9,1,0.25,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Calebe,BRA,"FW,MF",Fortaleza,24-170,2000,0.5,4,7.66,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Calegari,BRA,DF,Fluminense,22-233,2002,0.9,1,1.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonathan Calleri,ARG,FW,São Paulo,31-024,1993,19.8,43,2.17,28,0,4,7,3,1,9,0.45,4,0,1,3,1,0
Patric Calmon PK,BRA,DF,Vitória,30-104,1994,5.5,6,1.09,6,0,0,0,0,0,1,0.18,1,0,0,0,0,0
Gustavo Campanharo,BRA,MF,Atl Goianiense,32-196,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joel Campbell,CRC,"MF,FW",Atl Goianiense,32-113,1992,6.0,28,4.65,23,0,1,2,1,1,0,0.00,0,0,0,0,0,0
Camutanga,BRA,DF,Vitória,31-020,1993,5.0,2,0.40,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Yerson Candelo,COL,DF,Criciúma,32-236,1992,0.3,2,6.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luan Cândido,BRA,DF,Red Bull Bragantino,23-258,2001,20.0,16,0.80,13,1,0,2,0,0,1,0.05,1,0,0,0,0,0
Germán Cano,ARG,FW,Fluminense,36-258,1988,13.9,13,0.92,10,0,0,3,0,0,0,0.00,0,0,0,0,0,0
Agustín Canobbio,URU,"FW,MF",Ath Paranaense,26-016,1998,11.7,41,3.51,29,3,2,3,4,0,2,0.17,1,0,1,0,0,0
Juninho Capixaba,BRA,"DF,MF",Red Bull Bragantino,27-103,1997,13.1,17,1.29,13,1,0,1,2,0,1,0.08,0,0,0,1,0,0
Felipe Carballo,URU,MF,Grêmio,28-013,1996,5.3,12,2.26,10,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Tomás Cardona,ARG,DF,Fortaleza,29-007,1995,15.0,7,0.47,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Edson Carioca,BRA,"FW,MF",Juventude,27-105,1997,3.9,3,0.96,1,0,1,0,1,0,2,0.64,1,0,1,0,0,0
Carlinhos,BRA,FW,Flamengo,27-248,1997,4.7,6,1.28,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Antonio Carlos,BRA,DF,Fluminense,31-224,1993,12.0,8,0.67,8,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Jan Carlos Hurtado,VEN,FW,Atl Goianiense,24-226,2000,6.6,17,2.57,11,0,3,1,1,1,0,0.00,0,0,0,0,0,0
João Carlos,BRA,"MF,FW",Criciúma,23-118,2001,0.3,1,3.33,0,1,0,0,0,0,1,3.33,0,1,0,0,0,0
Jean Carlos Vicente,BRA,"MF,FW",Juventude,32-245,1992,10.0,40,4.02,19,13,4,2,0,2,7,0.70,3,2,0,0,0,2
André Carrillo,PER,MF,Corinthians,33-125,1991,1.8,5,2.80,2,0,0,2,0,1,1,0.56,0,0,0,1,0,0
Ronie Carrillo,ECU,FW,Juventude,28-039,1996,6.9,17,2.44,12,0,2,2,1,0,0,0.00,0,0,0,0,0,0
Gabriel Carvalho,BRA,"FW,MF",Internacional,17-061,2007,10.6,48,4.51,33,5,5,4,1,0,4,0.38,4,0,0,0,0,0
Cássio,BRA,GK,Cruzeiro,37-133,1987,14.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cássio,BRA,GK,Corinthians,37-133,1987,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Iury de Castilho,BRA,"FW,MF",Vitória,29-041,1995,1.4,2,1.45,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Erick Castillo,ECU,"FW,MF",Vitória,29-255,1995,3.0,3,0.99,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Ivan Cavaleiro,POR,"FW,MF",Red Bull Bragantino,30-365,1993,0.6,5,8.65,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Murilo Cerqueira,BRA,DF,Palmeiras,27-204,1997,20.5,20,0.98,17,0,1,0,0,2,2,0.10,1,0,1,0,0,0
Reynaldo Cesar Moraes,BRA,DF,Vitória,27-288,1997,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christian,BRA,"MF,FW",Ath Paranaense,23-303,2000,14.8,36,2.43,26,2,0,3,4,1,2,0.14,2,0,0,0,0,0
Eliel Chrystian,BRA,"FW,MF",Cuiabá,21-265,2003,3.9,8,2.03,2,0,0,1,5,0,0,0.00,0,0,0,0,0,0
Chumbinho,BRA,"MF,FW",Red Bull Bragantino,21-025,2003,0.1,1,7.50,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Cicinho,BUL,"DF,FW",Bahia,35-296,1988,0.9,3,3.18,3,0,0,0,0,0,1,1.06,1,0,0,0,0,0
José Cifuentes,ECU,MF,Cruzeiro,25-219,1999,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Claudinho,BRA,DF,Criciúma,24-023,2000,19.0,66,3.46,49,7,3,3,1,3,4,0.21,2,0,1,1,0,0
Mateus Claus,BRA,GK,Juventude,30-075,1994,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Clayson,BRA,"FW,MF",Cuiabá,29-212,1995,15.0,36,2.40,21,8,2,0,5,0,5,0.33,1,1,1,0,2,0
Clayton,BRA,DF,Internacional,24-196,2000,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Clayton,BRA,FW,Vasco da Gama,25-280,1999,1.6,2,1.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cleiton,BRA,DF,Flamengo,21-175,2003,1.1,1,0.95,1,0,0,0,0,0,1,0.95,1,0,0,0,0,0
Mateus Cocão,BRA,MF,Vasco da Gama,22-213,2002,16.5,30,1.82,26,0,2,1,0,1,4,0.24,4,0,0,0,0,0
Robert Conceição,BRA,"MF,DF",Atlético Mineiro,21-089,2003,0.2,6,24.55,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Igor Coronado,BRA,"MF,FW",Corinthians,32-060,1992,13.4,75,5.59,51,14,1,2,5,2,3,0.22,3,0,0,0,0,0
Diego Costa,ESP,FW,Grêmio,36-010,1988,3.2,8,2.32,6,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Douglas Costa,BRA,FW,Fluminense,34-033,1990,3.2,17,5.24,15,1,0,1,0,0,1,0.31,1,0,0,0,0,0
Philippe Coutinho,BRA,MF,Vasco da Gama,32-127,1992,3.4,8,2.35,3,3,1,0,0,1,0,0.00,0,0,0,0,0,0
Franco Cristaldo,ARG,"MF,FW",Grêmio,28-063,1996,19.1,102,5.35,59,32,1,7,3,0,8,0.42,3,3,0,1,1,0
Alejo Cruz,URU,"MF,FW",Atl Goianiense,24-046,2000,16.1,73,4.54,42,26,0,3,2,0,3,0.19,1,1,0,1,0,0
Tomás Cuello,ARG,"FW,MF",Ath Paranaense,24-226,2000,13.0,66,5.09,42,7,11,4,2,0,3,0.23,3,0,0,0,0,0
Víctor Cuesta,ARG,DF,Bahia,35-333,1988,5.6,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cuiabano,BRA,DF,Grêmio,21-244,2003,1.8,2,1.10,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Cuiabano,BRA,DF,Botafogo (RJ),21-244,2003,13.4,28,2.09,21,3,0,4,0,0,6,0.45,4,1,0,1,0,0
Lucas Cunha,BRA,DF,Red Bull Bragantino,27-268,1997,5.7,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matheus Cunha,BRA,GK,Flamengo,23-146,2001,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Danielzinho,BRA,"MF,FW",Atl Goianiense,28-280,1996,1.1,8,6.99,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0
David,BRA,FW,Vasco da Gama,29-000,1995,17.6,44,2.49,34,1,6,2,1,0,5,0.28,4,0,1,0,0,0
David,BRA,"MF,FW",Juventude,24-282,2000,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giorgian De Arrascaeta,URU,MF,Flamengo,30-138,1994,10.0,48,4.82,32,7,4,0,3,2,10,1.00,8,0,2,0,0,0
Nicolás De La Cruz,URU,MF,Flamengo,27-138,1997,9.5,58,6.11,41,8,1,2,6,0,5,0.53,5,0,0,0,0,0
Sergio Antonio De Luiz Junior,BRA,MF,Criciúma,29-194,1995,0.2,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sergio Antonio De Luiz Junior,BRA,"FW,MF",Vasco da Gama,29-194,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Denilson,BRA,MF,Cuiabá,23-208,2001,17.4,60,3.45,47,3,5,3,1,1,7,0.40,6,0,1,0,0,0
Derek,BRA,FW,Atl Goianiense,26-320,1997,5.2,20,3.85,10,0,3,3,4,0,1,0.19,0,0,1,0,0,0
Deyverson,BRA,FW,Atlético Mineiro,33-162,1991,6.0,9,1.49,7,0,0,0,2,0,3,0.50,2,0,0,0,1,0
Deyverson,BRA,FW,Cuiabá,33-162,1991,2.4,2,0.82,1,0,1,0,0,0,1,0.41,0,0,1,0,0,0
Lucas Di Yorio,ARG,FW,Ath Paranaense,27-330,1996,8.1,13,1.61,7,0,3,3,0,0,0,0.00,0,0,0,0,0,0
Matheus Dias,BRA,"FW,MF",Internacional,27-253,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lautaro Díaz,ARG,FW,Cruzeiro,26-149,1998,6.6,19,2.89,16,0,3,0,0,0,0,0.00,0,0,0,0,0,0
Diego,BRA,DF,São Paulo,25-088,1999,9.9,10,1.01,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Dodi,BRA,MF,Grêmio,28-183,1996,20.2,27,1.34,20,0,3,1,1,2,3,0.15,3,0,0,0,0,0
Maxime Dominguez,SUI,"FW,MF",Vasco da Gama,28-259,1996,0.7,2,2.95,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matheus Donelli,BRA,GK,Corinthians,22-153,2002,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thiago dos Santos,BRA,DF,Fluminense,35-042,1989,14.9,9,0.60,9,0,0,0,0,0,1,0.07,1,0,0,0,0,0
Lucca Drummond,BRA,FW,Internacional,20-279,2004,1.8,3,1.69,3,0,0,0,0,0,1,0.56,1,0,0,0,0,0
David Duarte,BRA,DF,Bahia,29-267,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dudu,BRA,MF,Vitória,25-134,1999,3.3,10,3.04,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Dudu,BRA,"FW,MF",Palmeiras,32-284,1992,3.7,18,4.92,14,1,0,0,3,0,1,0.27,0,0,0,0,1,0
Edenílson,BRA,"MF,FW",Grêmio,34-304,1989,11.3,22,1.95,16,0,2,3,1,0,2,0.18,1,0,1,0,0,0
Éder,ITA,FW,Criciúma,37-337,1986,8.5,22,2.59,20,0,0,2,0,0,2,0.24,2,0,0,0,0,0
EDU,BRA,DF,Vitória,24-123,2000,2.0,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Eduardo,BRA,"FW,MF",Vitória,28-007,1996,5.1,15,2.97,8,0,2,2,2,1,2,0.40,1,0,0,0,1,0
Carlos Eduardo,BRA,"FW,MF",Atlético Mineiro,20-146,2004,11.2,17,1.52,9,1,1,2,4,0,1,0.09,1,0,0,0,0,0
Carlos Eduardo,BRA,"FW,MF",Botafogo (RJ),35-000,1989,6.8,18,2.64,13,1,0,2,2,0,1,0.15,1,0,0,0,0,0
Alysson Edward,BRA,"MF,FW",Grêmio,18-165,2006,0.5,3,5.51,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Eli,BRA,FW,Atl Goianiense,20-208,2004,0.2,1,6.43,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Kauã Elias,BRA,FW,Fluminense,18-203,2006,10.4,22,2.11,18,0,1,3,0,0,2,0.19,1,0,1,0,0,0
Rafael Elias,BRA,FW,Cruzeiro,25-188,1999,1.1,3,2.62,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Eliédson,BRA,MF,Criciúma,21-214,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rodrigo Ely,BRA,DF,Grêmio,30-349,1993,13.9,8,0.57,5,0,0,3,0,0,0,0.00,0,0,0,0,0,0
Emersonn,BRA,"FW,MF",Ath Paranaense,20-093,2004,1.8,4,2.24,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Leandro Emmanuel Martínez,ARG,"MF,FW",Fortaleza,30-135,1994,5.8,17,2.93,13,1,0,3,0,0,3,0.52,2,0,0,1,0,0
Alan Empereur,BRA,DF,Cuiabá,30-221,1994,23.8,29,1.22,22,5,0,2,0,0,1,0.04,1,0,0,0,0,0
Endrick,BRA,"MF,FW",Palmeiras,18-088,2006,5.0,17,3.38,8,0,1,3,4,1,1,0.20,1,0,0,0,0,0
Erick,BRA,"MF,DF",Ath Paranaense,26-338,1997,20.9,35,1.67,32,0,0,1,2,0,2,0.10,2,0,0,0,0,0
Erick,BRA,"FW,MF",São Paulo,26-312,1997,5.7,32,5.63,24,5,1,0,2,0,3,0.53,3,0,0,0,0,0
Erick,BRA,FW,Juventude,27-288,1997,19.1,32,1.68,21,0,6,2,1,2,2,0.10,2,0,0,0,0,0
Esquerdinha,BRA,"DF,FW",Fluminense,18-232,2006,1.4,7,4.92,5,0,0,2,0,0,1,0.70,0,0,0,1,0,0
Lucas Esquivel,ARG,DF,Ath Paranaense,23-003,2001,20.6,63,3.05,43,14,2,1,3,0,6,0.29,4,0,0,0,2,0
Estevão,BRA,FW,Palmeiras,18-176,2006,15.7,90,5.72,49,5,16,10,7,3,14,0.89,7,1,4,0,1,1
Lucas Esteves,BRA,"DF,MF",Vitória,24-115,2000,24.6,46,1.87,30,6,2,3,4,1,4,0.16,1,1,0,1,1,0
Guilherme Estrella,BRA,MF,Vasco da Gama,19-178,2005,1.6,4,2.47,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
