Player,Nation,Pos,Squad,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Rúben Fernandes,POR,DF,Gil Vicente FC,38-180,1986,8.8,560,540,20,19,0,2,1,1,0,0,0,0,494,0,4
Roberto Férnandez,ESP,FW,Braga,22-122,2002,4.4,83,73,7,0,1,0,2,1,0,0,0,0,55,3,2
João Ferreira Barros,POR,"MF,FW",Boavista,18-297,2006,1.1,20,20,0,0,0,0,0,0,0,0,0,0,12,0,2
Filipe Ferreira,POR,DF,Boavista,34-036,1990,8.5,358,311,45,10,0,4,18,34,0,0,0,0,264,2,8
Fernando Ferreira Fonseca,POR,DF,AVS Futebol,27-233,1997,5.3,259,199,59,7,0,1,14,52,0,0,0,0,193,1,10
João Ferreira,POR,DF,Braga,23-225,2001,4.3,287,266,21,5,1,2,9,16,0,0,0,0,227,0,6
Marcelo dos Santos Ferreira,BRA,DF,Moreirense,35-098,1989,9.0,456,425,30,29,1,3,0,1,0,0,0,0,390,1,0
Pedro Ferreira,POR,MF,Santa Clara,26-302,1998,8.1,244,237,7,6,0,6,6,1,0,0,0,0,180,0,6
Tiago Ferreira,POR,FW,Estrela,22-229,2002,0.4,12,10,2,0,0,0,2,0,2,2,0,0,9,0,1
Daniel Figueira,POR,GK,Estoril,26-105,1998,1.0,24,17,7,2,0,0,0,0,0,0,0,0,19,0,0
Tiago Fonseca Morais,POR,"FW,MF",Rio Ave,21-060,2003,4.3,109,96,9,1,4,0,4,7,1,0,0,0,79,4,8
José Fontán,ESP,DF,Arouca,24-265,2000,5.9,414,398,13,12,1,1,0,0,0,0,0,0,369,3,1
José Fonte,POR,DF,Casa Pia,40-316,1983,6.0,250,239,11,7,0,1,1,1,0,0,0,0,218,0,1
Lucas França,BRA,GK,Nacional,28-288,1996,8.0,242,150,91,20,0,0,0,0,0,0,0,0,171,1,0
André Franco,POR,"FW,MF",Porto,26-204,1998,1.1,87,78,9,6,0,1,4,0,3,2,0,0,78,0,0
Afonso freitas,POR,DF,Nacional,24-209,2000,0.2,5,2,3,0,0,0,0,3,0,0,0,0,4,0,0
Iván Fresneda,ESP,DF,Sporting CP,20-035,2004,0.5,43,41,2,1,0,0,0,1,0,0,0,0,42,0,0
Godfried Frimpong,NED,DF,Moreirense,25-104,1999,9.0,416,309,104,17,0,4,26,86,1,1,0,0,294,3,13
Kanya Fujimoto,JPN,"MF,FW",Gil Vicente FC,25-124,1999,8.2,246,232,13,2,4,5,6,1,5,2,0,0,198,1,8
Taichi Fukui,JPN,MF,Arouca,20-110,2004,8.8,392,370,21,15,1,2,6,1,4,1,0,1,339,1,7
Tiago Gabriel,POR,DF,Estrela,19-312,2004,4.9,222,217,5,5,0,1,2,0,0,0,0,0,185,0,1
Galeno,BRA,"DF,FW",Porto,27-011,1997,7.6,346,292,51,4,2,2,8,42,5,0,0,0,272,3,7
Nino Galović,CRO,DF,Arouca,32-119,1992,1.0,82,79,3,3,0,1,0,0,0,0,0,0,76,0,0
García,BRA,DF,Nacional,22-303,2002,8.0,398,298,95,16,0,5,36,77,2,0,2,0,292,5,6
Fabrício Garcia,CPV,FW,Estoril,23-182,2001,5.2,107,101,5,1,1,2,9,0,0,0,0,0,74,1,5
Santiago García,ESP,MF,Gil Vicente FC,23-065,2001,3.0,109,101,8,6,0,0,0,0,0,0,0,0,92,0,1
Bruno Gaspar,ANG,DF,Vitória,31-195,1993,7.7,380,281,99,14,0,1,24,85,0,0,0,0,289,0,10
Mory Gbane,CIV,MF,Gil Vicente FC,23-313,2000,6.1,270,251,17,17,0,1,0,0,0,0,0,0,218,2,4
Geovanny,POR,MF,Farense,20-111,2004,1.5,28,25,3,0,0,0,0,0,0,0,0,0,20,0,2
André Geraldes,POR,"MF,DF",Casa Pia,33-184,1991,6.8,217,163,52,3,0,0,10,49,0,0,0,0,164,2,7
Ismaël Gharbi,ESP,"MF,FW",Braga,20-206,2004,1.6,86,75,11,4,2,1,11,1,6,5,1,0,66,0,2
José Gomes,POR,DF,Nacional,28-105,1996,7.7,282,205,76,4,0,2,28,72,0,0,0,0,189,1,12
Pedro gomes,POR,DF,Boavista,21-151,2003,8.2,287,217,70,6,0,2,2,64,0,0,0,0,229,0,2
Vítor Gomes,POR,MF,Rio Ave,36-313,1987,0.4,25,25,0,0,1,0,0,0,0,0,0,0,22,0,0
Victor Gomez,ESP,DF,Braga,24-215,2000,5.1,257,209,47,7,0,1,22,40,0,0,0,0,207,1,5
Nuno Gonçalo Moreira,POR,"FW,MF",Casa Pia,25-139,1999,6.2,198,182,15,2,2,2,20,3,9,8,0,0,140,1,5
João Gonçalves,POR,GK,Boavista,23-363,2000,4.0,110,55,55,19,0,0,0,0,0,0,0,0,50,0,0
Pedro Gonçalves,POR,"FW,MF",Sporting CP,26-127,1998,5.4,226,192,34,20,4,2,25,2,12,9,1,0,172,0,9
Cristo González,ESP,MF,Arouca,27-009,1997,2.0,50,45,5,0,2,1,4,2,2,1,0,0,30,0,5
Mario González,ESP,FW,Famalicão,28-251,1996,3.8,71,63,8,1,0,0,1,0,0,0,0,0,51,0,1
Nicolás González,ESP,MF,Porto,22-304,2002,8.5,495,478,16,7,4,2,1,6,0,0,0,0,440,1,3
Jean Gorby,FRA,MF,Braga,22-100,2002,2.9,168,164,3,3,0,3,5,0,0,0,0,0,144,1,3
João Goulart Silva,POR,DF,Casa Pia,24-280,2000,9.0,338,315,21,10,0,3,0,5,0,0,0,0,258,2,8
Tiago Gouveia,POR,"FW,DF",Benfica,23-137,2001,0.9,49,45,4,0,0,0,5,3,1,0,0,0,38,0,3
Pablo Gozalbez,ESP,MF,Arouca,23-186,2001,0.7,15,14,1,0,0,0,3,0,1,0,1,0,7,0,1
João Graça,POR,"MF,FW",Rio Ave,29-137,1995,2.0,59,56,2,1,1,0,1,1,0,0,0,0,44,1,6
Samuel Granada,BRA,FW,AVS Futebol,24-266,2000,2.7,51,47,4,0,0,0,3,0,0,0,0,0,34,0,1
Jaume Grau,ESP,MF,AVS Futebol,27-181,1997,5.7,240,226,14,7,0,0,11,0,7,4,3,0,195,0,3
Marko Grujić,SRB,MF,Porto,28-203,1996,0.4,31,30,1,1,0,1,1,0,0,0,0,0,25,0,1
Rafik Guitane,FRA,"FW,MF",Estoril,25-160,1999,1.1,29,28,1,1,0,0,2,0,0,0,0,0,21,0,1
Rafik Guitane,FRA,FW,Braga,25-160,1999,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Deniz Gül,SWE,FW,Porto,20-123,2004,0.5,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Viktor Gyökeres,SWE,FW,Sporting CP,26-151,1998,8.8,188,175,12,0,1,0,8,1,0,0,0,0,145,1,10
Justin de Haas,NED,DF,Famalicão,24-275,2000,9.0,499,477,19,10,0,0,0,1,0,0,0,0,423,3,0
Tomás Händel,POR,MF,Vitória,23-341,2000,8.5,466,440,23,16,0,6,9,4,3,1,1,0,416,3,6
Conrad Harder,DEN,"FW,MF",Sporting CP,19-209,2005,1.6,43,42,1,1,0,0,4,0,0,0,0,0,29,0,3
Thiago Helguera,URU,MF,Braga,18-221,2006,0.1,7,6,0,0,0,0,0,0,0,0,0,0,5,1,0
Gustavo Henrique,BRA,"MF,FW",Estrela,25-184,1999,2.5,62,61,1,0,0,0,2,1,0,0,0,0,47,0,2
Morten Hjulmand,DEN,MF,Sporting CP,25-130,1999,5.6,344,323,20,19,0,4,3,0,1,0,0,0,311,1,3
Jordan Holsgrove,SCO,MF,Estoril,25-053,1999,2.6,149,137,12,5,1,1,8,0,7,4,2,0,135,0,0
Lukáš Horníček,CZE,GK,Braga,22-112,2002,1.0,27,21,6,2,0,0,0,0,0,0,0,0,16,0,0
André Horta,POR,MF,Braga,27-361,1996,3.6,270,257,12,8,2,1,13,3,1,1,0,0,224,1,5
Ricardo Horta,POR,"MF,FW",Braga,30-048,1994,8.7,324,279,41,10,1,1,36,9,19,6,7,0,262,4,5
Igor,BRA,MF,Estrela,21-240,2003,3.4,166,155,10,7,0,3,2,3,0,0,0,0,141,1,1
André Inácio,BRA,"MF,FW",Estrela,22-253,2002,3.8,93,89,4,0,1,3,7,1,3,3,0,0,68,0,3
Gonçalo Inácio,POR,DF,Sporting CP,23-069,2001,7.1,686,661,23,16,0,3,1,3,0,0,0,0,622,2,2
Isaac,BRA,FW,Nacional,20-221,2004,1.9,34,27,6,1,0,0,0,1,0,0,0,0,27,1,0
Ismael,POR,MF,Moreirense,25-222,1999,8.0,365,358,6,6,1,4,7,0,0,0,0,0,305,1,6
Franco Israel,URU,GK,Sporting CP,24-194,2000,5.0,100,84,16,3,0,0,0,0,0,0,0,0,94,0,0
Ivan Jaime Pajuelo,ESP,FW,Porto,24-037,2000,4.1,124,119,3,0,0,0,5,2,1,0,0,0,103,2,3
Jason,ESP,FW,Arouca,30-119,1994,6.7,200,170,29,4,1,1,39,3,22,15,6,0,123,1,13
Jhonatan,BRA,GK,Rio Ave,33-178,1991,8.0,310,211,98,20,0,1,0,0,0,0,0,0,221,1,1
Luiz Lúcio Reis Júnior,BRA,GK,Famalicão,23-293,2001,1.0,38,28,10,4,0,0,0,0,0,0,0,0,25,0,0
Issa Kaboré,BFA,DF,Benfica,23-174,2001,0.1,11,11,0,0,0,0,2,0,0,0,0,0,8,0,0
Kaio,BRA,FW,Vitória,20-261,2004,6.4,140,139,0,0,1,2,14,0,0,0,0,0,104,1,6
Issiaka Kamate,FRA,"FW,MF",AVS Futebol,20-092,2004,3.4,106,106,0,0,1,0,7,0,0,0,0,0,80,0,4
Kazu,BRA,DF,Gil Vicente FC,24-229,2000,1.0,67,56,11,2,0,0,1,9,0,0,0,0,53,0,5
Keliano,ANG,MF,Estrela,21-291,2003,2.8,121,118,3,3,1,3,2,0,0,0,0,0,107,0,3
Kewin,BRA,GK,Moreirense,29-008,1995,9.0,324,221,103,31,0,0,0,0,0,0,0,0,224,0,0
Kikas,POR,FW,Estrela,26-046,1998,8.4,119,94,24,1,1,0,18,3,5,3,1,0,63,1,3
Gustavo Klismahn,BRA,MF,Santa Clara,24-345,1999,1.9,91,84,7,3,1,1,10,0,4,0,3,0,70,0,1
Ruben Kluivert,NED,DF,Casa Pia,23-165,2001,3.1,80,69,11,5,0,0,0,0,0,0,0,0,63,0,0
Koka,EGY,"FW,MF",Rio Ave,31-242,1993,1.2,22,20,2,0,0,0,0,0,0,0,0,0,17,0,1
Orkun Kökçü,TUR,"MF,FW",Benfica,23-309,2000,6.4,457,401,52,14,6,10,42,7,31,18,5,0,378,4,6
Vladen Kovačević,BIH,GK,Sporting CP,26-205,1998,4.0,83,71,12,1,0,0,0,0,0,0,0,0,70,0,0
Andrian Kraev,BUL,MF,Casa Pia,25-262,1999,5.1,132,130,2,2,0,2,4,0,0,0,0,0,95,0,1
Chiheb Labidi,TUN,MF,Nacional,23-154,2001,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
André Lacximicant,POR,FW,Estoril,23-167,2001,1.6,21,19,2,0,0,0,4,0,0,0,0,0,11,0,1
Chico Lamba,POR,DF,Arouca,21-237,2003,4.3,248,232,16,13,0,0,0,2,0,0,0,0,229,0,1
Larra,ESP,"MF,FW",Casa Pia,26-321,1997,3.8,118,80,38,2,0,0,13,33,3,2,0,0,81,0,4
Leonardo Lelo,POR,"MF,DF",Casa Pia,24-217,2000,8.9,347,240,107,10,1,1,50,73,24,19,4,0,234,0,10
Marcos Leonardo,BRA,MF,Benfica,21-184,2003,0.9,12,10,2,0,1,0,2,1,0,0,0,0,6,0,2
Guilherme Liberato,BRA,MF,Moreirense,23-139,2001,0.5,34,32,2,2,0,1,0,0,0,0,0,0,29,0,0
