Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Merlin Röhl,GER,MF,Freiburg,Bundesliga,22-126,2002,1.8,39,38,1,0,0,0,3,1,0,0,0,0,30,0,1
Alessio Romagnoli,ITA,DF,Lazio,Serie A,29-301,1995,7.3,413,376,35,12,0,0,0,1,0,0,0,0,368,2,0
Leo Román,ESP,GK,Mallorca,La Liga,24-125,2000,4.0,137,99,38,11,0,0,0,0,0,0,0,0,84,0,0
Carlos Romero,ESP,DF,Espanyol,La Liga,23-010,2001,9.6,364,285,79,11,1,1,38,57,11,3,5,0,254,0,15
Cristian Romero,ARG,DF,Tottenham,Premier League,26-195,1998,9.7,792,725,65,50,4,1,2,2,0,0,0,0,718,2,4
Isaac Romero,ESP,FW,Sevilla,La Liga,24-174,2000,7.9,137,124,11,0,1,0,5,0,0,0,0,0,102,2,6
Luka Romero,ARG,"FW,MF",Alavés,La Liga,19-356,2004,2.1,41,38,3,0,0,0,5,0,2,0,1,0,29,0,1
Oriol Romeu,ESP,MF,Girona,La Liga,33-045,1991,3.7,209,207,2,2,1,0,3,0,0,0,0,0,186,0,3
Valentin Rongier,FRA,"DF,MF",Marseille,Ligue 1,29-337,1994,2.0,125,114,11,4,0,0,0,7,0,0,0,0,110,0,1
Marten de Roon,NED,"DF,MF",Atalanta,Serie A,33-224,1991,11.0,765,719,46,33,0,5,8,13,0,0,0,0,665,0,5
Vitor Roque,BRA,FW,Betis,La Liga,19-254,2005,5.7,78,69,9,0,0,0,1,0,0,0,0,0,56,0,4
Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,27-306,1997,7.9,324,317,7,7,2,0,0,0,0,0,0,0,282,0,3
Lasse Rosenboom,GER,DF,Holstein Kiel,Bundesliga,22-294,2002,2.2,53,44,9,0,0,1,2,9,0,0,0,0,33,0,1
Max Rosenfelder,GER,DF,Freiburg,Bundesliga,21-272,2003,4.7,216,206,10,6,0,0,0,1,0,0,0,0,188,0,3
Valentin Rosier,FRA,DF,Leganés,La Liga,28-081,1996,9.5,403,310,92,3,0,0,16,89,0,0,0,0,303,1,9
Tom Rothe,GER,"MF,DF",Union Berlin,Bundesliga,20-010,2004,5.9,274,201,71,3,1,2,19,68,0,0,0,0,172,2,15
Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,23-163,2001,5.1,275,262,13,8,0,0,0,1,0,0,0,0,245,0,0
Jonas Rouhi,SWE,DF,Juventus,Serie A,20-306,2004,1.0,70,62,8,0,0,1,2,8,0,0,0,0,60,0,1
Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,31-307,1993,0.1,4,3,1,0,0,0,0,1,0,0,0,0,2,0,0
Nicolò Rovella,ITA,MF,Lazio,Serie A,22-340,2001,7.9,504,479,25,13,3,4,9,2,5,2,2,0,461,0,2
Jon Rowe,ENG,"FW,MF",Marseille,Ligue 1,21-192,2003,3.6,111,103,8,2,1,0,10,1,3,3,0,0,94,0,5
Amir Rrahmani,KVX,DF,Napoli,Serie A,30-258,1994,11.0,672,635,37,26,0,2,0,3,0,0,0,0,624,0,1
Tommaso Rubino,ITA,MF,Fiorentina,Serie A,17-364,2006,0.1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,31-250,1993,10.1,707,673,32,19,0,6,2,3,0,0,0,0,643,2,2
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,22-120,2002,7.8,509,458,49,5,0,1,24,40,4,0,1,0,434,2,13
Aitor Ruibal,ESP,"FW,DF",Betis,La Liga,28-231,1996,5.6,192,165,24,3,0,0,10,18,0,0,0,0,155,3,8
Abel Ruiz,ESP,FW,Girona,La Liga,24-285,2000,7.3,141,123,18,0,0,1,2,1,0,0,0,0,127,0,1
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,28-219,1996,4.7,330,319,10,8,2,0,5,2,0,0,0,0,302,1,4
Gerónimo Rulli,ARG,GK,Marseille,Ligue 1,32-172,1992,10.0,392,307,84,35,0,0,0,0,0,0,0,0,318,1,0
Georginio Rutter,FRA,"FW,MF",Brighton,Premier League,22-202,2002,6.0,137,132,4,0,7,0,5,0,0,0,0,0,99,1,7
Julian Ryerson,NOR,DF,Dortmund,Bundesliga,26-357,1997,7.0,322,278,43,4,0,1,18,39,0,0,0,0,285,1,9
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,32-096,1992,9.0,305,239,63,24,0,1,0,0,0,0,0,0,216,3,0
José Sá,POR,GK,Wolves,Premier League,31-296,1993,5.0,178,131,47,14,0,0,0,0,0,0,0,0,101,0,1
Elias Saad,TUN,"FW,MF",St. Pauli,Bundesliga,24-317,1999,3.8,81,78,2,0,0,1,7,2,0,0,0,0,61,1,8
Youssouf Sabaly,SEN,DF,Betis,La Liga,31-248,1993,4.2,209,166,43,4,1,1,10,39,0,0,0,0,169,0,6
Emmanuel Sabbi,USA,"FW,MF",Le Havre,Ligue 1,26-320,1997,2.5,43,40,3,1,0,0,5,0,1,0,0,0,32,0,1
Stefano Sabelli,ITA,DF,Genoa,Serie A,31-300,1993,6.7,244,185,56,3,0,1,30,52,1,0,1,0,131,3,7
Marcel Sabitzer,AUT,"MF,FW",Dortmund,Bundesliga,30-236,1994,5.6,296,276,19,9,2,2,9,10,0,0,0,0,248,1,6
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,29-191,1995,9.4,468,398,70,7,0,1,8,63,0,0,0,0,393,0,10
Umar Sadiq,NGA,FW,Real Sociedad,La Liga,27-280,1997,2.3,44,42,1,0,0,0,2,0,0,0,0,0,24,1,2
Alexis Saelemaekers,BEL,"FW,DF",Roma,Serie A,25-134,1999,1.2,48,43,5,0,0,0,2,5,0,0,0,0,40,0,1
Alexis Saelemaekers,BEL,"DF,FW",Milan,Serie A,25-134,1999,1.0,78,64,13,2,0,0,10,7,4,2,1,0,66,1,0
Jorge Sáenz,ESP,DF,Leganés,La Liga,27-357,1996,5.8,365,351,13,11,0,5,0,1,0,0,0,0,302,1,1
Matvei Safonov,RUS,GK,Paris S-G,Ligue 1,25-257,1999,3.0,114,96,17,4,0,0,0,0,0,0,0,0,88,1,1
Modibo Sagnan,MLI,DF,Montpellier,Ligue 1,25-208,1999,8.7,366,352,14,9,0,9,0,0,0,0,0,0,324,0,5
Richie Sagrado,BEL,DF,Venezia,Serie A,20-283,2004,1.3,19,18,1,0,0,0,0,1,0,0,0,0,16,0,0
Osame Sahraoui,MAR,"FW,MF",Lille,Ligue 1,23-150,2001,7.1,263,257,5,3,3,0,6,2,0,0,0,0,226,1,6
Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,29-203,1995,3.9,92,84,8,1,0,0,4,1,0,0,0,0,72,0,3
Bukayo Saka,ENG,"MF,FW",Arsenal,Premier League,23-064,2001,8.2,300,263,36,4,3,0,51,6,26,23,0,2,232,1,8
Marco Sala,ITA,DF,Como,Serie A,25-157,1999,1.4,78,69,9,1,0,1,5,8,0,0,0,0,59,0,3
Ibrahim Salah,MAR,FW,Brest,Ligue 1,23-070,2001,2.7,84,84,0,0,0,1,9,0,0,0,0,0,59,0,3
Mohamed Salah,EGY,FW,Liverpool,Premier League,32-146,1992,9.7,314,304,7,2,0,2,16,5,0,0,0,0,227,3,11
Amine Salama,FRA,FW,Reims,Ligue 1,24-113,2000,2.1,38,34,4,0,0,2,1,0,0,0,0,0,32,0,2
Kike Salas,ESP,DF,Sevilla,La Liga,22-199,2002,3.2,264,253,10,7,0,0,0,1,0,0,0,0,212,1,2
Manolis Saliakas,GRE,"MF,DF",St. Pauli,Bundesliga,28-057,1996,6.1,343,264,79,5,0,5,19,74,0,0,0,0,235,0,7
William Saliba,FRA,DF,Arsenal,Premier League,23-229,2001,8.3,501,491,9,8,0,2,0,0,0,0,0,0,475,1,1
Mohammed Salisu,GHA,DF,Monaco,Ligue 1,25-205,1999,4.1,303,292,11,9,0,3,0,1,0,0,0,0,255,0,2
Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,27-170,1997,0.5,17,15,2,0,0,0,4,0,2,1,1,0,11,0,0
Yoann Salmier,GUF,DF,Le Havre,Ligue 1,31-353,1992,5.9,236,218,18,8,0,3,1,9,0,0,0,0,198,0,1
Lazar Samardzic,SRB,"MF,FW",Atalanta,Serie A,22-258,2002,3.7,201,180,19,4,1,5,23,1,14,9,3,0,161,2,1
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,28-302,1996,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Mama Samba Baldé,GNB,FW,Lyon,Ligue 1,29-002,1995,0.4,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Mama Samba Baldé,GNB,FW,Brest,Ligue 1,29-002,1995,3.7,76,75,1,0,0,0,6,1,0,0,0,0,48,0,1
Brice Samba,FRA,GK,Lens,Ligue 1,30-197,1994,10.0,361,279,82,29,0,3,0,0,0,0,0,0,288,0,0
Albert Sambi Lokonga,BEL,MF,Sevilla,La Liga,25-017,1999,4.3,254,247,7,6,1,3,0,1,0,0,0,0,236,0,0
Junior Sambia,FRA,MF,Empoli,Serie A,28-062,1996,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Chuky san jose,ESP,"MF,FW",Valladolid,La Liga,20-193,2004,1.0,12,10,2,2,0,0,5,0,0,0,0,0,7,0,1
Antonio Sanabria,PAR,FW,Torino,Serie A,28-249,1996,5.8,118,114,4,0,0,1,0,0,0,0,0,0,96,0,1
Oihan Sancet,ESP,MF,Athletic Club,La Liga,24-197,2000,7.3,255,248,7,1,3,3,6,0,0,0,0,0,210,0,6
Antonio Sánchez,ESP,"DF,MF",Mallorca,La Liga,27-312,1997,5.5,213,185,25,2,0,1,10,23,0,0,0,0,149,3,6
Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,32-046,1992,4.5,171,155,15,3,1,4,28,5,7,6,1,0,124,1,4
Javi Sánchez,ESP,DF,Valladolid,La Liga,27-239,1997,5.5,295,282,10,6,0,7,0,1,0,0,0,0,252,3,1
Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,21-085,2003,5.1,146,138,8,1,0,1,7,6,0,0,0,0,121,0,9
Manu Sánchez,ESP,DF,Alavés,La Liga,24-076,2000,9.5,375,288,85,8,0,2,27,73,4,1,2,0,260,2,11
Robert Sánchez,ESP,GK,Chelsea,Premier League,26-356,1997,10.0,418,362,55,21,0,1,0,0,0,0,0,0,323,1,1
Jadon Sancho,ENG,FW,Chelsea,Premier League,24-228,2000,3.4,132,128,4,1,5,0,2,3,0,0,0,0,107,0,4
Philipp Sander,GER,MF,Gladbach,Bundesliga,26-261,1998,3.7,215,207,8,4,1,1,1,4,0,0,0,0,168,0,3
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,28-302,1996,1.2,85,82,3,0,0,0,1,0,3,0,0,0,70,0,3
Arouna Sangante,SEN,DF,Le Havre,Ligue 1,22-210,2002,5.8,278,250,27,14,0,0,1,13,0,0,0,0,232,1,1
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,26-342,1997,2.4,113,107,6,6,0,0,0,0,0,0,0,0,86,0,5
Nhoa Sangui,FRA,DF,Reims,Ligue 1,18-255,2006,5.5,252,212,38,4,0,2,9,34,0,0,0,0,204,2,6
Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,23-314,2000,8.8,306,303,2,1,0,1,2,1,0,0,0,0,235,1,8
Nicola Sansone,ITA,"FW,MF",Lecce,Serie A,33-059,1991,0.3,3,2,1,1,0,0,1,0,0,0,0,0,2,0,0
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,29-244,1995,4.3,236,228,8,7,1,1,2,1,0,0,0,0,195,0,7
Jesús Santiago,ESP,MF,Getafe,La Liga,20-167,2004,1.9,48,46,2,0,0,0,2,2,0,0,0,0,34,0,1
Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20-189,2004,8.7,443,417,25,24,3,0,0,1,0,0,0,0,385,1,7
Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,21-211,2003,3.5,134,113,21,8,0,0,0,0,0,0,0,0,97,0,0
Tiago Santos,POR,DF,Lille,Ligue 1,22-108,2002,4.5,223,201,22,1,0,0,19,21,0,0,0,0,175,0,6
Pablo Sarabia,ESP,"MF,FW",Wolves,Premier League,32-181,1992,1.5,83,66,15,4,0,0,9,3,6,6,0,0,54,2,5
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22-145,2002,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Amin Sarr,SWE,FW,Hellas Verona,Serie A,23-242,2001,1.8,59,50,9,0,0,0,0,1,0,0,0,0,43,0,2
Ismaila Sarr,SEN,"MF,FW",Crystal Palace,Premier League,26-257,1998,4.4,114,111,2,0,0,0,16,2,0,0,0,0,77,1,5
Malang Sarr,FRA,DF,Lens,Ligue 1,25-290,1999,1.5,87,83,4,4,1,1,1,0,0,0,0,0,74,0,2
Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,19-071,2005,4.5,246,218,28,15,0,0,0,2,0,0,0,0,227,0,6
Martin Satriano,URU,"FW,DF",Lens,Ligue 1,23-262,2001,0.5,18,16,2,0,0,0,1,1,0,0,0,0,10,0,1
Téji Savanier,FRA,MF,Montpellier,Ligue 1,32-322,1991,8.4,530,422,102,39,4,19,62,9,38,10,23,0,381,6,11
Sávio,BRA,"FW,MF",Manchester City,Premier League,20-212,2004,5.0,296,277,19,3,3,2,41,1,15,9,2,0,232,0,12
Nicolò Savona,ITA,DF,Juventus,Serie A,21-234,2003,6.5,452,414,36,9,0,1,18,27,0,0,0,0,415,2,5
Saba Sazonov,GEO,DF,Torino,Serie A,22-281,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Scally,USA,DF,Gladbach,Bundesliga,21-313,2002,8.8,539,437,100,11,1,6,18,89,0,0,0,0,462,2,11
Kevin Schade,GER,"FW,MF",Brentford,Premier League,22-347,2001,5.3,104,99,5,0,0,1,10,3,0,0,0,0,59,0,4
András Schäfer,HUN,MF,Union Berlin,Bundesliga,25-209,1999,4.7,194,189,4,2,0,1,3,2,0,0,0,0,148,1,4
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,32-324,1991,7.3,453,430,19,18,3,10,1,1,0,0,0,0,372,4,2
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,28-289,1996,1.6,39,36,3,0,0,0,0,1,0,0,0,0,28,0,2
Stefan Schimmer,GER,"FW,DF",Heidenheim,Bundesliga,30-194,1994,0.5,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0
Joël Schingtienne,BEL,DF,Venezia,Serie A,22-088,2002,1.0,29,28,1,1,0,0,0,0,0,0,0,0,28,0,0
Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,27-194,1997,7.4,368,351,16,9,2,3,0,0,0,0,0,0,313,1,3
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,24-343,1999,7.8,805,752,53,16,2,7,4,19,0,0,0,0,725,0,9
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,Premier League,31-321,1992,0.6,35,32,3,0,0,0,3,3,0,0,0,0,27,0,0
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,24-286,2000,8.8,440,428,10,2,6,2,29,4,4,0,2,0,338,2,12
Niklas Schmidt,GER,MF,Toulouse,Ligue 1,26-252,1998,1.7,137,127,10,2,0,3,11,0,8,3,5,0,107,0,2
Jan Schöppner,GER,MF,Heidenheim,Bundesliga,25-149,1999,8.2,251,242,8,2,0,3,4,6,0,0,0,0,191,1,8
Marvin Schulz,GER,"MF,FW",Holstein Kiel,Bundesliga,29-298,1995,1.4,53,41,11,5,0,0,7,0,6,2,3,0,43,1,0
Léo Scienza,BRA,"FW,MF",Heidenheim,Bundesliga,26-056,1998,5.7,147,112,35,15,1,0,33,6,14,8,4,0,96,0,4
Alex Scott,ENG,MF,Bournemouth,Premier League,21-079,2003,2.9,132,128,3,2,0,1,0,0,0,0,0,0,116,1,4
Simone Scuffet,ITA,GK,Cagliari,Serie A,28-161,1996,11.0,339,227,110,25,0,0,0,0,0,0,0,0,249,2,0
Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,21-208,2003,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Aleksandar Sedlar,SRB,DF,Alavés,La Liga,32-331,1991,4.5,147,139,8,5,0,1,0,1,0,0,0,0,117,0,1
Alidu Seidu,GHA,DF,Rennes,Ligue 1,24-157,2000,7.7,418,340,77,18,1,3,4,54,0,0,0,0,339,1,6
Nicolas Seiwald,AUT,MF,RB Leipzig,Bundesliga,23-188,2001,3.7,222,219,3,2,0,1,1,0,0,0,0,0,191,0,1
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,32-256,1992,10.0,279,189,86,27,0,0,0,0,0,0,0,0,146,4,0
Nélson Semedo,POR,DF,Wolves,Premier League,30-358,1993,7.7,334,289,45,1,0,0,8,44,0,0,0,0,275,0,4
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,24-306,2000,9.7,277,262,10,0,3,4,13,10,0,0,0,0,200,5,12
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,23-285,2001,1.7,103,81,20,5,0,0,1,15,0,0,0,0,84,2,3
Marcos Senesi,ARG,DF,Bournemouth,Premier League,27-182,1997,7.8,441,418,19,16,0,1,4,3,0,0,0,0,340,4,1
Suat Serdar,GER,MF,Hellas Verona,Serie A,27-211,1997,3.0,104,100,4,3,0,0,0,1,0,0,0,0,79,0,4
Sergi,ESP,DF,Leganés,La Liga,32-202,1992,11.5,615,590,22,22,0,3,0,0,0,0,0,0,515,3,2
Nicolás Serrano,ESP,FW,Athletic Club,La Liga,21-248,2003,0.2,4,3,1,0,0,0,3,0,1,1,0,0,2,0,0
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21-161,2003,7.1,183,178,3,0,2,0,2,3,0,0,0,0,119,2,10
Stephan El Shaarawy,ITA,DF,Roma,Serie A,32-012,1992,3.2,167,140,26,0,1,0,7,26,0,0,0,0,135,1,3
Eldor Shomurodov,UZB,"FW,DF",Roma,Serie A,29-132,1995,0.6,19,18,1,0,0,0,1,0,0,0,0,0,15,0,3
Djibril Sidibé,FRA,DF,Toulouse,Ligue 1,32-102,1992,7.1,453,381,70,19,3,3,18,47,0,0,0,0,360,2,8
Armindo Sieb,GER,"MF,FW",Mainz 05,Bundesliga,21-265,2003,4.1,100,98,2,0,1,0,2,1,0,0,0,0,67,0,3
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,29-031,1995,9.1,549,490,58,27,5,3,37,2,23,8,13,0,422,1,6
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,24-244,2000,0.6,26,26,0,0,0,0,1,0,0,0,0,0,21,0,0
Kiliann Sildillia,FRA,"DF,FW",Freiburg,Bundesliga,22-176,2002,0.3,30,27,2,0,0,0,2,2,0,0,0,0,24,1,0
André Silva,POR,"FW,MF",RB Leipzig,Bundesliga,29-002,1995,0.5,17,16,1,0,1,0,0,1,0,0,0,0,13,0,1
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,30-090,1994,9.1,518,472,45,18,2,1,21,17,6,2,0,0,450,1,14
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,27-100,1997,6.0,446,341,103,23,1,1,44,58,22,12,7,0,350,2,9
Fábio Silva,POR,"FW,MF",Las Palmas,La Liga,22-112,2002,6.3,162,149,13,1,0,1,9,4,0,0,0,0,105,0,10
Jota Silva,POR,"MF,FW",Nott'ham Forest,Premier League,25-099,1999,2.1,42,41,0,0,1,0,4,0,0,0,0,0,22,1,3
Eric da Silva Moreira,GER,DF,Nott'ham Forest,Premier League,18-189,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rui Silva,POR,GK,Betis,La Liga,30-275,1994,12.0,422,322,100,34,0,0,0,0,0,0,0,0,335,0,0
Abdallah Sima,SEN,"FW,MF",Brest,Ligue 1,23-144,2001,2.6,61,58,3,1,0,0,2,2,0,0,0,0,42,0,2
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,24-189,2000,0.6,50,44,6,0,0,0,1,6,0,0,0,0,42,0,1
Giovanni Simeone,ARG,FW,Napoli,Serie A,29-126,1995,2.2,47,46,1,0,0,1,0,0,0,0,0,0,35,0,1
Giuliano Simeone,ARG,"MF,DF",Atlético Madrid,La Liga,21-326,2002,2.6,99,95,4,0,1,0,9,4,0,0,0,0,64,0,6
Moses Simon,NGA,FW,Nantes,Ligue 1,29-119,1995,8.4,256,226,30,3,0,0,53,10,16,8,5,0,168,0,18
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,21-201,2003,6.8,343,306,34,12,8,0,27,2,17,5,7,0,267,3,7
Danel Sinani,LUX,"FW,MF",St. Pauli,Bundesliga,27-217,1997,1.1,42,39,3,0,0,0,1,1,1,0,0,0,27,0,0
Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,24-336,1999,7.4,243,233,9,1,1,0,10,0,0,0,0,0,192,1,9
Wilfried Singo,CIV,DF,Monaco,Ligue 1,23-319,2000,7.1,434,415,18,17,0,4,4,1,0,0,0,0,370,1,2
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,25-144,1999,2.3,70,69,0,0,0,1,5,0,0,0,0,0,54,1,3
Daley Sinkgraven,NED,DF,Las Palmas,La Liga,29-127,1995,1.0,66,59,7,2,0,0,4,5,0,0,0,0,50,0,1
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,29-062,1995,5.0,351,344,7,6,0,2,1,0,0,0,0,0,316,0,4
Ibrahim Sissoko,MLI,FW,Saint-Étienne,Ligue 1,28-347,1995,6.5,136,121,14,0,1,2,1,0,0,0,0,0,88,1,7
Ibrahima Sissoko,MLI,"MF,DF",Bochum,Bundesliga,27-012,1997,8.2,270,263,6,1,0,0,6,1,0,0,0,0,212,1,6
Niama Sissoko,MLI,FW,Reims,Ligue 1,18-328,2005,0.2,5,5,0,0,0,0,0,0,0,0,0,0,2,0,1
Antonio Sivera,ESP,GK,Alavés,La Liga,28-089,1996,12.0,355,213,142,54,0,0,0,0,0,0,0,0,202,0,1
Tim Skarke,GER,"FW,MF",Union Berlin,Bundesliga,28-062,1996,2.7,57,57,0,0,0,0,6,0,0,0,0,0,38,0,4
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,29-182,1995,6.5,273,268,5,5,0,0,0,0,0,0,0,0,236,0,7
Oliver Skipp,ENG,MF,Leicester City,Premier League,24-053,2000,4.5,162,161,1,1,2,0,0,0,0,0,0,0,142,0,4
Leo Skiri Østigård,NOR,DF,Rennes,Ligue 1,24-346,1999,5.9,348,332,16,10,0,2,0,1,0,0,0,0,288,0,2
Łukasz Skorupski,POL,GK,Bologna,Serie A,33-187,1991,6.0,227,181,45,15,0,0,0,0,0,0,0,0,184,1,0
Robert Skov,DEN,"MF,FW",Union Berlin,Bundesliga,28-172,1996,0.3,17,17,0,0,0,0,2,0,0,0,0,0,11,0,2
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,29-271,1995,2.2,185,182,3,3,0,2,0,0,0,0,0,0,177,0,0
Steven Skrzybski,GER,"FW,MF",Holstein Kiel,Bundesliga,31-356,1992,3.1,95,86,9,2,1,0,14,1,3,1,2,0,65,0,2
Naatan Skyttä,FIN,FW,Toulouse,Ligue 1,22-185,2002,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
William Smallbone,IRL,MF,Southampton,Premier League,24-261,2000,2.7,127,99,27,3,0,0,19,3,15,8,4,0,91,1,6
Adam Smith,ENG,DF,Bournemouth,Premier League,33-193,1991,5.8,201,156,45,2,0,0,10,43,0,0,0,0,159,0,4
Eric Smith,SWE,DF,St. Pauli,Bundesliga,27-305,1997,8.4,435,357,75,45,0,1,37,1,28,8,12,1,344,3,1
Justin Smith,CAN,MF,Espanyol,La Liga,21-278,2003,0.3,5,4,1,1,0,0,0,0,0,0,0,0,2,0,0
Emile Smith Rowe,ENG,MF,Fulham,Premier League,24-103,2000,7.9,392,382,9,4,2,1,5,1,0,0,0,0,355,1,6
Eduard Sobol,UKR,MF,Strasbourg,Ligue 1,29-202,1995,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Simon Sohm,SUI,MF,Parma,Serie A,23-211,2001,8.8,298,292,6,3,3,1,3,0,3,1,0,0,251,0,6
Alex Sola,ESP,"MF,FW",Getafe,La Liga,25-152,1999,9.2,174,170,2,1,0,2,10,1,0,0,0,0,112,2,5
Dominic Solanke,ENG,FW,Tottenham,Premier League,27-055,1997,7.9,128,111,16,0,2,0,4,1,0,0,0,0,90,1,5
Ola Solbakken,NOR,"MF,FW",Empoli,Serie A,26-062,1998,5.4,108,108,0,0,1,4,5,0,0,0,0,0,69,0,5
Carlos Soler,ESP,"MF,FW",West Ham,Premier League,27-311,1997,2.7,94,88,6,3,0,0,5,0,3,0,3,0,78,0,2
Jhon Solis,COL,MF,Girona,La Liga,20-036,2004,3.2,169,168,0,0,0,0,2,0,0,0,0,0,153,1,0
Yann Sommer,SUI,GK,Inter,Serie A,35-327,1988,11.0,393,341,48,8,0,0,0,0,0,0,0,0,343,4,0
David Soria,ESP,GK,Getafe,La Liga,31-218,1993,12.0,292,168,121,35,0,2,0,0,0,0,0,0,160,3,0
Juan Soriano,ESP,GK,Leganés,La Liga,27-077,1997,6.0,185,108,77,23,0,0,0,0,0,0,0,0,98,0,0
Borna Sosa,CRO,DF,Torino,Serie A,26-292,1998,3.5,174,157,16,0,0,0,13,16,0,0,0,0,148,1,2
Ramón Sosa,PAR,"MF,FW",Nott'ham Forest,Premier League,25-069,1999,0.9,40,34,5,2,0,0,5,0,3,2,1,0,24,1,2
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,20-325,2003,5.7,475,438,37,24,1,8,15,1,12,0,8,0,417,0,4
Florian Sotoca,FRA,"FW,MF",Lens,Ligue 1,34-014,1990,6.6,263,251,8,1,2,0,26,4,0,0,0,0,188,4,13
Riccardo Sottil,ITA,"FW,MF",Fiorentina,Serie A,25-158,1999,3.0,103,98,5,1,1,0,22,2,2,1,0,0,70,0,2
Tomáš Souček,CZE,MF,West Ham,Premier League,29-255,1995,6.3,209,207,2,1,0,1,3,1,0,0,0,0,164,0,7
Matìas Soulé,ARG,"MF,FW",Roma,Serie A,21-207,2003,5.2,282,259,23,6,2,1,23,11,6,5,0,0,229,0,4
Boubakary Soumaré,FRA,"MF,DF",Leicester City,Premier League,25-255,1999,0.6,29,28,1,0,0,0,0,1,0,0,0,0,25,0,0
Issa Soumaré,SEN,"FW,MF",Le Havre,Ligue 1,24-029,2000,4.7,112,110,2,0,0,0,5,1,0,0,0,0,66,0,4
Djibril Sow,SUI,MF,Sevilla,La Liga,27-276,1997,4.6,207,196,10,7,0,0,1,0,2,0,0,0,184,1,3
Saidou Sow,GUI,DF,Strasbourg,Ligue 1,22-127,2002,9.3,501,488,12,9,0,0,0,0,0,0,0,0,455,1,1
Djed Spence,ENG,DF,Tottenham,Premier League,24-091,2000,0.7,37,36,1,0,0,0,2,1,0,0,0,0,33,0,0
Leonardo Spinazzola,ITA,DF,Napoli,Serie A,31-228,1993,2.8,137,109,28,1,2,0,6,27,0,0,0,0,110,0,4
Anton Stach,GER,DF,Hoffenheim,Bundesliga,25-359,1998,8.5,514,505,8,8,0,4,4,0,0,0,0,0,440,1,5
