Player,Nation,Pos,Squad,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Henrique Almeida,BRA,FW,América (MG),31,1991,4,156,39,4.6,1.7,2,62,0,2,17,3,0.75,3,5,-2,-1.15,-0.13,2.1,5.3,-3.3,-1.88,-1.52
Kayky Almeida,BRA,DF,Fluminense,17,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
Felipe Alves Raymundo,BRA,GK,São Paulo,34,1988,0,,,,,0,,0,0,,2,,,,,,,,,,,
Rodrigo Alves,BRA,MF,Vasco da Gama,20,2002,8,352,44,10.3,3.9,4,74,2,4,14,2,0.75,5,9,-4,-1.02,-0.85,4.3,6.1,-1.8,-0.47,-0.56
Amorim,BRA,MF,Fortaleza,17,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,
Anderson,BRA,GK,Cruzeiro,24,1998,1,90,90,2.6,1.0,1,90,1,0,,34,1.33,1,0,+1,+1.00,+0.95,1.2,0.1,+1.1,+1.10,+0.96
Anderson,BRA,"FW,MF",Goiás,24,1998,20,"1,291",65,37.7,14.3,18,70,3,2,14,1,1.10,12,12,0,0.00,+0.72,13.4,12.4,+0.9,+0.07,+0.50
André,BRA,DF,Bahia,19,2003,3,125,42,3.7,1.4,1,90,1,2,18,4,0.33,1,1,0,0.00,+0.08,1.7,2.4,-0.7,-0.51,-0.51
André,BRA,"MF,DF",Fluminense,21,2001,31,"2,649",85,77.5,29.4,29,89,28,2,27,0,1.48,42,37,+5,+0.17,+0.29,38.0,39.7,-1.7,-0.06,-0.41
Marcos André,BRA,DF,Ath Paranaense,16,2006,0,,,,,0,,0,0,,5,,,,,,,,,,,
Ângelo,BRA,"FW,MF",Santos,18,2004,12,542,45,15.8,6.0,5,70,0,7,28,0,1.08,5,3,+2,+0.33,+1.18,6.0,8.0,-2.0,-0.33,-0.12
Anthoni,BRA,GK,Internacional,21,2002,0,,,,,0,,0,0,,7,,,,,,,,,,,
Maurício Antônio,BRA,DF,Coritiba,30,1992,3,180,60,5.3,2.0,1,90,1,2,45,3,0.33,2,3,-1,-0.50,+0.36,1.8,3.6,-1.7,-0.87,-0.32
Apodi,BRA,"FW,MF",Goiás,36,1986,13,382,29,11.2,4.2,2,66,0,11,23,20,0.62,6,11,-5,-1.18,-0.82,5.5,7.1,-1.7,-0.39,-0.17
Guilherme Arana,BRA,DF,Atlético Mineiro,25,1997,28,"2,385",85,69.7,26.5,27,87,23,1,23,1,1.75,38,22,+16,+0.60,+0.26,30.7,29.8,+0.9,+0.03,-0.37
Charles Aránguiz,CHI,MF,Internacional,33,1989,22,"1,267",58,37.0,14.1,16,69,1,6,28,1,1.32,25,15,+10,+0.71,+1.09,19.0,12.5,+6.5,+0.47,+0.94
João Araújo,BRA,MF,Grêmio,17,2005,1,8,8,0.2,0.1,0,,0,1,8,4,0.00,0,1,-1,-11.25,-11.46,0.1,0.4,-0.4,-4.37,-4.24
Luiz Araújo,BRA,FW,Flamengo,26,1996,20,785,39,23.0,8.7,10,62,3,10,16,1,1.65,16,10,+6,+0.69,+0.41,11.3,9.6,+1.7,+0.20,+0.07
Matheus Araújo,BRA,"MF,FW",Corinthians,20,2002,16,584,37,17.1,6.5,3,73,1,13,28,14,1.38,8,9,-1,-0.15,-0.15,8.7,10.2,-1.6,-0.24,0.00
Michel Araujo,URU,"FW,MF",São Paulo,26,1996,32,"1,768",55,51.7,19.6,19,77,8,13,23,1,1.34,22,25,-3,-0.15,-0.43,28.6,20.4,+8.3,+0.42,+0.18
Robert Arboleda,ECU,DF,São Paulo,31,1991,20,"1,721",86,50.3,19.1,19,90,19,1,11,2,1.43,19,14,+5,+0.26,+0.42,27.3,16.4,+10.9,+0.57,+0.47
Jhon Arias,COL,"FW,MF",Fluminense,25,1997,29,"2,385",82,69.7,26.5,26,87,22,3,38,1,1.45,37,30,+7,+0.26,+0.53,36.1,33.9,+2.2,+0.08,+0.16
Arielson,BRA,FW,Cruzeiro,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Luciano Arriagada,CHI,"FW,MF",Ath Paranaense,20,2002,10,190,19,5.6,2.1,1,61,0,9,14,19,1.10,2,0,+2,+0.95,+0.78,3.8,2.4,+1.3,+0.62,+0.54
Arthur,BRA,"FW,MF",Cruzeiro,24,1998,20,"1,350",68,39.5,15.0,17,73,2,3,38,1,1.10,10,12,-2,-0.13,-0.35,18.2,13.4,+4.8,+0.32,+0.25
Arthur,BRA,DF,América (MG),19,2003,1,90,90,2.6,1.0,1,90,1,0,,0,0.00,2,3,-1,-1.00,+0.03,1.8,1.8,0.0,-0.01,+0.42
Arthur,BRA,"DF,FW",Fluminense,18,2004,2,20,10,0.6,0.2,0,,0,2,10,5,0.00,0,1,-1,-4.50,-4.63,0.8,0.1,+0.7,+2.96,+2.95
Artur,BRA,FW,Palmeiras,24,1998,31,"1,896",61,55.4,21.1,22,76,4,9,24,4,2.06,42,16,+26,+1.23,+0.94,31.9,15.5,+16.3,+0.78,+0.69
Ataíde,BRA,MF,Ath Paranaense,19,2004,0,,,,,0,,0,0,,7,,,,,,,,,,,
Eduard Atuesta,COL,MF,Palmeiras,25,1997,1,5,5,0.1,0.1,0,,0,1,5,3,1.00,0,0,0,0.00,-0.82,0.0,0.0,0.0,0.00,-0.47
Felipe Augusto,BRA,"FW,MF",Corinthians,18,2004,15,322,21,9.4,3.6,2,62,0,13,15,17,1.13,3,7,-4,-1.12,-1.21,4.2,6.6,-2.4,-0.66,-0.46
Filipe Augusto,BRA,MF,Cuiabá,29,1993,27,"1,065",39,31.1,11.8,9,73,2,18,23,5,1.30,17,15,+2,+0.17,+0.21,14.1,14.7,-0.6,-0.05,+0.06
Renato Augusto,BRA,MF,Corinthians,34,1988,24,"1,282",53,37.5,14.2,16,66,2,8,29,0,1.54,21,20,+1,+0.07,+0.15,14.8,17.0,-2.2,-0.15,+0.14
Danilo Avelar,BRA,DF,América (MG),33,1989,26,"1,984",76,58.0,22.0,24,82,15,2,9,5,0.77,30,45,-15,-0.68,+0.82,25.8,31.6,-5.9,-0.27,+0.38
Felipe Azevedo,BRA,"FW,MF",América (MG),36,1987,30,"1,748",58,51.1,19.4,25,65,2,5,26,3,0.67,19,37,-18,-0.93,+0.20,23.1,28.3,-5.1,-0.26,+0.34
Leo Azevedo,BRA,MF,Palmeiras,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Matheus Babi,BRA,FW,Goiás,25,1997,17,881,52,25.8,9.8,8,79,4,9,28,3,1.06,11,16,-5,-0.51,-0.09,10.7,13.2,-2.5,-0.26,-0.02
Matheus Bahia,BRA,"DF,MF",Bahia,23,1999,13,522,40,15.3,5.8,6,63,1,7,21,14,,7,5,+2,+0.34,+0.50,7.2,6.3,+0.9,+0.15,+0.20
Ney Bahia,BRA,FW,Palmeiras,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Fabián Balbuena,PAR,DF,Corinthians,31,1991,1,89,89,2.6,1.0,1,89,0,0,,3,0.00,1,2,-1,-1.01,-1.01,0.5,1.0,-0.6,-0.58,-0.35
Robson Bambu,BRA,DF,Vasco da Gama,25,1997,18,"1,280",71,37.4,14.2,16,77,8,2,25,7,1.06,12,16,-4,-0.28,-0.03,15.8,15.0,+0.8,+0.06,+0.03
Gabriel Baralhas,BRA,MF,Internacional,24,1998,5,236,47,6.9,2.6,2,85,1,3,22,7,0.80,2,4,-2,-0.76,-0.85,2.7,3.6,-1.0,-0.36,-0.26
Danilo Barbosa,BRA,"MF,DF",Botafogo (RJ),26,1996,23,"1,011",44,29.6,11.2,10,78,6,13,17,7,1.96,14,17,-3,-0.27,-1.16,11.3,17.9,-6.7,-0.59,-0.88
Diogo Barbosa,BRA,DF,Fluminense,30,1992,19,"1,117",59,32.7,12.4,10,87,8,9,27,2,1.37,14,13,+1,+0.08,-0.04,12.2,15.5,-3.2,-0.26,-0.44
Diogo Barbosa,BRA,DF,Grêmio,30,1992,6,386,64,11.3,4.3,4,90,4,2,13,1,2.17,6,5,+1,+0.23,+0.06,5.8,6.4,-0.6,-0.13,0.00
Gabriel Barbosa,BRA,FW,Flamengo,26,1996,26,"1,540",59,45.0,17.1,17,78,9,9,24,3,1.65,23,24,-1,-0.06,-0.78,23.5,22.5,+1.0,+0.06,-0.15
Lucas Barbosa,BRA,"FW,MF",Santos,21,2001,4,103,26,3.0,1.1,1,28,0,3,25,4,1.00,0,0,0,0.00,+0.68,0.7,1.1,-0.4,-0.34,-0.11
Lucas Barbosa,BRA,"MF,FW",Coritiba,21,2001,5,102,20,3.0,1.1,0,,0,5,20,8,0.00,0,3,-3,-2.65,-1.86,2.6,0.7,+1.9,+1.68,+2.31
Ronald Barcellos,BRA,FW,Grêmio,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Rafael Barcelos,BRA,DF,América (MG),19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Chrystian Barletta,BRA,"FW,MF",Corinthians,21,2001,3,127,42,3.7,1.4,2,57,0,1,13,6,1.00,2,2,0,0.00,+0.03,1.1,1.3,-0.2,-0.11,+0.14
Cauan Barros,BRA,MF,Vasco da Gama,18,2004,8,237,30,6.9,2.6,3,60,0,5,12,8,1.00,2,4,-2,-0.76,-0.53,2.6,3.8,-1.2,-0.44,-0.52
Gabriel Barros,BRA,"FW,MF",Internacional,21,2001,5,177,35,5.2,2.0,2,66,0,3,15,26,1.20,4,3,+1,+0.51,+0.51,2.3,2.5,-0.2,-0.09,+0.04
Bastos,ANG,DF,Botafogo (RJ),31,1991,4,118,30,3.5,1.3,2,51,0,2,8,10,1.25,0,2,-2,-1.53,-2.15,0.9,2.0,-1.1,-0.86,-0.92
Fellipe Bastos,BRA,MF,Goiás,32,1990,1,36,36,1.1,0.4,0,,0,1,36,10,0.00,0,2,-2,-5.00,-4.60,0.1,0.6,-0.4,-1.10,-0.86
Diogo Batista,BRA,"DF,MF",Coritiba,19,2003,11,531,48,15.5,5.9,5,73,2,6,28,8,0.91,6,9,-3,-0.51,+0.39,7.0,9.6,-2.6,-0.44,+0.15
Rodrigo Battaglia,ARG,MF,Atlético Mineiro,31,1991,22,"1,728",79,50.5,19.2,19,85,15,3,35,2,1.68,24,13,+11,+0.57,+0.09,24.4,18.4,+6.1,+0.32,+0.34
José Luis Rodríguez Bebanz,URU,DF,Vasco da Gama,25,1997,32,"1,997",62,58.4,22.2,22,84,16,10,15,4,1.00,29,36,-7,-0.32,-0.13,29.4,28.5,+0.8,+0.04,+0.01
Matheus Belém,BRA,DF,São Paulo,19,2003,2,169,85,4.9,1.9,2,85,1,0,,1,0.50,1,2,-1,-0.53,-0.62,1.9,2.6,-0.7,-0.39,-0.76
Lucas Belezi,BRA,DF,Ath Paranaense,19,2003,1,45,45,1.3,0.5,0,,0,1,45,5,0.00,0,1,-1,-2.00,-2.24,0.7,0.9,-0.2,-0.35,-0.48
Ramiro Benetti,BRA,MF,Cruzeiro,29,1993,6,407,68,11.9,4.5,6,68,0,0,,0,2.00,6,3,+3,+0.66,+0.66,6.5,5.2,+1.3,+0.29,+0.14
Martín Benítez,ARG,"MF,FW",América (MG),28,1994,20,"1,120",56,32.7,12.4,14,67,2,6,30,6,0.35,16,31,-15,-1.21,-0.27,16.5,22.1,-5.5,-0.45,-0.03
Bento,BRA,GK,Ath Paranaense,23,1999,33,"2,970",90,86.8,33.0,33,90,33,0,,0,1.42,41,37,+4,+0.12,-0.68,41.6,40.2,+1.4,+0.04,-0.58
Lucas Beraldo,BRA,DF,São Paulo,19,2003,24,"2,160",90,63.2,24.0,24,90,24,0,,7,1.54,27,26,+1,+0.04,-0.03,31.9,22.3,+9.6,+0.40,+0.18
Lucas Besozzi,ARG,"FW,MF",Grêmio,20,2003,12,399,33,11.7,4.4,5,46,0,7,24,10,1.58,9,11,-2,-0.45,-0.72,6.2,8.9,-2.6,-0.60,-0.53
Matheus Bianqui,BRA,MF,Coritiba,25,1998,28,"1,420",51,41.5,15.8,17,67,3,11,25,6,0.79,16,25,-9,-0.57,+0.46,15.2,21.5,-6.3,-0.40,+0.29
Raul Bicalho,BRA,DF,Bahia,23,1999,7,321,46,9.4,3.6,4,72,3,3,11,9,1.86,7,5,+2,+0.56,+0.71,6.4,5.0,+1.5,+0.41,+0.47
Matheus Bidu,BRA,DF,Corinthians,23,1999,24,"1,659",69,48.5,18.4,19,80,11,5,28,14,1.42,24,19,+5,+0.27,+0.58,19.2,23.5,-4.3,-0.23,+0.02
Biel,BRA,"FW,MF",Bahia,21,2001,25,"1,361",54,39.8,15.1,15,76,2,10,23,0,1.15,20,26,-6,-0.40,-0.53,23.3,20.3,+3.0,+0.20,+0.35
Rafael Bilu,BRA,FW,Cruzeiro,23,1999,4,86,22,2.5,1.0,1,8,0,3,26,0,2.25,4,1,+3,+3.14,+3.14,2.6,1.7,+0.9,+0.97,+0.82
Biro,BRA,"FW,MF",Corinthians,18,2004,11,572,52,16.7,6.4,7,66,0,4,27,10,1.27,6,6,0,0.00,+0.03,5.8,8.1,-2.3,-0.37,-0.15
Bitelo,BRA,"MF,FW",Grêmio,23,2000,19,"1,550",82,45.3,17.2,18,85,10,1,28,0,1.74,27,21,+6,+0.35,+0.30,25.7,22.6,+3.1,+0.18,+0.57
Paulinho Bóia,BRA,FW,América (MG),24,1998,3,136,45,4.0,1.5,2,59,0,1,19,3,0.33,1,3,-2,-1.32,-0.31,1.9,3.2,-1.3,-0.86,-0.46
Thiago Borbas,URU,FW,Red Bull Bragantino,20,2002,33,"1,428",43,41.8,15.9,10,75,4,23,30,2,1.58,19,16,+3,+0.19,-0.31,25.1,18.0,+7.1,+0.45,+0.09
Daniel Borges,BRA,DF,América (MG),29,1993,14,799,57,23.4,8.9,8,82,4,6,24,5,0.64,5,19,-14,-1.58,-0.72,8.2,15.7,-7.5,-0.85,-0.55
Daniel Borges,BRA,DF,Botafogo (RJ),29,1993,1,45,45,1.3,0.5,0,,0,1,45,7,3.00,1,0,+1,+2.00,+1.47,0.4,1.0,-0.6,-1.26,-1.30
Douglas Borges,BRA,GK,Botafogo (RJ),32,1990,0,,,,,0,,0,0,,13,,,,,,,,,,,
Marllon Borges,BRA,DF,Cuiabá,30,1992,36,"3,240",90,94.7,36.0,36,90,36,0,,0,1.39,39,36,+3,+0.08,+1.08,36.9,40.0,-3.1,-0.09,+0.03
Pedro Borges,BRA,"MF,FW",Fortaleza,25,1997,14,566,40,16.5,6.3,6,71,2,8,17,8,1.64,9,7,+2,+0.32,+0.35,8.5,5.9,+2.6,+0.41,+0.25
Gabriel Boschilia,BRA,"MF,FW",Coritiba,26,1996,11,344,31,10.1,3.8,3,64,0,8,19,3,0.73,3,11,-8,-2.09,-1.39,3.4,7.0,-3.6,-0.93,-0.41
Lucas Braga,BRA,"DF,FW",Santos,26,1996,27,"1,991",74,58.2,22.1,22,83,13,5,32,1,1.30,25,40,-15,-0.68,-0.05,26.6,31.0,-4.4,-0.20,+0.09
David Braz,BRA,DF,Fluminense,35,1987,18,865,48,25.3,9.6,10,76,6,8,13,16,2.00,6,11,-5,-0.52,-0.84,11.4,9.9,+1.5,+0.15,+0.16
Brenno,BRA,GK,Grêmio,23,1999,1,90,90,2.6,1.0,1,90,1,0,,7,3.00,3,1,+2,+2.00,+1.86,2.4,0.8,+1.5,+1.52,+1.70
Breno,BRA,MF,América (MG),19,2003,24,"1,162",48,34.0,12.9,13,64,0,11,30,8,0.83,12,25,-13,-1.01,+0.03,14.8,16.2,-1.4,-0.11,+0.48
Breno,BRA,MF,Botafogo (RJ),22,2000,1,10,10,0.3,0.1,0,,0,1,10,4,3.00,1,0,+1,+9.00,+8.47,0.3,0.1,+0.2,+1.58,+1.56
Breno,BRA,FW,Palmeiras,27,1996,31,"1,365",44,39.9,15.2,14,72,1,17,21,7,1.90,28,13,+15,+0.99,+0.29,23.4,20.3,+3.1,+0.20,-0.44
Emanuel Brítez,ARG,DF,Fortaleza,30,1992,31,"2,761",89,80.7,30.7,31,89,30,0,,3,1.48,39,34,+5,+0.16,+0.71,44.7,32.6,+12.0,+0.39,+0.97
Bruninho,BRA,"FW,MF",Red Bull Bragantino,19,2003,16,715,45,20.9,7.9,9,60,1,7,25,14,1.38,11,10,+1,+0.13,-0.31,13.3,8.2,+5.2,+0.65,+0.32
Bruno,BRA,GK,Fortaleza,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Fabrício Bruno,BRA,DF,Flamengo,26,1996,34,"3,060",90,89.5,34.0,34,90,34,0,,2,1.88,53,35,+18,+0.53,+1.53,45.5,38.9,+6.7,+0.20,+0.50
Vitor Bueno,BRA,"MF,FW",Ath Paranaense,28,1994,32,"2,075",65,60.7,23.1,25,74,6,7,33,3,1.50,37,26,+11,+0.48,+0.68,34.0,26.2,+7.8,+0.34,+0.56
Esteban Burgos,ARG,DF,América (MG),31,1992,4,294,74,8.6,3.3,4,74,2,0,,7,0.40,4,8,-4,-1.22,-0.22,3.5,3.1,+0.4,+0.13,+0.60
Fabricio Bustos,ARG,DF,Internacional,26,1996,29,"2,499",86,73.1,27.8,28,88,24,1,45,4,1.48,36,30,+6,+0.22,+0.70,32.5,32.9,-0.4,-0.02,+0.41
Rafael Cabral,BRA,GK,Cruzeiro,32,1990,37,"3,330",90,97.4,37.0,37,90,37,0,,0,1.24,35,32,+3,+0.08,+0.08,47.1,41.7,+5.4,+0.14,-0.96
Cacá,BRA,DF,Ath Paranaense,23,1999,19,"1,694",89,49.5,18.8,19,89,18,0,,1,1.47,25,17,+8,+0.43,+0.43,22.4,22.1,+0.3,+0.02,-0.20
Matheus Cadorini,BRA,FW,Coritiba,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Cadu,BRA,DF,Santos,20,2002,1,16,16,0.5,0.2,0,,0,1,16,3,0.00,0,2,-2,-11.25,-10.64,0.0,0.1,-0.1,-0.81,-0.58
Caetano,BRA,DF,Corinthians,23,1999,16,"1,204",75,35.2,13.4,13,87,12,3,26,18,1.44,21,18,+3,+0.22,+0.39,13.1,21.7,-8.6,-0.64,-0.62
Gabriel Caetano,BRA,MF,Red Bull Bragantino,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jonathan Cafu,BRA,"FW,MF",Cuiabá,31,1991,32,"1,708",53,49.9,19.0,23,66,0,9,20,2,1.44,19,18,+1,+0.05,+0.05,17.5,19.8,-2.3,-0.12,-0.06
Júnior Caiçara,BRA,DF,Santos,33,1989,5,169,34,4.9,1.9,1,45,0,4,31,10,0.80,2,5,-3,-1.60,-0.99,2.0,1.5,+0.4,+0.22,+0.48
Rodrigo Caio,BRA,"MF,DF",Flamengo,29,1993,5,65,13,1.9,0.7,0,,0,5,13,32,1.80,1,2,-1,-1.38,-1.79,0.6,0.9,-0.3,-0.37,-0.52
Caíque,BRA,GK,Grêmio,25,1997,4,360,90,10.5,4.0,4,90,4,0,,15,3.00,8,3,+5,+1.25,+1.19,5.0,4.9,+0.1,+0.02,+0.17
Calebe,BRA,"MF,FW",Fortaleza,22,2000,29,"1,479",51,43.2,16.4,16,72,0,13,25,1,1.34,17,19,-2,-0.12,-0.26,22.6,20.1,+2.5,+0.15,-0.09
Calebe,BRA,MF,Cuiabá,19,2003,0,,,,,0,,0,0,,19,,,,,,,,,,,
Jonathan Calleri,ARG,FW,São Paulo,29,1993,19,"1,350",71,39.5,15.0,15,83,9,4,25,1,1.42,19,18,+1,+0.07,+0.02,21.2,15.6,+5.6,+0.38,+0.07
Patric Calmon PK,BRA,DF,Cuiabá,28,1994,15,520,35,15.2,5.8,5,77,2,10,13,19,0.87,4,11,-7,-1.21,-1.46,6.0,10.3,-4.3,-0.74,-0.77
Guilherme Camacho,BRA,MF,Santos,32,1990,11,448,41,13.1,5.0,4,59,0,7,30,20,1.00,5,10,-5,-1.00,-0.40,5.4,9.0,-3.5,-0.71,-0.55
Nathan Camargo,BRA,MF,Red Bull Bragantino,17,2005,1,12,12,0.4,0.1,0,,0,1,12,4,3.00,0,0,0,0.00,-0.37,0.1,0.0,+0.1,+0.47,+0.07
Gustavo Campanharo,BRA,MF,Internacional,30,1992,15,695,46,20.3,7.7,8,66,1,7,24,14,1.80,8,8,0,0.00,-0.03,7.5,9.6,-2.2,-0.28,-0.19
Camilo Cándido,URU,DF,Bahia,27,1995,19,"1,244",65,36.4,13.8,15,78,7,4,18,2,1.37,22,19,+3,+0.22,+0.47,18.9,19.0,-0.1,-0.01,+0.02
Luan Cândido,BRA,DF,Red Bull Bragantino,21,2001,22,"1,082",49,31.6,12.0,11,78,8,11,20,3,1.73,13,12,+1,+0.08,-0.42,17.0,16.0,+0.9,+0.08,-0.47
Germán Cano,ARG,FW,Fluminense,34,1988,30,"2,465",82,72.1,27.4,28,87,18,2,14,0,1.77,44,29,+15,+0.55,+1.58,36.6,32.5,+4.1,+0.15,+0.41
Agustín Canobbio,URU,"FW,MF",Ath Paranaense,24,1998,29,"2,116",73,61.9,23.5,22,87,16,7,29,1,1.52,33,27,+6,+0.26,+0.12,33.4,27.8,+5.6,+0.24,+0.32
Víctor Cantillo,COL,MF,Corinthians,29,1993,6,266,44,7.8,3.0,2,73,1,4,30,10,1.67,7,4,+3,+1.02,+1.13,3.3,4.4,-1.1,-0.38,-0.15
Manuel Capasso,ARG,DF,Vasco da Gama,26,1996,9,554,62,16.2,6.2,6,79,3,3,26,14,0.22,5,15,-10,-1.62,-1.62,7.4,8.0,-0.6,-0.10,-0.16
Juninho Capixaba,BRA,DF,Red Bull Bragantino,25,1997,34,"2,875",85,84.1,31.9,33,86,25,1,45,0,1.65,41,26,+15,+0.47,+0.63,49.1,33.4,+15.7,+0.49,+0.60
Gabriel Carabajal,ARG,MF,Vasco da Gama,31,1991,6,122,20,3.6,1.4,0,,0,6,20,6,0.00,2,4,-2,-1.48,-1.26,2.3,4.1,-1.8,-1.33,-1.42
Felipe Carballo,URU,MF,Grêmio,26,1996,22,"1,540",70,45.0,17.1,21,71,5,1,57,1,1.68,23,22,+1,+0.06,-0.23,24.0,23.3,+0.7,+0.04,+0.31
Johnny Cardoso,USA,MF,Internacional,21,2001,22,"1,607",73,47.0,17.9,20,79,9,2,18,1,1.87,27,18,+9,+0.50,+0.90,22.3,19.8,+2.5,+0.14,+0.51
Joel Carli,ARG,DF,Botafogo (RJ),36,1986,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ed Carlos,BRA,"MF,FW",Santos,21,2001,4,36,9,1.1,0.4,0,,0,4,9,1,2.25,0,0,0,0.00,+0.66,0.3,0.7,-0.4,-1.02,-0.79
João Carlos,BRA,GK,Cuiabá,34,1988,3,270,90,7.9,3.0,3,90,3,0,,35,1.00,4,4,0,0.00,-0.03,3.9,3.8,0.0,+0.01,+0.11
