Player,Nation,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Arthur,BRA,"FW,MF",Cruzeiro,24,1998,15.0,598,7,84,223,304,48,598,74,28,37.8,37,50.0,409,3413,1620,65,46,20,34,18,459,114
Arthur,BRA,DF,América (MG),19,2003,1.0,67,3,16,33,20,0,67,3,2,66.7,1,33.3,36,227,116,5,4,0,4,1,36,4
Arthur,BRA,"DF,FW",Fluminense,18,2004,0.2,24,1,6,9,9,1,24,1,0,0.0,1,100.0,15,49,16,0,2,0,1,0,17,2
Artur,BRA,FW,Palmeiras,24,1998,21.1,1036,13,106,411,535,89,1036,59,34,57.6,23,39.0,670,4361,2391,85,57,23,52,18,792,218
Eduard Atuesta,COL,MF,Palmeiras,25,1997,0.1,2,0,0,2,0,0,2,0,0,,0,,1,10,9,0,0,0,0,0,2,0
Felipe Augusto,BRA,"FW,MF",Corinthians,18,2004,3.6,107,5,15,57,40,14,107,10,3,30.0,4,40.0,54,315,126,4,6,1,11,9,66,15
Filipe Augusto,BRA,MF,Cuiabá,29,1993,11.8,929,45,213,594,124,3,929,26,17,65.4,5,19.2,493,2738,1194,9,17,0,17,19,656,16
Renato Augusto,BRA,MF,Corinthians,34,1988,14.2,882,13,79,466,343,22,882,35,20,57.1,11,31.4,548,2788,1285,39,21,7,22,12,690,99
Danilo Avelar,BRA,DF,América (MG),33,1989,22.0,1128,102,432,530,174,56,1127,11,3,27.3,8,72.7,493,2411,1348,11,10,0,14,2,616,42
Felipe Azevedo,BRA,"FW,MF",América (MG),36,1987,19.4,738,20,128,272,358,67,738,67,26,38.8,37,55.2,442,2644,1188,30,39,13,47,31,509,121
Matheus Babi,BRA,FW,Goiás,25,1997,9.8,299,11,30,150,121,43,299,15,6,40.0,9,60.0,143,614,169,2,7,0,24,17,209,38
Matheus Bahia,BRA,"DF,MF",Bahia,23,1999,5.8,353,11,100,153,103,8,353,10,4,40.0,5,50.0,177,907,538,14,6,2,16,1,184,21
Fabián Balbuena,PAR,DF,Corinthians,31,1991,1.0,70,10,48,22,1,1,70,0,0,,0,,29,172,113,0,0,0,0,0,47,0
Robson Bambu,BRA,DF,Vasco da Gama,25,1997,14.2,858,114,394,402,67,9,858,18,7,38.9,9,50.0,489,2658,1404,5,6,0,15,13,523,13
Gabriel Baralhas,BRA,MF,Internacional,24,1998,2.6,170,10,40,119,15,1,170,1,0,0.0,1,100.0,92,461,196,3,4,0,0,0,102,5
Danilo Barbosa,BRA,"MF,DF",Botafogo (RJ),26,1996,11.2,611,52,184,362,72,12,611,24,13,54.2,6,25.0,319,1594,758,14,7,2,12,17,362,7
Diogo Barbosa,BRA,DF,Fluminense,30,1992,12.4,818,43,216,369,241,11,818,27,14,51.9,11,40.7,485,2436,1261,35,27,3,12,6,538,68
Diogo Barbosa,BRA,DF,Grêmio,30,1992,4.3,267,18,70,131,70,5,267,21,7,33.3,12,57.1,119,715,352,8,10,2,7,3,140,19
Gabriel Barbosa,BRA,FW,Flamengo,26,1996,17.1,633,0,26,257,353,61,628,15,6,40.0,8,53.3,361,1888,920,27,27,5,17,8,485,112
Lucas Barbosa,BRA,"FW,MF",Santos,21,2001,1.1,70,4,24,38,12,1,70,4,2,50.0,2,50.0,33,180,90,4,3,0,2,2,31,4
Lucas Barbosa,BRA,"MF,FW",Coritiba,21,2001,1.1,76,5,9,34,34,3,76,5,1,20.0,3,60.0,43,133,43,1,3,0,4,1,47,10
Chrystian Barletta,BRA,"FW,MF",Corinthians,21,2001,1.4,62,1,7,24,32,5,62,9,1,11.1,6,66.7,40,269,129,6,3,3,7,2,44,16
Cauan Barros,BRA,MF,Vasco da Gama,18,2004,2.6,118,7,27,72,19,7,118,0,0,,0,,56,246,109,0,1,0,1,4,70,4
Gabriel Barros,BRA,"FW,MF",Internacional,21,2001,2.0,101,1,12,55,35,9,101,8,2,25.0,5,62.5,62,422,107,4,3,2,8,1,74,12
Bastos,ANG,DF,Botafogo (RJ),31,1991,1.3,84,7,35,44,5,1,84,0,0,,0,,33,129,87,0,0,0,0,0,58,0
Fellipe Bastos,BRA,MF,Goiás,32,1990,0.4,16,0,9,6,2,0,16,0,0,,0,,4,18,7,1,0,0,0,0,8,1
Diogo Batista,BRA,"DF,MF",Coritiba,19,2003,5.9,354,23,123,169,66,6,354,10,3,30.0,5,50.0,181,813,497,8,7,2,10,5,197,13
Rodrigo Battaglia,ARG,MF,Atlético Mineiro,31,1991,19.2,1124,33,198,777,165,19,1124,23,16,69.6,6,26.1,727,4181,2274,38,32,2,14,13,785,26
José Luis Rodríguez Bebanz,URU,DF,Vasco da Gama,25,1997,22.2,1453,88,439,597,440,51,1453,40,17,42.5,21,52.5,685,3514,2134,56,41,7,23,9,742,95
Matheus Belém,BRA,DF,São Paulo,19,2003,1.9,102,15,59,40,3,1,102,0,0,,0,,54,226,129,1,2,0,4,0,66,0
Lucas Belezi,BRA,DF,Ath Paranaense,19,2003,0.5,25,3,9,14,2,1,25,0,0,,0,,14,41,26,0,0,0,0,0,16,0
Ramiro Benetti,BRA,MF,Cruzeiro,29,1993,4.5,283,2,36,178,75,7,283,6,3,50.0,2,33.3,150,570,279,4,4,1,7,1,193,13
Martín Benítez,ARG,"MF,FW",América (MG),28,1994,12.4,696,2,64,378,268,23,696,69,35,50.7,27,39.1,427,2289,1175,26,17,5,14,27,492,56
Bento,BRA,GK,Ath Paranaense,23,1999,33.0,952,861,951,1,0,0,952,0,0,,0,,443,2440,1530,0,0,0,0,0,316,0
Lucas Beraldo,BRA,DF,São Paulo,19,2003,24.0,1908,200,804,1055,59,16,1908,5,0,0.0,0,0.0,1234,6152,3946,17,10,0,8,5,1402,3
Lucas Besozzi,ARG,"FW,MF",Grêmio,20,2003,4.4,252,3,29,93,135,18,252,23,8,34.8,14,60.9,164,1207,706,30,20,10,8,8,181,47
Matheus Bianqui,BRA,MF,Coritiba,25,1998,15.8,686,52,191,369,135,30,686,15,7,46.7,6,40.0,327,1114,466,10,6,3,24,14,362,41
Raul Bicalho,BRA,DF,Bahia,23,1999,3.6,233,22,106,116,12,5,233,0,0,,0,,155,1050,685,7,6,0,4,0,168,2
Matheus Bidu,BRA,DF,Corinthians,23,1999,18.4,1354,88,396,600,374,16,1354,36,13,36.1,17,47.2,739,4072,2382,58,31,2,24,9,773,100
Biel,BRA,"FW,MF",Bahia,21,2001,15.1,627,6,65,208,366,75,627,69,24,34.8,38,55.1,439,2811,1484,51,48,13,56,13,462,117
Rafael Bilu,BRA,FW,Cruzeiro,23,1999,1.0,57,0,5,21,34,7,57,8,5,62.5,2,25.0,37,219,132,5,3,3,5,0,36,8
Biro,BRA,"FW,MF",Corinthians,18,2004,6.4,292,3,45,137,118,13,292,26,10,38.5,12,46.2,200,1214,617,18,13,4,10,4,212,43
Bitelo,BRA,"MF,FW",Grêmio,23,2000,17.2,1049,22,138,504,422,65,1049,46,21,45.7,19,41.3,672,3141,1618,40,36,11,49,28,759,132
Paulinho Bóia,BRA,FW,América (MG),24,1998,1.5,69,2,7,33,33,4,69,8,5,62.5,2,25.0,44,347,133,4,5,3,4,4,45,12
Thiago Borbas,URU,FW,Red Bull Bragantino,20,2002,15.9,541,6,19,178,348,92,541,26,13,50.0,9,34.6,321,1219,321,13,9,5,53,24,412,119
Daniel Borges,BRA,DF,América (MG),29,1993,8.9,584,33,169,258,161,5,584,14,7,50.0,7,50.0,323,1597,803,19,5,2,10,9,349,37
Daniel Borges,BRA,DF,Botafogo (RJ),29,1993,0.5,27,1,18,7,2,1,27,0,0,,0,,13,52,5,0,0,0,1,0,12,1
Marllon Borges,BRA,DF,Cuiabá,30,1992,36.0,1776,248,880,874,28,19,1776,8,6,75.0,2,25.0,925,4258,2651,12,3,0,12,1,1070,1
Pedro Borges,BRA,"MF,FW",Fortaleza,25,1997,6.3,350,17,65,237,51,5,350,9,2,22.2,5,55.6,170,869,337,3,3,0,17,4,222,12
Gabriel Boschilia,BRA,"MF,FW",Coritiba,26,1996,3.8,245,4,33,137,79,6,245,17,11,64.7,4,23.5,158,867,343,10,8,2,11,6,167,20
Lucas Braga,BRA,"DF,FW",Santos,26,1996,22.1,869,25,179,402,304,29,869,70,23,32.9,37,52.9,450,3521,2026,64,38,13,33,12,491,88
David Braz,BRA,DF,Fluminense,35,1987,9.6,753,121,393,311,53,8,753,10,10,100.0,0,0.0,450,2531,1579,16,13,0,6,4,523,2
Brenno,BRA,GK,Grêmio,23,1999,1.0,19,16,19,0,0,0,19,0,0,,0,,12,61,47,0,0,0,0,0,5,0
Breno,BRA,MF,América (MG),19,2003,12.9,744,18,112,467,173,18,744,41,23,56.1,15,36.6,490,2815,1451,28,27,3,29,21,507,39
Breno,BRA,MF,Botafogo (RJ),22,2000,0.1,9,1,5,3,1,0,9,0,0,,0,,9,35,9,0,0,0,2,1,7,0
Breno,BRA,FW,Palmeiras,27,1996,15.2,498,1,44,191,271,68,498,26,8,30.8,11,42.3,331,2352,1247,44,30,14,16,12,371,110
Emanuel Brítez,ARG,DF,Fortaleza,30,1992,30.7,1658,181,645,885,143,28,1658,13,11,84.6,2,15.4,880,4412,2595,19,18,0,9,7,965,17
Bruninho,BRA,"FW,MF",Red Bull Bragantino,19,2003,7.9,388,1,18,175,203,39,388,31,21,67.7,9,29.0,265,1747,694,19,14,9,27,10,294,68
Fabrício Bruno,BRA,DF,Flamengo,26,1996,34.0,2551,247,1039,1430,97,26,2551,5,4,80.0,1,20.0,1637,8228,4962,32,22,0,7,1,1786,6
Vitor Bueno,BRA,"MF,FW",Ath Paranaense,28,1994,23.1,1261,5,86,597,592,53,1258,55,34,61.8,19,34.5,776,5011,2222,74,57,12,46,38,903,114
Esteban Burgos,ARG,DF,América (MG),31,1992,3.3,127,28,75,48,4,2,127,1,1,100.0,0,0.0,52,298,193,1,1,1,2,0,54,2
Fabricio Bustos,ARG,DF,Internacional,26,1996,27.8,2008,91,523,941,551,37,2008,46,24,52.2,14,30.4,1001,4081,2064,39,35,6,23,16,1199,151
Rafael Cabral,BRA,GK,Cruzeiro,32,1990,37.0,1288,1029,1280,8,0,0,1288,0,0,,0,,673,3791,2374,0,0,0,1,0,568,0
Cacá,BRA,DF,Ath Paranaense,23,1999,18.8,950,137,479,435,46,18,950,7,3,42.9,3,42.9,528,2827,1434,12,11,0,14,7,555,8
Cadu,BRA,DF,Santos,20,2002,0.2,11,0,0,10,1,0,11,0,0,,0,,5,15,8,0,1,0,0,0,8,0
Caetano,BRA,DF,Corinthians,23,1999,13.4,925,137,490,418,21,6,925,2,1,50.0,1,50.0,552,2024,1170,2,5,1,3,0,679,0
Jonathan Cafu,BRA,"FW,MF",Cuiabá,31,1991,19.0,777,10,80,329,380,48,777,57,26,45.6,24,42.1,487,2557,1070,39,17,10,65,33,554,169
Júnior Caiçara,BRA,DF,Santos,33,1989,1.9,155,9,40,69,48,1,155,2,0,0.0,2,100.0,87,491,308,6,10,0,2,0,101,10
Rodrigo Caio,BRA,"MF,DF",Flamengo,29,1993,0.7,67,4,15,48,5,0,67,0,0,,0,,41,194,69,0,0,0,0,0,49,1
Caíque,BRA,GK,Grêmio,25,1997,4.0,105,93,105,0,0,0,105,0,0,,0,,46,406,267,0,0,0,0,0,22,0
Calebe,BRA,"MF,FW",Fortaleza,22,2000,16.4,734,2,65,336,350,55,734,82,42,51.2,23,28.0,512,3531,1909,69,35,21,33,29,541,127
Jonathan Calleri,ARG,FW,São Paulo,29,1993,15.0,440,16,28,154,261,85,438,32,8,25.0,18,56.3,236,1056,324,15,6,8,41,18,338,101
Patric Calmon PK,BRA,DF,Cuiabá,28,1994,5.8,351,16,91,156,110,6,351,8,6,75.0,1,12.5,163,955,561,14,9,1,7,1,185,30
Guilherme Camacho,BRA,MF,Santos,32,1990,5.0,311,18,82,195,36,1,311,5,4,80.0,1,20.0,145,671,291,0,4,0,1,2,185,3
Nathan Camargo,BRA,MF,Red Bull Bragantino,17,2005,0.1,6,0,3,0,3,0,6,0,0,,0,,3,7,4,0,0,0,0,0,2,0
Gustavo Campanharo,BRA,MF,Internacional,30,1992,7.7,484,18,109,319,60,3,484,20,11,55.0,8,40.0,278,1288,488,9,9,1,9,7,320,13
Camilo Cándido,URU,DF,Bahia,27,1995,13.8,869,32,208,401,272,17,869,27,11,40.7,14,51.9,462,1808,881,17,18,3,17,6,512,91
Luan Cândido,BRA,DF,Red Bull Bragantino,21,2001,12.0,773,48,215,385,177,33,773,19,11,57.9,4,21.1,393,2125,1046,20,13,2,11,11,438,42
Germán Cano,ARG,FW,Fluminense,34,1988,27.4,691,23,110,296,295,90,690,23,11,47.8,12,52.2,406,1627,582,18,14,11,28,12,465,87
Agustín Canobbio,URU,"FW,MF",Ath Paranaense,24,1998,23.5,1212,25,156,479,594,98,1212,92,46,50.0,37,40.2,737,4921,2378,81,47,31,60,40,782,223
Víctor Cantillo,COL,MF,Corinthians,29,1993,3.0,195,13,76,110,11,0,195,1,0,0.0,1,100.0,130,490,206,2,2,0,2,0,134,1
Manuel Capasso,ARG,DF,Vasco da Gama,26,1996,6.2,399,58,208,190,4,3,399,1,1,100.0,0,0.0,257,1121,640,1,2,1,2,1,279,1
Juninho Capixaba,BRA,DF,Red Bull Bragantino,25,1997,31.9,2537,92,561,1316,697,51,2537,59,22,37.3,29,49.2,1344,7535,4061,72,73,5,41,19,1436,127
Gabriel Carabajal,ARG,MF,Vasco da Gama,31,1991,1.4,119,0,11,60,49,3,119,6,6,100.0,0,0.0,71,349,159,3,1,1,1,0,81,11
Felipe Carballo,URU,MF,Grêmio,26,1996,17.1,960,35,181,580,213,18,960,27,14,51.9,12,44.4,552,2882,1454,22,29,0,15,14,667,45
Johnny Cardoso,USA,MF,Internacional,21,2001,17.9,1037,70,226,667,152,22,1037,32,20,62.5,10,31.3,583,2831,1319,18,15,0,35,16,665,24
Ed Carlos,BRA,"MF,FW",Santos,21,2001,0.4,45,1,12,17,16,0,45,0,0,,0,,27,121,46,0,0,0,1,2,35,1
João Carlos,BRA,GK,Cuiabá,34,1988,3.0,72,67,72,0,0,0,72,0,0,,0,,34,171,138,0,0,0,0,0,22,0
Ryan Carlos,BRA,DF,Bahia,20,2002,6.4,466,18,137,191,139,5,466,11,7,63.6,4,36.4,255,1451,795,22,16,2,6,6,297,44
Alan Carvalho,CHN,MF,Fluminense,33,1989,0.5,21,1,2,14,6,3,21,1,1,100.0,0,0.0,12,87,25,0,0,0,3,1,15,1
Cássio,BRA,GK,Corinthians,35,1987,36.8,1173,1037,1168,5,0,0,1173,0,0,,0,,559,3550,2464,0,0,0,1,0,375,0
Luciano Castán,BRA,DF,Cruzeiro,33,1989,35.7,2231,316,1088,1082,67,38,2231,7,6,85.7,0,0.0,1297,6976,4347,23,9,2,11,6,1480,7
Iury de Castilho,BRA,FW,Cuiabá,27,1995,4.4,148,1,19,58,76,16,148,21,14,66.7,5,23.8,87,723,292,11,8,2,12,4,91,26
Matheus Cavichioli,BRA,GK,América (MG),36,1986,15.0,412,363,410,4,0,0,412,0,0,,0,,206,1654,1302,0,0,0,0,0,79,0
Juan Cazares,ECU,"MF,FW",América (MG),30,1992,3.1,174,0,19,83,74,2,174,14,7,50.0,7,50.0,89,483,224,5,4,1,11,3,109,23
Brayan Ceballos,COL,DF,Fortaleza,21,2001,2.3,169,16,74,91,6,4,169,4,4,100.0,0,0.0,80,382,187,1,1,0,1,0,102,0
Pablo Ceppelini,URU,MF,Cuiabá,31,1991,11.1,699,12,78,331,299,10,699,7,3,42.9,4,57.1,344,1385,742,23,21,1,12,6,419,58
Murilo Cerqueira,BRA,DF,Palmeiras,25,1997,24.1,1470,164,735,709,36,16,1470,8,6,75.0,1,12.5,863,4316,2382,14,7,1,3,2,1022,1
Ricardo Cerqueira,BRA,MF,Cuiabá,20,2002,0.1,4,0,0,4,0,0,4,0,0,,0,,4,24,13,0,1,0,0,0,4,0
Júlio César,BRA,DF,América (MG),19,2003,6.6,398,68,217,164,18,8,398,4,3,75.0,1,25.0,223,1189,698,3,2,2,7,3,237,1
Reynaldo Cesar Moraes,BRA,DF,Cruzeiro,26,1997,0.7,36,3,23,13,0,0,36,0,0,,0,,27,161,112,0,0,0,0,0,28,0
Reynaldo Cesar Moraes,BRA,DF,Coritiba,26,1997,2.7,117,25,66,48,4,1,117,0,0,,0,,50,191,64,0,0,0,1,0,57,0
Kayky Chagas,BRA,"FW,MF",Bahia,19,2003,4.6,212,6,34,87,95,15,212,22,12,54.5,10,45.5,127,792,424,16,13,6,14,7,141,33
Jhon Chancellor,VEN,DF,Coritiba,31,1992,3.4,139,35,90,48,1,1,139,0,0,,0,,65,262,119,0,0,0,0,0,83,0
Gabriel Chapecó,BRA,GK,Grêmio,22,2000,31.0,908,805,903,6,0,0,908,0,0,,0,,391,2246,1651,0,1,1,0,0,230,0
Gabriel Chaves,BRA,"FW,MF",Vasco da Gama,21,2001,29.0,991,15,142,376,517,110,991,131,57,43.5,62,47.3,622,5540,2625,95,72,36,87,37,627,204
Jhoanner Chávez,ECU,"DF,MF",Bahia,20,2002,6.5,406,13,104,188,117,13,406,13,7,53.8,5,38.5,205,834,461,12,8,2,18,4,243,49
Chiqueti,BRA,MF,Ath Paranaense,17,2005,0.2,11,0,1,9,1,0,11,0,0,,0,,6,13,3,0,0,0,2,1,7,0
Christian,BRA,"MF,FW",Ath Paranaense,22,2000,15.1,761,11,111,406,248,29,761,41,24,58.5,12,29.3,448,2114,988,23,19,3,25,8,550,71
Cicinho,BUL,DF,Bahia,34,1988,8.4,505,33,138,249,122,8,505,30,14,46.7,10,33.3,243,1328,587,17,9,3,19,11,270,36
Cipriano,BRA,DF,Red Bull Bragantino,20,2002,0.8,44,12,29,15,0,0,44,0,0,,0,,22,89,22,0,0,0,0,0,24,0
Marcelo Cirino,BRA,"FW,MF",Ath Paranaense,31,1992,1.1,29,1,1,13,15,3,29,1,0,0.0,1,100.0,13,69,31,1,1,0,3,1,26,6
Léo Cittadini,BRA,MF,Bahia,28,1994,1.5,112,1,9,72,33,2,112,4,4,100.0,0,0.0,65,413,187,3,2,0,3,1,75,8
Léo Cittadini,BRA,"MF,FW",Ath Paranaense,28,1994,2.2,100,1,19,55,27,3,100,5,3,60.0,1,20.0,48,376,180,3,3,0,3,3,68,7
Mateus Claus,BRA,GK,Bahia,28,1994,0.6,13,13,13,0,0,0,13,0,0,,0,,1,1,1,0,0,0,0,0,5,0
Clayson,BRA,"FW,MF",Cuiabá,27,1995,18.2,819,8,100,334,398,42,816,46,13,28.3,25,54.3,495,3030,1515,51,31,13,35,21,578,124
Mateus Cocão,BRA,MF,Vasco da Gama,20,2002,3.9,267,4,56,167,46,3,267,4,2,50.0,0,0.0,185,801,266,0,4,0,0,4,185,6
Diego Costa,ESP,FW,Botafogo (RJ),34,1988,5.7,188,5,12,71,107,28,188,7,2,28.6,4,57.1,105,560,183,9,5,2,13,10,145,42
Philippe Costa,BRA,FW,Goiás,22,2000,1.2,29,1,3,9,17,5,29,3,1,33.3,2,66.7,14,61,28,0,1,0,2,0,21,4
Talles Costa,BRA,"MF,FW",São Paulo,20,2002,1.5,116,0,17,62,40,4,116,6,3,50.0,3,50.0,73,427,189,5,11,1,3,4,88,7
Lucas Crispim,BRA,"MF,DF",Fortaleza,28,1994,5.4,388,10,44,235,109,7,388,5,2,40.0,3,60.0,213,1290,617,11,10,1,4,2,288,23
Franco Cristaldo,ARG,"MF,FW",Grêmio,26,1996,23.7,1502,11,129,738,646,65,1498,33,20,60.6,9,27.3,845,3290,1367,23,33,7,54,36,1065,143
Tomás Cuello,ARG,"MF,FW",Ath Paranaense,22,2000,22.8,1270,38,215,572,501,50,1270,60,35,58.3,21,35.0,649,4349,2216,81,49,20,46,18,732,173
Víctor Cuesta,ARG,DF,Botafogo (RJ),34,1988,35.0,2067,241,968,993,116,35,2067,10,4,40.0,6,60.0,1164,5619,2714,10,24,0,18,6,1269,7
Cuiabano,BRA,"DF,MF",Grêmio,19,2003,5.4,322,14,82,128,116,10,322,11,4,36.4,5,45.5,155,851,391,13,10,3,13,9,165,34
Lucas Cunha,BRA,DF,Red Bull Bragantino,26,1997,0.8,92,6,19,73,0,0,92,0,0,,0,,70,407,267,0,0,0,1,0,79,0
Matheus Cunha,BRA,GK,Flamengo,21,2001,17.6,787,510,753,34,0,0,787,0,0,,0,,486,2302,1489,0,0,0,1,0,471,0
Ian Custódio,BRA,DF,Palmeiras,19,2003,0.2,9,1,3,4,2,0,9,0,0,,0,,5,24,21,1,0,0,1,0,4,0
João Dalla Corte,BRA,DF,Internacional,16,2006,0.2,13,0,3,5,6,0,13,0,0,,0,,6,33,16,0,1,0,2,0,7,1
