Player,Nation,Pos,Squad,Comp,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Samuel Edozie,ENG,"FW,MF",Southampton,Premier League,19,2003,17,5,567,6.3,0,0,0,0,0,0,0,0,0.9,0.9,0.4,1.3,26,13,39,0.00,0.00,0.00,0.00,0.00,0.14,0.06,0.20,0.14,0.20
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,25,1996,31,27,"2,451",27.2,1,2,3,1,0,0,6,0,0.9,0.9,1.7,2.6,20,93,46,0.04,0.07,0.11,0.04,0.11,0.03,0.06,0.10,0.03,0.10
Lilian Egloff,GER,"MF,FW",Stuttgart,Bundesliga,19,2002,10,2,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.7,8,7,22,0.00,0.00,0.00,0.00,0.00,0.13,0.15,0.28,0.13,0.28
Íñigo Eguaras,ESP,MF,Almería,La Liga,30,1992,25,10,967,10.7,1,1,2,1,0,0,6,0,1.0,1.0,0.6,1.7,8,61,7,0.09,0.09,0.19,0.09,0.19,0.10,0.06,0.16,0.10,0.16
Kingsley Ehizibue,NED,DF,Udinese,Serie A,27,1995,27,16,"1,535",17.1,2,0,2,2,0,0,7,0,2.0,2.0,0.9,3.0,29,40,69,0.12,0.00,0.12,0.12,0.12,0.12,0.06,0.17,0.12,0.17
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,27,1995,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Julian Eitschberger,GER,FW,Hertha BSC,Bundesliga,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Chidera Ejuke,NGA,"FW,MF",Hertha BSC,Bundesliga,24,1998,20,9,890,9.9,0,3,3,0,0,0,0,0,1.5,1.5,1.3,2.7,38,39,67,0.00,0.30,0.30,0.00,0.30,0.15,0.13,0.28,0.15,0.28
Albin Ekdal,SWE,MF,Spezia,Serie A,33,1989,31,18,"1,734",19.3,0,2,2,0,0,0,6,1,2.9,2.9,1.6,4.4,15,80,35,0.00,0.10,0.10,0.00,0.10,0.15,0.08,0.23,0.15,0.23
Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,20,2002,25,12,"1,155",12.8,3,4,7,3,0,0,0,0,3.7,3.7,1.6,5.3,23,23,84,0.23,0.31,0.55,0.23,0.55,0.29,0.13,0.42,0.29,0.42
Emmanuel Ekong,SWE,"FW,MF",Empoli,Serie A,20,2002,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20
Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20,2002,16,5,426,4.7,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,12,8,28,0.00,0.21,0.21,0.00,0.21,0.15,0.19,0.34,0.15,0.34
Alberth Elis,HON,"MF,FW",Brest,Ligue 1,26,1996,10,2,257,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,8,4,19,0.00,0.00,0.00,0.00,0.00,0.18,0.06,0.24,0.18,0.24
Mikael Ellertsson,ISL,"MF,DF",Spezia,Serie A,20,2002,11,1,171,1.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,3,3,4,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,19,2003,32,18,"1,613",17.9,1,2,3,1,0,0,2,0,2.1,2.1,3.5,5.6,54,142,129,0.06,0.11,0.17,0.06,0.17,0.12,0.20,0.31,0.12,0.31
Elif Elmas,MKD,"FW,MF",Napoli,Serie A,22,1999,36,14,"1,627",18.1,6,3,9,5,1,1,5,0,4.0,3.3,1.9,5.2,42,73,103,0.33,0.17,0.50,0.28,0.44,0.22,0.11,0.33,0.18,0.29
Mohamed Elneny,EGY,MF,Arsenal,Premier League,30,1992,5,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,25,16,"1,449",16.1,0,1,1,0,0,0,5,1,0.7,0.7,1.1,1.8,21,52,19,0.00,0.06,0.06,0.00,0.06,0.04,0.07,0.11,0.04,0.11
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,25,1996,32,32,"2,826",31.4,3,0,3,3,0,0,2,0,2.6,2.6,0.3,2.9,20,83,5,0.10,0.00,0.10,0.10,0.10,0.08,0.01,0.09,0.08,0.09
Rodrigo Ely,BRA,DF,Almería,La Liga,28,1993,36,36,"3,155",35.1,0,1,1,0,0,0,10,1,1.0,1.0,0.8,1.8,6,52,4,0.00,0.03,0.03,0.00,0.03,0.03,0.02,0.05,0.03,0.05
Mohamed Elyounoussi,NOR,"MF,FW",Southampton,Premier League,27,1994,33,27,"2,168",24.1,1,1,2,1,0,0,4,0,3.5,3.5,2.1,5.6,56,50,98,0.04,0.04,0.08,0.04,0.08,0.15,0.09,0.23,0.15,0.23
Adri Embarba,ESP,"FW,MF",Almería,La Liga,30,1992,29,18,"1,472",16.4,4,3,7,3,1,1,5,1,3.8,3.1,3.4,6.4,62,47,115,0.24,0.18,0.43,0.18,0.37,0.23,0.21,0.44,0.19,0.39
Adri Embarba,ESP,FW,Espanyol,La Liga,30,1992,1,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20
Breel Embolo,SUI,FW,Monaco,Ligue 1,25,1997,32,19,"1,859",20.7,12,2,14,12,0,1,3,0,8.5,7.6,3.2,10.8,24,52,159,0.58,0.10,0.68,0.58,0.68,0.41,0.16,0.57,0.37,0.52
Emerson,BRA,DF,Tottenham,Premier League,23,1999,26,20,"1,735",19.3,2,1,3,2,0,0,2,1,1.7,1.7,0.6,2.3,47,80,103,0.10,0.05,0.16,0.10,0.16,0.09,0.03,0.12,0.09,0.12
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25,1997,31,17,"1,661",18.5,8,1,9,8,0,0,4,0,8.1,8.1,1.1,9.2,16,12,71,0.43,0.05,0.49,0.43,0.49,0.44,0.06,0.50,0.44,0.50
Julio Enciso,PAR,"FW,MF",Brighton,Premier League,18,2004,20,7,806,9.0,4,2,6,4,0,0,1,0,4.0,4.0,1.7,5.7,39,31,74,0.45,0.22,0.67,0.45,0.67,0.45,0.19,0.64,0.45,0.64
Wataru Endo,JPN,MF,Stuttgart,Bundesliga,29,1993,33,33,"2,922",32.5,5,4,9,5,0,0,3,0,3.8,3.8,4.7,8.5,32,171,67,0.15,0.12,0.28,0.15,0.28,0.12,0.15,0.26,0.12,0.26
Arne Engels,BEL,MF,Augsburg,Bundesliga,18,2003,18,18,"1,440",16.0,0,3,3,0,0,0,5,0,0.6,0.6,2.2,2.8,9,57,25,0.00,0.19,0.19,0.00,0.19,0.04,0.14,0.17,0.04,0.17
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,30,1992,28,25,"2,048",22.8,1,8,9,1,0,0,3,0,5.0,5.0,4.2,9.2,23,164,66,0.04,0.35,0.40,0.04,0.40,0.22,0.19,0.40,0.22,0.40
Martin Erlic,CRO,DF,Sassuolo,Serie A,24,1998,28,26,"2,330",25.9,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,7,65,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Tjark Ernst,GER,GK,Hertha BSC,Bundesliga,19,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gonzalo Escalante,ARG,MF,Cremonese,Serie A,29,1993,9,7,555,6.2,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,3,30,8,0.00,0.16,0.16,0.00,0.16,0.03,0.04,0.07,0.03,0.07
Gonzalo Escalante,ARG,MF,Cádiz,La Liga,29,1993,14,13,"1,121",12.5,4,1,5,4,0,0,4,0,3.5,3.5,1.5,5.0,3,50,12,0.32,0.08,0.40,0.32,0.40,0.28,0.12,0.40,0.28,0.40
Sergio Escudero,ESP,DF,Valladolid,La Liga,32,1989,23,17,"1,439",16.0,1,0,1,1,0,0,3,0,1.5,1.5,1.8,3.3,17,40,37,0.06,0.00,0.06,0.06,0.06,0.09,0.11,0.20,0.09,0.20
Alfonso Espino,URU,DF,Cádiz,La Liga,30,1992,36,35,"3,122",34.7,0,4,4,0,0,0,7,0,1.5,1.5,4.2,5.7,53,107,129,0.00,0.12,0.12,0.00,0.12,0.04,0.12,0.16,0.04,0.16
Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,20,14,"1,225",13.6,1,1,2,1,0,0,5,0,1.2,1.2,0.0,1.2,8,36,3,0.07,0.07,0.15,0.07,0.15,0.09,0.00,0.09,0.09,0.09
Salvatore Esposito,ITA,MF,Spezia,Serie A,21,2000,15,10,971,10.8,1,0,1,1,0,0,5,1,0.7,0.7,1.5,2.2,4,51,11,0.09,0.00,0.09,0.09,0.09,0.06,0.14,0.21,0.06,0.21
Maxime Estève,FRA,DF,Montpellier,Ligue 1,20,2002,23,18,"1,646",18.3,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.6,9,44,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Pervis Estupiñán,ECU,DF,Brighton,Premier League,24,1998,35,31,"2,675",29.7,1,5,6,1,0,0,4,0,1.7,1.7,5.4,7.1,91,157,183,0.03,0.17,0.20,0.03,0.20,0.06,0.18,0.24,0.06,0.24
Jonny Evans,NIR,DF,Leicester City,Premier League,34,1988,13,12,"1,051",11.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,35,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Edu Expósito,ESP,MF,Espanyol,La Liga,25,1996,28,13,"1,160",12.9,2,2,4,2,0,0,3,1,0.9,0.9,2.4,3.3,19,72,59,0.16,0.16,0.31,0.16,0.31,0.07,0.18,0.25,0.07,0.25
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,24,1998,38,30,"2,636",29.3,10,4,14,9,1,1,3,0,7.3,6.5,4.3,10.8,69,131,129,0.34,0.14,0.48,0.31,0.44,0.25,0.15,0.39,0.22,0.37
Kimberly Ezekwem,GER,DF,Freiburg,Bundesliga,21,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nicolás Ezequiel Fernández,ARG,"MF,DF",Elche,La Liga,22,2000,18,3,514,5.7,0,1,1,0,0,0,2,0,0.4,0.4,0.8,1.2,21,29,53,0.00,0.18,0.18,0.00,0.18,0.07,0.14,0.22,0.07,0.22
Abde Ezzalzouli,MAR,"FW,MF",Osasuna,La Liga,20,2001,28,19,"1,504",16.7,4,2,6,4,0,0,4,2,2.7,2.7,1.9,4.6,93,44,136,0.24,0.12,0.36,0.24,0.36,0.16,0.11,0.27,0.16,0.27
Łukasz Fabiański,POL,GK,West Ham,Premier League,37,1985,36,36,"3,111",34.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fabinho,BRA,MF,Liverpool,Premier League,28,1993,36,31,"2,671",29.7,0,2,2,0,0,0,11,0,0.7,0.7,2.1,2.9,15,161,39,0.00,0.07,0.07,0.00,0.07,0.02,0.07,0.10,0.02,0.10
Fábio,BRA,"DF,MF",Nantes,Ligue 1,32,1990,6,3,224,2.5,0,0,0,0,0,0,1,1,0.2,0.2,0.6,0.8,4,11,18,0.00,0.00,0.00,0.00,0.00,0.08,0.24,0.32,0.08,0.32
Noah Fadiga,SEN,DF,Brest,Ligue 1,22,1999,21,16,"1,308",14.5,1,0,1,1,0,0,2,0,0.7,0.7,0.1,0.8,43,63,36,0.07,0.00,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06
Wout Faes,BEL,DF,Leicester City,Premier League,24,1998,31,31,"2,786",31.0,1,2,3,1,0,0,6,1,1.2,1.2,0.6,1.8,11,74,2,0.03,0.06,0.10,0.03,0.10,0.04,0.02,0.06,0.04,0.06
Wout Faes,BEL,DF,Reims,Ligue 1,24,1998,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nicolò Fagioli,ITA,MF,Juventus,Serie A,21,2001,26,17,"1,520",16.9,3,3,6,3,0,0,3,0,1.5,1.5,1.3,2.8,27,56,56,0.18,0.18,0.36,0.18,0.36,0.09,0.08,0.17,0.09,0.17
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,33,1988,12,12,"1,025",11.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Romain Faivre,FRA,"MF,FW",Lorient,Ligue 1,24,1998,16,14,"1,246",13.8,5,3,8,5,0,0,0,0,2.7,2.7,2.1,4.8,77,67,66,0.36,0.22,0.58,0.36,0.58,0.19,0.15,0.34,0.19,0.34
Romain Faivre,FRA,MF,Lyon,Ligue 1,24,1998,10,3,300,3.3,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,14,24,16,0.00,0.30,0.30,0.00,0.30,0.05,0.09,0.14,0.05,0.14
Radamel Falcao,COL,"FW,MF",Rayo Vallecano,La Liga,36,1986,27,3,616,6.8,2,0,2,1,1,1,4,0,2.9,2.1,0.1,2.2,2,14,53,0.29,0.00,0.29,0.15,0.15,0.42,0.01,0.43,0.30,0.32
Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,38,38,"3,420",38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Fali,ESP,"DF,MF",Cádiz,La Liga,28,1993,25,22,"1,714",19.0,0,0,0,0,0,0,6,0,0.6,0.6,0.2,0.8,9,56,10,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Fallou Fall,SEN,DF,Reims,Ligue 1,18,2004,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mamadou Fall,SEN,DF,Villarreal,La Liga,19,2002,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,30,1991,23,19,"1,485",16.5,2,3,5,2,0,0,7,0,2.7,2.7,1.0,3.7,11,54,33,0.12,0.18,0.30,0.12,0.30,0.17,0.06,0.23,0.17,0.23
Ansu Fati,ESP,FW,Barcelona,La Liga,19,2002,36,12,"1,393",15.5,7,3,10,7,0,0,3,0,9.1,9.1,1.7,10.7,47,48,178,0.45,0.19,0.65,0.45,0.65,0.59,0.11,0.69,0.59,0.69
Khalil Fayad,FRA,MF,Montpellier,Ligue 1,18,2004,24,7,718,8.0,0,2,2,0,0,0,1,1,0.5,0.5,1.4,1.9,9,22,11,0.00,0.25,0.25,0.00,0.25,0.06,0.17,0.24,0.06,0.24
Cheikh Faye,SEN,FW,Montpellier,Ligue 1,23,1999,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Federico Fazio,ARG,DF,Salernitana,Serie A,35,1987,14,12,"1,074",11.9,1,0,1,1,0,0,2,1,0.7,0.7,0.1,0.8,13,40,4,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07
Jacopo Fazzini,ITA,MF,Empoli,Serie A,19,2003,21,8,825,9.2,0,0,0,0,0,0,4,0,1.0,1.0,0.9,1.9,11,21,40,0.00,0.00,0.00,0.00,0.00,0.11,0.09,0.20,0.11,0.20
Zouhair Feddal,MAR,DF,Valladolid,La Liga,33,1989,8,4,375,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,5,0,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,15,12,961,10.7,2,2,4,1,1,1,4,1,2.4,1.6,2.7,4.4,42,41,76,0.19,0.19,0.37,0.09,0.28,0.23,0.26,0.48,0.15,0.41
Felipe,BRA,DF,Nott'ham Forest,Premier League,33,1989,16,15,"1,418",15.8,0,1,1,0,0,0,4,0,1.2,1.2,0.9,2.1,3,22,4,0.00,0.06,0.06,0.00,0.06,0.07,0.06,0.13,0.07,0.13
Felipe,BRA,DF,Atlético Madrid,La Liga,33,1989,3,2,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,20,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Luiz Felipe,ITA,DF,Betis,La Liga,25,1997,23,22,"1,763",19.6,0,0,0,0,0,0,3,3,0.2,0.2,0.3,0.5,1,42,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
João Félix,POR,"FW,MF",Chelsea,Premier League,22,1999,16,11,941,10.5,4,0,4,4,0,0,1,1,4.9,4.9,0.5,5.4,34,47,79,0.38,0.00,0.38,0.38,0.38,0.47,0.05,0.52,0.47,0.52
João Félix,POR,"FW,MF",Atlético Madrid,La Liga,22,1999,14,7,650,7.2,4,3,7,4,0,0,5,0,2.6,2.6,1.4,4.0,17,27,42,0.55,0.42,0.97,0.55,0.97,0.36,0.20,0.56,0.36,0.56
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,24,1997,19,16,"1,450",16.1,0,1,1,0,0,0,3,1,0.3,0.3,0.3,0.6,12,52,5,0.00,0.06,0.06,0.00,0.06,0.02,0.02,0.04,0.02,0.04
Kiko Femenía,ESP,DF,Villarreal,La Liga,31,1991,20,13,"1,133",12.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.7,36,66,47,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.00,0.06
Evan Ferguson,IRL,FW,Brighton,Premier League,17,2004,19,10,950,10.6,6,2,8,6,0,0,1,0,5.3,5.3,0.7,6.1,11,14,58,0.57,0.19,0.76,0.57,0.76,0.51,0.07,0.57,0.51,0.57
Lewis Ferguson,SCO,"MF,FW",Bologna,Serie A,22,1999,32,27,"2,314",25.7,7,0,7,7,0,0,4,0,4.7,4.7,1.0,5.7,31,88,114,0.27,0.00,0.27,0.27,0.27,0.18,0.04,0.22,0.18,0.22
Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,27,1994,37,37,"3,316",36.8,8,8,16,6,2,2,6,0,9.3,7.7,16.7,24.4,89,263,231,0.22,0.22,0.43,0.16,0.38,0.25,0.45,0.71,0.21,0.66
Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,26,1996,32,28,"2,437",27.1,0,3,3,0,0,0,4,0,0.7,0.7,1.3,1.9,15,67,23,0.00,0.11,0.11,0.00,0.11,0.02,0.05,0.07,0.02,0.07
Aitor Fernández,ESP,GK,Osasuna,La Liga,31,1991,21,21,"1,890",21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Álex Fernández,ESP,"MF,FW",Cádiz,La Liga,29,1992,28,17,"1,576",17.5,3,0,3,2,1,1,0,0,2.7,1.9,1.6,3.4,19,69,26,0.17,0.00,0.17,0.11,0.11,0.15,0.09,0.24,0.11,0.20
Álvaro Fernández,ESP,GK,Espanyol,La Liga,24,1998,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,26,1996,24,8,631,7.0,1,0,1,1,0,0,6,0,2.4,2.4,0.6,2.9,9,13,54,0.14,0.00,0.14,0.14,0.14,0.34,0.08,0.42,0.34,0.42
Enzo Fernández,ARG,MF,Chelsea,Premier League,21,2001,18,18,"1,547",17.2,0,2,2,0,0,0,3,0,0.8,0.8,2.4,3.2,22,168,18,0.00,0.12,0.12,0.00,0.12,0.05,0.14,0.19,0.05,0.19
Federico Fernández,ARG,DF,Elche,La Liga,33,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Joaquín Fernández,ESP,DF,Valladolid,La Liga,26,1996,27,24,"2,156",24.0,1,0,1,1,0,0,4,0,0.5,0.5,0.1,0.6,6,42,3,0.04,0.00,0.04,0.04,0.04,0.02,0.00,0.03,0.02,0.03
Valery Fernández,ESP,"MF,DF",Girona,La Liga,22,1999,25,7,967,10.7,0,2,2,0,0,0,1,0,0.7,0.7,1.2,1.9,18,20,84,0.00,0.19,0.19,0.00,0.19,0.07,0.11,0.18,0.07,0.18
Fernando,ESP,GK,Almería,La Liga,32,1990,37,37,"3,285",36.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fernando,BRA,"MF,DF",Sevilla,La Liga,35,1987,22,19,"1,577",17.5,0,1,1,0,0,0,3,1,0.2,0.2,0.7,0.9,6,67,13,0.00,0.06,0.06,0.00,0.06,0.01,0.04,0.05,0.01,0.05
Alex Ferrari,ITA,DF,Sampdoria,Serie A,28,1994,12,10,868,9.6,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.5,7,25,3,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Alex Ferrari,ITA,DF,Cremonese,Serie A,28,1994,16,13,"1,007",11.2,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,2,27,5,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Salvador Ferrer,ESP,DF,Spezia,Serie A,24,1998,5,0,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,30,1992,34,32,"2,738",30.4,1,2,3,1,0,0,7,1,0.8,0.8,3.0,3.8,37,209,42,0.03,0.07,0.10,0.03,0.10,0.03,0.10,0.13,0.03,0.13
Fidel,ESP,"MF,FW",Elche,La Liga,32,1989,27,21,"1,714",19.0,3,2,5,2,1,1,5,0,2.3,1.5,2.3,3.8,53,139,90,0.16,0.11,0.26,0.11,0.21,0.12,0.12,0.24,0.08,0.20
Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,2,0,47,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,4,4,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,32,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Roberto Firmino,BRA,"FW,MF",Liverpool,Premier League,30,1991,25,13,"1,213",13.5,11,4,15,11,0,0,0,0,5.5,5.5,2.5,8.0,16,78,96,0.82,0.30,1.11,0.82,1.11,0.41,0.19,0.59,0.41,0.59
Junior Firpo,DOM,DF,Leeds United,Premier League,25,1996,19,14,"1,368",15.2,1,1,2,1,0,0,6,1,0.1,0.1,0.8,0.9,20,54,34,0.07,0.07,0.13,0.07,0.13,0.01,0.05,0.06,0.01,0.06
Kilian Fischer,GER,"DF,FW",Wolfsburg,Bundesliga,21,2000,10,5,502,5.6,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,6,23,21,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13
Mark Flekken,NED,GK,Freiburg,Bundesliga,29,1993,34,34,"3,060",34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Florian Flick,GER,MF,Schalke 04,Bundesliga,22,2000,8,5,512,5.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,12,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Alexis Flips,FRA,"FW,MF",Reims,Ligue 1,22,2000,33,28,"1,978",22.0,4,6,10,4,0,0,3,1,3.9,3.9,6.2,10.0,23,110,162,0.18,0.27,0.46,0.18,0.46,0.18,0.28,0.46,0.18,0.46
Alessandro Florenzi,ITA,DF,Milan,Serie A,31,1991,6,2,203,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.5,1.2,1,10,19,0.00,0.00,0.00,0.00,0.00,0.34,0.21,0.54,0.34,0.54
Phil Foden,ENG,FW,Manchester City,Premier League,22,2000,32,22,"1,842",20.5,11,6,17,11,0,0,1,0,5.9,5.9,4.7,10.6,68,88,275,0.54,0.29,0.83,0.54,0.83,0.29,0.23,0.52,0.29,0.52
Seko Fofana,CIV,MF,Lens,Ligue 1,27,1995,35,34,"3,073",34.1,7,5,12,6,1,2,2,0,9.3,7.7,3.6,11.3,117,165,233,0.21,0.15,0.35,0.18,0.32,0.27,0.11,0.38,0.22,0.33
Wesley Fofana,FRA,DF,Leicester City,Premier League,21,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,6,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Wesley Fofana,FRA,DF,Chelsea,Premier League,21,2000,15,12,"1,183",13.1,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,29,43,12,0.08,0.00,0.08,0.08,0.08,0.05,0.00,0.06,0.05,0.06
Yahia Fofana,CIV,GK,Angers,Ligue 1,21,2000,11,11,990,11.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,23,1999,36,35,"3,086",34.3,2,2,4,2,0,0,4,2,2.8,2.8,4.4,7.2,81,238,71,0.06,0.06,0.12,0.06,0.12,0.08,0.13,0.21,0.08,0.21
Thomas Foket,BEL,DF,Reims,Ligue 1,27,1994,24,23,"1,976",22.0,0,1,1,0,0,0,0,0,0.1,0.1,2.8,2.9,56,94,154,0.00,0.05,0.05,0.00,0.05,0.01,0.13,0.13,0.01,0.13
José Fonte,POR,DF,Lille,Ligue 1,38,1983,31,30,"2,592",28.8,1,0,1,1,0,0,7,0,1.4,1.4,0.4,1.8,7,99,8,0.03,0.00,0.03,0.03,0.03,0.05,0.01,0.06,0.05,0.06
