Player,Nation,Pos,Squad,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Trent Alexander-Arnold,ENG,DF,Liverpool,24,1998,3.1,309,264,45,9,3,4,25,27,9,3,5,0,244,0,4
Sotiris Alexandropoulos,GRE,"MF,FW",Olympiacos,21,2001,2.7,77,75,1,1,0,1,2,0,0,0,0,0,64,1,1
Alisson,BRA,GK,Liverpool,30,1992,2.0,142,129,13,4,0,0,0,0,0,0,0,0,125,0,0
Barış Alper Yılmaz,TUR,"FW,DF",Galatasaray,23,2000,2.0,56,50,6,0,0,0,4,6,0,0,0,0,41,0,2
Adrià Altimira,ESP,DF,Villarreal,22,2001,3.1,214,190,23,3,0,2,9,20,0,0,0,0,185,1,2
Edson Álvarez,MEX,MF,West Ham,25,1997,5.5,307,294,13,10,1,0,0,3,0,0,0,0,270,0,4
Mohamed Aly Camara,GUI,DF,Young Boys,25,1997,1.0,44,42,2,1,0,0,0,0,0,0,0,0,41,0,2
Romeo Amane,CIV,MF,Häcken,20,2003,4.1,212,206,5,3,1,0,3,2,0,0,0,0,180,1,4
Jaydon Amauri Banel,NED,MF,Ajax,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aurele Amenda,SUI,DF,Young Boys,20,2003,2.0,104,99,4,2,0,0,0,0,0,0,0,0,86,1,0
Michael Amir Murillo,PAN,"DF,MF",Marseille,27,1996,3.1,168,141,27,7,1,0,3,20,0,0,0,0,141,0,0
Mohamed Amoura,ALG,FW,Union SG,23,2000,4.9,98,93,5,0,1,1,10,2,0,0,0,0,62,0,6
Nordin Amrabat,MAR,"MF,FW",AEK Athens,36,1987,5.1,160,144,12,1,0,5,24,8,3,1,1,0,106,4,5
Andrés Andrade Cedeño,PAN,DF,LASK,24,1998,5.2,227,212,12,9,1,0,4,3,0,0,0,0,173,3,2
Leandro Andrade,CPV,"FW,MF",Qarabağ,23,1999,8.7,224,221,3,0,1,0,11,1,0,0,0,0,166,0,6
Patrick Andrade,CPV,MF,Qarabağ,30,1993,2.8,78,76,1,1,1,0,0,0,0,0,0,0,70,1,1
Markus Andreas Kaasa,NOR,MF,Molde,26,1997,4.0,152,150,2,2,0,0,0,0,0,0,0,0,122,0,3
Robert Andrich,GER,"MF,DF",Leverkusen,28,1994,8.4,620,611,6,5,2,1,5,0,0,0,0,0,561,3,2
Angeliño,ESP,"DF,FW",Roma,26,1997,1.5,66,55,11,2,0,0,9,8,1,0,1,0,46,0,1
Goran Antonić,SRB,DF,TSC Bačka Top,32,1990,4.7,210,192,17,9,0,0,0,2,0,0,0,0,174,1,2
Michail Antonio,JAM,FW,West Ham,33,1990,3.6,68,63,5,0,0,1,3,2,0,0,0,0,43,0,2
Alexis Antunes,SUI,"MF,FW",Servette FC,23,2000,3.2,90,88,2,0,0,1,1,2,0,0,0,0,69,0,3
Houssem Aouar,ALG,MF,Roma,25,1998,4.4,161,156,4,2,2,0,1,1,1,1,0,0,138,1,6
Ayman Aourir,GER,MF,Leverkusen,18,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kostas Apostolakis,GRE,DF,Sheriff Tiraspol,24,1999,2.2,76,56,19,2,0,0,0,17,0,0,0,0,64,1,1
Youssef El-Arabi,MAR,FW,Olympiacos,36,1987,0.4,11,11,0,0,0,0,1,0,0,0,0,0,9,0,0
Willian Arão,BRA,"MF,DF",Panathinaikos,30,1992,4.3,252,243,9,9,0,2,0,0,0,0,0,0,223,0,1
Sergio Araujo,ARG,"MF,FW",AEK Athens,31,1992,2.3,70,69,1,0,1,3,1,1,0,0,0,0,49,0,2
Alphonse Areola,FRA,GK,West Ham,30,1993,1.0,29,17,12,1,0,0,0,0,0,0,0,0,26,0,0
Zoran Arsenić,CRO,DF,RKS Raków,29,1994,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1
Alejandro Artunduaga,COL,DF,Sheriff Tiraspol,25,1997,5.5,225,183,41,6,0,0,3,35,0,0,0,0,172,1,6
Lorenz Assignon,TOG,DF,Rennes,23,2000,4.0,198,163,34,1,0,0,11,33,0,0,0,0,159,1,5
Giorgos Athanasiadis,GRE,GK,AEK Athens,30,1993,2.4,73,51,20,2,0,0,0,0,0,0,0,0,63,2,1
Noah Atubolu,GER,GK,Freiburg,21,2002,10.3,507,420,87,24,0,0,0,0,0,0,0,0,388,0,0
Pierre-Emerick Aubameyang,GAB,FW,Marseille,34,1989,11.4,257,239,17,0,3,1,17,2,0,0,0,0,183,1,4
Fredrik Aursnes,NOR,DF,Benfica,27,1995,5.6,329,294,35,3,0,6,11,32,0,0,0,0,254,0,15
Gastón Ávila,ARG,DF,Ajax,21,2001,1.0,103,86,17,7,0,0,0,0,0,0,0,0,74,0,2
Nəriman Axundzadə,AZE,FW,Qarabağ,19,2004,0.7,16,11,4,0,0,0,1,0,0,0,0,0,14,1,0
Kaan Ayhan,TUR,DF,Galatasaray,28,1994,1.4,77,61,15,1,0,0,2,14,0,0,0,0,64,1,0
Neil El Aynaoui,FRA,MF,Lens,22,2001,2.3,70,70,0,0,0,0,1,0,0,0,0,0,58,0,1
Irakli Azarov,GEO,DF,Shakhtar,21,2002,1.9,99,82,17,2,0,4,0,15,0,0,0,0,82,0,2
Sardar Azmoun,IRN,FW,Roma,28,1995,1.9,31,29,2,0,0,0,2,0,0,0,0,0,17,0,3
Sanoussy Ba,GER,"DF,MF",LASK,19,2004,0.1,8,6,2,0,0,0,0,2,0,0,0,0,7,0,0
Shavy Babicka,GAB,"FW,MF",Toulouse,23,2000,0.4,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0
Shavy Babicka,GAB,FW,Aris Limassol FC,23,2000,3.9,78,75,3,1,0,0,7,0,0,0,0,0,53,0,5
Cédric Badolo,BFA,MF,Sheriff Tiraspol,24,1998,4.4,171,168,3,2,1,2,1,1,0,0,0,0,136,0,4
Alex Baena,ESP,"FW,MF",Villarreal,22,2001,4.6,158,134,23,8,0,2,27,3,12,3,8,0,105,1,3
Alexander Bah,DEN,DF,Benfica,25,1997,5.6,365,304,60,2,0,0,9,58,0,0,0,0,267,1,13
Eric Bailly,CIV,DF,Villarreal,29,1994,1.6,83,77,6,6,0,0,0,0,0,0,0,0,76,0,1
Stefan Bajcetic,ESP,DF,Liverpool,18,2004,0.7,51,44,7,1,0,1,1,5,1,1,0,0,43,0,1
Mitchel Bakker,NED,DF,Atalanta,23,2000,1.7,114,96,18,1,0,1,7,17,0,0,0,0,80,0,1
Tommaso Baldanzi,ITA,"FW,MF",Roma,20,2003,1.5,40,39,1,1,0,0,2,0,0,0,0,0,30,0,1
Carlos Baleba,CMR,MF,Brighton,19,2004,0.7,62,60,1,1,0,0,0,0,0,0,0,0,55,1,0
Leonardo Balerdi,ARG,DF,Marseille,24,1999,11.4,590,554,35,21,0,8,1,4,0,0,0,0,493,1,4
Husein Balic,AUT,FW,LASK,27,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David von Ballmoos,SUI,GK,Young Boys,28,1994,2.0,82,69,11,1,0,0,0,0,0,0,0,0,58,2,0
Simon Banza,COD,FW,Braga,26,1996,2.3,25,25,0,0,0,0,1,0,0,0,0,0,11,0,2
Abdülkerim Bardakcı,TUR,DF,Galatasaray,28,1994,1.4,84,78,6,3,0,0,1,0,0,0,0,0,71,0,0
Borna Barišić,CRO,DF,Rangers,30,1992,5.0,286,194,92,10,0,2,35,67,15,7,6,0,210,0,7
Anthony Baron,GLP,"DF,MF",Servette FC,30,1992,1.4,105,89,16,6,0,0,3,10,0,0,0,0,80,0,2
Marc Bartra,ESP,DF,Betis,32,1991,1.0,42,39,2,2,0,0,0,0,0,0,0,0,34,1,0
Toral Bayramov,AZE,"DF,FW",Qarabağ,22,2001,3.7,117,91,26,3,0,1,5,22,1,0,1,0,85,0,1
Chris Bedia,CIV,FW,Servette FC,27,1996,4.4,57,47,10,0,0,0,0,0,0,0,0,0,45,0,3
Thomas Beelen,NED,DF,Feyenoord,22,2001,2.3,119,114,5,5,0,0,0,0,0,0,0,0,109,0,1
Yanis Begraoui,MAR,"FW,MF",Toulouse,22,2001,0.4,18,18,0,0,0,0,0,0,0,0,0,0,12,0,2
Héctor Bellerín,ESP,DF,Betis,28,1995,2.0,98,75,23,0,0,0,4,23,0,0,0,0,82,0,2
George Bello,USA,"MF,DF",LASK,21,2002,4.0,185,143,41,1,0,0,11,40,0,0,0,0,138,1,10
Jeanuël Belocian,FRA,DF,Rennes,18,2005,2.1,100,95,5,5,0,0,0,0,0,0,0,0,94,0,1
Andrea Belotti,ITA,FW,Roma,29,1993,3.0,70,67,2,0,1,0,1,1,0,0,0,0,55,1,2
Leo Bengtsson,SWE,"FW,MF",Aris Limassol FC,25,1998,5.1,118,115,3,0,0,1,8,3,0,0,0,0,80,0,2
Ismaël Bennacer,ALG,MF,Milan,25,1997,2.0,126,125,1,1,0,0,1,0,0,0,0,0,116,0,2
Saïd Benrahma,ALG,"FW,MF",West Ham,27,1995,3.4,145,140,5,0,1,0,12,3,0,0,0,0,107,0,4
Yassine Benzia,ALG,MF,Qarabağ,28,1994,8.0,330,283,46,8,1,4,36,0,24,8,7,0,258,1,7
Gustav Berggren,SWE,MF,RKS Raków,25,1997,4.9,203,197,5,3,1,2,0,2,0,0,0,0,160,1,4
Steven Berghuis,NED,"MF,FW",Ajax,31,1991,4.3,217,189,27,6,1,1,20,5,15,4,4,1,160,1,6
Steven Bergwijn,NED,FW,Ajax,25,1997,4.8,132,118,14,0,2,0,2,11,3,0,0,0,114,0,5
Veton Berisha,NOR,FW,Molde,29,1994,2.2,53,51,1,0,0,0,1,1,0,0,0,0,42,1,2
Bernard,BRA,"FW,MF",Panathinaikos,30,1992,5.0,250,222,26,5,2,4,23,1,17,6,7,0,188,2,7
Pep Biel,ESP,MF,Olympiacos,26,1996,0.8,23,22,1,0,0,0,2,0,1,0,1,0,16,0,0
El Bilal Touré,MLI,"FW,MF",Atalanta,21,2001,0.4,15,15,0,0,1,0,1,0,0,0,0,0,9,0,0
Veljko Birmančević,SRB,"FW,MF",Sparta Prague,25,1998,7.1,220,176,42,5,2,0,29,22,12,8,3,0,127,2,20
Martin Bjørnbak,NOR,DF,Molde,31,1992,2.5,109,107,2,2,0,0,0,0,0,0,0,0,94,0,0
Rubén Blanco,ESP,GK,Marseille,28,1995,1.0,37,28,9,5,0,0,0,0,0,0,0,0,29,0,0
Ludovic Blas,FRA,"FW,MF",Rennes,25,1997,4.1,123,112,11,6,0,1,18,0,5,4,0,0,100,0,0
Lewin Blum,SUI,DF,Young Boys,22,2001,1.3,64,55,9,0,0,0,1,9,0,0,0,0,45,0,0
Eric Boakye,GHA,DF,Aris Limassol FC,23,1999,2.2,94,76,17,3,0,0,1,12,0,0,0,0,66,1,7
Bendegúz Bolla,HUN,"MF,DF",Servette FC,23,1999,4.7,203,160,43,2,0,0,26,33,8,7,1,0,132,0,3
Valerii Bondar,UKR,DF,Shakhtar,24,1999,1.0,56,55,1,0,0,0,0,1,0,0,0,0,54,0,0
Artem Bondarenko,UKR,MF,Shakhtar,22,2000,1.9,93,92,1,1,0,0,1,0,0,0,0,0,83,0,2
Giovanni Bonfanti,ITA,DF,Atalanta,20,2003,1.0,39,37,2,2,0,0,0,0,0,0,0,0,36,0,0
Victor Boniface,NGA,FW,Leverkusen,22,2000,4.2,101,97,3,0,5,1,0,0,0,0,0,0,71,1,4
Jan Bořil,CZE,"DF,MF",Slavia Prague,32,1991,2.2,142,116,26,4,0,0,3,22,0,0,0,0,115,0,4
Cristian Borja,COL,DF,Braga,30,1993,1.7,102,77,25,1,0,0,8,23,1,0,0,0,78,0,4
Aleksandar Borković,AUT,DF,Sturm Graz,24,1999,0.8,34,33,1,0,0,0,0,0,0,0,0,0,30,0,0
Dan Boţan,MDA,MF,Sheriff Tiraspol,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,29,1994,5.2,302,257,44,14,2,2,37,2,25,10,10,0,235,1,5
Edoardo Bove,ITA,MF,Roma,21,2002,7.9,333,317,13,10,2,3,3,3,0,0,0,0,280,3,7
Jarrod Bowen,ENG,FW,West Ham,26,1996,6.1,155,145,9,1,1,1,10,3,2,1,0,0,111,1,7
Conor Bradley,NIR,DF,Liverpool,20,2003,2.6,182,152,28,5,0,0,4,23,0,0,0,0,157,2,5
Daniel Bragança,POR,MF,Sporting CP,24,1999,5.5,273,251,21,16,1,0,7,2,3,1,1,0,230,1,5
Claudio Bravo,CHI,GK,Betis,40,1983,2.0,63,44,19,8,0,2,0,0,0,0,0,0,45,0,0
Emil Breivik,NOR,MF,Molde,23,2000,5.0,204,194,9,4,0,2,9,0,5,4,1,0,160,1,10
Ben Brereton,CHI,FW,Villarreal,24,1999,2.4,57,54,3,1,1,0,2,0,0,0,0,0,48,0,2
Maximilian Breunig,GER,FW,Freiburg,22,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Alberto Brignoli,ITA,GK,Panathinaikos,31,1991,5.0,155,134,20,8,0,1,0,0,0,0,0,0,109,1,1
Brian Brobbey,NED,FW,Ajax,21,2002,5.1,75,63,12,0,0,1,0,0,0,0,0,0,59,0,3
Franz Brorsson,SWE,"DF,FW",Aris Limassol FC,27,1996,2.1,105,101,4,4,0,1,0,0,0,0,0,0,86,0,2
Morgan Brown,ENG,MF,Aris Limassol FC,23,1999,1.3,74,72,2,2,0,0,0,0,0,0,0,0,61,0,1
Bruma,POR,"DF,MF",Braga,28,1994,0.6,26,24,2,0,0,0,2,2,0,0,0,0,20,0,1
Isak Brusberg,SWE,MF,Häcken,16,2006,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Facundo Buonanotte,ARG,"MF,FW",Brighton,18,2004,2.4,97,94,3,2,0,0,1,1,0,0,0,0,87,0,5
Mick van Buren,NED,FW,Slavia Prague,30,1992,2.4,93,89,4,0,1,0,4,0,0,0,0,0,65,0,6
Christian Burgess,ENG,DF,Union SG,31,1991,6.0,261,253,8,7,0,2,0,1,0,0,0,0,213,0,0
Jack Butland,ENG,GK,Rangers,30,1993,8.0,265,177,88,15,0,0,0,0,0,0,0,0,190,0,0
Arthur Cabral,BRA,FW,Benfica,25,1998,2.4,37,37,0,0,0,0,0,0,0,0,0,0,26,0,1
Caju,BRA,DF,Aris Limassol FC,28,1995,4.7,188,127,60,2,1,0,21,43,14,9,2,0,124,1,9
Davide Calabria,ITA,DF,Milan,26,1996,2.5,162,143,18,2,0,0,5,16,0,0,0,0,149,1,1
Josip Čalušić,CRO,DF,TSC Bačka Top,29,1993,4.5,284,259,23,15,1,3,0,1,0,0,0,0,217,2,5
Mohamed Camara,GUI,MF,Olympiacos,26,1997,5.9,296,286,9,9,1,5,4,0,0,0,0,0,239,1,5
Aitor Cantalapiedra,ESP,FW,Panathinaikos,27,1996,2.6,87,71,15,4,0,1,20,2,9,6,2,0,61,1,2
Todd Cantwell,ENG,"FW,MF",Rangers,25,1998,2.0,68,68,0,0,0,0,0,0,0,0,0,0,54,0,1
Étienne Capoue,FRA,MF,Villarreal,35,1988,5.2,281,269,12,10,1,1,2,2,0,0,0,0,249,0,5
Christian Cappis,USA,"MF,DF",Molde,23,1999,0.3,19,17,2,1,0,0,0,1,0,0,0,0,15,0,2
Marco Carnesecchi,ITA,GK,Atalanta,23,2000,0.9,42,35,7,0,0,0,0,0,0,0,0,0,24,0,0
Álvaro Carreras,ESP,DF,Benfica,20,2003,1.2,73,57,16,2,0,0,3,14,0,0,0,0,55,0,4
João Carvalho,POR,MF,Olympiacos,26,1997,0.3,28,26,2,2,0,0,1,0,0,0,0,0,25,0,0
Vitor Carvalho,BRA,MF,Braga,26,1997,1.4,84,82,1,1,0,0,0,0,0,0,0,0,71,1,0
William Carvalho,POR,MF,Betis,31,1992,3.4,274,267,7,7,1,3,2,0,0,0,0,0,251,0,2
Cristian Cásseres Jr.,VEN,MF,Toulouse,23,2000,5.4,189,179,10,8,1,3,3,1,0,0,0,0,153,0,7
Alessio Castro-Montes,BEL,"DF,MF",Union SG,26,1997,5.2,191,162,28,5,0,1,30,10,13,3,9,0,110,1,11
Geny Catamo,MOZ,"MF,DF",Sporting CP,22,2001,3.7,137,100,37,1,2,0,9,32,4,1,3,0,108,0,4
Marcin Cebula,POL,"FW,MF",RKS Raków,27,1995,3.3,109,94,15,2,0,0,8,6,4,2,2,0,87,0,2
Zeki Çelik,TUR,DF,Roma,26,1997,9.0,416,363,53,4,0,1,10,49,0,0,0,0,347,0,11
Luke Chambers,ENG,DF,Liverpool,19,2004,1.5,105,79,26,4,0,0,2,22,0,0,0,0,84,0,1
Jhoanner Chávez,ECU,DF,Lens,21,2002,1.2,42,30,12,0,0,0,2,12,0,0,0,0,29,0,2
Luigi Cherubini,ITA,MF,Roma,19,2004,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Tjaronn Chery,SUR,"MF,FW",Maccabi Haifa,35,1988,2.9,103,88,13,2,3,2,6,1,4,3,0,0,74,2,4
Edward Chilufya,ZAM,FW,Häcken,23,1999,5.1,84,72,12,0,0,0,2,2,0,0,0,0,74,0,3
Samuel Chukwueze,NGA,FW,Milan,24,1999,1.3,55,55,0,0,0,0,11,0,0,0,0,0,34,0,2
Mojmir Chytil,CZE,FW,Slavia Prague,24,1999,4.4,87,81,6,0,1,0,3,0,0,0,0,0,68,0,3
José Cifuentes,ECU,MF,Rangers,24,1999,2.7,143,139,3,2,0,1,4,1,0,0,0,0,123,1,3
Aleksandar Ćirković,SRB,"FW,MF",TSC Bačka Top,21,2001,2.5,47,43,4,2,0,0,8,1,1,1,0,0,28,0,3
Moustapha Cissé,GUI,FW,Atalanta,19,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Ibrahim Cissoko,NED,MF,Toulouse,20,2003,0.7,28,28,0,0,0,0,3,0,0,0,0,0,22,0,1
Bobby Clark,ENG,MF,Liverpool,18,2005,1.1,74,73,1,0,0,0,0,1,0,0,0,0,67,0,3
Jonathan Clauss,FRA,"DF,MF",Marseille,30,1992,11.1,588,447,139,12,5,1,72,95,32,0,30,0,424,2,13
Sebastián Coates,URU,DF,Sporting CP,32,1990,5.6,354,344,10,10,1,1,0,0,0,0,0,0,307,0,1
Timothé Cognat,FRA,MF,Servette FC,25,1998,3.7,192,177,14,4,0,2,8,1,4,2,0,0,155,1,2
Ebrima Colley,GAM,FW,Young Boys,23,2000,0.7,15,15,0,0,0,0,1,0,0,0,0,0,14,0,0
Santi Comesaña,ESP,MF,Villarreal,26,1996,3.6,195,191,3,3,1,0,3,0,0,0,0,0,169,1,5
Francis Coquelin,FRA,MF,Villarreal,32,1991,2.1,80,76,4,3,0,1,1,0,0,0,0,0,69,0,2
Maxwel Cornet,CIV,"FW,MF",West Ham,26,1996,0.7,25,25,0,0,0,0,1,0,0,0,0,0,21,0,2
Pierre Cornud,FRA,DF,Maccabi Haifa,26,1996,4.2,194,150,44,7,0,2,14,34,3,0,1,0,151,0,2
Joaquín Correa,ARG,"MF,FW",Marseille,28,1994,2.8,78,74,4,0,1,0,0,4,0,0,0,0,60,0,2
David Costa,POR,MF,Lens,22,2001,1.7,67,64,3,1,0,0,7,0,2,0,2,0,50,0,2
João Costa,BRA,"MF,FW",Roma,18,2005,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Logan Costa,CPV,DF,Toulouse,22,2001,7.0,340,304,35,17,0,3,6,1,0,0,0,0,263,1,4
Vladimír Coufal,CZE,DF,West Ham,30,1992,6.9,356,299,57,3,1,0,15,54,0,0,0,0,272,0,9
Aaron Cresswell,ENG,DF,West Ham,33,1989,4.6,275,238,36,3,0,0,12,28,5,0,5,0,231,1,6
Bryan Cristante,ITA,"MF,DF",Roma,28,1995,11.9,666,653,10,9,3,3,6,1,0,0,0,0,557,3,11
Enzo Crivelli,FRA,"FW,DF",Servette FC,28,1995,2.1,42,37,5,0,0,0,1,1,0,0,0,0,24,0,4
Ante Crnac,CRO,FW,RKS Raków,19,2003,3.2,70,66,4,0,0,0,0,0,0,0,0,0,52,0,1
Jorge Cuenca,ESP,DF,Villarreal,23,1999,4.1,235,214,20,4,0,5,5,10,0,0,0,0,194,1,3
Miloš Cvetković,SRB,DF,TSC Bačka Top,33,1990,5.1,200,163,37,2,0,2,12,34,1,0,1,0,149,0,7
Elvin Cəfərquliyev,AZE,DF,Qarabağ,22,2000,8.3,424,351,73,4,0,1,19,69,0,0,0,0,326,0,20
Francesco D'Alessio,ITA,MF,Roma,19,2004,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Pontus Dahbo,SWE,MF,Häcken,17,2005,1.5,72,67,5,1,0,2,5,2,2,1,0,0,58,0,4
Mahmoud Dahoud,GER,"MF,FW",Brighton,27,1996,1.8,87,85,2,1,1,1,0,0,1,0,0,0,79,0,2
Thijs Dallinga,NED,FW,Toulouse,22,2000,7.3,141,137,4,0,0,0,4,0,0,0,0,0,94,0,4
Danilo,BRA,FW,Rangers,24,1999,2.1,43,42,1,0,0,0,0,0,0,0,0,0,27,0,5
Jayden Danns,ENG,DF,Liverpool,17,2006,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Kevin Danso,AUT,DF,Lens,24,1998,1.0,66,63,3,3,0,0,0,0,0,0,0,0,63,0,0
Amadou Dante,MLI,DF,Sturm Graz,22,2000,3.1,169,130,39,3,0,2,7,36,0,0,0,0,106,0,6
Raimane Daou,COM,DF,Marseille,18,2004,0.2,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0
Ebrima Darboe,GAM,"MF,DF",LASK,22,2001,0.4,25,23,2,1,0,0,0,0,0,0,0,0,21,0,1
Dean David,ISR,"FW,MF",Maccabi Haifa,27,1996,4.3,72,65,4,0,0,0,2,0,0,0,0,0,50,3,1
Ben Davies,ENG,DF,Rangers,27,1995,6.0,324,310,14,7,0,0,2,5,2,0,2,0,269,0,3
Charles De Ketelaere,BEL,"FW,MF",Atalanta,22,2001,6.8,220,208,10,0,3,0,11,4,1,1,0,0,163,2,9
Tommaso De Nipoti,ITA,FW,Atalanta,20,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommaso Del Lungo,ITA,DF,Atalanta,19,2003,1.0,56,55,1,0,0,0,1,1,0,0,0,0,46,0,0
Kerem Demirbay,GER,MF,Galatasaray,30,1993,1.7,87,79,8,6,0,0,6,0,2,1,1,0,65,0,2
Branco van den Boomen,NED,MF,Ajax,28,1995,0.5,39,36,2,1,0,2,1,1,0,0,0,0,34,1,0
Mikkel Desler,DEN,DF,Toulouse,28,1995,6.1,326,242,81,4,1,0,8,77,0,0,0,0,249,3,15
Cyriel Dessers,NGA,FW,Rangers,28,1994,4.3,73,65,8,0,0,0,0,0,0,0,0,0,53,0,1
Ángel Di María,ARG,FW,Benfica,35,1988,6.3,374,316,57,11,2,8,69,8,37,23,9,0,253,1,17
Assane Diao,ESP,FW,Betis,17,2005,2.8,65,64,0,0,1,0,3,0,0,0,0,0,52,1,3
Moussa Diarra,MLI,DF,Toulouse,22,2000,6.1,290,247,43,4,0,1,3,39,0,0,0,0,225,0,13
Luis Díaz,COL,FW,Liverpool,26,1997,4.9,192,188,4,1,2,3,3,3,0,0,0,0,164,0,3
Mohamed Diomandé,CIV,MF,Rangers,21,2001,1.9,82,81,1,1,0,1,4,0,0,0,0,0,60,0,2
Ousmane Diomande,CIV,DF,Sporting CP,19,2003,6.7,443,420,23,16,0,0,0,1,0,0,0,0,398,0,2
Andy Diouf,FRA,"MF,DF",Lens,20,2003,0.9,52,49,3,0,0,0,4,0,3,0,3,0,42,0,0
Álvaro djaló,ESP,MF,Braga,23,1999,1.4,56,55,0,0,0,0,5,0,0,0,0,0,37,1,4
Berat Djimsiti,ALB,DF,Atalanta,30,1993,11.6,558,534,24,17,0,2,3,5,0,0,0,0,474,0,7
Ben Doak,SCO,FW,Liverpool,17,2005,1.9,45,43,2,0,0,1,0,1,0,0,0,0,34,0,0
Ritsu Doan,JPN,"MF,FW",Freiburg,25,1998,8.8,323,301,22,4,3,0,44,3,15,8,6,0,242,0,7
Oscar Dorley,LBR,MF,Slavia Prague,25,1998,7.4,310,301,8,4,1,1,2,1,0,0,0,0,250,1,4
David Doudera,CZE,"DF,MF",Slavia Prague,25,1998,7.3,291,241,50,2,0,0,32,44,4,1,2,0,196,0,9
Désiré Doué,FRA,MF,Rennes,18,2005,3.8,151,149,2,1,2,0,10,0,1,0,1,0,121,0,4
Guela Doué,CIV,DF,Rennes,20,2002,3.4,129,107,22,2,1,3,14,20,0,0,0,0,98,0,2
David Douline,FRA,"MF,FW",Servette FC,30,1993,1.9,68,67,1,1,0,1,2,0,0,0,0,0,52,0,1
Josh Duffus,ENG,FW,Brighton,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andres Dumitrescu,ROU,"DF,MF",Slavia Prague,22,2001,3.7,179,145,32,1,0,2,7,31,0,0,0,0,126,2,8
