Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Max Aarons,ENG,DF,Bournemouth,Premier League,23,2000,13.7,581,453,127,11,2,3,13,116,0,0,0,0,450,1,23
Brenden Aaronson,USA,"MF,FW",Union Berlin,Bundesliga,22,2000,14.1,472,439,29,3,5,1,22,12,6,2,3,0,365,4,21
Paxten Aaronson,USA,MF,Eint Frankfurt,Bundesliga,19,2003,1.1,50,48,2,1,0,0,0,1,0,0,0,0,41,0,0
Keyliane Abdallah,FRA,FW,Marseille,Ligue 1,17,2006,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Yunis Abdelhamid,MAR,DF,Reims,Ligue 1,35,1987,30.9,1836,1650,178,75,2,13,3,29,0,0,0,0,1552,8,20
Salis Abdul Samed,GHA,MF,Lens,Ligue 1,23,2000,16.9,895,875,18,17,0,1,3,1,0,0,0,0,796,2,17
Nabil Aberdin,FRA,DF,Getafe,La Liga,20,2002,2.0,79,75,4,4,0,1,0,0,0,0,0,0,60,0,0
Laurent Abergel,FRA,MF,Lorient,Ligue 1,30,1993,31.8,1836,1743,88,68,6,13,34,14,0,0,0,0,1551,5,25
Matthis Abline,FRA,FW,Nantes,Ligue 1,20,2003,11.6,231,218,12,0,2,1,7,1,0,0,0,0,162,1,11
Abner,BRA,DF,Betis,La Liga,23,2000,15.6,797,628,165,7,0,3,26,158,0,0,0,0,615,4,23
Zakaria Aboukhlal,MAR,"MF,FW",Toulouse,Ligue 1,23,2000,8.4,196,185,11,1,0,0,5,9,0,0,0,0,140,0,7
Abdel Abqar,MAR,DF,Alavés,La Liga,24,1999,25.7,762,704,55,50,0,17,2,4,0,0,0,0,553,3,10
Tammy Abraham,ENG,FW,Roma,Serie A,25,1997,2.7,40,37,2,0,0,0,2,0,0,0,0,0,19,1,1
Francesco Acerbi,ITA,DF,Inter,Serie A,35,1988,26.5,1781,1719,60,43,0,11,9,8,0,0,0,0,1615,2,5
Joshua Acheampong,ENG,DF,Chelsea,Premier League,17,2006,0.1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0
Marcos Acuña,ARG,DF,Sevilla,La Liga,31,1991,14.4,847,672,173,32,1,11,82,122,19,7,12,0,628,2,16
Akor Adams,NGA,FW,Montpellier,Ligue 1,23,2000,25.0,385,375,10,0,2,1,12,1,0,0,0,0,250,0,20
Tyler Adams,USA,MF,Bournemouth,Premier League,24,1999,1.3,71,67,4,3,0,1,1,1,0,0,0,0,59,0,0
Junior Adamu,AUT,"FW,MF",Freiburg,Bundesliga,22,2001,1.2,30,29,1,0,0,0,1,0,0,0,0,0,18,0,0
Sargis Adamyan,ARM,"FW,MF",Köln,Bundesliga,30,1993,8.9,189,166,22,1,0,2,4,2,0,0,0,0,132,1,6
Tosin Adarabioyo,ENG,DF,Fulham,Premier League,25,1997,18.0,1216,1181,33,28,1,9,1,2,0,0,0,0,1028,2,8
Elijah Adebayo,ENG,FW,Luton Town,Premier League,25,1998,15.8,204,202,1,0,1,0,5,1,0,0,0,0,144,1,5
Karim Adeyemi,GER,"FW,MF",Dortmund,Bundesliga,21,2002,10.1,299,280,19,3,0,1,25,11,4,1,2,0,218,0,16
Simon Adingra,CIV,FW,Brighton,Premier League,21,2002,24.7,840,815,23,3,7,2,76,15,5,0,1,0,634,2,29
Nathaniel Adjei,GHA,DF,Lorient,Ligue 1,20,2002,13.8,669,628,40,27,0,3,2,11,0,0,0,0,578,1,5
Amine Adli,MAR,"MF,FW",Leverkusen,Bundesliga,23,2000,10.0,459,447,11,2,2,1,23,7,0,0,0,0,367,1,10
Yacine Adli,FRA,MF,Milan,Serie A,23,2000,15.6,1300,1220,78,36,3,16,50,7,35,11,12,0,1125,2,14
Adryelson,BRA,"DF,FW",Lyon,Ligue 1,25,1998,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Adson,BRA,"MF,FW",Nantes,Ligue 1,22,2000,2.6,130,128,2,0,0,0,2,2,0,0,0,0,115,0,2
Michel Aebischer,SUI,MF,Bologna,Serie A,26,1997,24.8,1503,1447,53,34,3,5,12,13,6,3,0,0,1370,3,17
Emmanuel Agbadou,CIV,DF,Reims,Ligue 1,26,1997,28.8,1838,1728,106,50,5,11,6,48,0,0,0,0,1599,4,11
Julen Agirrezabala,ESP,GK,Athletic Club,La Liga,22,2000,2.6,100,72,28,6,0,0,0,0,0,0,0,0,67,0,1
Lucien Agoume,FRA,MF,Inter,Serie A,21,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Lucien Agoume,FRA,MF,Sevilla,La Liga,21,2002,8.6,360,356,4,4,1,2,2,0,0,0,0,0,301,0,6
Felix Agu,GER,"DF,MF",Werder Bremen,Bundesliga,23,1999,17.9,669,538,128,3,0,2,46,124,1,0,0,0,488,3,30
Nayef Aguerd,MAR,DF,West Ham,Premier League,27,1996,20.6,1177,1100,75,55,1,29,5,6,0,0,0,0,943,2,5
Ruben Aguilar,FRA,DF,Lens,Ligue 1,30,1993,21.4,1282,1094,185,17,3,1,75,168,0,0,0,0,1044,3,35
Brandon Aguilera,CRC,FW,Nott'ham Forest,Premier League,20,2003,0.1,8,8,0,0,0,0,0,0,0,0,0,0,4,0,1
Naouirou Ahamada,FRA,"MF,FW",Crystal Palace,Premier League,21,2002,3.9,187,183,4,1,0,0,6,2,0,0,0,0,150,0,8
Anel Ahmedhodžić,BIH,DF,Sheffield Utd,Premier League,24,1999,29.4,988,950,36,11,1,2,6,25,0,0,0,0,745,2,20
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,27,1995,4.5,185,175,10,6,1,0,0,4,0,0,0,0,145,0,0
Ola Aina,NGA,DF,Nott'ham Forest,Premier League,26,1996,18.8,802,649,150,12,2,2,28,138,0,0,0,0,603,3,17
Rayan Aït-Nouri,ALG,"DF,MF",Wolves,Premier League,22,2001,25.9,1190,1047,138,24,2,5,41,106,8,5,2,0,1005,5,24
Tosin Aiyegun,BEN,"MF,FW",Lorient,Ligue 1,25,1998,10.0,203,193,7,0,0,0,8,1,0,0,0,0,154,3,4
Kristoffer Ajer,NOR,DF,Brentford,Premier League,25,1998,20.4,810,730,79,9,1,9,22,65,0,0,0,0,610,1,11
Ludovic Ajorque,FRA,FW,Mainz 05,Bundesliga,29,1994,15.1,453,423,28,2,2,4,3,0,0,0,0,0,318,2,6
Manuel Akanji,SUI,"DF,MF",Manchester City,Premier League,28,1995,27.9,2334,2261,71,34,4,15,9,27,0,0,0,0,2180,2,10
Marley Aké,FRA,FW,Udinese,Serie A,22,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Aké,NED,DF,Manchester City,Premier League,28,1995,22.7,1864,1744,118,32,1,3,11,81,0,0,0,0,1716,2,14
Ilias Akhomach,MAR,"MF,FW",Villarreal,La Liga,19,2004,16.8,481,464,14,5,4,2,29,5,4,1,1,0,372,3,14
Sergio Akieme,ESP,DF,Almería,La Liga,25,1997,18.6,801,630,169,19,1,5,57,148,2,0,1,0,620,2,22
Sergio Akieme,ESP,DF,Reims,Ligue 1,25,1997,9.1,350,287,61,3,0,0,21,57,0,0,0,0,277,2,8
Ebenezer Akinsanmiro,NGA,MF,Inter,Serie A,18,2004,0.2,8,7,1,1,0,0,0,0,0,0,0,0,7,0,0
Maghnes Akliouche,FRA,"MF,FW",Monaco,Ligue 1,21,2002,17.9,833,773,54,12,8,2,54,3,37,14,8,0,645,6,24
Paul Akouokou,CIV,MF,Betis,La Liga,25,1997,0.3,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0
Paul Akouokou,CIV,MF,Lyon,Ligue 1,25,1997,3.4,185,183,2,2,0,0,0,0,0,0,0,0,158,0,2
Jean-Daniel Akpa-Akpro,CIV,MF,Monza,Serie A,30,1992,7.8,263,260,3,1,1,1,1,0,0,0,0,0,220,0,11
David Akpan Ankeye,NGA,FW,Genoa,Serie A,21,2002,0.6,9,9,0,0,0,0,1,0,0,0,0,0,8,0,0
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,28,1995,12.2,711,680,30,17,0,2,4,13,0,0,0,0,611,1,6
David Alaba,AUT,DF,Real Madrid,La Liga,31,1992,12.8,904,835,65,23,4,7,17,5,12,7,3,0,810,4,2
Luis Alberto,ESP,MF,Lazio,Serie A,30,1992,25.7,1679,1452,215,71,14,6,150,13,114,45,54,0,1303,12,28
Raúl Albiol,ESP,DF,Villarreal,La Liga,37,1985,22.6,1272,1207,61,45,0,6,0,3,0,0,0,0,1095,4,8
Thiago Alcántara,ESP,MF,Liverpool,Premier League,32,1991,0.1,10,9,1,1,0,0,0,0,0,0,0,0,7,0,0
Carlos Alcaraz,ARG,MF,Juventus,Serie A,20,2002,4.2,165,155,10,7,2,1,1,2,1,0,0,0,143,0,3
Rubén Alcaraz,ESP,MF,Cádiz,La Liga,32,1991,34.8,1582,1462,106,85,1,42,36,7,8,1,7,0,1271,14,17
Omar Alderete,PAR,DF,Getafe,La Liga,26,1996,24.4,1056,985,58,54,0,37,5,3,0,0,0,0,678,13,11
Iván Alejo,ESP,MF,Cádiz,La Liga,28,1995,18.8,481,433,46,10,1,2,151,24,12,0,11,0,245,2,32
Carles Aleñá,ESP,MF,Getafe,La Liga,25,1998,11.3,396,359,36,17,1,4,33,5,14,13,1,0,308,1,12
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,24,1998,23.9,2062,1705,346,77,22,32,168,198,71,10,52,0,1553,11,23
Aboubacar Ali,FRA,"MF,FW",Strasbourg,Ligue 1,17,2006,1.4,34,34,0,0,0,0,6,0,0,0,0,0,22,0,1
Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,La Liga,19,2004,2.8,66,66,0,0,0,0,11,0,0,0,0,0,38,0,1
Mohamed Ali Cho,FRA,FW,Nice,Ligue 1,19,2004,9.6,268,245,22,6,1,0,44,0,16,8,7,0,193,1,8
Faride Alidou,GER,"FW,MF",Köln,Bundesliga,22,2001,14.2,305,293,12,0,0,2,39,7,1,0,1,0,196,0,17
Nabil Alioui,FRA,"MF,FW",Le Havre,Ligue 1,24,1999,11.2,358,289,66,17,6,1,54,1,36,23,13,0,228,3,14
Alisson,BRA,GK,Liverpool,Premier League,30,1992,28.0,1142,983,154,38,0,5,0,0,0,0,0,0,985,5,3
Tadeo Allende,ARG,"MF,FW",Celta Vigo,La Liga,24,1999,3.7,98,97,1,0,1,1,10,0,0,0,0,0,60,0,6
Jim Allevinah,GAB,"MF,DF",Clermont Foot,Ligue 1,28,1995,20.7,743,675,65,2,1,0,47,57,1,0,0,0,589,3,17
Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,La Liga,23,2000,10.7,399,375,24,12,0,4,18,2,7,0,5,0,315,0,18
Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,29,1994,21.5,801,788,10,2,5,0,24,7,1,0,0,0,668,3,16
Pontus Almqvist,SWE,"FW,MF",Lecce,Serie A,24,1999,23.4,478,472,6,2,1,0,21,3,1,1,0,0,351,0,19
Marcos Alonso,ESP,DF,Barcelona,La Liga,32,1990,2.8,214,171,43,10,0,3,15,27,6,2,2,0,180,0,5
Adrià Altimira,ESP,"DF,MF",Villarreal,La Liga,22,2001,8.6,465,400,65,5,0,1,5,60,0,0,0,0,389,0,10
Sergi Altimira,ESP,MF,Betis,La Liga,21,2001,6.3,320,315,3,1,0,4,1,1,1,1,0,0,289,2,3
Edson Álvarez,MEX,MF,West Ham,Premier League,25,1997,26.4,1207,1184,18,15,2,9,4,3,0,0,0,0,1033,5,14
Gastón Álvarez,URU,DF,Getafe,La Liga,23,2000,28.2,1017,878,138,35,0,10,25,101,0,0,0,0,754,1,17
Hugo Álvarez,ESP,"MF,DF",Celta Vigo,La Liga,20,2003,8.5,455,379,73,8,4,1,22,58,7,1,5,1,380,3,10
Julián Álvarez,ARG,"MF,FW",Manchester City,Premier League,23,2000,29.4,1258,1069,185,25,9,1,137,7,129,44,36,2,1011,4,27
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,28,1995,12.8,710,674,32,30,2,8,1,1,0,0,0,0,572,4,7
Skelly Alvero,FRA,MF,Lyon,Ligue 1,21,2002,4.7,193,190,2,2,1,1,2,0,0,0,0,0,159,1,2
Skelly Alvero,FRA,MF,Werder Bremen,Bundesliga,21,2002,1.4,76,75,1,1,0,1,0,0,0,0,0,0,59,0,2
Papa Amadou Diallo,SEN,FW,Metz,Ligue 1,19,2004,9.9,257,255,2,1,2,0,14,1,0,0,0,0,167,0,7
Selim Amallah,MAR,"FW,MF",Valencia,La Liga,26,1996,6.7,164,162,2,0,2,0,4,0,0,0,0,0,120,0,5
Amath,SEN,"FW,MF",Mallorca,La Liga,27,1996,4.4,113,110,2,1,2,0,7,1,0,0,0,0,76,1,4
Lorenzo Amatucci,ITA,MF,Fiorentina,Serie A,19,2004,0.2,25,25,0,0,0,1,0,0,0,0,0,0,22,0,2
Jordan Amavi,FRA,DF,Brest,Ligue 1,29,1994,1.0,54,43,11,3,0,0,1,8,0,0,0,0,47,0,1
Zeki Amdouni,SUI,FW,Burnley,Premier League,22,2000,21.7,500,445,51,2,7,1,8,0,3,0,0,0,396,4,19
Kelvin Amian,FRA,DF,Nantes,Ligue 1,25,1998,8.9,350,266,84,8,1,0,14,76,0,0,0,0,268,0,15
Bruno Amione,ARG,DF,Hellas Verona,Serie A,21,2002,6.4,273,267,6,4,0,1,1,2,0,0,0,0,217,0,3
Michael Amir Murillo,PAN,DF,Marseille,Ligue 1,27,1996,11.1,602,517,84,13,0,1,16,71,0,0,0,0,492,1,10
Nadiem Amiri,GER,MF,Mainz 05,Bundesliga,26,1996,14.6,798,612,181,80,2,3,126,9,88,32,44,0,567,5,11
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,26,1996,1.0,100,98,2,1,0,0,1,0,1,0,0,0,92,0,2
Kofi Amoako,GER,MF,Wolfsburg,Bundesliga,18,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,Premier League,26,1996,10.4,664,642,21,10,0,8,7,11,0,0,0,0,578,1,10
Joachim Andersen,DEN,DF,Crystal Palace,Premier League,27,1996,37.9,2209,2073,121,110,7,31,31,8,0,0,0,0,1731,15,22
Elliot Anderson,ENG,"MF,FW",Newcastle Utd,Premier League,20,2002,11.4,460,431,29,3,4,1,19,25,1,0,0,0,370,0,9
Felipe Anderson,BRA,"FW,MF",Lazio,Serie A,30,1993,30.8,1336,1299,29,5,5,6,57,18,6,1,4,0,1012,8,63
Benjamin André,FRA,MF,Lille,Ligue 1,32,1990,28.6,1919,1855,58,57,5,19,19,1,0,0,0,0,1598,6,34
Komnen Andrić,SRB,FW,Clermont Foot,Ligue 1,28,1995,1.9,59,54,5,0,0,0,1,0,0,0,0,0,45,0,0
Robert Andrich,GER,"MF,DF",Leverkusen,Bundesliga,28,1994,18.8,1494,1458,34,32,5,4,14,2,0,0,0,0,1346,2,10
Miguel Ángel Rubio,ESP,DF,Granada,La Liga,25,1998,17.3,775,745,29,24,1,4,0,1,0,0,0,0,622,1,11
Angeliño,ESP,DF,Roma,Serie A,26,1997,12.7,715,610,101,12,0,4,53,87,2,1,0,0,546,4,11
Ângelo,BRA,"FW,MF",Strasbourg,Ligue 1,18,2004,12.2,426,410,15,3,4,1,42,4,5,3,1,0,300,1,13
Fabrizio Angileri,ARG,"DF,MF",Getafe,La Liga,29,1994,1.8,103,96,7,1,0,2,8,6,0,0,0,0,68,0,5
Jaidon Anthony,ENG,FW,Bournemouth,Premier League,23,1999,1.7,45,42,3,2,0,0,2,0,1,0,0,0,30,0,3
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,27,1996,32.1,2624,2511,109,51,6,9,14,29,0,0,0,0,2330,4,16
Michail Antonio,JAM,FW,West Ham,Premier League,33,1990,18.8,308,288,18,1,3,4,27,11,0,0,0,0,180,2,22
Antony,BRA,FW,Manchester Utd,Premier League,23,2000,14.7,595,570,22,7,3,1,16,15,0,0,0,0,468,3,23
Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,Bundesliga,29,1994,13.5,454,343,108,1,1,1,55,106,0,0,0,0,274,3,21
Houssem Aouar,ALG,"MF,FW",Roma,Serie A,25,1998,8.4,359,344,15,4,0,0,10,3,8,5,2,0,300,0,8
Stredair Appuah,FRA,"FW,MF",Nantes,Ligue 1,19,2004,0.9,23,23,0,0,0,0,2,0,0,0,0,0,14,0,2
Mauro Arambarri,URU,MF,Getafe,La Liga,27,1995,3.8,142,138,4,2,0,2,6,1,1,1,0,0,114,0,2
Jon Aramburu,VEN,DF,Real Sociedad,La Liga,21,2002,6.0,321,256,62,7,0,0,7,55,0,0,0,0,254,3,7
Asaf Arania,ISR,MF,Darmstadt 98,Bundesliga,17,2005,0.1,4,3,1,0,0,0,0,1,0,0,0,0,4,0,0
Julian Araujo,MEX,DF,Las Palmas,La Liga,21,2001,16.2,831,694,135,19,0,2,23,116,0,0,0,0,680,2,14
Ronald Araújo,URU,DF,Barcelona,La Liga,24,1999,22.2,1641,1540,93,45,3,14,8,37,0,0,0,0,1458,8,6
Oliver Arblaster,ENG,MF,Sheffield Utd,Premier League,19,2004,10.5,438,406,29,13,0,2,7,0,6,3,0,0,349,3,8
Cameron Archer,ENG,"FW,MF",Sheffield Utd,Premier League,22,2001,20.4,332,310,22,0,2,1,5,0,0,0,0,0,266,0,15
Cameron Archer,ENG,MF,Aston Villa,Premier League,22,2001,0.1,6,6,0,0,1,0,0,0,0,0,0,0,5,0,0
Alphonse Areola,FRA,GK,West Ham,Premier League,30,1993,30.0,867,555,307,88,0,2,0,0,0,0,0,0,562,5,0
Adu Ares,ESP,FW,Athletic Club,La Liga,21,2001,2.9,104,103,1,0,0,1,11,0,1,1,0,0,79,0,5
Jesús Areso,ESP,DF,Osasuna,La Liga,24,1999,29.6,1368,1033,332,20,1,6,110,311,0,0,0,0,1021,3,48
Simone Aresti,ITA,GK,Cagliari,Serie A,37,1986,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matias Arezo,URU,FW,Granada,La Liga,20,2002,4.1,82,75,7,0,1,0,4,1,0,0,0,0,52,0,0
Iñigo Arguibide,ESP,DF,Osasuna,La Liga,18,2005,0.2,4,3,1,0,0,0,0,1,0,0,0,0,1,0,1
Yoël Armougom,FRA,"DF,MF",Clermont Foot,Ligue 1,25,1998,2.6,131,114,17,1,0,0,14,16,0,0,0,0,97,0,3
José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,28,1995,10.3,318,260,58,18,0,3,46,3,25,13,8,0,233,0,8
Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,Ligue 1,20,2003,14.3,549,525,21,6,3,4,7,4,2,1,0,0,451,3,13
Marko Arnautović,AUT,FW,Inter,Serie A,34,1989,8.9,271,264,5,0,3,1,7,0,0,0,0,0,203,2,9
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,29,1994,27.8,1582,1404,171,87,4,17,110,1,58,39,13,2,1285,7,19
Mohamed El Arouch,FRA,FW,Lyon,Ligue 1,19,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Sergio Arribas,ESP,"MF,FW",Almería,La Liga,21,2001,22.7,751,661,86,32,4,4,60,7,28,13,9,0,588,4,20
Kepa Arrizabalaga,ESP,GK,Real Madrid,La Liga,28,1994,13.3,456,374,82,12,0,1,0,0,0,0,0,0,386,0,1
Arthur,BRA,DF,Leverkusen,Bundesliga,20,2003,2.0,109,96,13,0,0,0,7,12,1,0,0,0,88,0,3
Takuma Asano,JPN,"FW,MF",Bochum,Bundesliga,28,1994,22.1,397,383,12,1,1,0,37,2,1,0,0,0,262,2,26
Marco Asensio,ESP,"MF,FW",Paris S-G,Ligue 1,27,1996,12.4,656,598,55,10,6,6,52,8,31,11,10,0,545,3,13
Kristjan Asllani,ALB,MF,Inter,Serie A,21,2002,8.7,744,685,56,23,2,4,35,1,32,12,10,0,662,3,6
Joel Asoro,SWE,"FW,MF",Metz,Ligue 1,24,1999,9.4,147,136,10,4,0,0,19,1,2,2,0,0,94,1,10
Jonathan Asp Jensen,DEN,FW,Bayern Munich,Bundesliga,17,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,35,1987,30.1,1305,1112,190,51,20,15,149,8,94,39,35,0,949,3,30
Lorenz Assignon,TOG,DF,Burnley,Premier League,23,2000,13.7,485,378,104,3,0,0,29,101,0,0,0,0,352,3,19
Lorenz Assignon,TOG,DF,Rennes,Ligue 1,23,2000,11.2,600,491,109,13,0,1,22,96,0,0,0,0,516,0,12
Youcef Atal,ALG,DF,Nice,Ligue 1,27,1996,4.0,238,215,22,6,2,0,6,16,0,0,0,0,214,1,1
Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,17,2005,6.2,179,171,7,1,0,0,5,6,0,0,0,0,155,1,3
Arthur Atta,FRA,"MF,FW",Metz,Ligue 1,20,2003,10.3,401,378,20,10,1,4,10,6,1,1,0,0,301,3,11
Noah Atubolu,GER,GK,Freiburg,Bundesliga,21,2002,34.0,1392,1060,329,88,0,4,0,0,0,0,0,0,982,3,1
Pierre-Emerick Aubameyang,GAB,FW,Marseille,Ligue 1,34,1989,29.1,660,608,48,1,3,0,42,4,0,0,0,0,444,4,27
Emil Audero,ITA,GK,Inter,Serie A,26,1997,3.7,197,174,21,3,0,0,0,0,0,0,0,0,166,2,1
Tommaso Augello,ITA,DF,Cagliari,Serie A,28,1994,26.9,1329,1008,317,42,1,2,153,241,34,7,25,0,919,4,42
Carlos Augusto,BRA,DF,Inter,Serie A,24,1999,19.2,1099,977,112,14,0,3,40,92,0,0,0,0,921,10,25
Yann Aurel Bisseck,GER,DF,Inter,Serie A,22,2000,10.0,641,614,27,20,1,2,5,7,0,0,0,0,590,0,9
Serge Aurier,CIV,"DF,MF",Nott'ham Forest,Premier League,30,1992,9.3,448,407,41,6,1,0,22,35,0,0,0,0,348,0,8
Ezequiel Ávila,ARG,"FW,MF",Osasuna,La Liga,29,1994,9.6,371,312,56,13,4,6,79,10,32,17,12,0,232,3,9
Ezequiel Ávila,ARG,FW,Betis,La Liga,29,1994,3.3,91,89,2,1,0,3,12,1,0,0,0,0,55,0,6
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,25,1997,11.6,175,169,4,0,2,1,1,0,0,0,0,0,127,2,3
André Ayew,GHA,FW,Le Havre,Ligue 1,33,1989,12.3,266,244,19,0,0,0,4,1,0,0,0,0,197,3,10
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,31,1991,28.3,920,876,42,8,4,5,97,10,22,6,8,0,681,2,43
Neil El Aynaoui,FRA,MF,Lens,Ligue 1,22,2001,17.4,670,660,9,8,2,0,7,1,0,0,0,0,576,1,6
Sardar Azmoun,IRN,"FW,MF",Roma,Serie A,28,1995,6.5,156,152,4,1,1,1,2,1,0,0,0,0,108,0,8
César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,33,1989,15.8,1035,899,130,19,1,2,11,111,0,0,0,0,867,6,8
Paulo Azzi,BRA,"DF,MF",Cagliari,Serie A,29,1994,10.6,487,394,91,6,0,1,48,84,1,0,0,0,322,2,13
Oussama El Azzouzi,MAR,MF,Bologna,Serie A,22,2001,6.1,390,383,7,6,0,2,2,0,1,1,0,0,352,0,2
Abdellah Baallal,MAR,MF,Clermont Foot,Ligue 1,18,2004,0.0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Iddrisu Baba,GHA,MF,Almería,La Liga,27,1996,15.9,654,636,15,15,2,2,4,0,0,0,0,0,543,3,10
Srđan Babić,SRB,DF,Almería,La Liga,27,1996,1.0,62,60,2,2,0,1,0,0,0,0,0,0,58,0,0
Shavy Babicka,GAB,"FW,MF",Toulouse,Ligue 1,23,2000,4.1,127,122,3,0,0,0,13,3,0,0,0,0,77,2,10
Aliou Badara Baldé,GUI,"FW,DF",Nice,Ligue 1,20,2002,0.8,30,29,1,0,1,0,4,0,1,0,0,0,15,0,2
Loïc Bade,FRA,DF,Sevilla,La Liga,23,2000,25.3,1346,1308,34,30,1,18,2,4,0,0,0,0,1113,4,12
Milan Badelj,CRO,MF,Genoa,Serie A,34,1989,28.2,1407,1344,59,39,5,14,14,9,0,0,0,0,1136,4,20
Matthias Bader,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,20.0,912,747,160,5,1,10,32,155,0,0,0,0,687,5,31
Benoît Badiashile,FRA,DF,Chelsea,Premier League,22,2001,14.9,1173,1137,36,27,1,2,2,6,0,0,0,0,1065,0,6
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,22,2001,28.7,1255,1087,153,38,28,15,175,15,95,44,37,1,893,15,32
Jaime Báez,URU,"FW,MF",Frosinone,Serie A,28,1995,5.6,202,182,20,4,0,1,24,2,14,2,10,0,141,0,7
Nicola Bagnolini,ITA,GK,Bologna,Serie A,19,2004,0.1,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0
Leon Bailey,JAM,"MF,FW",Aston Villa,Premier League,25,1997,23.0,790,745,40,2,11,7,75,9,29,20,0,0,573,5,38
Eric Bailly,CIV,DF,Villarreal,La Liga,29,1994,9.3,385,359,24,12,0,1,0,0,0,0,0,0,337,2,2
Stefan Bajcetic,ESP,MF,Liverpool,Premier League,18,2004,0.3,10,10,0,0,0,0,0,0,0,0,0,0,7,0,1
Nedim Bajrami,ALB,"MF,FW",Sassuolo,Serie A,24,1999,14.6,460,376,83,20,2,1,78,10,44,17,22,0,330,1,12
Cédric Bakambu,COD,FW,Betis,La Liga,32,1991,2.2,39,35,4,0,0,0,0,0,0,0,0,0,26,0,2
Tiemoué Bakayoko,FRA,MF,Lorient,Ligue 1,28,1994,14.6,637,619,17,16,1,3,1,1,0,0,0,0,550,1,11
Mitchel Bakker,NED,DF,Atalanta,Serie A,23,2000,4.2,212,168,42,3,0,0,13,36,3,0,3,0,167,2,8
Ridle Baku,GER,"DF,MF",Wolfsburg,Bundesliga,25,1998,22.4,1048,896,150,16,5,4,54,124,10,9,0,0,789,2,20
Dilane Bakwa,FRA,"FW,MF",Strasbourg,Ligue 1,20,2002,24.2,862,705,154,49,9,5,155,33,72,43,22,1,587,3,28
Tommaso Baldanzi,ITA,"MF,FW",Empoli,Serie A,20,2003,8.3,257,223,29,6,0,0,16,9,10,4,3,0,201,5,8
Tommaso Baldanzi,ITA,"FW,MF",Roma,Serie A,20,2003,5.8,205,201,4,0,1,0,7,4,0,0,0,0,175,0,2
Alejandro Balde,ESP,DF,Barcelona,La Liga,19,2003,15.3,817,694,122,12,1,3,37,110,0,0,0,0,694,1,16
George Baldock,GRE,DF,Sheffield Utd,Premier League,30,1993,10.8,397,335,60,2,0,0,18,58,0,0,0,0,291,2,18
Carlos Baleba,CMR,MF,Brighton,Premier League,19,2004,14.7,775,767,6,6,0,5,0,0,0,0,0,0,713,2,10
Carlos Baleba,CMR,MF,Lille,Ligue 1,19,2004,0.7,45,45,0,0,0,0,0,0,0,0,0,0,39,0,0
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,24,1999,25.2,1628,1560,64,51,0,14,2,4,1,0,0,0,1402,4,12
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,31,1992,31.9,1487,1082,395,24,2,6,68,371,0,0,0,0,1116,10,43
Fodé Ballo-Touré,SEN,"DF,MF",Fulham,Premier League,26,1997,0.8,78,57,20,2,0,0,4,18,0,0,0,0,56,1,3
