Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Fabio Chiarodia,ITA,DF,Gladbach,Bundesliga,18,2005,1.7,87,81,6,2,0,0,1,4,0,0,0,0,78,0,0
Federico Chiesa,ITA,FW,Juventus,Serie A,25,1997,24.4,712,615,90,15,6,4,117,20,50,22,22,0,498,7,29
Ben Chilwell,ENG,DF,Chelsea,Premier League,26,1996,8.4,495,416,73,11,0,0,43,41,21,9,11,0,373,6,19
Tawanda Chirewa,ZIM,"MF,FW",Wolves,Premier League,19,2003,1.6,58,54,3,1,0,0,4,0,0,0,0,0,46,1,2
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,26,1997,28.8,1743,1628,105,67,7,10,29,4,13,8,2,0,1494,10,13
Leon Chiwome,ENG,FW,Wolves,Premier League,17,2006,1.9,22,18,4,0,0,0,0,0,0,0,0,0,19,0,1
Tahith Chong,NED,"MF,FW",Luton Town,Premier League,23,1999,22.0,550,515,31,4,5,6,35,11,0,0,0,0,428,4,21
Joris Chotard,FRA,MF,Montpellier,Ligue 1,21,2001,28.7,1179,1113,62,55,6,19,33,3,3,0,3,0,961,4,27
Andreas Christensen,DEN,"DF,MF",Barcelona,La Liga,27,1996,22.0,1569,1514,55,41,0,5,0,5,0,0,0,0,1480,0,11
Jacob Christensen,DEN,MF,Köln,Bundesliga,22,2001,2.4,85,85,0,0,0,1,5,0,0,0,0,0,66,0,1
Oliver Christensen,DEN,GK,Fiorentina,Serie A,24,1999,4.0,190,164,26,6,0,0,0,0,0,0,0,0,146,0,1
Ryan Christie,SCO,MF,Bournemouth,Premier League,28,1995,32.3,1300,1217,78,22,17,18,73,2,30,29,0,0,988,5,26
Carney Chukwuemeka,ENG,"MF,FW",Chelsea,Premier League,19,2003,2.5,134,134,0,0,2,0,1,0,0,0,0,0,115,0,4
Samuel Chukwueze,NGA,FW,Milan,Serie A,24,1999,11.3,421,410,10,0,7,1,20,7,3,2,0,0,330,1,11
Chumi,ESP,DF,Almería,La Liga,24,1999,27.0,1208,1139,64,21,0,4,2,25,0,0,0,0,1044,5,11
Víctor Chust,ESP,DF,Cádiz,La Liga,23,2000,20.7,1040,994,38,30,0,12,2,3,0,0,0,0,831,8,12
Pathé Ciss,SEN,MF,Rayo Vallecano,La Liga,29,1994,18.5,890,842,41,35,2,14,3,2,0,0,0,0,738,7,10
Alphadjo Cissè,ITA,FW,Hellas Verona,Serie A,16,2006,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Djaoui Cissé,FRA,MF,Rennes,Ligue 1,19,2004,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Ibrahim Cissoko,NED,"FW,MF",Toulouse,Ligue 1,20,2003,2.7,116,114,2,0,0,0,20,2,0,0,0,0,89,0,4
Giorgio Cittadini,ITA,DF,Monza,Serie A,21,2002,0.2,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0
Giorgio Cittadini,ITA,DF,Genoa,Serie A,21,2002,1.2,31,28,3,0,0,0,0,3,0,0,0,0,19,0,0
Patrick Ciurria,ITA,"DF,MF",Monza,Serie A,28,1995,17.8,847,740,106,7,2,2,53,92,7,2,4,0,662,1,25
Bobby Clark,ENG,MF,Liverpool,Premier League,18,2005,1.0,49,49,0,0,0,0,0,0,0,0,0,0,38,0,2
Jordan Clark,ENG,MF,Luton Town,Premier League,29,1993,14.5,513,475,36,13,1,6,23,5,0,0,0,0,369,2,18
Alexis Claude-Maurice,FRA,MF,Nice,Ligue 1,25,1998,5.6,253,235,18,6,0,0,26,2,10,4,6,0,202,0,9
Jonathan Clauss,FRA,DF,Marseille,Ligue 1,30,1992,23.0,1526,1227,290,36,1,4,159,201,53,0,48,0,1153,9,39
Silvi Clúa,ESP,MF,Girona,La Liga,18,2005,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,32,1991,14.9,600,539,58,3,0,0,9,55,0,0,0,0,495,3,16
Marcus Coco,FRA,"DF,FW",Nantes,Ligue 1,27,1996,16.5,641,561,78,3,3,1,46,75,0,0,0,0,473,2,15
Saúl Coco,EQG,DF,Las Palmas,La Liga,24,1999,25.5,1422,1361,54,48,1,3,1,2,0,0,0,0,1257,7,8
Séamus Coleman,IRL,DF,Everton,Premier League,34,1988,7.4,306,232,70,1,0,1,13,69,0,0,0,0,207,4,11
Maxime Colin,FRA,DF,Metz,Ligue 1,31,1991,20.4,925,684,235,19,0,2,34,216,0,0,0,0,660,6,30
Nathan Collins,IRL,DF,Brentford,Premier League,22,2001,29.5,1552,1423,123,46,2,13,4,74,0,0,0,0,1261,6,16
Nnamdi Collins,GER,DF,Eint Frankfurt,Bundesliga,19,2004,1.0,75,64,10,2,0,0,2,8,0,0,0,0,61,1,0
Lorenzo Colombo,ITA,FW,Monza,Serie A,21,2002,15.1,263,252,11,1,0,4,2,2,0,0,0,0,185,0,7
Andrea Colpani,ITA,"MF,FW",Monza,Serie A,24,1999,29.5,981,876,99,24,2,33,111,9,66,15,40,0,752,6,19
Levi Colwill,ENG,DF,Chelsea,Premier League,20,2003,20.0,1163,1033,126,28,4,0,12,94,0,0,0,0,965,4,17
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,27,1996,12.4,647,630,13,1,1,5,60,6,3,0,0,0,528,4,19
Eray Cömert,SUI,DF,Nantes,Ligue 1,25,1998,22.2,1064,1007,57,37,1,19,3,3,0,0,0,0,941,0,10
Santi Comesaña,ESP,MF,Villarreal,La Liga,26,1996,18.4,868,842,24,23,2,7,5,1,0,0,0,0,752,2,8
Pietro Comuzzo,ITA,"DF,FW",Fiorentina,Serie A,18,2005,0.5,38,38,0,0,0,0,0,0,0,0,0,0,27,0,0
Alois Confais,FRA,"MF,FW",Le Havre,Ligue 1,26,1996,0.1,9,7,2,2,0,0,1,0,0,0,0,0,7,0,0
Andrea Consigli,ITA,GK,Sassuolo,Serie A,36,1987,35.0,1235,855,379,126,0,1,0,1,0,0,0,0,838,1,0
Bambasé Conté,GER,"MF,FW",Hoffenheim,Bundesliga,20,2003,0.5,24,24,0,0,0,0,1,0,0,0,0,0,19,0,0
Nikita Contini Baranovsky,ITA,GK,Napoli,Serie A,27,1996,0.2,4,2,2,1,0,0,0,0,0,0,0,0,4,0,0
Lewis Cook,ENG,MF,Bournemouth,Premier League,26,1997,31.0,1487,1290,195,88,2,3,132,10,93,81,5,1,1135,2,25
Copete,ESP,DF,Mallorca,La Liga,23,1999,14.8,584,560,22,21,1,14,10,1,0,0,0,0,449,2,8
Diego Coppola,ITA,DF,Hellas Verona,Serie A,19,2003,18.2,718,687,30,28,0,7,0,1,0,0,0,0,555,1,6
Francis Coquelin,FRA,MF,Villarreal,La Liga,32,1991,10.1,431,421,10,10,1,7,2,0,0,0,0,0,379,0,4
Tommaso Corazza,ITA,DF,Bologna,Serie A,19,2004,2.2,145,110,35,5,0,1,8,30,0,0,0,0,119,0,9
Theo Corbeanu,CAN,"MF,FW",Granada,La Liga,21,2002,2.0,60,59,1,0,1,0,12,0,1,0,0,0,37,0,1
Jeppe Corfitzen,DEN,FW,Lecce,Serie A,18,2004,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Jack Cork,ENG,MF,Burnley,Premier League,34,1989,0.3,33,31,2,2,0,0,1,0,0,0,0,0,25,0,2
Maxwel Cornet,CIV,"MF,FW",West Ham,Premier League,26,1996,1.2,49,48,1,0,0,0,1,0,0,0,0,0,36,0,2
Giacomo Corona,ITA,FW,Empoli,Serie A,19,2004,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Jesús Corona,MEX,"MF,DF",Sevilla,La Liga,30,1993,0.2,14,14,0,0,1,0,2,0,0,0,0,0,9,0,0
Ángel Correa,ARG,"FW,MF",Atlético Madrid,La Liga,28,1995,17.0,516,471,37,3,1,2,40,0,21,11,8,0,379,8,11
Joaquín Correa,ARG,"FW,MF",Marseille,Ligue 1,28,1994,4.8,167,163,3,1,1,0,1,2,0,0,0,0,131,1,10
Thierry Correia,POR,DF,Valencia,La Liga,24,1999,23.9,1340,1033,300,31,2,4,48,268,1,0,0,0,1017,7,19
Oscar Cortés,COL,"FW,MF",Lens,Ligue 1,19,2003,0.5,26,26,0,0,0,0,2,0,0,0,0,0,18,0,0
Danny da Costa,GER,DF,Mainz 05,Bundesliga,30,1993,9.2,470,357,113,2,0,1,40,111,0,0,0,0,317,0,21
David Costa,POR,MF,Lens,Ligue 1,22,2001,16.6,726,664,56,15,3,0,77,3,38,14,22,0,570,6,19
Jaume Costa,ESP,DF,Mallorca,La Liga,35,1988,18.7,834,645,178,3,0,2,63,175,0,0,0,0,615,11,16
João Costa,BRA,"MF,FW",Roma,Serie A,18,2005,0.2,9,7,2,0,0,0,1,1,0,0,0,0,7,0,1
Logan Costa,CPV,DF,Toulouse,Ligue 1,22,2001,29.4,1784,1676,106,52,0,14,12,19,0,0,0,0,1491,2,14
Samu Costa,POR,MF,Mallorca,La Liga,22,2000,25.6,1087,1063,21,14,1,14,24,2,2,1,1,0,830,3,36
Benoît Costil,FRA,GK,Salernitana,Serie A,36,1987,13.0,428,273,154,50,0,0,1,0,0,0,0,0,258,1,0
Grégoire Coudert,FRA,GK,Brest,Ligue 1,24,1999,2.0,80,60,20,10,0,0,0,0,0,0,0,0,55,0,0
Vladimír Coufal,CZE,DF,West Ham,Premier League,30,1992,34.8,1665,1317,337,17,2,4,106,319,1,0,0,0,1154,11,56
Lassana Coulibaly,MLI,MF,Salernitana,Serie A,27,1996,23.1,873,852,14,14,1,5,8,0,0,0,0,0,736,7,20
Mamadou Coulibaly,SEN,DF,Salernitana,Serie A,24,1999,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Mamadou Coulibaly,FRA,MF,Monaco,Ligue 1,19,2004,1.3,70,69,1,0,0,0,1,1,0,0,0,0,56,0,1
Tanguy Coulibaly,FRA,"FW,MF",Montpellier,Ligue 1,22,2001,6.9,172,165,6,0,0,0,8,5,0,0,0,0,137,1,3
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,31,1992,3.7,123,103,20,2,0,1,0,0,0,0,0,0,113,0,0
Philippe Coutinho,BRA,"MF,FW",Aston Villa,Premier League,31,1992,0.3,24,23,1,0,0,0,0,0,0,0,0,0,20,0,0
Yan Couto,BRA,"DF,FW",Girona,La Liga,21,2002,24.9,1354,1181,170,24,5,4,111,145,1,0,0,0,1057,3,47
Nicolas Cozza,FRA,DF,Nantes,Ligue 1,24,1999,9.9,366,282,83,3,0,0,13,80,0,0,0,0,270,1,8
Nicolas Cozza,FRA,DF,Wolfsburg,Bundesliga,24,1999,3.1,192,161,31,0,0,1,4,31,0,0,0,0,147,0,5
Alessio Cragno,ITA,GK,Sassuolo,Serie A,29,1994,3.0,100,68,32,10,0,0,0,0,0,0,0,0,69,0,0
Crespo,POR,MF,Rayo Vallecano,La Liga,26,1996,5.9,273,262,10,7,1,1,3,0,0,0,0,0,230,1,3
Aaron Cresswell,ENG,"DF,FW",West Ham,Premier League,33,1989,4.8,308,245,63,9,0,4,11,50,4,1,3,0,254,0,3
Bryan Cristante,ITA,"MF,DF",Roma,Serie A,28,1995,36.5,2178,2140,30,28,5,21,29,2,0,0,0,0,1785,8,43
Cristian,ESP,GK,Valencia,La Liga,25,1998,0.6,18,13,5,2,0,0,0,0,0,0,0,0,13,0,0
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,31,1992,18.5,941,759,178,11,0,0,21,165,0,0,0,0,712,4,15
Juan Cruz,ARG,"FW,MF",Hellas Verona,Serie A,24,1999,1.2,27,27,0,0,0,0,1,0,0,0,0,0,18,0,1
Juan Cruz,ESP,FW,Betis,La Liga,23,2000,0.8,20,20,0,0,0,0,0,0,0,0,0,0,15,0,0
Juan Cuadrado,COL,DF,Inter,Serie A,35,1988,3.0,189,169,20,3,0,6,18,17,0,0,0,0,158,0,0
Pau Cubarsí,ESP,DF,Barcelona,La Liga,16,2007,17.3,1487,1441,43,32,2,11,1,3,0,0,0,0,1360,3,6
Marc Cucurella,ESP,DF,Chelsea,Premier League,25,1998,19.8,1196,1043,153,30,1,2,16,123,0,0,0,0,1036,0,26
Iván Cuéllar,ESP,GK,Mallorca,La Liga,39,1984,1.0,35,32,3,0,0,0,0,0,0,0,0,0,24,0,0
Jorge Cuenca,ESP,DF,Villarreal,La Liga,23,1999,21.8,1150,1035,111,36,0,16,13,41,0,0,0,0,957,4,9
Josh Cullen,IRL,MF,Burnley,Premier League,27,1996,22.9,1373,1311,57,42,5,2,26,1,14,5,6,0,1173,5,19
Matheus Cunha,BRA,"FW,MF",Wolves,Premier League,24,1999,27.1,831,769,56,8,8,7,24,15,3,1,0,0,658,6,19
Marvin Cuni,ALB,FW,Frosinone,Serie A,22,2001,5.9,115,104,10,0,0,1,4,1,0,0,0,0,82,1,5
Eric Curbelo,ESP,"DF,MF",Las Palmas,La Liga,29,1994,1.1,59,52,7,3,0,1,0,1,0,0,0,0,57,0,0
Sam Curtis,IRL,DF,Sheffield Utd,Premier League,17,2005,0.3,10,8,2,0,0,0,1,2,0,0,0,0,6,0,1
Tomáš Čvančara,CZE,FW,Gladbach,Bundesliga,22,2000,10.0,216,206,9,0,0,0,3,0,0,0,0,0,137,1,7
Danilo D'Ambrosio,ITA,DF,Monza,Serie A,34,1988,17.1,1095,1029,65,34,1,2,7,27,0,0,0,0,979,1,9
Alberto Dadie,ESP,MF,Real Sociedad,La Liga,21,2002,0.3,7,7,0,0,0,0,1,0,0,0,0,0,3,0,1
Trévis Dago,CIV,"FW,MF",Lille,Ligue 1,18,2005,0.3,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0
Finn Dahmen,GER,GK,Augsburg,Bundesliga,25,1998,31.0,1345,1053,285,98,0,3,0,0,0,0,0,0,1025,7,0
Mahmoud Dahoud,GER,MF,Brighton,Premier League,27,1996,5.0,328,326,2,2,1,0,3,0,0,0,0,0,284,0,8
Mahmoud Dahoud,GER,MF,Stuttgart,Bundesliga,27,1996,2.5,235,229,5,3,1,2,6,0,2,1,1,0,205,1,3
Ameen Al-Dakhil,BEL,DF,Burnley,Premier League,21,2002,11.7,637,590,45,11,2,2,3,34,0,0,0,0,537,2,6
Thijs Dallinga,NED,FW,Toulouse,Ligue 1,22,2000,27.9,621,591,28,1,0,7,14,2,0,0,0,0,416,2,24
Diogo Dalot,POR,DF,Manchester Utd,Premier League,24,1999,35.3,1830,1546,277,21,1,7,80,251,5,2,3,0,1486,7,39
Mikkel Damsgaard,DEN,MF,Brentford,Premier League,23,2000,9.4,432,409,21,5,10,3,29,7,7,4,3,0,300,2,19
Flavius Daniliuc,AUT,DF,Salernitana,Serie A,22,2001,8.3,411,368,41,11,1,4,1,30,0,0,0,0,350,2,8
Danilo,BRA,MF,Nott'ham Forest,Premier League,22,2001,19.9,758,717,35,7,4,9,26,1,19,19,0,0,589,6,15
Danilo,BRA,DF,Juventus,Serie A,32,1991,27.2,1849,1635,205,49,2,23,18,89,0,0,0,0,1591,9,12
Arnaut Danjuma,NED,"MF,FW",Everton,Premier League,26,1997,6.6,152,147,5,0,1,1,10,2,1,1,0,0,102,0,8
Jayden Danns,ENG,FW,Liverpool,Premier League,17,2006,0.1,7,7,0,0,1,0,0,0,0,0,0,0,5,0,0
Kevin Danso,AUT,DF,Lens,Ligue 1,24,1998,29.5,1719,1602,114,70,0,3,3,7,0,0,0,0,1508,3,7
Dante,BRA,DF,Nice,Ligue 1,39,1983,31.6,2803,2665,133,69,4,11,10,8,0,0,0,0,2540,5,11
Raimane Daou,COM,"DF,MF",Marseille,Ligue 1,18,2004,0.3,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0
Mohammed Daramy,DEN,"FW,MF",Reims,Ligue 1,21,2002,18.3,527,499,26,0,7,4,15,12,1,0,0,0,401,2,23
Sergi Darder,ESP,MF,Mallorca,La Liga,29,1993,24.0,1002,841,150,55,10,19,149,13,63,23,36,2,725,11,25
Achraf Dari,MAR,"DF,FW",Brest,Ligue 1,24,1999,1.3,85,83,2,2,0,0,0,0,0,0,0,0,73,0,0
Matteo Darmian,ITA,DF,Inter,Serie A,33,1989,26.7,1389,1236,150,16,5,9,21,134,0,0,0,0,1181,3,30
Lukas Daschner,GER,"MF,FW",Bochum,Bundesliga,24,1998,6.0,179,164,14,4,2,2,20,2,8,6,0,0,107,1,9
Josh Dasilva,ENG,"DF,FW",Brentford,Premier League,24,1998,0.3,19,17,2,0,0,0,6,0,2,2,0,0,10,0,1
David Datro Fofana,CIV,FW,Burnley,Premier League,20,2002,9.8,173,167,4,0,1,0,3,0,0,0,0,0,117,2,8
David Datro Fofana,CIV,"FW,MF",Union Berlin,Bundesliga,20,2002,7.6,152,147,4,0,0,0,11,1,0,0,0,0,106,1,6
Juan David Cabal,COL,DF,Hellas Verona,Serie A,22,2001,16.6,790,620,168,14,1,6,33,153,1,0,0,0,561,2,29
Jonathan David,CAN,FW,Lille,Ligue 1,23,2000,29.2,655,610,40,2,0,0,2,0,0,0,0,0,537,5,18
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,22,2000,22.9,1642,1455,187,27,4,1,31,160,0,0,0,0,1440,0,31
Ben Davies,WAL,DF,Tottenham,Premier League,30,1993,12.1,850,788,61,34,3,3,10,27,0,0,0,0,766,1,10
Tom Davies,ENG,MF,Sheffield Utd,Premier League,25,1998,2.5,99,92,5,2,1,0,4,1,0,0,0,0,68,2,5
Keinan Davis,ENG,"FW,MF",Udinese,Serie A,25,1998,2.1,50,49,1,0,0,0,0,0,0,0,0,0,36,0,4
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,28,1995,23.8,1173,1102,70,52,0,11,2,10,0,0,0,0,972,1,12
Craig Dawson,ENG,DF,Wolves,Premier League,33,1990,24.5,1277,1236,38,29,2,22,1,1,0,0,0,0,1104,3,9
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,32,1991,13.6,971,840,124,23,11,6,136,24,69,29,16,5,732,7,27
Charles De Ketelaere,BEL,"FW,MF",Atalanta,Serie A,22,2001,22.5,782,746,35,7,6,2,47,8,2,0,2,0,565,1,25
Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,29,1994,23.1,1553,1461,75,51,23,16,46,12,12,3,4,0,1291,17,23
Mattia De Sciglio,ITA,DF,Juventus,Serie A,30,1992,0.5,19,17,2,0,0,0,0,2,0,0,0,0,17,0,0
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,35,1988,7.5,432,365,66,16,0,1,9,50,0,0,0,0,373,1,7
Thibault De Smet,BEL,DF,Reims,Ligue 1,25,1998,20.3,1046,878,163,12,0,2,31,149,2,2,0,0,837,5,29
Koni De Winter,BEL,DF,Genoa,Serie A,21,2002,26.4,1269,1158,111,35,1,0,5,45,0,0,0,0,1122,0,14
Grégoire Defrel,MTQ,"FW,MF",Sassuolo,Serie A,32,1991,8.4,221,209,10,1,0,0,2,3,2,0,0,0,187,2,6
Alessandro Deiola,ITA,MF,Cagliari,Serie A,27,1995,17.9,524,511,11,4,2,11,15,7,0,0,0,0,364,2,10
Romain Del Castillo,FRA,FW,Brest,Ligue 1,27,1996,27.7,1469,1255,209,52,9,11,251,45,104,57,45,0,989,5,67
Thomas Delaine,FRA,"DF,MF",Strasbourg,Ligue 1,31,1992,22.7,882,699,179,24,2,1,104,146,9,0,8,0,638,4,25
Sacha Delaye,FRA,"MF,FW",Montpellier,Ligue 1,21,2002,1.4,48,48,0,0,0,0,3,0,0,0,0,0,38,0,3
Hannes Delcroix,BEL,DF,Burnley,Premier League,24,1999,6.5,350,320,29,3,0,0,5,26,0,0,0,0,300,1,2
Alessandro Dellavalle,ITA,DF,Torino,Serie A,19,2004,0.2,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1
Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,23,2000,15.2,730,607,121,6,0,5,45,110,4,2,1,0,543,2,28
Karamoko Dembélé,ENG,"MF,FW",Brest,Ligue 1,20,2003,0.2,10,9,1,0,0,0,1,0,1,1,0,0,8,0,0
Ousmane Dembélé,FRA,"MF,FW",Paris S-G,Ligue 1,26,1997,16.7,1044,974,65,13,11,4,99,3,49,7,18,0,792,5,24
Jessy Deminguet,FRA,"MF,FW",Strasbourg,Ligue 1,25,1998,7.7,258,231,25,13,1,3,9,5,7,2,1,0,221,2,1
Ermedin Demirović,BIH,"FW,MF",Augsburg,Bundesliga,25,1998,31.9,574,523,44,3,3,1,10,4,1,0,0,0,371,7,35
Diego Demme,GER,MF,Napoli,Serie A,31,1991,0.8,76,76,0,0,0,2,3,0,0,0,0,0,63,0,1
Sepp van den Berg,NED,DF,Mainz 05,Bundesliga,21,2001,31.5,1469,1424,41,34,0,2,2,2,0,0,0,0,1190,4,10
Leander Dendoncker,BEL,MF,Aston Villa,Premier League,28,1995,1.3,56,56,0,0,0,1,0,0,0,0,0,0,45,0,0
Leander Dendoncker,BEL,MF,Napoli,Serie A,28,1995,0.3,27,26,1,1,0,0,0,0,0,0,0,0,23,0,0
Rémy Descamps,FRA,GK,Nantes,Ligue 1,27,1996,6.0,212,123,89,18,0,0,0,0,0,0,0,0,128,0,1
Mikkel Desler,DEN,DF,Toulouse,Ligue 1,28,1995,17.2,944,775,169,20,0,1,30,149,0,0,0,0,788,0,23
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,29,1994,33.0,945,617,324,102,0,0,0,0,0,0,0,0,611,4,2
Mattia Destro,ITA,"FW,MF",Empoli,Serie A,32,1991,4.1,63,52,10,0,0,0,0,0,0,0,0,0,41,1,1
Samuele Di Benedetto,GER,MF,Stuttgart,Bundesliga,18,2005,0.1,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0
Federico Di Francesco,ITA,"FW,MF",Lecce,Serie A,29,1994,0.2,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0
Raffaele Di Gennaro,ITA,GK,Inter,Serie A,29,1993,0.3,17,15,1,0,0,0,0,0,0,0,0,0,15,1,0
Michele Di Gregorio,ITA,GK,Monza,Serie A,26,1997,31.9,1350,1053,296,73,0,2,0,0,0,0,0,0,1054,1,1
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,29,1993,35.9,2732,2336,386,42,6,26,126,343,1,0,0,0,2314,10,46
Alessandro Di Pardo,ITA,"DF,MF",Cagliari,Serie A,24,1999,4.0,175,146,29,0,0,1,18,29,0,0,0,0,115,0,7
Boulaye Dia,SEN,"FW,MF",Salernitana,Serie A,26,1996,12.7,244,227,16,2,2,5,1,0,0,0,0,0,204,1,5
Moussa Diaby,FRA,"FW,MF",Aston Villa,Premier League,24,1999,24.2,619,567,51,3,6,2,45,4,1,0,0,0,485,1,15
Lamine Diack,SEN,MF,Nantes,Ligue 1,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouctar Diakhaby,GUI,"DF,MF",Valencia,La Liga,26,1996,11.9,546,530,15,13,0,3,0,0,0,0,0,0,475,1,4
Mamadou Diakhon,FRA,"FW,MF",Reims,Ligue 1,17,2005,2.3,48,46,2,0,1,1,4,2,0,0,0,0,38,0,0
Bafodé Diakité,FRA,DF,Lille,Ligue 1,22,2001,18.8,1311,1209,102,45,0,3,3,49,0,0,0,0,1206,0,11
Ibrahim Diakité,GUI,DF,Reims,Ligue 1,19,2003,1.2,85,67,18,2,0,1,9,16,0,0,0,0,57,0,3
Moussa Diakité,MLI,MF,Cádiz,La Liga,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oumar Diakité,CIV,FW,Reims,Ligue 1,19,2003,17.6,305,279,26,1,4,0,3,1,0,0,0,0,239,0,6
Amad Diallo,CIV,"FW,MF",Manchester Utd,Premier League,21,2002,4.3,170,166,4,1,0,1,1,2,1,1,0,0,149,0,3
Amadou Diallo,ENG,MF,Newcastle Utd,Premier League,20,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Assane Diao,ESP,FW,Betis,La Liga,17,2005,11.6,264,261,2,0,0,0,9,0,0,0,0,0,200,1,12
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,19,2004,25.6,874,850,23,8,3,4,22,4,3,2,0,0,735,1,13
Moussa Diarra,MLI,DF,Toulouse,Ligue 1,22,2000,15.5,680,587,90,25,1,2,16,59,0,0,0,0,550,3,19
Rúben Dias,POR,DF,Manchester City,Premier League,26,1997,28.4,2635,2567,65,46,2,7,13,11,0,0,0,0,2469,3,8
Krépin Diatta,SEN,"DF,FW",Monaco,Ligue 1,24,1999,13.4,787,629,152,16,0,5,39,126,10,4,4,0,602,6,13
Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,30,1993,30.0,1245,952,289,113,1,7,0,0,0,0,0,0,848,4,1
Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,18,2005,4.0,147,144,2,2,0,0,2,0,0,0,0,0,125,1,4
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,23,1999,17.2,740,705,29,8,7,2,31,6,7,3,2,0,624,6,12
Luis Díaz,COL,FW,Liverpool,Premier League,26,1997,29.2,1075,1040,29,4,4,11,26,24,0,0,0,0,898,6,29
Víctor Díaz,ESP,"DF,MF",Granada,La Liga,35,1988,1.8,74,63,9,6,0,0,0,3,0,0,0,0,47,2,4
Famara Diedhiou,SEN,"FW,MF",Granada,La Liga,30,1992,1.0,41,40,1,0,0,0,2,1,0,0,0,0,20,0,4
Justin Diehl,GER,"FW,MF",Köln,Bundesliga,18,2004,1.9,64,48,16,2,0,0,18,1,13,7,6,0,41,0,1
Bamba Dieng,SEN,FW,Lorient,Ligue 1,23,2000,6.1,117,99,18,0,0,0,5,1,0,0,0,0,90,0,2
Eric Dier,ENG,DF,Tottenham,Premier League,29,1994,2.2,141,132,9,6,0,0,0,0,0,0,0,0,125,0,0
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,29,1994,13.0,1143,1092,48,19,0,16,7,3,0,0,0,0,1042,3,4
Guillaume Dietsch,FRA,GK,Metz,Ligue 1,22,2001,0.8,26,12,14,7,0,0,0,0,0,0,0,0,15,0,0
Florian Dietz,GER,"FW,MF",Köln,Bundesliga,24,1998,0.8,19,18,1,0,0,0,0,0,0,0,0,0,13,0,1
Lucas Digne,FRA,DF,Aston Villa,Premier League,30,1993,26.8,1351,1095,253,36,0,4,154,181,36,25,5,0,1015,3,42
Federico Dimarco,ITA,DF,Inter,Serie A,25,1997,23.1,1328,1116,207,24,1,6,196,124,59,22,30,0,1027,5,34
Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,29,1993,37.0,1198,794,401,134,0,5,0,0,0,0,0,0,732,3,0
Junior Dina Ebimbe,FRA,"MF,DF",Eint Frankfurt,Bundesliga,22,2000,21.7,935,839,93,5,7,5,21,88,0,0,0,0,715,3,27
Eren Dinkçi,GER,"FW,MF",Heidenheim,Bundesliga,21,2001,29.4,819,791,25,3,2,5,79,18,3,0,3,0,508,3,52
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,22,2001,9.9,570,554,15,13,1,3,1,2,0,0,0,0,521,1,3
Edan Diop,FRA,"MF,DF",Monaco,Ligue 1,18,2004,1.8,97,86,10,1,0,0,2,9,0,0,0,0,71,1,3
Issa Diop,FRA,DF,Fulham,Premier League,26,1997,15.8,1080,1041,37,22,1,5,0,2,0,0,0,0,950,2,13
Sofiane Diop,FRA,FW,Nice,Ligue 1,23,2000,5.5,176,171,5,2,0,1,13,1,2,2,0,0,143,0,2
